Trial	CorrectionTrial?	StartTime	CenterReward?	SpkrIdx	SpkrPos	duration	HoldTime	Atten	Response	RespTime	Correct	ComputerTime	SoundOrLED	
1	0	2029.155	0	2	-90	100	851	0.0	8	2031.168	0	736181.589407	0	
2	0	2045.489	0	4	-30	100	801	4.5	3	2048.298	0	736181.589605	0	
3	0	2057.347	0	8	90	100	1001	0.0	8	2058.862	1	736181.589727	0	
4	0	2062.128	0	5	0	100	901	9.0	6	2063.584	0	736181.589781	0	
5	0	2080.587	0	7	60	100	751	0.0	8	2083.026	0	736181.590006	0	
6	0	2099.381	0	3	-60	100	951	9.0	3	2100.375	1	736181.590208	0	
7	0	2103.521	0	4	-30	100	701	4.5	4	2105.255	1	736181.590264	0	
8	0	2108.799	0	6	30	100	501	9.0	8	2110.241	0	736181.590322	0	
9	0	2123.025	0	2	-90	100	601	4.5	3	2124.212	0	736181.590483	0	
10	0	2137.153	0	8	90	100	551	0.0	8	2137.873	1	736181.590643	0	
11	0	2146.052	0	3	-60	100	751	4.5	3	2146.931	1	736181.590746	0	
12	0	2153.665	0	6	30	100	901	9.0	6	2154.439	1	736181.590834	0	
13	0	2162.473	0	7	60	100	501	0.0	8	2163.265	0	736181.590936	0	
14	0	2173.481	1	5	0	100	1001	9.0	5	2173.967	1	736181.591063	0	
15	0	2185.058	0	2	-90	100	601	9.0	4	2186.699	0	736181.591206	0	
16	0	2202.786	0	7	60	100	951	4.5	7	2204.136	1	736181.591408	0	
17	0	2207.203	0	6	30	100	801	4.5	6	2207.973	1	736181.591453	0	
18	0	2217.934	0	8	90	100	651	9.0	8	2218.493	1	736181.591577	0	
19	0	2226.082	0	3	-60	100	701	4.5	3	2226.927	1	736181.591672	0	
20	0	2234.168	0	2	-90	100	551	0.0	4	2235.047	0	736181.591766	0	
21	0	2250.728	0	5	0	100	651	4.5	6	2251.422	0	736181.591957	0	
22	0	2259.609	0	7	60	100	1001	0.0	8	2260.393	0	736181.592059	0	
23	0	2270.254	0	6	30	100	801	9.0	6	2270.891	1	736181.592184	0	
24	0	2278.419	0	5	0	100	501	0.0	6	2279.163	0	736181.592277	0	
25	0	2287.846	0	4	-30	100	751	4.5	5	2288.588	0	736181.592387	0	
26	0	2295.427	0	4	-30	100	951	9.0	2	2296.364	0	736181.592476	0	
27	0	2304.739	1	3	-60	100	901	4.5	3	2305.417	1	736181.592582	0	
28	0	2319.121	0	8	90	100	601	0.0	8	2319.904	1	736181.592749	0	
29	0	2331.813	1	7	60	100	551	9.0	7	2332.516	1	736181.592895	0	
30	0	2338.373	0	6	30	100	701	4.5	6	2341.444	1	736181.592998	0	
31	0	2350.886	0	8	90	100	501	0.0	8	2351.867	1	736181.593118	0	
32	0	2357.435	0	3	-60	100	601	9.0	3	2358.356	1	736181.593193	0	
33	0	2366.372	0	5	0	100	701	0.0	5	2367.503	1	736181.593299	0	
34	0	2375.304	0	7	60	100	1001	4.5	5	2376.051	0	736181.593399	0	
35	0	2382.175	0	4	-30	100	751	4.5	3	2382.869	0	736181.593478	0	
36	0	2392.493	0	6	30	100	851	9.0	6	2393.301	1	736181.593598	0	
37	0	2401.690	0	2	-90	100	951	9.0	6	2402.293	0	736181.593704	0	
38	0	2412.790	0	3	-60	100	901	0.0	2	2413.432	0	736181.593833	0	
39	0	2421.872	0	8	90	100	651	0.0	8	2422.646	1	736181.593938	0	
40	0	2428.531	0	5	0	100	551	9.0	5	2429.445	1	736181.594016	0	
41	0	2441.200	0	2	-90	100	701	0.0	4	2442.168	0	736181.594163	0	
42	0	2456.308	0	4	-30	100	851	4.5	3	2457.089	0	736181.594336	0	
43	0	2465.478	0	5	0	100	1001	4.5	4	2467.821	0	736181.594460	0	
44	0	2476.578	0	7	60	100	651	9.0	8	2477.417	0	736181.594571	0	
45	0	2490.362	0	2	-90	100	801	9.0	3	2491.268	0	736181.594731	0	
46	0	2509.832	0	3	-60	100	951	4.5	2	2510.493	0	736181.594956	0	
47	0	2522.161	0	5	0	100	751	9.0	6	2522.873	0	736181.595098	0	
48	0	2533.910	0	7	60	100	601	0.0	7	2534.992	1	736181.595238	0	
49	0	2539.951	0	6	30	100	551	4.5	6	2540.767	1	736181.595305	0	
50	0	2548.156	0	4	-30	100	501	9.0	6	2548.999	0	736181.595400	0	
51	0	2560.691	0	6	30	100	951	4.5	6	2561.638	1	736181.595547	0	
52	0	2569.631	0	4	-30	100	651	9.0	4	2570.391	1	736181.595649	0	
53	0	2577.699	0	2	-90	100	551	0.0	3	2578.605	0	736181.595742	0	
54	0	2589.023	0	3	-60	100	751	4.5	6	2589.876	0	736181.595872	0	
55	0	2601.470	0	8	90	100	701	9.0	8	2602.346	1	736181.596017	0	
56	0	2608.889	0	8	90	100	901	0.0	8	2609.496	1	736181.596102	0	
57	0	2616.295	0	2	-90	100	501	4.5	2	2618.011	1	736181.596198	0	
58	0	2628.117	0	7	60	100	601	0.0	8	2628.830	0	736181.596325	0	
59	0	2642.645	0	4	-30	100	851	0.0	3	2648.429	0	736181.596551	0	
60	0	2657.289	0	3	-60	100	801	4.5	4	2658.187	0	736181.596664	0	
61	0	2676.115	0	8	90	100	851	9.0	8	2676.900	1	736181.596880	0	
62	0	2689.165	0	7	60	100	601	4.5	7	2690.261	1	736181.597035	0	
63	0	2696.150	0	8	90	100	651	0.0	8	2696.820	1	736181.597113	0	
64	0	2703.792	0	6	30	100	951	9.0	7	2704.470	0	736181.597201	0	
65	0	2712.507	0	3	-60	100	501	4.5	3	2714.228	1	736181.597312	0	
66	0	2722.428	0	6	30	100	751	9.0	6	2723.375	1	736181.597418	0	
67	0	2731.846	0	5	0	100	701	9.0	5	2732.765	1	736181.597526	0	
68	0	2740.613	0	4	-30	100	801	4.5	3	2742.232	0	736181.597636	0	
69	0	2751.972	0	2	-90	100	1001	0.0	2	2752.796	1	736181.597758	0	
70	0	2772.663	0	5	0	100	901	9.0	4	2773.440	0	736181.597998	0	
71	0	2782.624	0	6	30	100	951	0.0	6	2783.604	1	736181.598115	0	
72	0	2791.558	0	4	-30	100	901	4.5	5	2792.446	0	736181.598217	0	
73	0	2800.605	0	5	0	100	801	9.0	6	2801.459	0	736181.598321	0	
74	0	2814.386	0	7	60	100	1001	4.5	7	2815.125	1	736181.598481	0	
75	0	2820.827	0	4	-30	100	701	4.5	5	2821.794	0	736181.598557	0	
76	0	2829.120	0	3	-60	100	751	0.0	3	2829.827	1	736181.598651	0	
77	0	2838.768	0	2	-90	100	851	9.0	3	2839.346	0	736181.598763	0	
78	0	2849.581	0	8	90	100	551	4.5	8	2850.328	1	736181.598889	0	
79	0	2855.833	0	3	-60	100	651	4.5	2	2856.784	0	736181.598962	0	
80	0	2864.750	0	7	60	100	501	9.0	6	2865.583	0	736181.599064	0	
81	0	2875.764	0	5	0	100	751	4.5	5	2876.560	1	736181.599191	0	
82	0	2884.879	0	8	90	100	851	9.0	8	2885.642	1	736181.599297	0	
83	0	2890.792	0	2	-90	100	551	4.5	6	2892.253	0	736181.599372	0	
84	0	2901.734	0	6	30	100	601	9.0	5	2902.671	0	736181.599493	0	
85	0	2908.614	0	6	30	100	701	4.5	6	2909.483	1	736181.599572	0	
86	0	2916.356	0	2	-90	100	651	0.0	2	2917.070	1	736181.599662	0	
87	0	2926.997	0	8	90	100	901	4.5	8	2927.643	1	736181.599784	0	
88	0	2933.688	0	3	-60	100	1001	0.0	2	2934.592	0	736181.599862	0	
89	0	2943.706	0	5	0	100	951	4.5	4	2944.453	0	736181.599977	0	
90	0	2953.924	0	6	30	100	501	0.0	7	2954.663	0	736181.600096	0	
91	0	2963.762	0	5	0	100	901	9.0	5	2964.661	1	736181.600210	0	
92	0	2971.847	0	4	-30	100	551	0.0	4	2972.971	1	736181.600307	0	
93	0	2980.406	0	7	60	100	851	9.0	7	2981.237	1	736181.600402	0	
94	0	2985.184	0	8	90	100	651	4.5	8	2985.773	1	736181.600458	0	
95	0	2991.575	0	3	-60	100	1001	0.0	3	2992.598	1	736181.600534	0	
96	0	2998.964	0	4	-30	100	951	4.5	4	2999.794	1	736181.600617	0	
97	0	3006.836	0	2	-90	100	751	4.5	3	3007.512	0	736181.600708	0	
98	0	3016.702	0	7	60	100	801	0.0	6	3017.451	0	736181.600822	0	
99	0	3026.779	0	3	-60	100	601	4.5	3	3027.633	1	736181.600939	0	
100	0	3039.628	0	4	-30	100	501	9.0	4	3040.399	1	736181.601088	0	
101	0	3050.708	0	4	-30	100	951	4.5	4	3051.703	1	736181.601218	0	
102	0	3061.428	0	8	90	100	901	0.0	8	3062.154	1	736181.601340	0	
103	0	3068.729	0	7	60	100	801	4.5	8	3069.545	0	736181.601425	0	
104	0	3082.655	0	5	0	100	651	0.0	5	3083.605	1	736181.601587	0	
105	0	3090.766	0	2	-90	100	601	0.0	2	3091.537	1	736181.601680	0	
106	0	3100.997	0	5	0	100	1001	9.0	4	3101.669	0	736181.601798	0	
107	0	3110.916	0	6	30	100	701	0.0	6	3111.566	1	736181.601912	0	
108	0	3118.719	0	8	90	100	751	9.0	8	3119.358	1	736181.602003	0	
109	0	3124.409	0	2	-90	100	851	9.0	3	3125.235	0	736181.602069	0	
110	0	3134.518	0	6	30	100	551	0.0	6	3135.381	1	736181.602186	0	
111	0	3151.851	0	7	60	100	601	9.0	8	3155.109	0	736181.602415	0	
