Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature
9,0,49.323,1,437,2761,2975,4263,509,-10.5,200,1,1,50.7014,1,1,735938.424876424,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
10,0,56.0692,1,437,2761,2975,4263,504,-6,200,1,0,60.2478,0,1,735938.424954505,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
11,1,63.8302,1,437,2761,2975,4263,504,-6,200,1,1,67.3127,1,1,735938.425044331,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
12,0,73.6225,1,936,1551,2975,4263,508,-15,200,0,0,76.4123,1,2,735938.425157668,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
13,0,79.6184,1,437,2761,2975,4263,510,-8.3,200,1,0,82.3664,0,4,735938.425227065,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
14,1,86.391,1,437,2761,2975,4263,510,-8.3,200,1,1,88.7273,1,4,735938.425305451,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
15,0,91.6943,0,936,1551,2975,4263,507,-6,200,0,1,93.0925,0,3,735938.425366832,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
16,1,95.609,1,936,1551,2975,4263,507,-6,200,0,0,96.2593,1,3,735938.425412141,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
17,0,100.8388,1,936,1551,2975,4263,510,-10.5,200,0,0,103.1003,1,2,735938.425472671,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
18,0,105.8757,1,437,2761,2975,4263,506,-6,200,1,1,111.4667,1,0,735938.425530969,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
19,0,117.7693,0,936,1551,2975,4263,507,-12.8,200,0,0,118.5131,1,5,735938.425668626,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
20,0,121.5094,1,936,1551,2975,4263,509,-10.5,200,0,1,126.2849,0,1,735938.425711914,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
21,1,130.4564,1,936,1551,2975,4263,509,-10.5,200,0,0,134.0269,1,1,735938.425815468,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
22,0,136.7441,0,437,2761,2975,4263,505,-12.8,200,1,0,137.6081,0,0,735938.425888242,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
23,1,140.1541,1,437,2761,2975,4263,505,-12.8,200,1,1,142.9009,1,0,735938.425927709,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
24,0,151.5539,0,437,2761,2975,4263,508,-10.5,200,1,1,153.1185,1,5,735938.426059652,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
25,0,159.6655,1,936,1551,2975,4263,504,-15,200,0,0,161.4062,1,4,735938.426153536,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
26,0,164.8112,1,437,2761,2975,4263,501,-6,200,1,0,168.4279,0,2,735938.426213093,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
27,1,171.7637,0,437,2761,2975,4263,501,-6,200,1,1,173.2367,1,2,735938.426293561,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
28,0,175.6231,0,437,2761,2975,4263,502,-8.3,200,1,1,177.3686,1,2,735938.42633823,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
29,0,182.0722,1,437,2761,2975,4263,503,-12.8,200,1,0,185.483,0,2,735938.426412873,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
30,1,189.0894,1,437,2761,2975,4263,503,-12.8,200,1,1,192.3482,1,2,735938.42649409,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
31,0,195.5484,1,936,1551,2975,4263,507,-12.8,200,0,0,197.8532,1,4,735938.426568847,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
32,0,201.0034,1,936,1551,2975,4263,506,-6,200,0,0,203.1635,1,4,735938.426631984,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
33,0,206.233,0,437,2761,2975,4263,503,-10.5,200,1,1,207.9991,1,4,735938.426692512,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
34,0,210.1223,0,437,2761,2975,4263,511,-6,200,1,1,211.5725,1,4,735938.426737527,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
35,0,217.5047,0,936,1551,2975,4263,504,-10.5,200,0,0,218.2949,1,4,735938.426822971,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
36,0,221.3202,1,936,1551,2975,4263,505,-8.3,200,0,0,223.3173,1,4,735938.426867132,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
37,0,226.3462,1,936,1551,2975,4263,501,-12.8,200,0,0,228.6677,1,2,735938.426925303,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
38,0,231.9851,1,437,2761,2975,4263,510,-15,200,1,1,236.4383,1,2,735938.426990568,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
39,0,239.535,0,936,1551,2975,4263,509,-8.3,200,0,0,240.3768,1,3,735938.427077951,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
40,0,244.1182,1,437,2761,2975,4263,508,-12.8,200,1,1,247.168,1,1,735938.427130998,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
41,0,255.5954,0,437,2761,2975,4263,507,-15,200,1,1,257.2305,1,1,735938.427263836,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
42,0,261.174,1,936,1551,2975,4263,501,-8.3,200,0,0,263.6057,1,0,735938.427328403,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
43,0,266.4737,0,437,2761,2975,4263,503,-10.5,200,1,1,268.0229,1,0,735938.427389742,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
44,0,269.9419,0,936,1551,2975,4263,511,-12.8,200,0,1,271.5633,0,1,735938.427429883,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
45,1,275.9367,0,936,1551,2975,4263,511,-12.8,200,0,0,276.7079,1,1,735938.427499267,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
46,0,279.8233,0,936,1551,2975,4263,509,-10.5,200,0,0,280.661,1,3,735938.427544251,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
47,0,283.6214,1,936,1551,2975,4263,504,-15,200,0,0,285.5218,1,0,735938.427588211,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
48,0,288.5821,1,936,1551,2975,4263,506,-6,200,0,0,290.6131,1,0,735938.427645626,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
49,0,293.6315,1,936,1551,2975,4263,508,-10.5,200,0,0,296.858,1,5,735938.427704068,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
50,0,300.0984,0,437,2761,2975,4263,510,-6,200,1,1,301.778,1,3,735938.427778917,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
51,0,304.0289,0,437,2761,2975,4263,502,-15,200,1,1,305.6734,1,0,735938.427824409,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
52,0,313.4291,0,437,2761,2975,4263,507,-15,200,1,1,314.4779,1,5,735938.427933207,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
53,0,317.9157,1,936,1551,2975,4263,505,-10.5,200,0,0,319.8032,1,0,735938.427985135,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
54,0,322.7739,0,936,1551,2975,4263,511,-15,200,0,0,323.6746,1,3,735938.428041365,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
55,0,326.7162,0,437,2761,2975,4263,503,-6,200,1,0,327.6274,0,5,735938.428086993,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
56,1,330.852,0,437,2761,2975,4263,503,-6,200,1,1,332.4014,1,5,735938.428134861,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
57,0,334.9876,0,437,2761,2975,4263,502,-15,200,1,1,336.3276,1,3,735938.428182727,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
58,0,341.4155,0,437,2761,2975,4263,506,-15,200,1,0,342.2221,0,4,735938.428257124,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
59,1,343.8101,1,437,2761,2975,4263,506,-15,200,1,0,346.585,0,4,735938.428284839,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
60,1,350.8138,0,437,2761,2975,4263,506,-15,200,1,1,352.346,1,4,735938.4283659,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
61,0,360.0433,0,936,1551,2975,4263,509,-8.3,200,0,0,360.8982,1,5,735938.428472723,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
62,0,363.865,0,437,2761,2975,4263,508,-8.3,200,1,1,366.0301,1,3,735938.428516956,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
63,0,367.2057,0,936,1551,2975,4263,504,-6,200,0,0,368.0354,1,1,735938.428555622,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
64,0,371.5989,1,437,2761,2975,4263,510,-12.8,200,1,0,373.8335,0,5,735938.428606469,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
65,1,377.6603,1,437,2761,2975,4263,510,-12.8,200,1,1,380.8224,1,5,735938.428676624,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
66,0,388.083,0,437,2761,2975,4263,506,-8.3,200,1,0,388.8546,0,5,735938.428797257,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
67,1,392.2688,1,437,2761,2975,4263,506,-8.3,200,1,0,394.0493,0,5,735938.428845704,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
68,1,397.7792,1,437,2761,2975,4263,506,-8.3,200,1,1,401.8328,1,5,735938.428909482,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
69,0,408.0563,0,936,1551,2975,4263,502,-6,200,0,0,408.8242,1,2,735938.429028429,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
70,0,412.2541,1,936,1551,2975,4263,510,-6,200,0,0,414.8561,1,5,735938.429077015,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
71,0,417.6516,1,936,1551,2975,4263,511,-12.8,200,0,0,421.6873,1,3,735938.429139486,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
72,0,424.7519,1,936,1551,2975,4263,501,-12.8,200,0,0,426.821,1,0,735938.429221665,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
73,0,429.8984,0,437,2761,2975,4263,509,-10.5,200,1,1,431.5161,1,3,735938.429281231,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
74,0,433.9046,0,936,1551,2975,4263,508,-8.3,200,0,1,435.5987,0,1,735938.429327599,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
75,1,443.2761,1,936,1551,2975,4263,508,-8.3,200,0,0,446.8292,1,1,735938.429436066,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
76,0,450.4124,0,437,2761,2975,4263,503,-8.3,200,1,1,451.6212,1,1,735938.429518662,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
77,0,453.9318,1,437,2761,2975,4263,507,-12.8,200,1,1,456.3662,1,4,735938.429559396,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
78,0,462.9809,0,936,1551,2975,4263,505,-15,200,0,0,463.9641,1,1,735938.429664131,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
79,0,468.6263,0,936,1551,2975,4263,511,-15,200,0,0,469.4034,1,1,735938.429729471,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
80,0,472.6205,1,936,1551,2975,4263,510,-10.5,200,0,0,474.5523,1,4,735938.4297757,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
81,0,478.0784,0,936,1551,2975,4263,505,-6,200,0,0,479.025,1,1,735938.42983887,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
82,0,482.4858,1,437,2761,2975,4263,508,-12.8,200,1,1,486.4783,1,3,735938.429889882,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
83,0,488.9609,1,437,2761,2975,4263,503,-12.8,200,1,1,493.0805,1,4,735938.429964825,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
84,0,502.027,1,437,2761,2975,4263,501,-12.8,200,1,0,505.1488,0,2,735938.430116053,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
85,1,507.7971,1,437,2761,2975,4263,501,-12.8,200,1,0,510.7977,0,2,735938.430182837,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
86,1,514.4353,0,437,2761,2975,4263,501,-12.8,200,1,1,516.1115,1,2,735938.430259668,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
87,0,518.9428,1,936,1551,2975,4263,502,-15,200,0,0,520.9183,1,5,735938.430311838,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
88,0,524.3434,0,437,2761,2975,4263,509,-8.3,200,1,1,526.2646,1,2,735938.430374345,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
89,0,528.3198,1,437,2761,2975,4263,507,-15,200,1,1,532.2793,1,0,735938.430420368,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
90,0,536.7125,1,437,2761,2975,4263,504,-15,200,1,0,539.6684,0,1,735938.430517506,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
91,1,544.8595,0,437,2761,2975,4263,504,-15,200,1,1,546.6232,1,1,735938.4306118,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
92,0,555.5457,0,437,2761,2975,4263,511,-8.3,200,1,0,556.5338,0,3,735938.430735483,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
93,1,562.0753,0,437,2761,2975,4263,511,-8.3,200,1,1,563.7258,1,3,735938.430811057,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
94,0,568.7133,1,437,2761,2975,4263,502,-6,200,1,1,571.874,1,5,735938.430887885,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
95,0,574.1669,0,437,2761,2975,4263,509,-10.5,200,1,0,575.1559,0,5,735938.430951006,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
96,1,579.5973,1,437,2761,2975,4263,509,-10.5,200,1,1,583.8934,1,5,735938.431013858,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
97,0,586.9582,1,936,1551,2975,4263,504,-6,200,0,0,589.8741,1,4,735938.431099053,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
98,0,593.0795,0,437,2761,2975,4263,503,-12.8,200,1,1,594.9567,1,5,735938.431169902,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
99,0,597.2666,1,437,2761,2975,4263,505,-10.5,200,1,1,601.232,1,2,735938.431218363,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
100,0,611.0258,0,936,1551,2975,4263,501,-12.8,200,0,0,611.8313,1,2,735938.431377613,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
101,0,615.1111,0,936,1551,2975,4263,506,-12.8,200,0,0,616.0914,1,5,735938.431424897,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
102,0,619.4404,0,936,1551,2975,4263,507,-6,200,0,0,620.4121,1,3,735938.431475005,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
103,0,624.1742,0,437,2761,2975,4263,510,-6,200,1,1,626.2802,1,1,735938.431529794,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
104,0,627.4967,1,936,1551,2975,4263,509,-8.3,200,0,0,629.3049,1,4,735938.431568249,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
105,0,632.6032,1,936,1551,2975,4263,501,-10.5,200,0,1,637.8669,0,3,735938.431627352,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
106,1,643.8602,1,936,1551,2975,4263,501,-10.5,200,0,0,646.0409,1,3,735938.431757641,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
107,0,649.6077,1,437,2761,2975,4263,506,-12.8,200,1,1,653.9601,1,1,735938.431824163,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
108,0,657.0349,1,936,1551,2975,4263,505,-10.5,200,0,1,661.7963,0,5,735938.431910126,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
109,1,667.701,1,936,1551,2975,4263,505,-10.5,200,0,0,669.6947,1,5,735938.432033576,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
110,0,673.3179,1,437,2761,2975,4263,508,-10.5,200,1,0,677.6703,0,3,735938.432098587,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
111,1,683.2484,0,437,2761,2975,4263,508,-10.5,200,1,1,684.8429,1,3,735938.432213523,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
112,0,687.3367,1,437,2761,2975,4263,502,-8.3,200,1,1,690.2429,1,4,735938.432260841,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
113,0,696.2753,1,437,2761,2975,4263,503,-6,200,1,0,699.6748,0,4,735938.432364297,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
114,1,703.7889,0,437,2761,2975,4263,503,-6,200,1,1,705.8833,1,4,735938.43245126,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
115,0,707.881,0,936,1551,2975,4263,504,-12.8,200,0,0,708.8325,1,3,735938.432498623,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
116,0,711.9752,1,936,1551,2975,4263,510,-10.5,200,0,0,714.029,1,0,735938.432546009,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
117,0,719.0625,0,437,2761,2975,4263,511,-12.8,200,1,1,720.2676,1,0,735938.432628038,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
118,0,722.5047,1,437,2761,2975,4263,501,-6,200,1,1,725.675,1,0,735938.432667878,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
119,0,735.6371,1,437,2761,2975,4263,508,-15,200,1,1,738.8752,1,4,735938.432819874,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
120,0,742.4582,1,437,2761,2975,4263,505,-6,200,1,1,746.5605,1,3,735938.432898822,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
121,0,754.2527,1,936,1551,2975,4263,506,-8.3,200,0,0,757.8681,1,3,735938.433035332,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
122,0,760.9482,0,936,1551,2975,4263,504,-8.3,200,0,0,761.8413,1,2,735938.433112826,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
123,0,766.1116,0,437,2761,2975,4263,502,-6,200,1,1,767.3738,1,2,735938.433172588,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
124,0,769.1826,0,936,1551,2975,4263,510,-15,200,0,0,770.162,1,2,735938.433208132,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
125,0,773.2757,0,936,1551,2975,4263,503,-6,200,0,0,774.1922,1,2,735938.433255506,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
126,0,777.7567,0,437,2761,2975,4263,507,-15,200,1,0,778.8132,0,2,735938.433307369,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
127,1,782.2527,1,437,2761,2975,4263,507,-15,200,1,1,784.5907,1,2,735938.433359406,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
128,0,792.2376,1,437,2761,2975,4263,509,-8.3,200,1,1,795.2484,1,1,735938.433474972,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
129,0,800.4317,1,936,1551,2975,4263,510,-15,200,0,0,803.8638,1,3,735938.433569811,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
130,0,808.93,1,936,1551,2975,4263,501,-15,200,0,0,811.0551,1,4,735938.433668171,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
131,0,814.0326,0,936,1551,2975,4263,502,-6,200,0,0,814.9679,1,5,735938.433727229,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
132,0,818.3072,1,936,1551,2975,4263,506,-8.3,200,0,0,820.3175,1,0,735938.433776704,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
133,0,823.443,0,437,2761,2975,4263,505,-15,200,1,1,826.1319,1,5,735938.433836146,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
134,0,827.8073,1,437,2761,2975,4263,508,-8.3,200,1,1,830.6507,1,0,735938.433886659,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
135,0,837.4338,1,437,2761,2975,4263,503,-15,200,1,1,841.6723,1,3,735938.433998076,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
136,0,844.9769,0,437,2761,2975,4263,504,-10.5,200,1,1,847.6876,1,0,735938.434085381,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
137,0,851.459,0,936,1551,2975,4263,511,-8.3,200,0,0,852.3466,1,5,735938.434160405,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
138,0,856.4906,1,437,2761,2975,4263,507,-8.3,200,1,1,860.3182,1,5,735938.434218641,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
139,0,869.2879,1,437,2761,2975,4263,509,-10.5,200,1,1,872.3843,1,1,735938.434366758,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
140,0,878.8071,1,936,1551,2975,4263,508,-10.5,200,0,0,881.1938,1,2,735938.434476934,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
141,0,884.0654,1,936,1551,2975,4263,504,-12.8,200,0,0,886.4623,1,0,735938.434537794,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
142,0,890.5533,0,936,1551,2975,4263,502,-8.3,200,0,1,895.9893,0,1,735938.434612885,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
143,1,898.1996,0,936,1551,2975,4263,502,-8.3,200,0,0,899.2434,1,1,735938.434701384,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
144,0,902.2346,1,936,1551,2975,4263,506,-6,200,0,1,904.7316,0,0,735938.434748086,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
145,1,906.9876,0,936,1551,2975,4263,506,-6,200,0,0,907.9266,1,0,735938.434803097,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
146,0,911.2523,0,936,1551,2975,4263,510,-12.8,200,0,0,912.1819,1,1,735938.434852457,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
147,0,915.4052,0,437,2761,2975,4263,501,-10.5,200,1,1,916.9247,1,4,735938.434900523,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
148,0,919.1351,0,936,1551,2975,4263,511,-10.5,200,0,0,920.0076,1,1,735938.434943693,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
149,0,923.2486,1,936,1551,2975,4263,507,-12.8,200,0,0,925.1368,1,4,735938.434991303,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
150,0,928.2139,1,936,1551,2975,4263,505,-15,200,0,0,930.6191,1,0,735938.435048772,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
151,0,934.468,1,437,2761,2975,4263,504,-12.8,200,1,1,938.6263,1,3,735938.435121157,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
152,0,945.0313,0,936,1551,2975,4263,511,-10.5,200,0,0,945.9216,1,3,735938.435243418,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
153,0,951.6724,0,936,1551,2975,4263,502,-12.8,200,0,0,952.4883,1,0,735938.435320282,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
154,0,955.2702,1,936,1551,2975,4263,505,-10.5,200,0,0,957.0787,1,2,735938.435361924,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
155,0,963.8308,0,437,2761,2975,4263,506,-15,200,1,1,966.3779,1,3,735938.435461005,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
156,0,970.7951,0,437,2761,2975,4263,501,-8.3,200,1,1,972.3381,1,5,735938.43554161,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
157,0,975.1667,0,936,1551,2975,4263,507,-6,200,0,0,975.8559,1,4,735938.435592207,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
158,0,978.5929,1,437,2761,2975,4263,509,-10.5,200,1,1,982.3124,1,1,735938.435631862,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
159,0,984.6696,0,936,1551,2975,4263,510,-10.5,200,0,1,987.4161,0,0,735938.435702194,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
160,1,989.165,1,936,1551,2975,4263,510,-10.5,200,0,0,991.0808,1,0,735938.435754225,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
161,0,1004.6828,0,437,2761,2975,4263,503,-8.3,200,1,1,1006.4928,1,1,735938.435933829,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
162,0,1012.3373,0,936,1551,2975,4263,504,-12.8,200,0,0,1012.9402,1,1,735938.436022422,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
163,0,1017.0538,1,936,1551,2975,4263,501,-15,200,0,0,1021.1355,1,2,735938.436077012,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
164,0,1122.364,1,437,2761,2975,4263,508,-10.5,200,1,0,1124.7686,0,5,735938.43729588,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37,37
1,0,1056.2363,0,437,2761,2975,4263,511,-12.8,200,1,0,1057.3647,0,4,735938.656669402,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,11
2,1,1071.2239,1,437,2761,2975,4263,511,-12.8,200,1,0,1072.2358,0,4,735938.656842869,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,11
3,1,1087.8677,0,437,2761,2975,4263,511,-12.8,200,1,0,1109.0026,0,4,735938.657035506,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,11
4,1,1157.4966,0,437,2761,2975,4263,511,-12.8,200,1,1,1171.7874,1,4,735938.657841396,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,11
5,0,1189.0071,1,437,2761,2975,4263,503,-15,200,1,1,1194.7477,1,5,735938.658206101,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
6,0,1204.276,1,437,2761,2975,4263,502,-6,200,1,0,1204.8305,0,4,735938.658382824,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
7,1,1206.7971,1,437,2761,2975,4263,502,-6,200,1,0,1211.233,0,4,735938.658412003,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
8,1,1227.1551,1,437,2761,2975,4263,502,-6,200,1,1,1231.7658,1,4,735938.658647629,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
9,0,1234.4704,0,936,1551,2975,4263,504,-8.3,200,0,0,1235.2681,1,1,735938.658732296,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
10,0,1238.7086,1,936,1551,2975,4263,509,-10.5,200,0,0,1242.0674,1,3,735938.65878135,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
11,0,1245.4051,0,437,2761,2975,4263,510,-6,200,1,0,1246.4615,0,0,735938.658858855,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
12,1,1250.1871,0,437,2761,2975,4263,510,-6,200,1,1,1252.069,1,0,735938.658914203,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,10
13,0,1268.4331,0,437,2761,2975,4263,501,-6,200,1,1,1269.3479,1,2,735938.659125383,05_12_2014 level23_spatial_Magnum 15_28 log.txt,37,11
