Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,originalFile,LeftTemperature,RightTemperature
43,0,412.9159,0,730,2058.0,2857.0,4205.0,851.0,10.0,200.0,1.0,0.0,414.5697,0.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
44,1,424.0877,0,730,2058.0,2857.0,4205.0,851.0,10.0,200.0,1.0,1.0,425.6612,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
45,0,435.6976,0,460,1105.0,2857.0,4205.0,601.0,10.0,200.0,0.0,0.0,437.2962,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
46,0,441.9772,0,460,1105.0,2857.0,4205.0,801.0,10.0,200.0,0.0,0.0,443.009,1.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
47,0,451.5469,0,460,1105.0,2857.0,4205.0,701.0,10.0,200.0,0.0,0.0,452.1965,1.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
48,0,456.9982,0,730,2058.0,2857.0,4205.0,751.0,10.0,200.0,1.0,0.0,458.0973,0.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
49,1,465.8041,0,730,2058.0,2857.0,4205.0,751.0,10.0,200.0,1.0,1.0,466.7714,1.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
50,0,479.2596,0,730,2058.0,2857.0,4205.0,751.0,10.0,200.0,1.0,1.0,480.6269,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
51,0,492.1807,1,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,0.0,494.9579,0.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
52,1,505.7836,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,1.0,507.3886,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
53,0,516.6918,0,730,2058.0,2857.0,4205.0,701.0,10.0,200.0,1.0,0.0,518.3545,0.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
54,1,528.0658,0,730,2058.0,2857.0,4205.0,701.0,10.0,200.0,1.0,1.0,529.8824,1.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
55,0,539.1587,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,0.0,540.8659,0.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
56,1,546.6532,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,1.0,547.5951,1.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
57,0,558.0031,0,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,0.0,559.5796,1.0,5.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
58,0,563.6007,0,460,1105.0,2857.0,4205.0,901.0,10.0,200.0,0.0,0.0,564.4061,1.0,2.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
59,0,567.9947,0,730,2058.0,2857.0,4205.0,651.0,10.0,200.0,1.0,0.0,569.4395,0.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
60,1,577.7351,0,730,2058.0,2857.0,4205.0,651.0,10.0,200.0,1.0,1.0,579.5588,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
61,0,591.3187,0,730,2058.0,2857.0,4205.0,951.0,10.0,200.0,1.0,0.0,592.6713,0.0,2.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
62,1,598.657,0,730,2058.0,2857.0,4205.0,951.0,10.0,200.0,1.0,1.0,599.5686,1.0,2.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
63,0,608.2098,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,0.0,609.2088,0.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
64,1,617.4136,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,1.0,618.9115,1.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
65,0,629.0611,0,460,1105.0,2857.0,4205.0,601.0,10.0,200.0,0.0,0.0,630.6737,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
66,0,634.5754,0,460,1105.0,2857.0,4205.0,701.0,10.0,200.0,0.0,0.0,635.8974,1.0,2.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
67,0,640.3367,0,730,2058.0,2857.0,4205.0,751.0,10.0,200.0,1.0,0.0,641.8466,0.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
68,1,650.0495,0,730,2058.0,2857.0,4205.0,751.0,10.0,200.0,1.0,1.0,651.0072,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
69,0,660.4816,1,730,2058.0,2857.0,4205.0,851.0,10.0,200.0,1.0,0.0,662.3598,0.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
70,1,669.1968,0,730,2058.0,2857.0,4205.0,851.0,10.0,200.0,1.0,1.0,671.284,1.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
71,0,680.3579,0,460,1105.0,2857.0,4205.0,951.0,10.0,200.0,0.0,0.0,681.696,1.0,5.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
72,0,689.8346,0,460,1105.0,2857.0,4205.0,651.0,10.0,200.0,0.0,0.0,691.4586,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
73,0,696.2052,0,460,1105.0,2857.0,4205.0,1001.0,10.0,200.0,0.0,0.0,697.4752,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
74,0,701.5131,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,1.0,702.8903,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
75,0,710.2756,0,460,1105.0,2857.0,4205.0,601.0,10.0,200.0,0.0,0.0,711.7376,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
76,0,715.7145,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,0.0,716.8546,0.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
77,1,730.1971,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,1.0,730.961,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
78,0,739.8802,1,460,1105.0,2857.0,4205.0,551.0,10.0,200.0,0.0,0.0,743.4209,1.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
79,0,747.4456,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,0.0,749.8878,0.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
80,1,759.2527,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,0.0,760.6324,0.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
81,1,783.7094,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,1.0,785.7733,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
82,0,792.9065,0,460,1105.0,2857.0,4205.0,601.0,10.0,200.0,0.0,0.0,794.6923,1.0,5.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
83,0,797.6593,0,460,1105.0,2857.0,4205.0,751.0,10.0,200.0,0.0,0.0,799.4712,1.0,2.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
84,0,803.3635,0,730,2058.0,2857.0,4205.0,701.0,10.0,200.0,1.0,0.0,804.5619,0.0,5.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
85,1,845.8162,0,730,2058.0,2857.0,4205.0,701.0,10.0,200.0,1.0,1.0,867.7286,1.0,5.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
86,0,877.917,1,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,1.0,891.9924,1.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
87,0,903.1672,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,1.0,904.0425,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37
1,0,9.3983,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,0.0,10.311,0.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
2,1,16.2953,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,0.0,17.241,0.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
3,1,25.7224,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,1.0,26.6928,1.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
4,0,35.4594,1,460,1105.0,2857.0,4205.0,701.0,10.0,200.0,0.0,0.0,36.3281,1.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
5,0,57.316,0,460,1105.0,2857.0,4205.0,651.0,10.0,200.0,0.0,0.0,58.7275,1.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
6,0,68.8637,0,460,1105.0,2857.0,4205.0,551.0,10.0,200.0,0.0,1.0,70.5188,0.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
7,1,77.643,0,460,1105.0,2857.0,4205.0,551.0,10.0,200.0,0.0,0.0,78.4412,1.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
8,0,92.4132,0,460,1105.0,2857.0,4205.0,601.0,10.0,200.0,0.0,0.0,93.8012,1.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
9,0,101.4108,0,460,1105.0,2857.0,4205.0,501.0,10.0,200.0,0.0,0.0,102.5736,1.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
10,0,113.519,1,730,2058.0,2857.0,4205.0,751.0,10.0,200.0,1.0,1.0,115.4425,1.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
11,0,127.4097,0,730,2058.0,2857.0,4205.0,901.0,10.0,200.0,1.0,1.0,128.5749,1.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
12,0,136.5175,0,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,1.0,137.3149,0.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
13,1,161.4367,0,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,1.0,162.6696,0.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
14,1,171.4653,0,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,0.0,172.2929,1.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
15,0,187.7323,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,1.0,188.5577,1.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
16,0,200.1789,1,730,2058.0,2857.0,4205.0,601.0,10.0,200.0,1.0,1.0,200.6303,1.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
17,0,214.2075,0,460,1105.0,2857.0,4205.0,701.0,10.0,200.0,0.0,0.0,215.035,1.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
18,0,236.6137,0,460,1105.0,2857.0,4205.0,551.0,10.0,200.0,0.0,0.0,238.0512,1.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
19,0,255.484,0,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,0.0,256.7745,1.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
20,0,276.0192,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,0.0,276.9117,0.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
21,1,284.4391,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,1.0,285.7237,1.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
22,0,293.8556,0,460,1105.0,2857.0,4205.0,751.0,10.0,200.0,0.0,0.0,295.2747,1.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
23,0,322.0204,0,460,1105.0,2857.0,4205.0,951.0,10.0,200.0,0.0,0.0,323.3585,1.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
24,0,327.338,0,460,1105.0,2857.0,4205.0,651.0,10.0,200.0,0.0,0.0,328.6215,1.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
25,0,339.7247,0,730,2058.0,2857.0,4205.0,901.0,10.0,200.0,1.0,1.0,340.4507,1.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
26,0,349.8127,0,460,1105.0,2857.0,4205.0,801.0,10.0,200.0,0.0,0.0,350.9117,1.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
27,0,355.4019,0,730,2058.0,2857.0,4205.0,901.0,10.0,200.0,1.0,1.0,356.4997,1.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
28,0,362.7096,0,460,1105.0,2857.0,4205.0,651.0,10.0,200.0,0.0,1.0,363.5968,0.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
29,1,372.6605,0,460,1105.0,2857.0,4205.0,651.0,10.0,200.0,0.0,0.0,374.0472,1.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
30,0,378.4243,0,460,1105.0,2857.0,4205.0,601.0,10.0,200.0,0.0,1.0,379.5751,0.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
31,1,385.257,0,460,1105.0,2857.0,4205.0,601.0,10.0,200.0,0.0,0.0,386.6694,1.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
32,0,398.1402,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,0.0,399.0108,0.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
33,1,405.3799,1,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,0.0,407.1958,0.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
34,1,419.5507,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,1.0,420.5389,1.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
35,0,435.0863,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,0.0,436.568,0.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
36,1,443.4221,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,1.0,445.081,1.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
37,0,450.7207,0,730,2058.0,2857.0,4205.0,701.0,10.0,200.0,1.0,1.0,452.5234,1.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
38,0,484.1892,1,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,1.0,489.2117,0.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
39,1,496.347,0,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,0.0,497.726,1.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
40,0,502.043,1,460,1105.0,2857.0,4205.0,501.0,10.0,200.0,0.0,0.0,505.6409,1.0,1.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
41,0,514.1501,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,0.0,516.3576,0.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
42,1,523.4348,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,1.0,524.8859,1.0,3.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
43,0,534.865,0,460,1105.0,2857.0,4205.0,951.0,10.0,200.0,0.0,0.0,536.4065,1.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
44,0,541.6951,1,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,0.0,546.4159,0.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
45,1,560.4771,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,0.0,562.3012,0.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
46,1,583.2209,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,0.0,584.2523,0.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
47,1,590.6078,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,0.0,591.8978,0.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
48,1,600.2628,1,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,1.0,605.8925,1.0,4.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
49,0,618.472,1,730,2058.0,2857.0,4205.0,601.0,10.0,200.0,1.0,0.0,619.4104,0.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
50,1,633.9193,0,730,2058.0,2857.0,4205.0,601.0,10.0,200.0,1.0,1.0,635.6814,1.0,0.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
51,0,651.4522,0,730,2058.0,2857.0,4205.0,651.0,10.0,200.0,1.0,0.0,653.0528,0.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
52,1,663.5996,0,730,2058.0,2857.0,4205.0,651.0,10.0,200.0,1.0,1.0,664.4693,1.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
53,0,678.1658,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,0.0,680.2594,0.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
54,1,685.7925,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,0.0,686.8435,0.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
55,1,693.4748,0,730,2058.0,2857.0,4205.0,501.0,10.0,200.0,1.0,1.0,694.4783,1.0,5.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
56,0,704.7564,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,0.0,705.9019,0.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
57,1,723.4816,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,0.0,725.2568,0.0,2.0,09_12_2014 level23_spatial_F+V 15_44 Block7-45.txt,37,37
