Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,originalFile,LeftTemperature,RightTemperature
64,1,671.2986,1,730,2058,2857,4205,501,-15.0,200,0,0,674.8777,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
65,0,680.2238,0,460,1105,2857,4205,601,-15.0,200,1,0,681.1006,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
66,1,685.9862,1,460,1105,2857,4205,601,-15.0,200,1,1,686.3082,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
67,0,692.7132,0,460,1105,2857,4205,851,-15.0,200,1,1,693.9931,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
68,0,697.6682,0,730,2058,2857,4205,651,-15.0,200,0,0,698.438,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
69,0,703.0884,0,460,1105,2857,4205,751,-15.0,200,1,0,704.3364,0,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
70,1,710.3463,0,460,1105,2857,4205,751,-15.0,200,1,1,710.6663,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
71,0,729.0408,0,730,2058,2857,4205,901,-15.0,200,0,1,733.9692,0,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
72,1,746.3574,0,730,2058,2857,4205,901,-15.0,200,0,0,747.5527,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
73,0,755.7761,0,460,1105,2857,4205,951,-15.0,200,1,1,756.1076,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
74,0,778.8751,0,730,2058,2857,4205,1001,-15.0,200,0,1,779.1671,0,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
75,1,783.9847,0,730,2058,2857,4205,1001,-15.0,200,0,0,785.4188,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
76,0,792.7366,0,460,1105,2857,4205,801,-15.0,200,1,1,793.0858,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
77,0,818.0905,1,730,2058,2857,4205,1001,-15.0,200,0,1,819.1229,0,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
78,1,843.6249,0,730,2058,2857,4205,1001,-15.0,200,0,1,844.3511,0,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
79,1,849.9245,0,730,2058,2857,4205,1001,-15.0,200,0,0,851.3835,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
80,0,856.8976,0,730,2058,2857,4205,751,-15.0,200,0,0,857.9763,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
81,0,867.7118,0,730,2058,2857,4205,601,-15.0,200,0,0,868.9295,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
82,0,873.9863,0,460,1105,2857,4205,801,-15.0,200,1,1,874.7503,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
83,0,881.1426,0,460,1105,2857,4205,701,-15.0,200,1,1,881.7019,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
84,0,892.3529,0,460,1105,2857,4205,951,-15.0,200,1,1,892.9012,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
85,0,899.951,0,730,2058,2857,4205,851,-15.0,200,0,0,900.7257,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
86,0,905.6705,0,730,2058,2857,4205,551,-15.0,200,0,0,906.6196,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
87,0,916.8471,0,460,1105,2857,4205,901,-15.0,200,1,1,917.2571,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
88,0,920.8056,0,730,2058,2857,4205,501,-15.0,200,0,0,922.0095,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
89,0,927.0156,0,730,2058,2857,4205,801,-15.0,200,0,1,927.4317,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
90,1,939.4382,0,730,2058,2857,4205,801,-15.0,200,0,0,940.5233,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
91,0,945.2074,0,460,1105,2857,4205,901,-15.0,200,1,1,945.7435,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
92,0,957.2711,0,460,1105,2857,4205,851,-15.0,200,1,1,957.7497,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
93,0,961.4298,0,730,2058,2857,4205,651,-15.0,200,0,0,962.645,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
94,0,968.7092,0,730,2058,2857,4205,601,-15.0,200,0,0,970.2819,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
95,0,975.3416,0,730,2058,2857,4205,701,-15.0,200,0,0,975.7974,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
96,0,981.2392,0,730,2058,2857,4205,751,-15.0,200,0,0,982.754,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
97,0,988.1389,0,460,1105,2857,4205,551,-15.0,200,1,1,988.631,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
98,0,992.4792,0,730,2058,2857,4205,1001,-15.0,200,0,0,993.1667,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
99,0,998.3746,0,460,1105,2857,4205,501,-15.0,200,1,1,998.9639,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
100,0,1002.9851,0,460,1105,2857,4205,851,-15.0,200,1,1,1003.4151,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
101,0,1011.2352,0,730,2058,2857,4205,901,-15.0,200,0,0,1012.8238,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
102,0,1018.0393,0,460,1105,2857,4205,751,-15.0,200,1,1,1018.9308,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
103,0,1022.6651,0,730,2058,2857,4205,1001,-15.0,200,0,0,1023.4576,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
104,0,1028.4501,1,730,2058,2857,4205,601,-15.0,200,0,0,1031.7245,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
105,0,1037.3313,0,460,1105,2857,4205,501,-15.0,200,1,1,1038.1955,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
106,0,1041.9047,0,730,2058,2857,4205,701,-15.0,200,0,0,1043.1986,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
107,0,1048.0603,0,730,2058,2857,4205,551,-15.0,200,0,0,1049.5227,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
108,0,1055.5139,0,730,2058,2857,4205,651,-15.0,200,0,0,1056.799,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
109,0,1062.0895,0,460,1105,2857,4205,801,-15.0,200,1,1,1062.4714,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
110,0,1066.9653,0,460,1105,2857,4205,751,-15.0,200,1,1,1067.3353,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
111,0,1076.2636,0,460,1105,2857,4205,801,-15.0,200,1,0,1077.0783,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
112,1,1081.7715,0,460,1105,2857,4205,801,-15.0,200,1,1,1082.2617,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
113,0,1101.6951,0,460,1105,2857,4205,901,-15.0,200,1,1,1102.1495,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
114,0,1118.1807,0,460,1105,2857,4205,1001,-15.0,200,1,1,1118.7211,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
115,0,1126.3241,0,460,1105,2857,4205,951,-15.0,200,1,1,1126.6589,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
116,0,1131.7021,0,460,1105,2857,4205,601,-15.0,200,1,1,1132.2705,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
117,0,1136.0919,1,730,2058,2857,4205,501,-15.0,200,0,0,1137.4436,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
118,0,1141.8181,0,730,2058,2857,4205,701,-15.0,200,0,0,1144.5714,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
119,0,1150.1213,0,460,1105,2857,4205,851,-15.0,200,1,1,1151.1507,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
120,0,1155.0801,0,730,2058,2857,4205,551,-15.0,200,0,1,1155.6885,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
121,1,1159.5912,0,730,2058,2857,4205,551,-15.0,200,0,1,1160.1799,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
122,1,1164.3102,0,730,2058,2857,4205,551,-15.0,200,0,0,1165.8161,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
123,0,1170.5328,0,730,2058,2857,4205,1001,-15.0,200,0,0,1171.2419,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
124,0,1176.0956,0,730,2058,2857,4205,801,-15.0,200,0,1,1176.5771,0,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
125,1,1188.1578,0,730,2058,2857,4205,801,-15.0,200,0,0,1189.8431,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
126,0,1194.6441,0,460,1105,2857,4205,751,-15.0,200,1,1,1195.2791,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
127,0,1206.1963,0,460,1105,2857,4205,701,-15.0,200,1,1,1206.5722,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
128,0,1215.6333,0,730,2058,2857,4205,851,-15.0,200,0,0,1217.1508,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
129,0,1221.2568,1,730,2058,2857,4205,551,-15.0,200,0,0,1222.0248,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
130,0,1227.1297,0,730,2058,2857,4205,951,-15.0,200,0,1,1229.463,0,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
131,1,1246.2405,0,730,2058,2857,4205,951,-15.0,200,0,0,1247.37,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
132,0,1252.0577,0,460,1105,2857,4205,901,-15.0,200,1,1,1252.5153,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
133,0,1258.4229,0,460,1105,2857,4205,601,-15.0,200,1,1,1258.8696,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
134,0,1262.7605,1,730,2058,2857,4205,501,-15.0,200,0,0,1263.7697,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
135,0,1268.4851,0,730,2058,2857,4205,801,-15.0,200,0,0,1271.2345,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
136,0,1295.151,0,730,2058,2857,4205,901,-15.0,200,0,0,1296.5704,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
137,0,1301.5304,0,730,2058,2857,4205,651,-15.0,200,0,1,1302.1874,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
138,1,1307.4396,1,730,2058,2857,4205,651,-15.0,200,0,0,1308.5345,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
139,0,1312.9085,0,730,2058,2857,4205,751,-15.0,200,0,0,1315.871,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
140,0,1320.6949,0,460,1105,2857,4205,701,-15.0,200,1,1,1321.6145,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
141,0,1327.2895,0,460,1105,2857,4205,501,-15.0,200,1,1,1327.6301,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
142,0,1330.5654,0,460,1105,2857,4205,551,-15.0,200,1,1,1330.9984,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
143,0,1334.3001,0,460,1105,2857,4205,601,-15.0,200,1,1,1334.7548,1,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
144,0,1338.8958,0,730,2058,2857,4205,951,-15.0,200,0,1,1339.421,0,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
145,1,1355.0215,0,730,2058,2857,4205,951,-15.0,200,0,0,1356.6104,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
146,0,1391.9951,0,460,1105,2857,4205,1001,-15.0,200,1,0,1392.7737,0,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
147,1,1399.8714,0,460,1105,2857,4205,1001,-15.0,200,1,1,1400.5756,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
148,0,1405.761,0,730,2058,2857,4205,851,-15.0,200,0,0,1407.4633,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
149,0,1411.7316,1,460,1105,2857,4205,701,-15.0,200,1,1,1412.1699,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
150,0,1415.1238,1,460,1105,2857,4205,551,-15.0,200,1,1,1418.4068,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
151,0,1429.8577,0,460,1105,2857,4205,901,-15.0,200,1,1,1430.5701,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
152,0,1434.1353,0,460,1105,2857,4205,951,-15.0,200,1,0,1435.698,0,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
153,1,1462.0403,0,460,1105,2857,4205,951,-15.0,200,1,0,1463.1592,0,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
154,1,1479.0656,1,460,1105,2857,4205,951,-15.0,200,1,1,1479.5419,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
155,0,1483.3839,1,730,2058,2857,4205,501,-15.0,200,0,1,1487.213,0,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
156,1,1492.6704,0,730,2058,2857,4205,501,-15.0,200,0,0,1494.1785,1,2,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
157,0,1498.4544,0,460,1105,2857,4205,651,-15.0,200,1,1,1499.1596,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
158,0,1502.7038,0,730,2058,2857,4205,601,-15.0,200,0,0,1503.8364,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
159,0,1509.2475,1,460,1105,2857,4205,751,-15.0,200,1,1,1509.9684,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
160,0,1513.3997,0,730,2058,2857,4205,801,-15.0,200,0,0,1515.6827,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
161,0,1520.4896,0,730,2058,2857,4205,601,-15.0,200,0,0,1522.0952,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
162,0,1528.4437,0,460,1105,2857,4205,901,-15.0,200,1,1,1529.327,1,4,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
163,0,1532.7556,0,730,2058,2857,4205,701,-15.0,200,0,0,1533.8249,1,3,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
164,0,1537.7793,0,730,2058,2857,4205,801,-15.0,200,0,0,1540.0442,1,0,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
165,0,1545.1202,0,730,2058,2857,4205,501,-15.0,200,0,0,1546.9663,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
166,0,1551.469,0,730,2058,2857,4205,951,-15.0,200,0,0,1552.4767,1,5,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
167,0,1555.6241,0,730,2058,2857,4205,551,-15.0,200,0,1,1556.5508,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
168,1,1655.6458,0,730,2058,2857,4205,551,-15.0,200,0,-1,-1.0,0,1,17_07_2014 level23_spatial_Clio 14_56 log.txt,37,37
1,0,18.0675,0,730,2058,2857,4205,951,-15.0,200,0,1,18.8556,0,0,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
2,1,28.0197,0,730,2058,2857,4205,951,-15.0,200,0,0,29.5058,1,0,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
3,0,38.9892,0,460,1105,2857,4205,901,-15.0,200,1,0,39.8973,0,2,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
4,1,46.9171,0,460,1105,2857,4205,901,-15.0,200,1,1,47.4834,1,2,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
5,0,62.6193,0,730,2058,2857,4205,751,-15.0,200,0,0,64.988,1,2,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
6,0,75.6691,1,730,2058,2857,4205,851,-15.0,200,0,1,76.4544,0,3,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
7,1,84.8578,0,730,2058,2857,4205,851,-15.0,200,0,1,85.2904,0,3,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
8,1,91.71,0,730,2058,2857,4205,851,-15.0,200,0,0,93.4986,1,3,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
9,0,129.0272,0,730,2058,2857,4205,1001,-15.0,200,0,1,129.5373,0,0,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
10,1,138.0635,0,730,2058,2857,4205,1001,-15.0,200,0,0,138.9558,1,0,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
11,0,147.0302,0,460,1105,2857,4205,601,-15.0,200,1,1,147.4929,1,1,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
12,0,152.8162,0,460,1105,2857,4205,701,-15.0,200,1,1,153.2392,1,3,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
13,0,158.7908,0,730,2058,2857,4205,551,-15.0,200,0,1,159.4588,0,3,07_02_2014 level23_spatial_Clio 09_53 Block4-22.txt,37,37
