Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,originalFile,LeftTemperature,RightTemperature
70,0,663.7256,1,730,2058,2857,4205,801,0.0,200,1,1,664.146,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
71,0,674.5095,0,460,1105,2857,4205,851,0.0,200,0,0,678.8557,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
72,0,690.9821,0,730,2058,2857,4205,901,0.0,200,1,0,691.8702,0,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
73,1,698.8079,0,730,2058,2857,4205,901,0.0,200,1,0,699.4169,0,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
74,1,706.5634,1,730,2058,2857,4205,901,0.0,200,1,1,707.4555,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
75,0,711.1898,0,730,2058,2857,4205,651,0.0,200,1,1,715.2284,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
76,0,719.2345,0,730,2058,2857,4205,751,0.0,200,1,1,719.6635,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
77,0,724.4913,0,460,1105,2857,4205,551,0.0,200,0,0,725.391,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
78,0,731.1983,0,730,2058,2857,4205,501,0.0,200,1,0,731.8858,0,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
79,1,749.3435,1,730,2058,2857,4205,501,0.0,200,1,1,752.6859,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
80,0,754.8432,0,460,1105,2857,4205,701,0.0,200,0,0,756.1643,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
81,0,763.2955,0,460,1105,2857,4205,601,0.0,200,0,0,764.0641,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
82,0,775.6825,0,730,2058,2857,4205,1001,0.0,200,1,1,776.5466,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
83,0,783.7041,0,460,1105,2857,4205,801,0.0,200,0,0,784.3491,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
84,0,790.1972,0,460,1105,2857,4205,951,0.0,200,0,1,790.7461,0,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
85,1,799.4397,0,460,1105,2857,4205,951,0.0,200,0,0,800.5221,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
86,0,806.4979,0,730,2058,2857,4205,751,0.0,200,1,0,807.111,0,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
87,1,815.3774,0,730,2058,2857,4205,751,0.0,200,1,1,815.9345,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
88,0,820.0971,0,730,2058,2857,4205,651,0.0,200,1,1,821.0674,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
89,0,825.5659,1,730,2058,2857,4205,851,0.0,200,1,1,825.9986,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
90,0,831.7356,0,730,2058,2857,4205,801,0.0,200,1,1,834.9655,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
91,0,838.8162,0,730,2058,2857,4205,551,0.0,200,1,1,840.2398,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
92,0,845.4695,0,460,1105,2857,4205,701,0.0,200,0,0,846.7227,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
93,0,859.0877,0,460,1105,2857,4205,901,0.0,200,0,0,859.5821,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
94,0,864.5983,0,730,2058,2857,4205,1001,0.0,200,1,1,865.1781,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
95,0,871.2797,0,460,1105,2857,4205,501,0.0,200,0,0,872.1049,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
96,0,878.1358,0,460,1105,2857,4205,701,0.0,200,0,0,879.0487,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
97,0,884.6501,0,460,1105,2857,4205,801,0.0,200,0,0,885.2575,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
98,0,892.4692,0,730,2058,2857,4205,751,0.0,200,1,1,892.9337,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
99,0,902.3144,0,460,1105,2857,4205,901,0.0,200,0,0,903.2276,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
100,0,908.065,1,460,1105,2857,4205,951,0.0,200,0,1,908.5001,0,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
101,1,921.1937,0,460,1105,2857,4205,951,0.0,200,0,0,922.7289,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
102,0,927.2517,0,730,2058,2857,4205,651,0.0,200,1,0,928.5921,0,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
103,1,934.9149,0,730,2058,2857,4205,651,0.0,200,1,1,935.4091,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
104,0,943.3961,0,730,2058,2857,4205,501,0.0,200,1,1,944.0942,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
105,0,956.3423,0,460,1105,2857,4205,601,0.0,200,0,0,957.5007,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
106,0,963.0731,0,730,2058,2857,4205,851,0.0,200,1,1,963.7192,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
107,0,974.9765,0,730,2058,2857,4205,1001,0.0,200,1,1,975.9732,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
108,0,984.3374,0,460,1105,2857,4205,701,0.0,200,0,1,984.8563,0,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
109,1,993.0043,0,460,1105,2857,4205,701,0.0,200,0,0,994.5463,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
110,0,999.4717,0,460,1105,2857,4205,601,0.0,200,0,0,999.8083,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
111,0,1006.5368,0,730,2058,2857,4205,901,0.0,200,1,1,1007.1982,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
112,0,1010.6202,0,730,2058,2857,4205,751,0.0,200,1,1,1011.1528,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
113,0,1014.9987,0,460,1105,2857,4205,801,0.0,200,0,1,1015.6808,0,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
114,1,1022.6527,0,460,1105,2857,4205,801,0.0,200,0,0,1023.1267,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
115,0,1028.4587,0,730,2058,2857,4205,951,0.0,200,1,0,1029.1749,0,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
116,1,1048.4756,0,730,2058,2857,4205,951,0.0,200,1,1,1048.8811,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
117,0,1050.2867,0,460,1105,2857,4205,501,0.0,200,0,1,1051.182,0,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
118,1,1056.8035,0,460,1105,2857,4205,501,0.0,200,0,0,1057.5164,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
119,0,1061.9057,0,460,1105,2857,4205,551,0.0,200,0,1,1062.6268,0,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
120,1,1070.52,0,460,1105,2857,4205,551,0.0,200,0,0,1071.324,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
121,0,1084.3386,0,460,1105,2857,4205,1001,0.0,200,0,0,1085.3637,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
122,0,1093.9212,0,730,2058,2857,4205,651,0.0,200,1,1,1094.5355,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
123,0,1097.7353,0,730,2058,2857,4205,1001,0.0,200,1,1,1098.3222,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
124,0,1102.0824,0,460,1105,2857,4205,551,0.0,200,0,0,1102.5457,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
125,0,1108.177,0,460,1105,2857,4205,701,0.0,200,0,0,1108.9294,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
126,0,1117.9763,0,460,1105,2857,4205,801,0.0,200,0,0,1118.9671,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
127,0,1124.2315,0,730,2058,2857,4205,901,0.0,200,1,1,1124.7827,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
128,0,1128.9611,0,460,1105,2857,4205,751,0.0,200,0,0,1130.4653,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
129,0,1136.2931,0,730,2058,2857,4205,501,0.0,200,1,1,1137.0297,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
130,0,1142.3678,0,730,2058,2857,4205,651,0.0,200,1,1,1143.2644,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
131,0,1148.3227,0,460,1105,2857,4205,851,0.0,200,0,0,1149.1607,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
132,0,1154.6983,0,460,1105,2857,4205,601,0.0,200,0,0,1156.2017,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
133,0,1162.568,0,730,2058,2857,4205,601,0.0,200,1,1,1163.2181,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
134,0,1167.3815,0,460,1105,2857,4205,501,0.0,200,0,0,1168.1344,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
135,0,1173.9543,0,460,1105,2857,4205,801,0.0,200,0,0,1174.6187,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
136,0,1184.1235,0,730,2058,2857,4205,851,0.0,200,1,1,1184.6961,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
137,0,1189.8344,0,730,2058,2857,4205,901,0.0,200,1,1,1190.3236,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
138,0,1194.8719,0,460,1105,2857,4205,751,0.0,200,0,0,1196.8383,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
139,0,1204.3599,0,730,2058,2857,4205,651,0.0,200,1,1,1204.9252,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
140,0,1208.9663,0,460,1105,2857,4205,1001,0.0,200,0,0,1210.3841,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
141,0,1215.88,0,730,2058,2857,4205,701,0.0,200,1,1,1216.2626,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
142,0,1229.2784,0,730,2058,2857,4205,951,0.0,200,1,1,1230.3086,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
143,0,1236.2088,0,730,2058,2857,4205,701,0.0,200,1,1,1236.6497,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
144,0,1245.9532,0,460,1105,2857,4205,601,0.0,200,0,0,1246.9124,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
145,0,1253.4973,0,460,1105,2857,4205,801,0.0,200,0,0,1254.352,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
146,0,1259.0948,0,460,1105,2857,4205,751,0.0,200,0,0,1259.5046,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
147,0,1268.332,1,730,2058,2857,4205,851,0.0,200,1,1,1268.7584,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
148,0,1272.9349,0,460,1105,2857,4205,551,0.0,200,0,1,1276.6166,0,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
149,1,1284.0282,0,460,1105,2857,4205,551,0.0,200,0,0,1284.6926,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
150,0,1290.2427,0,460,1105,2857,4205,901,0.0,200,0,0,1291.4885,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
151,0,1300.9455,0,460,1105,2857,4205,951,0.0,200,0,0,1301.772,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
152,0,1307.2619,0,730,2058,2857,4205,1001,0.0,200,1,0,1308.0673,0,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
153,1,1315.773,0,730,2058,2857,4205,1001,0.0,200,1,1,1316.2788,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
154,0,1320.6163,0,460,1105,2857,4205,651,0.0,200,0,1,1321.0685,0,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
155,1,1334.3753,0,460,1105,2857,4205,651,0.0,200,0,0,1335.1028,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
156,0,1343.6184,0,730,2058,2857,4205,651,0.0,200,1,1,1344.3804,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
157,0,1348.5915,0,730,2058,2857,4205,751,0.0,200,1,1,1349.9946,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
158,0,1353.772,0,730,2058,2857,4205,501,0.0,200,1,1,1354.4697,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
159,0,1360.7525,0,730,2058,2857,4205,601,0.0,200,1,1,1361.8837,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
160,0,1376.3602,0,460,1105,2857,4205,851,0.0,200,0,0,1376.9482,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
161,0,1382.0723,0,460,1105,2857,4205,551,0.0,200,0,0,1383.5497,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
162,0,1389.5651,1,730,2058,2857,4205,801,0.0,200,1,1,1390.4039,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
163,0,1394.9472,0,730,2058,2857,4205,901,0.0,200,1,1,1398.2168,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
164,0,1403.16,0,730,2058,2857,4205,1001,0.0,200,1,1,1403.7751,1,3,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
165,0,1409.0779,0,730,2058,2857,4205,951,0.0,200,1,1,1409.5416,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
166,0,1422.0154,0,460,1105,2857,4205,1001,0.0,200,0,0,1422.6357,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
167,0,1428.8231,0,460,1105,2857,4205,901,0.0,200,0,0,1430.0969,1,4,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
168,0,1435.3041,0,730,2058,2857,4205,601,0.0,200,1,1,1435.772,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
169,0,1444.7234,0,460,1105,2857,4205,951,0.0,200,0,0,1445.2421,1,0,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
170,0,1450.9761,0,460,1105,2857,4205,751,0.0,200,0,0,1451.8269,1,5,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
171,0,1457.2623,0,460,1105,2857,4205,551,0.0,200,0,1,1457.9311,0,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
172,1,1463.7125,0,460,1105,2857,4205,551,0.0,200,0,1,1464.4085,0,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
173,1,1471.0627,0,460,1105,2857,4205,551,0.0,200,0,0,1473.1223,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
174,0,1479.8733,0,730,2058,2857,4205,851,0.0,200,1,1,1480.5254,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
175,0,1485.147,0,460,1105,2857,4205,801,0.0,200,0,0,1485.5497,1,1,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
176,0,1490.6434,0,460,1105,2857,4205,501,0.0,200,0,0,1492.2272,1,2,10_07_2014 level23_spatial_F+V 10_40 Block6-23.txt,37,37
1,0,4.2605,1,730,2058,2857,4205,501,-5.0,200,1,0,4.8794,0,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
2,1,11.8739,0,730,2058,2857,4205,501,-5.0,200,1,1,12.1775,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
3,0,17.9896,0,460,1105,2857,4205,751,-5.0,200,0,0,21.9461,1,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
4,0,29.9981,0,460,1105,2857,4205,1001,-5.0,200,0,1,31.8782,0,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
5,1,48.0933,0,460,1105,2857,4205,1001,-5.0,200,0,0,48.3903,1,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
6,0,60.7857,0,730,2058,2857,4205,951,-5.0,200,1,0,61.6237,0,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
7,1,68.9511,0,730,2058,2857,4205,951,-5.0,200,1,1,69.392,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
8,0,74.3638,0,460,1105,2857,4205,851,-5.0,200,0,0,74.7369,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
9,0,81.2297,0,730,2058,2857,4205,651,-5.0,200,1,1,81.7288,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
10,0,87.373,0,460,1105,2857,4205,701,-5.0,200,0,1,87.9167,0,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
11,1,95.0638,0,460,1105,2857,4205,701,-5.0,200,0,1,96.0734,0,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
12,1,102.9645,1,460,1105,2857,4205,701,-5.0,200,0,0,107.654,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
13,0,115.3172,0,730,2058,2857,4205,601,-5.0,200,1,1,116.2944,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
14,0,122.4791,0,460,1105,2857,4205,901,-5.0,200,0,0,122.8977,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
15,0,133.5702,0,730,2058,2857,4205,551,-5.0,200,1,1,133.8884,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
16,0,139.9418,0,460,1105,2857,4205,951,-5.0,200,0,0,140.221,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
17,0,146.1449,0,460,1105,2857,4205,651,-5.0,200,0,1,146.5193,0,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
18,1,154.2464,0,460,1105,2857,4205,651,-5.0,200,0,1,154.5972,0,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
19,1,164.2047,0,460,1105,2857,4205,651,-5.0,200,0,0,164.7203,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
20,0,171.2258,0,460,1105,2857,4205,601,-5.0,200,0,0,172.2993,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
21,0,178.5276,0,730,2058,2857,4205,551,-5.0,200,1,1,179.0183,1,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
22,0,184.4954,0,730,2058,2857,4205,901,-5.0,200,1,1,184.8034,1,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
23,0,190.4412,0,460,1105,2857,4205,701,-5.0,200,0,1,190.858,0,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
24,1,199.3504,0,460,1105,2857,4205,701,-5.0,200,0,0,200.1685,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
25,0,206.5565,0,730,2058,2857,4205,851,-5.0,200,1,1,206.8251,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
26,0,211.8914,1,460,1105,2857,4205,801,-5.0,200,0,0,212.6273,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
27,0,220.1694,0,460,1105,2857,4205,1001,-5.0,200,0,0,224.0471,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
28,0,232.5492,0,460,1105,2857,4205,751,-5.0,200,0,1,233.0148,0,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
29,1,238.8236,0,460,1105,2857,4205,751,-5.0,200,0,0,239.46,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
30,0,251.7874,0,460,1105,2857,4205,901,-5.0,200,0,0,252.0269,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
31,0,258.2686,0,730,2058,2857,4205,601,-5.0,200,1,1,258.8771,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
32,0,265.2117,0,730,2058,2857,4205,501,-5.0,200,1,1,265.9403,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
33,0,271.954,0,730,2058,2857,4205,951,-5.0,200,1,1,272.1809,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
34,0,284.9522,0,730,2058,2857,4205,1001,-5.0,200,1,0,285.8236,0,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
35,1,292.5204,0,730,2058,2857,4205,1001,-5.0,200,1,1,292.6775,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
36,0,300.4627,0,730,2058,2857,4205,851,-5.0,200,1,1,300.8342,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
37,0,307.7333,0,460,1105,2857,4205,801,-5.0,200,0,1,308.2549,0,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
38,1,317.2541,0,460,1105,2857,4205,801,-5.0,200,0,0,319.3186,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
39,0,326.1614,0,730,2058,2857,4205,751,-5.0,200,1,1,326.478,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
40,0,331.0027,0,460,1105,2857,4205,551,-5.0,200,0,0,331.457,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
41,0,346.5609,0,460,1105,2857,4205,701,-5.0,200,0,1,347.2809,0,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
42,1,357.512,0,460,1105,2857,4205,701,-5.0,200,0,0,358.716,1,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
43,0,365.3079,1,730,2058,2857,4205,801,-5.0,200,1,1,365.4299,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
44,0,370.957,0,730,2058,2857,4205,701,-5.0,200,1,1,375.5431,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
45,0,380.9518,0,730,2058,2857,4205,501,-5.0,200,1,1,381.7745,1,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
46,0,387.5078,1,730,2058,2857,4205,551,-5.0,200,1,1,393.3891,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
47,0,398.6149,0,460,1105,2857,4205,651,-5.0,200,0,1,400.0812,0,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
48,1,406.5233,0,460,1105,2857,4205,651,-5.0,200,0,0,407.846,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
49,0,413.7632,0,460,1105,2857,4205,751,-5.0,200,0,1,413.9833,0,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
50,1,419.977,0,460,1105,2857,4205,751,-5.0,200,0,0,420.9214,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
51,0,426.9502,0,730,2058,2857,4205,1001,-5.0,200,1,1,427.6713,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
52,0,432.2847,0,460,1105,2857,4205,901,-5.0,200,0,0,432.9078,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
53,0,439.4206,0,730,2058,2857,4205,951,-5.0,200,1,1,439.6805,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
54,0,444.1175,0,460,1105,2857,4205,601,-5.0,200,0,0,445.0815,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
55,0,450.9589,0,730,2058,2857,4205,1001,-5.0,200,1,1,451.2448,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
56,0,456.03,0,730,2058,2857,4205,701,-5.0,200,1,0,456.7764,0,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
57,1,463.4154,0,730,2058,2857,4205,701,-5.0,200,1,1,463.8245,1,2,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
58,0,469.8749,0,460,1105,2857,4205,551,-5.0,200,0,1,470.3489,0,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
59,1,476.2546,1,460,1105,2857,4205,551,-5.0,200,0,0,481.9605,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
60,0,488.3266,1,460,1105,2857,4205,801,-5.0,200,0,0,488.8437,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
61,0,495.7013,0,730,2058,2857,4205,901,-5.0,200,1,1,500.1624,1,3,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
62,0,507.0794,0,730,2058,2857,4205,751,-5.0,200,1,1,507.8452,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
63,0,512.3325,0,460,1105,2857,4205,501,-5.0,200,0,0,513.4497,1,5,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
64,0,519.6815,0,460,1105,2857,4205,651,-5.0,200,0,0,520.8151,1,1,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
65,0,527.4916,0,460,1105,2857,4205,951,-5.0,200,0,0,528.5737,1,0,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
66,0,535.0543,0,730,2058,2857,4205,601,-5.0,200,1,1,535.7434,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
67,0,539.4183,0,730,2058,2857,4205,851,-5.0,200,1,1,540.1351,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
68,0,545.507,0,460,1105,2857,4205,1001,-5.0,200,0,0,545.8104,1,4,11_06_2014 level23_spatial_F+V 15_08 Block5-65.txt,37,37
