Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature
44,1,581.2274,0,460,1105,2857,4205,508,-6.5,200,0,0,582.5122,1,3,736341.600947181,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
45,0,586.8211,1,730,2058,2857,4205,502,-12.5,200,1,0,591.2772,0,0,736341.601011922,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
46,1,596.2969,1,730,2058,2857,4205,502,-12.5,200,1,1,600.9491,1,0,736341.601121596,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
47,0,606.2734,1,730,2058,2857,4205,510,2.5,200,1,1,611.3627,1,4,736341.601237065,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
48,0,616.7726,1,460,1105,2857,4205,501,2.5,200,0,1,622.0843,0,4,736341.601358583,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
49,1,626.1095,1,460,1105,2857,4205,501,2.5,200,0,0,630.8051,1,4,736341.601466649,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
50,0,634.7372,0,460,1105,2857,4205,501,-12.5,200,0,0,639.4561,1,3,736341.601566507,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
51,0,643.2942,1,460,1105,2857,4205,504,-3.5,200,0,1,647.6861,0,0,736341.601665546,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
52,1,652.0369,0,460,1105,2857,4205,504,-3.5,200,0,0,653.7959,1,0,736341.601766735,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
53,0,658.1626,0,730,2058,2857,4205,505,-0.5,200,1,1,660.1832,1,0,736341.601837634,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
54,0,669.2779,0,730,2058,2857,4205,510,-12.5,200,1,0,671.0485,0,1,736341.601966284,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
55,1,678.9181,1,730,2058,2857,4205,510,-12.5,200,1,1,684.3691,1,1,736341.60207786,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
56,0,693.498,1,460,1105,2857,4205,502,-3.5,200,0,0,699.1732,1,5,736341.602246609,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
57,0,702.6699,1,460,1105,2857,4205,509,-3.5,200,0,0,706.7154,1,4,736341.602352765,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
58,0,710.6032,0,730,2058,2857,4205,506,2.5,200,1,1,713.5929,1,5,736341.602444586,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
59,0,718.5936,0,460,1105,2857,4205,503,-3.5,200,0,1,722.676,0,3,736341.602537067,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
60,1,726.5311,0,460,1105,2857,4205,503,-3.5,200,0,0,728.0824,1,3,736341.602628936,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
61,0,736.5316,0,730,2058,2857,4205,507,-12.5,200,1,1,738.3073,1,2,736341.602744683,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
62,0,742.9778,1,460,1105,2857,4205,511,-12.5,200,0,0,748.0791,1,4,736341.602819292,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
63,0,751.4252,0,730,2058,2857,4205,510,2.5,200,1,1,753.5904,1,1,736341.602917063,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
64,0,758.5084,1,460,1105,2857,4205,507,2.5,200,0,1,764.2741,0,2,736341.602999044,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
65,1,768.2081,0,460,1105,2857,4205,507,2.5,200,0,0,770.0487,1,2,736341.603111309,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
66,0,774.3287,1,460,1105,2857,4205,511,-6.5,200,0,0,778.3209,1,1,736341.603182149,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
67,0,781.9361,1,730,2058,2857,4205,502,-6.5,200,1,1,786.7716,1,2,736341.603270198,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
68,0,791.8102,0,460,1105,2857,4205,503,-12.5,200,0,0,793.9527,1,1,736341.603384482,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
69,0,797.7689,0,730,2058,2857,4205,501,-9.5,200,1,1,799.6743,1,1,736341.603453448,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
70,0,803.9267,1,460,1105,2857,4205,508,2.5,200,0,1,808.2278,0,1,736341.603524719,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
71,1,812.7326,1,460,1105,2857,4205,508,2.5,200,0,0,816.9087,1,1,736341.603626639,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
72,0,820.9302,0,460,1105,2857,4205,504,-6.5,200,0,1,822.7348,0,0,736341.603721519,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
73,1,827.5203,1,460,1105,2857,4205,504,-6.5,200,0,1,832.591,0,0,736341.603797793,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
74,1,840.8687,1,460,1105,2857,4205,504,-6.5,200,0,0,844.9812,1,0,736341.603952288,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
75,0,848.8193,1,460,1105,2857,4205,509,-6.5,200,0,0,852.3659,1,5,736341.604044309,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
76,0,855.992,0,730,2058,2857,4205,506,-3.5,200,1,1,857.9649,1,4,736341.604127326,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
77,0,864.103,1,730,2058,2857,4205,508,-0.5,200,1,1,868.5393,1,2,736341.604221204,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
78,0,872.98,0,730,2058,2857,4205,509,-0.5,200,1,1,878.2556,1,3,736341.604323947,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
79,0,883.1044,0,730,2058,2857,4205,503,-12.5,200,1,1,885.3928,1,4,736341.604441127,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
80,0,890.1479,1,730,2058,2857,4205,504,-0.5,200,1,1,895.7148,1,4,736341.604522649,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
81,0,900.3803,1,460,1105,2857,4205,501,-9.5,200,0,0,904.5291,1,5,736341.60464108,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
82,0,907.8161,0,460,1105,2857,4205,505,-9.5,200,0,1,910.1115,0,1,736341.604727142,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
83,1,914.3055,1,460,1105,2857,4205,505,-9.5,200,0,0,918.3243,1,1,736341.604802251,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
84,0,922.2622,1,730,2058,2857,4205,510,-3.5,200,1,1,926.5687,1,5,736341.604894343,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
85,0,931.77,0,730,2058,2857,4205,511,2.5,200,1,1,936.7795,1,2,736341.605004387,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
86,0,944.1539,0,460,1105,2857,4205,507,-0.5,200,0,0,945.3062,1,4,736341.605147719,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
87,0,948.538,0,730,2058,2857,4205,506,2.5,200,1,1,950.4247,1,3,736341.605198461,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
88,0,954.3523,0,730,2058,2857,4205,501,-3.5,200,1,1,956.1095,1,2,736341.605265756,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
89,0,960.5526,1,730,2058,2857,4205,504,-9.5,200,1,1,964.9839,1,3,736341.605337519,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
90,0,974.03,0,460,1105,2857,4205,509,-6.5,200,0,0,975.5265,1,4,736341.605493507,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
91,0,978.7802,1,460,1105,2857,4205,506,-12.5,200,0,0,982.608,1,0,736341.605548486,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
92,0,986.2472,0,730,2058,2857,4205,510,-6.5,200,1,1,988.0877,1,3,736341.60563491,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
93,0,995.3411,0,460,1105,2857,4205,503,-6.5,200,0,1,997.618,0,2,736341.605740163,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
94,1,1003.6985,1,460,1105,2857,4205,503,-6.5,200,0,0,1008.0254,1,2,736341.605836892,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
95,0,1011.4449,0,460,1105,2857,4205,508,2.5,200,0,1,1013.5436,0,5,736341.60592655,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
96,1,1018.4299,0,460,1105,2857,4205,508,2.5,200,0,0,1020.2504,1,5,736341.606007395,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
97,0,1023.7389,0,460,1105,2857,4205,505,-3.5,200,0,1,1025.6255,0,2,736341.606068841,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
98,1,1052.259,0,460,1105,2857,4205,505,-3.5,200,0,0,1056.2471,1,2,736341.606398935,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
99,0,1059.5203,1,730,2058,2857,4205,511,-9.5,200,1,0,1063.141,0,5,736341.606482978,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
100,1,1073.6164,0,730,2058,2857,4205,511,-9.5,200,1,1,1075.2206,1,5,736341.606646127,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
101,0,1079.4112,1,460,1105,2857,4205,502,-3.5,200,0,1,1083.9776,0,1,736341.606713197,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
102,1,1087.8753,0,460,1105,2857,4205,502,-3.5,200,0,0,1089.7748,1,1,736341.606811161,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
103,0,1094.262,0,730,2058,2857,4205,506,-9.5,200,1,1,1095.9988,1,0,736341.606885081,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
104,0,1104.1595,0,730,2058,2857,4205,502,-9.5,200,1,1,1106.176,1,2,736341.606999635,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
105,0,1110.5518,0,730,2058,2857,4205,510,-9.5,200,1,1,1112.5762,1,4,736341.60707362,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
106,0,1117.0763,1,730,2058,2857,4205,504,2.5,200,1,1,1121.5657,1,0,736341.607149135,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
107,0,1127.0393,1,460,1105,2857,4205,501,-3.5,200,0,1,1131.3544,0,5,736341.607264448,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
108,1,1144.2545,0,460,1105,2857,4205,501,-3.5,200,0,0,1145.7527,1,5,736341.607463698,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
109,0,1150.4855,0,460,1105,2857,4205,507,-0.5,200,0,1,1152.4295,0,3,736341.607535816,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
110,1,1156.138,1,460,1105,2857,4205,507,-0.5,200,0,0,1161.0053,1,3,736341.607601238,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
111,0,1164.6747,1,730,2058,2857,4205,505,-0.5,200,1,1,1169.6928,1,3,736341.607700043,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
112,0,1174.433,1,730,2058,2857,4205,511,-0.5,200,1,1,1179.167,1,2,736341.607812986,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
113,0,1184.1143,1,460,1105,2857,4205,508,-9.5,200,0,1,1188.5212,0,2,736341.607925038,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
114,1,1192.885,0,460,1105,2857,4205,508,-9.5,200,0,0,1194.4931,1,2,736341.608026551,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
115,0,1198.3321,0,730,2058,2857,4205,503,-6.5,200,1,1,1200.1776,1,3,736341.608089596,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
116,0,1204.5972,1,730,2058,2857,4205,503,2.5,200,1,1,1208.2852,1,2,736341.608162109,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
117,0,1213.1715,0,460,1105,2857,4205,506,-0.5,200,0,1,1215.559,0,2,736341.608261348,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
118,1,1219.8285,1,460,1105,2857,4205,506,-0.5,200,0,0,1224.6657,1,2,736341.608338397,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
119,0,1228.6446,1,460,1105,2857,4205,508,-3.5,200,0,1,1232.0965,0,3,736341.608440435,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
120,1,1235.8571,0,460,1105,2857,4205,508,-3.5,200,0,1,1238.1794,0,3,736341.608523913,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
121,1,1243.3753,0,460,1105,2857,4205,508,-3.5,200,0,1,1245.013,0,3,736341.608610929,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
122,1,1249.4667,0,460,1105,2857,4205,508,-3.5,200,0,0,1251.1817,1,3,736341.608681432,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
123,0,1255.3014,1,460,1105,2857,4205,505,-12.5,200,0,0,1258.4645,1,1,736341.608748963,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
124,0,1262.0694,1,460,1105,2857,4205,504,-0.5,200,0,1,1266.5878,0,0,736341.608827296,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
125,1,1271.1359,1,460,1105,2857,4205,504,-0.5,200,0,1,1276.5635,0,0,736341.608932233,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
126,1,1281.6914,0,460,1105,2857,4205,504,-0.5,200,0,0,1283.2872,1,0,736341.609054403,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
127,0,1286.7944,0,460,1105,2857,4205,507,-12.5,200,0,0,1288.2335,1,4,736341.609113465,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
128,0,1291.9213,1,730,2058,2857,4205,501,-0.5,200,1,1,1296.0749,1,4,736341.609172804,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
129,0,1299.8864,1,460,1105,2857,4205,502,-12.5,200,0,1,1304.2322,0,3,736341.609264993,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
130,1,1321.3564,0,460,1105,2857,4205,502,-12.5,200,0,1,1323.4157,0,3,736341.609513488,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
131,1,1327.2158,0,460,1105,2857,4205,502,-12.5,200,0,1,1328.7283,0,3,736341.609581306,12_01_2016 level23_spatial_Robin 14_15_40.609 log.txt,37,37
1,0,33.7646,1,730,2058,2857,4205,508,-6.5,200,1,1,40.5853,1,2,736342.374913884,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
2,0,43.7168,0,460,1105,2857,4205,506,-0.5,200,0,0,47.2692,1,3,736342.375029072,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
3,0,51.3887,1,730,2058,2857,4205,510,2.5,200,1,1,56.6216,1,0,736342.375117867,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
4,0,74.1621,1,460,1105,2857,4205,504,-6.5,200,0,1,79.0295,0,2,736342.375381448,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
5,1,83.7348,1,460,1105,2857,4205,504,-6.5,200,0,1,88.7878,0,2,736342.375492243,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
6,1,92.7635,1,460,1105,2857,4205,504,-6.5,200,0,0,98.5116,1,2,736342.375596742,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
7,0,108.591,0,460,1105,2857,4205,505,-9.5,200,0,0,110.285,1,5,736342.375779931,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
8,0,114.5016,1,730,2058,2857,4205,507,-3.5,200,1,0,119.4669,0,0,736342.37584834,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
9,1,123.4796,1,730,2058,2857,4205,507,-3.5,200,1,0,128.3412,0,0,736342.375952252,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
10,1,132.7877,1,730,2058,2857,4205,507,-3.5,200,1,1,137.5125,1,0,736342.376059985,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
11,0,152.4561,1,460,1105,2857,4205,502,-0.5,200,0,1,157.6424,0,5,736342.376287629,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
12,1,161.319,1,460,1105,2857,4205,502,-0.5,200,0,1,166.1778,0,5,736342.376390208,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
13,1,170.7018,1,460,1105,2857,4205,502,-0.5,200,0,0,175.9852,1,5,736342.376498806,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
14,0,179.6306,0,730,2058,2857,4205,509,-6.5,200,1,1,184.4747,1,0,736342.376602148,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
15,0,193.4218,1,460,1105,2857,4205,501,-6.5,200,0,1,197.7636,0,3,736342.376761769,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
16,1,204.636,1,460,1105,2857,4205,501,-6.5,200,0,0,209.0906,1,3,736342.376891562,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
17,0,213.6612,0,460,1105,2857,4205,511,-3.5,200,0,0,215.6322,1,3,736342.376996021,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
18,0,220.1597,0,730,2058,2857,4205,504,-0.5,200,1,1,223.8282,1,0,736342.377071235,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
19,0,228.338,0,730,2058,2857,4205,501,-0.5,200,1,0,231.5589,0,3,736342.377165891,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
20,1,245.0706,1,730,2058,2857,4205,501,-0.5,200,1,1,249.381,1,3,736342.377359556,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
21,0,258.1494,0,460,1105,2857,4205,510,-12.5,200,0,0,259.3899,1,0,736342.377510931,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
22,0,264.1725,0,730,2058,2857,4205,507,-12.5,200,1,1,267.7955,1,0,736342.377580642,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
23,0,274.8921,0,460,1105,2857,4205,506,-0.5,200,0,0,276.3816,1,4,736342.377704712,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
24,0,280.9304,1,460,1105,2857,4205,508,-9.5,200,0,0,280.9902,1,1,736342.3777746,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
25,0,282.942,1,730,2058,2857,4205,509,-0.5,200,1,0,288.5179,0,2,736342.377797882,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
26,1,292.1482,1,730,2058,2857,4205,509,-0.5,200,1,0,292.2048,0,2,736342.377904435,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
27,1,296.9569,1,730,2058,2857,4205,509,-0.5,200,1,0,296.967,0,2,736342.377960091,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
28,1,303.5405,1,730,2058,2857,4205,509,-0.5,200,1,0,303.5727,0,2,736342.378036291,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
29,1,308.8634,1,730,2058,2857,4205,509,-0.5,200,1,0,308.9494,0,2,736342.378097898,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
30,1,312.5261,0,730,2058,2857,4205,509,-0.5,200,1,0,312.6363,0,2,736342.378140291,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
31,1,316.3587,1,730,2058,2857,4205,509,-0.5,200,1,0,316.4768,0,2,736342.378184649,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
32,1,320.4041,1,730,2058,2857,4205,509,-0.5,200,1,0,320.471,0,2,736342.378231471,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
33,1,324.8402,1,730,2058,2857,4205,509,-0.5,200,1,0,324.926,0,2,736342.378282815,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
34,1,331.9074,0,730,2058,2857,4205,509,-0.5,200,1,0,331.9925,0,2,736342.378364611,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
35,1,338.642,0,730,2058,2857,4205,509,-0.5,200,1,0,338.7518,0,2,736342.378442558,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
36,1,345.3211,0,730,2058,2857,4205,509,-0.5,200,1,0,345.3575,0,2,736342.378519862,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
37,1,355.8149,1,730,2058,2857,4205,509,-0.5,200,1,0,355.9573,0,2,736342.378641318,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
38,1,360.0762,0,730,2058,2857,4205,509,-0.5,200,1,0,360.105,0,2,736342.378690639,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
39,1,364.4859,0,730,2058,2857,4205,509,-0.5,200,1,0,364.56,0,2,736342.378741677,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
40,1,373.7005,1,730,2058,2857,4205,509,-0.5,200,1,0,373.7772,0,2,736342.378848328,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
41,1,377.536,0,730,2058,2857,4205,509,-0.5,200,1,0,377.6178,0,2,736342.37889272,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
42,1,381.2438,1,730,2058,2857,4205,509,-0.5,200,1,0,381.3047,0,2,736342.378935634,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
43,1,385.0295,0,730,2058,2857,4205,509,-0.5,200,1,0,385.1452,0,2,736342.37897945,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
44,1,388.7338,1,730,2058,2857,4205,509,-0.5,200,1,0,388.8321,0,2,736342.379022324,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
45,1,392.968,1,730,2058,2857,4205,509,-0.5,200,1,0,392.9798,0,2,736342.379071331,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
46,1,399.5562,1,730,2058,2857,4205,509,-0.5,200,1,0,399.5855,0,2,736342.379147583,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
47,1,407.3922,1,730,2058,2857,4205,509,-0.5,200,1,0,407.4201,0,2,736342.379238278,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
48,1,411.1063,1,730,2058,2857,4205,509,-0.5,200,1,0,411.2606,0,2,736342.379281265,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
49,1,414.9217,0,730,2058,2857,4205,509,-0.5,200,1,0,415.1012,0,2,736342.379325425,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
50,1,419.8063,0,730,2058,2857,4205,509,-0.5,200,1,0,419.8634,0,2,736342.37938196,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
51,1,423.6542,0,730,2058,2857,4205,509,-0.5,200,1,0,423.7039,0,2,736342.379426495,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
52,1,428.4204,1,730,2058,2857,4205,509,-0.5,200,1,0,428.4661,0,2,736342.37948166,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
53,1,436.2032,0,730,2058,2857,4205,509,-0.5,200,1,0,436.3008,0,2,736342.379571738,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
54,1,445.1913,0,730,2058,2857,4205,509,-0.5,200,1,0,445.2108,0,2,736342.379675767,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
55,1,450.3774,1,730,2058,2857,4205,509,-0.5,200,1,0,450.4339,0,2,736342.379735792,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
56,1,457.2224,0,730,2058,2857,4205,509,-0.5,200,1,0,457.3468,0,2,736342.379815016,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
57,1,461.7137,1,730,2058,2857,4205,509,-0.5,200,1,0,461.8018,0,2,736342.379866999,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
58,1,473.3919,0,730,2058,2857,4205,509,-0.5,200,1,0,473.477,0,2,736342.380002163,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
59,1,481.4402,0,730,2058,2857,4205,509,-0.5,200,1,0,481.4652,0,2,736342.380095315,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
60,1,486.0065,1,730,2058,2857,4205,509,-0.5,200,1,0,486.0738,0,2,736342.380148166,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
61,1,493.3657,1,730,2058,2857,4205,509,-0.5,200,1,0,493.4476,0,2,736342.380233341,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
62,1,498.2727,0,730,2058,2857,4205,509,-0.5,200,1,0,498.3635,0,2,736342.380290136,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
63,1,503.8919,1,730,2058,2857,4205,509,-0.5,200,1,0,503.8938,0,2,736342.380355172,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
64,1,508.2385,1,730,2058,2857,4205,509,-0.5,200,1,0,508.3488,0,2,736342.38040548,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
65,1,512.5818,0,730,2058,2857,4205,509,-0.5,200,1,0,512.6502,0,2,736342.38045575,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
66,1,517.8695,0,730,2058,2857,4205,509,-0.5,200,1,0,517.8733,0,2,736342.38051695,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
67,1,521.4377,0,730,2058,2857,4205,509,-0.5,200,1,0,521.5601,0,2,736342.380558249,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
68,1,527.5088,0,730,2058,2857,4205,509,-0.5,200,1,0,527.5514,0,2,736342.380628516,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
69,1,534.5636,1,730,2058,2857,4205,509,-0.5,200,1,0,534.6179,0,2,736342.380710169,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
70,1,542.6461,1,730,2058,2857,4205,509,-0.5,200,1,0,542.7598,0,2,736342.380803716,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
71,1,546.8183,0,730,2058,2857,4205,509,-0.5,200,1,0,546.9075,0,2,736342.380852006,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
72,1,552.3794,1,730,2058,2857,4205,509,-0.5,200,1,0,552.4379,0,2,736342.38091637,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
73,1,556.1633,0,730,2058,2857,4205,509,-0.5,200,1,0,556.2784,0,2,736342.380960166,13_01_2016 level23_spatial_Robin 08_59_18.795 log.txt,37,37
