Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,Mask,originalFile,LeftTemperature,RightTemperature
101,0,805.9379,0,936,1551,2975,4263,601,-15.0,200,1,1,806.7763,1,0,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
102,0,809.8623,0,437,2761,2975,4263,651,-10.0,200,0,1,810.7477,0,5,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
103,1,816.5351,0,437,2761,2975,4263,651,-10.0,200,0,0,816.8127,1,5,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
104,0,819.9753,0,437,2761,2975,4263,701,-13.8,200,0,0,820.6957,1,3,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
105,0,828.0838,0,936,1551,2975,4263,676,-12.5,200,1,1,828.6758,1,2,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
106,0,833.7197,0,437,2761,2975,4263,601,-12.5,200,0,0,834.6631,1,2,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
107,0,838.8199,1,936,1551,2975,4263,651,-15.0,200,1,1,839.5625,1,1,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
108,0,843.3359,0,936,1551,2975,4263,626,-10.0,200,1,0,844.3186,0,0,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
109,1,851.8138,0,936,1551,2975,4263,626,-10.0,200,1,1,852.775,1,0,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
110,0,855.4426,0,437,2761,2975,4263,726,-13.8,200,0,1,856.2271,0,2,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
111,1,862.5484,0,437,2761,2975,4263,726,-13.8,200,0,0,862.8845,1,2,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
112,0,866.442,0,936,1551,2975,4263,576,-11.3,200,1,1,867.3722,1,0,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
113,0,871.0142,0,437,2761,2975,4263,501,-10.0,200,0,0,871.7146,1,4,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
114,0,875.7888,0,936,1551,2975,4263,751,-11.3,200,1,1,877.2419,1,5,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
115,0,880.6631,0,437,2761,2975,4263,551,-13.8,200,0,1,881.8744,0,5,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
116,1,889.4326,0,437,2761,2975,4263,551,-13.8,200,0,0,889.9234,1,5,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
117,0,893.4496,0,936,1551,2975,4263,701,-12.5,200,1,1,894.0593,1,4,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
118,0,897.1369,0,437,2761,2975,4263,551,-11.3,200,0,0,898.6581,1,2,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
119,0,911.759,0,936,1551,2975,4263,601,-11.3,200,1,1,912.8595,1,3,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
120,0,916.5966,1,936,1551,2975,4263,576,-13.8,200,1,1,917.137,1,1,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
121,0,920.5115,0,437,2761,2975,4263,701,-10.0,200,0,0,921.7715,1,0,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
122,0,925.8852,1,936,1551,2975,4263,626,-13.8,200,1,1,926.9546,1,3,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
123,0,930.7165,0,936,1551,2975,4263,676,-10.0,200,1,1,932.3114,1,1,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
124,0,935.5141,0,437,2761,2975,4263,501,-12.5,200,0,0,936.3388,1,4,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
125,0,940.4427,0,437,2761,2975,4263,526,-15.0,200,0,0,941.2206,1,3,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
126,0,956.1059,0,936,1551,2975,4263,651,-11.3,200,1,1,957.012,1,2,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
127,0,960.3866,0,936,1551,2975,4263,726,-15.0,200,1,1,960.8555,1,3,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
128,0,964.374,0,936,1551,2975,4263,701,-13.8,200,1,1,964.9055,1,4,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
129,0,981.0099,0,936,1551,2975,4263,726,-12.5,200,1,1,982.2219,1,1,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
130,0,986.2921,0,437,2761,2975,4263,651,-10.0,200,0,0,986.8551,1,2,,26_11_2014 level23_spatial_Mini 09_38 log.txt,37,37
1,0,1.5623,0,936,1551,2975,4263,508,-8.3,200,1,1,2.5372,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
2,0,8.3956,1,437,2761,2975,4263,509,-12.8,200,0,1,9.3226,0,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
3,1,11.1157,0,437,2761,2975,4263,509,-12.8,200,0,1,13.0792,0,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
4,1,17.3977,0,437,2761,2975,4263,509,-12.8,200,0,0,18.6048,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
5,0,23.8154,0,936,1551,2975,4263,511,-8.3,200,1,0,24.7333,0,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
6,1,26.4103,1,936,1551,2975,4263,511,-8.3,200,1,1,29.5999,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
7,0,34.3204,1,936,1551,2975,4263,502,-10.5,200,1,1,36.8215,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
8,0,41.2414,0,936,1551,2975,4263,507,-15.0,200,1,1,42.2146,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
9,0,45.3274,1,437,2761,2975,4263,506,-12.8,200,0,1,47.2049,0,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
10,1,51.281,0,437,2761,2975,4263,506,-12.8,200,0,0,52.196,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
11,0,56.0171,1,437,2761,2975,4263,501,-15.0,200,0,0,58.5672,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
12,0,62.911,0,936,1551,2975,4263,504,-15.0,200,1,1,63.9142,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
13,0,67.4604,0,936,1551,2975,4263,510,-15.0,200,1,1,68.5933,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
14,0,72.1418,1,936,1551,2975,4263,505,-12.8,200,1,1,74.8219,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
15,0,78.2074,0,936,1551,2975,4263,504,-12.8,200,1,1,79.1657,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
16,0,83.2833,0,437,2761,2975,4263,507,-15.0,200,0,0,84.5075,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
17,0,89.4661,0,936,1551,2975,4263,510,-15.0,200,1,1,90.2699,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
18,0,93.6179,1,936,1551,2975,4263,508,-6.0,200,1,1,95.9056,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
19,0,99.4682,1,936,1551,2975,4263,506,-10.5,200,1,1,101.9583,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
20,0,105.3802,1,437,2761,2975,4263,509,-8.3,200,0,1,107.6582,0,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
21,1,115.2806,1,437,2761,2975,4263,509,-8.3,200,0,0,117.8213,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
22,0,122.0629,0,936,1551,2975,4263,501,-10.5,200,1,1,122.8644,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
23,0,125.7823,1,437,2761,2975,4263,502,-10.5,200,0,0,128.2005,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
24,0,132.9381,1,936,1551,2975,4263,503,-12.8,200,1,1,135.0847,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
25,0,137.9017,0,437,2761,2975,4263,505,-6.0,200,0,0,139.8733,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
26,0,143.7654,0,437,2761,2975,4263,505,-15.0,200,0,0,145.1485,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
27,0,148.6925,1,437,2761,2975,4263,506,-10.5,200,0,1,149.5862,0,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
28,1,156.6463,1,437,2761,2975,4263,506,-10.5,200,0,1,159.2039,0,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
29,1,166.4453,1,437,2761,2975,4263,506,-10.5,200,0,1,168.9245,0,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
30,1,174.4881,0,437,2761,2975,4263,506,-10.5,200,0,0,175.3836,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
31,0,179.4798,0,437,2761,2975,4263,502,-8.3,200,0,0,180.6712,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
32,0,184.8127,1,936,1551,2975,4263,509,-8.3,200,1,0,187.2004,0,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
33,1,189.0963,1,936,1551,2975,4263,509,-8.3,200,1,1,192.4439,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
34,0,196.154,1,437,2761,2975,4263,501,-8.3,200,0,1,198.4456,0,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
35,1,203.1779,1,437,2761,2975,4263,501,-8.3,200,0,0,205.8886,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
36,0,211.0794,1,437,2761,2975,4263,504,-10.5,200,0,0,214.2856,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
37,0,221.7943,1,437,2761,2975,4263,511,-15.0,200,0,1,224.5864,0,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
38,1,227.3822,1,437,2761,2975,4263,511,-15.0,200,0,1,229.7678,0,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
39,1,231.4162,0,437,2761,2975,4263,511,-15.0,200,0,0,232.8703,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
40,0,236.6799,0,437,2761,2975,4263,507,-12.8,200,0,0,237.7615,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
41,0,241.8176,1,437,2761,2975,4263,510,-8.3,200,0,0,244.2689,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
42,0,248.2661,0,437,2761,2975,4263,503,-6.0,200,0,1,249.4188,0,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
43,1,254.5387,0,437,2761,2975,4263,503,-6.0,200,0,0,255.5595,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
44,0,260.1381,0,936,1551,2975,4263,506,-8.3,200,1,1,261.3866,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
45,0,264.9521,1,936,1551,2975,4263,511,-6.0,200,1,1,266.8261,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
46,0,270.0118,1,936,1551,2975,4263,508,-15.0,200,1,1,272.7504,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
47,0,276.0722,1,936,1551,2975,4263,509,-10.5,200,1,1,278.854,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
48,0,282.5879,0,437,2761,2975,4263,504,-6.0,200,0,1,283.5942,0,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
49,1,285.2424,0,437,2761,2975,4263,504,-6.0,200,0,0,286.7865,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
50,0,290.414,0,437,2761,2975,4263,505,-15.0,200,0,0,291.6883,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
51,0,295.1963,0,437,2761,2975,4263,510,-8.3,200,0,1,296.2385,0,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
52,1,301.4992,0,437,2761,2975,4263,510,-8.3,200,0,0,302.7476,1,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
53,0,307.0572,1,936,1551,2975,4263,502,-12.8,200,1,1,310.4375,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
54,0,313.2153,0,936,1551,2975,4263,503,-12.8,200,1,1,314.212,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
55,0,317.6579,0,437,2761,2975,4263,501,-10.5,200,0,0,319.2837,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
56,0,324.1825,0,936,1551,2975,4263,511,-8.3,200,1,1,325.182,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
57,0,328.1759,0,437,2761,2975,4263,501,-12.8,200,0,1,329.3595,0,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
58,1,353.272,0,437,2761,2975,4263,501,-12.8,200,0,0,354.2779,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
59,0,358.198,1,437,2761,2975,4263,507,-6.0,200,0,0,359.0176,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
60,0,362.0935,1,437,2761,2975,4263,502,-12.8,200,0,1,366.5186,0,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
61,1,370.4192,0,437,2761,2975,4263,502,-12.8,200,0,0,371.5253,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
62,0,374.4432,1,936,1551,2975,4263,504,-6.0,200,1,1,376.7868,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
63,0,379.4536,1,437,2761,2975,4263,508,-15.0,200,0,0,384.3513,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
64,0,388.1957,1,936,1551,2975,4263,510,-10.5,200,1,1,390.5319,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
65,0,392.9892,0,437,2761,2975,4263,503,-8.3,200,0,1,394.2966,0,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
66,1,400.4365,1,437,2761,2975,4263,503,-8.3,200,0,0,403.152,1,3,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
67,0,406.8378,1,936,1551,2975,4263,506,-8.3,200,1,1,408.7245,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
68,0,411.5246,1,936,1551,2975,4263,509,-15.0,200,1,1,414.3978,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
69,0,417.1825,1,437,2761,2975,4263,506,-12.8,200,0,1,419.1878,0,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
70,1,421.2185,1,437,2761,2975,4263,506,-12.8,200,0,0,423.8334,1,5,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
71,0,428.6908,1,936,1551,2975,4263,509,-10.5,200,1,0,432.3358,0,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
72,1,488.9848,1,936,1551,2975,4263,509,-10.5,200,1,1,493.0653,1,4,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
73,0,496.0029,0,437,2761,2975,4263,507,-10.5,200,0,1,497.1055,0,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
74,1,587.3671,1,437,2761,2975,4263,507,-10.5,200,0,1,589.5945,0,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
75,1,680.433,1,437,2761,2975,4263,507,-10.5,200,0,1,684.3708,0,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
76,1,706.0725,1,437,2761,2975,4263,507,-10.5,200,0,0,708.176,1,0,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
77,0,756.8713,0,936,1551,2975,4263,503,-6.0,200,1,-1,-1.0,0,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
78,0,908.1457,0,936,1551,2975,4263,510,-6.0,200,1,1,909.5314,1,2,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
79,0,911.8514,0,437,2761,2975,4263,505,-10.5,200,0,1,912.8035,0,1,,14_03_2014 level23_spatial_Mini 15_38 log.txt,37,37
1,0,0.5906,0,936,1551,2975,4263,506,-12.8,200,1,0,1.1005,0,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
2,1,6.1778,0,936,1551,2975,4263,506,-12.8,200,1,1,6.9209,1,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
3,0,11.1727,1,437,2761,2975,4263,508,-8.3,200,0,1,13.4158,0,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
4,1,15.0053,0,437,2761,2975,4263,508,-8.3,200,0,1,16.0163,0,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
5,1,21.2211,0,437,2761,2975,4263,508,-8.3,200,0,0,22.4674,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
6,0,27.3266,0,936,1551,2975,4263,510,-12.8,200,1,0,28.1377,0,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
7,1,31.6321,0,936,1551,2975,4263,510,-12.8,200,1,1,32.5106,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
8,0,36.0059,0,437,2761,2975,4263,504,-12.8,200,0,1,36.578,0,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
9,1,41.7764,1,437,2761,2975,4263,504,-12.8,200,0,0,42.8758,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
10,0,48.4555,1,437,2761,2975,4263,501,-15.0,200,0,0,51.3776,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
11,0,55.4384,1,437,2761,2975,4263,502,-15.0,200,0,1,58.1634,0,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
12,1,60.1889,0,437,2761,2975,4263,502,-15.0,200,0,1,61.3404,0,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
13,1,66.0472,1,437,2761,2975,4263,502,-15.0,200,0,0,68.3298,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
14,0,72.4434,0,936,1551,2975,4263,503,-12.8,200,1,0,73.5344,0,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
15,1,78.1709,0,936,1551,2975,4263,503,-12.8,200,1,1,79.2097,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
16,0,82.7175,1,437,2761,2975,4263,511,-8.3,200,0,1,84.5166,0,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
17,1,88.6112,1,437,2761,2975,4263,511,-8.3,200,0,0,89.227,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
18,0,96.3372,1,936,1551,2975,4263,507,-6.0,200,1,0,99.503,0,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
19,1,102.4963,1,936,1551,2975,4263,507,-6.0,200,1,1,104.3781,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
20,0,107.6942,1,437,2761,2975,4263,509,-10.5,200,0,1,109.7304,0,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
21,1,113.0924,1,437,2761,2975,4263,509,-10.5,200,0,0,115.1824,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
22,0,119.0024,0,936,1551,2975,4263,505,-6.0,200,1,1,120.0588,1,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
23,0,122.7965,0,936,1551,2975,4263,504,-10.5,200,1,1,123.7864,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
24,0,126.9648,1,936,1551,2975,4263,503,-15.0,200,1,1,127.5829,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
25,0,131.0054,0,936,1551,2975,4263,501,-8.3,200,1,1,132.3662,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
26,0,135.5199,1,437,2761,2975,4263,511,-8.3,200,0,1,137.3271,0,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
27,1,139.4041,1,437,2761,2975,4263,511,-8.3,200,0,0,141.8247,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
28,0,145.5591,1,437,2761,2975,4263,506,-10.5,200,0,1,147.6199,0,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
29,1,149.4177,0,437,2761,2975,4263,506,-10.5,200,0,1,150.188,0,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
30,1,154.1399,1,437,2761,2975,4263,506,-10.5,200,0,0,156.2763,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
31,0,160.2743,0,437,2761,2975,4263,508,-10.5,200,0,0,161.843,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
32,0,165.4102,0,437,2761,2975,4263,509,-15.0,200,0,0,165.5299,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
33,0,168.4899,1,437,2761,2975,4263,510,-6.0,200,0,0,171.0933,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
34,0,179.048,0,437,2761,2975,4263,502,-15.0,200,0,0,179.8881,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
35,0,186.1175,1,437,2761,2975,4263,503,-12.8,200,0,0,186.6613,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
36,0,190.0101,0,936,1551,2975,4263,501,-15.0,200,1,0,191.6857,0,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
37,1,195.8427,0,936,1551,2975,4263,501,-15.0,200,1,1,196.6746,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
38,0,199.6579,0,437,2761,2975,4263,505,-12.8,200,0,0,201.1655,1,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
39,0,204.9594,0,936,1551,2975,4263,509,-10.5,200,1,1,205.8292,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
40,0,208.9841,0,936,1551,2975,4263,502,-8.3,200,1,1,209.7714,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
41,0,212.3646,0,437,2761,2975,4263,510,-10.5,200,0,0,213.8258,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
42,0,218.5382,0,437,2761,2975,4263,508,-8.3,200,0,1,219.5145,0,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
43,1,222.7242,0,437,2761,2975,4263,508,-8.3,200,0,0,223.8687,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
44,0,227.4269,1,437,2761,2975,4263,511,-10.5,200,0,0,228.0706,1,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
45,0,231.5743,0,936,1551,2975,4263,506,-10.5,200,1,0,233.5913,0,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
46,1,239.1056,1,936,1551,2975,4263,506,-10.5,200,1,1,242.1751,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
47,0,245.3235,1,936,1551,2975,4263,507,-12.8,200,1,1,246.9951,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
48,0,250.078,0,437,2761,2975,4263,506,-6.0,200,0,0,251.2367,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
49,0,255.3115,1,936,1551,2975,4263,505,-12.8,200,1,1,255.8521,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
50,0,259.1408,0,936,1551,2975,4263,503,-15.0,200,1,1,260.991,1,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
51,0,263.6062,0,437,2761,2975,4263,501,-12.8,200,0,0,264.9566,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
52,0,268.7233,1,437,2761,2975,4263,502,-6.0,200,0,1,270.1755,0,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
53,1,273.9193,1,437,2761,2975,4263,502,-6.0,200,0,0,275.4313,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
54,0,279.1368,1,936,1551,2975,4263,508,-10.5,200,1,1,281.054,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
55,0,284.5298,0,936,1551,2975,4263,507,-8.3,200,1,0,285.7576,0,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
56,1,288.5596,0,936,1551,2975,4263,507,-8.3,200,1,1,289.3532,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
57,0,291.8519,1,936,1551,2975,4263,509,-6.0,200,1,1,293.8797,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
58,0,297.0549,1,936,1551,2975,4263,504,-8.3,200,1,1,298.9024,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
59,0,305.1562,0,936,1551,2975,4263,511,-6.0,200,1,1,306.2079,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
60,0,308.8024,1,936,1551,2975,4263,511,-10.5,200,1,1,310.5774,1,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
61,0,313.4278,1,936,1551,2975,4263,510,-6.0,200,1,1,315.7479,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
62,0,318.7036,1,437,2761,2975,4263,509,-15.0,200,0,0,320.4877,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
63,0,324.1381,0,437,2761,2975,4263,505,-12.8,200,0,0,325.2061,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
64,0,328.9562,1,437,2761,2975,4263,506,-10.5,200,0,0,331.3634,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
65,0,335.107,0,437,2761,2975,4263,508,-6.0,200,0,0,335.9061,1,3,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
66,0,339.2383,1,936,1551,2975,4263,502,-8.3,200,1,1,339.8193,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
67,0,342.7131,0,936,1551,2975,4263,507,-12.8,200,1,1,344.7288,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
68,0,348.23,0,936,1551,2975,4263,501,-15.0,200,1,1,349.1686,1,5,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
69,0,351.9775,0,437,2761,2975,4263,503,-6.0,200,0,0,353.2356,1,4,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
70,0,357.9174,1,936,1551,2975,4263,503,-15.0,200,1,1,360.1034,1,0,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
71,0,363.0853,0,936,1551,2975,4263,501,-15.0,200,1,1,364.0118,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
72,0,367.0708,1,936,1551,2975,4263,509,-10.5,200,1,1,369.1727,1,2,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
73,0,373.3096,0,437,2761,2975,4263,505,-8.3,200,0,1,374.32,0,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
74,1,378.4706,0,437,2761,2975,4263,505,-8.3,200,0,0,379.4852,1,1,,08_07_2014 level23_spatial_Mini 17_43 log.txt,37,37
