Trial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,SpatialCondition,originalFile,LeftTemperature,RightTemperature,fNum,vowel_level,SNR,day,treatment,VowelLocation
25,182.9536,0,936,1551,2975,4263,676,-10.0,200,1,1,183.409,1,1,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,right
26,189.7799,0,437,2761,2975,4263,576,-11.0,200,0,0,190.1397,1,3,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,right
27,193.9824,0,936,1551,2975,4263,601,-11.0,200,1,1,194.5985,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,right
28,205.4258,0,437,2761,2975,4263,726,-15.0,200,0,0,205.934,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,72.0,5.0,2014-11-27,False,right
29,209.5056,0,936,1551,2975,4263,626,-11.0,200,1,1,209.9794,1,4,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,left
30,215.4273,0,936,1551,2975,4263,751,-11.0,200,1,1,216.2177,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,left
31,222.2315,0,936,1551,2975,4263,676,-12.0,200,1,1,222.9271,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,right
32,227.8006,1,936,1551,2975,4263,526,-14.0,200,1,0,228.3494,0,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,left
34,251.8063,0,936,1551,2975,4263,651,-11.0,200,1,1,252.5729,1,3,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,right
35,259.8157,0,936,1551,2975,4263,551,-14.0,200,1,0,260.7939,0,3,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,right
37,274.4379,1,437,2761,2975,4263,576,-10.0,200,0,0,275.3196,1,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,left
38,278.671,0,936,1551,2975,4263,501,-15.0,200,1,1,280.4366,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,72.0,5.0,2014-11-27,False,left
39,286.6621,0,936,1551,2975,4263,501,-15.0,200,1,1,287.4708,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,72.0,5.0,2014-11-27,False,right
40,296.5183,0,936,1551,2975,4263,576,-14.0,200,1,0,297.2429,0,4,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,left
43,324.1303,0,437,2761,2975,4263,526,-11.0,200,0,0,324.7558,1,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,left
44,329.0795,0,936,1551,2975,4263,751,-15.0,200,1,1,329.9601,1,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,72.0,5.0,2014-11-27,False,left
45,334.7678,0,437,2761,2975,4263,601,-14.0,200,0,0,335.2366,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,right
46,339.1906,0,437,2761,2975,4263,626,-12.0,200,0,0,339.6444,1,1,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,right
47,344.6583,0,437,2761,2975,4263,726,-14.0,200,0,1,345.1628,0,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,left
50,366.5752,0,936,1551,2975,4263,651,-14.0,200,1,1,367.3285,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,right
51,373.9321,0,437,2761,2975,4263,551,-15.0,200,0,0,374.3429,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,72.0,5.0,2014-11-27,False,left
52,379.5887,0,437,2761,2975,4263,701,-12.0,200,0,0,379.957,1,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,left
53,384.7856,0,936,1551,2975,4263,651,-14.0,200,1,1,385.4254,1,1,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,right
54,391.911,0,437,2761,2975,4263,551,-12.0,200,0,0,392.2111,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,left
55,397.6348,0,936,1551,2975,4263,576,-12.0,200,1,1,398.146,1,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,left
56,404.8854,0,936,1551,2975,4263,626,-15.0,200,1,0,405.7742,0,1,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,72.0,5.0,2014-11-27,False,right
58,421.8559,0,437,2761,2975,4263,676,-10.0,200,0,0,423.412,1,1,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,right
59,429.3091,1,936,1551,2975,4263,726,-10.0,200,1,1,429.8141,1,3,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,right
60,434.7103,1,437,2761,2975,4263,501,-10.0,200,0,0,436.8458,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,left
61,442.1553,0,936,1551,2975,4263,751,-11.0,200,1,1,443.2676,1,0,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,left
62,450.6001,0,936,1551,2975,4263,526,-10.0,200,1,1,451.5394,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,right
63,458.0293,0,936,1551,2975,4263,601,-12.0,200,1,0,458.581,0,3,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,right
65,473.5626,0,437,2761,2975,4263,751,-15.0,200,0,0,473.9613,1,1,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,72.0,5.0,2014-11-27,False,right
66,479.2895,0,936,1551,2975,4263,601,-14.0,200,1,1,479.708,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,left
67,486.073,0,437,2761,2975,4263,651,-12.0,200,0,0,486.6977,1,5,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,right
68,490.9944,0,936,1551,2975,4263,701,-10.0,200,1,1,491.5651,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,left
69,497.6359,0,437,2761,2975,4263,626,-11.0,200,0,1,498.9415,0,1,colocated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,68.0,1.0,2014-11-27,False,right
71,512.8521,1,437,2761,2975,4263,676,-14.0,200,0,0,513.3273,1,2,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,71.0,4.0,2014-11-27,False,left
72,517.4901,0,437,2761,2975,4263,726,-12.0,200,0,0,518.7478,1,3,separated,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,69.0,2.0,2014-11-27,False,right
73,522.6578,0,437,2761,2975,4263,551,-10.0,200,0,0,523.6558,1,4,single_speaker,27_11_2014 level23_spatial_Mini 09_32 log.txt,37,37,1216,67.0,0.0,2014-11-27,False,left
