Trial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,SpatialCondition,originalFile,LeftTemperature,RightTemperature,fNum,vowel_level,SNR,day,treatment,VowelLocation
93,1027.6515,1,936,1551,2975,4263,510,-10.0,200,1,0,1031.9645,0,3,separated,20_12_2013 level23_spatial_Mini 09_02 log.txt,37,37,1216,67.0,0.0,2013-12-20,False,right
95,1051.3852,0,437,2761,2975,4263,509,-13.0,200,0,1,1052.8699,0,0,colocated,20_12_2013 level23_spatial_Mini 09_02 log.txt,37,37,1216,70.0,3.0,2013-12-20,False,left
99,1446.6243,1,936,1551,2975,4263,504,-13.0,200,1,-1,-1.0,0,0,colocated,20_12_2013 level23_spatial_Mini 09_02 log.txt,37,37,1216,70.0,3.0,2013-12-20,False,left
1,13.5684,1,936,1551,2975,4263,505,-15.0,200,1,0,15.2211,0,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,left
3,25.9105,0,437,2761,2975,4263,511,-8.0,200,0,1,26.5853,0,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,right
6,45.6697,0,936,1551,2975,4263,508,-13.0,200,1,1,46.4315,1,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,left
7,50.5968,0,437,2761,2975,4263,509,-8.0,200,0,0,51.6719,1,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,right
8,57.3934,1,437,2761,2975,4263,504,-10.0,200,0,0,59.7567,1,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,right
9,64.7862,1,936,1551,2975,4263,501,-8.0,200,1,1,65.5751,1,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,left
10,69.1217,1,437,2761,2975,4263,507,-6.0,200,0,1,72.9187,0,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,right
12,84.5925,0,936,1551,2975,4263,502,-10.0,200,1,1,85.7234,1,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,left
13,88.6654,1,437,2761,2975,4263,510,-13.0,200,0,1,90.5642,0,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,left
15,104.1513,0,936,1551,2975,4263,506,-10.0,200,1,1,105.2676,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,right
16,109.2927,1,437,2761,2975,4263,502,-15.0,200,0,1,111.4519,0,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,left
18,126.5664,1,936,1551,2975,4263,503,-15.0,200,1,1,127.2512,1,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,right
19,130.1839,0,936,1551,2975,4263,508,-8.0,200,1,0,132.6601,0,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,left
21,140.4418,0,437,2761,2975,4263,505,-15.0,200,0,1,141.3589,0,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,right
23,152.0664,1,437,2761,2975,4263,510,-13.0,200,0,0,154.9975,1,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,left
24,161.3981,1,936,1551,2975,4263,509,-6.0,200,1,1,165.2919,1,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,left
25,168.3773,1,437,2761,2975,4263,501,-10.0,200,0,1,170.3503,0,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,right
28,188.935,0,437,2761,2975,4263,511,-15.0,200,0,0,189.7061,1,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,right
29,195.469,1,936,1551,2975,4263,504,-6.0,200,1,1,198.9324,1,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,left
30,201.702,0,437,2761,2975,4263,506,-15.0,200,0,0,202.7147,1,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,left
31,207.3716,0,437,2761,2975,4263,505,-6.0,200,0,0,208.3265,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,right
32,215.5119,1,437,2761,2975,4263,510,-15.0,200,0,0,216.8012,1,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,left
33,223.0842,1,437,2761,2975,4263,506,-10.0,200,0,1,223.6683,0,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,left
35,235.2338,0,936,1551,2975,4263,502,-10.0,200,1,0,236.2827,0,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,right
37,243.3569,1,437,2761,2975,4263,507,-10.0,200,0,1,244.6715,0,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,left
40,258.0089,0,437,2761,2975,4263,511,-8.0,200,0,1,258.9792,0,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,left
42,268.5412,0,936,1551,2975,4263,504,-15.0,200,1,0,269.2603,0,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,left
44,276.0747,1,936,1551,2975,4263,503,-8.0,200,1,1,278.2588,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,right
45,281.4068,0,936,1551,2975,4263,508,-13.0,200,1,1,281.9838,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,right
46,285.2916,1,437,2761,2975,4263,501,-15.0,200,0,1,287.1478,0,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,right
48,297.7322,0,936,1551,2975,4263,503,-8.0,200,1,1,298.4352,1,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,left
49,301.5926,1,936,1551,2975,4263,505,-15.0,200,1,1,303.9088,1,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,left
50,308.4686,0,437,2761,2975,4263,509,-10.0,200,0,0,309.5176,1,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,left
51,317.4807,0,936,1551,2975,4263,501,-6.0,200,1,1,318.5307,1,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,left
52,321.146,1,936,1551,2975,4263,511,-10.0,200,1,1,323.1499,1,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,right
53,326.1625,1,437,2761,2975,4263,506,-8.0,200,0,1,328.6574,0,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,right
56,345.4219,1,437,2761,2975,4263,502,-6.0,200,0,1,346.029,0,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,right
58,361.296,1,437,2761,2975,4263,510,-13.0,200,0,1,363.7959,0,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,left
60,376.381,0,437,2761,2975,4263,508,-8.0,200,0,1,377.4362,0,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,left
62,388.3592,0,936,1551,2975,4263,507,-6.0,200,1,1,389.8393,1,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,right
63,393.3159,1,936,1551,2975,4263,507,-6.0,200,1,1,395.1717,1,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,right
64,398.6384,0,437,2761,2975,4263,502,-6.0,200,0,1,399.5458,0,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,left
66,415.4652,0,936,1551,2975,4263,501,-15.0,200,1,1,416.1563,1,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,right
67,418.9172,0,936,1551,2975,4263,509,-13.0,200,1,1,420.2709,1,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,left
68,424.1807,0,936,1551,2975,4263,511,-15.0,200,1,1,424.9932,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,72.0,5.0,2014-04-09,False,right
69,427.5094,0,936,1551,2975,4263,504,-13.0,200,1,1,428.2245,1,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,left
70,431.2836,1,936,1551,2975,4263,508,-8.0,200,1,1,433.1753,1,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,right
71,436.7275,0,936,1551,2975,4263,506,-13.0,200,1,0,437.7336,0,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,right
73,445.6877,1,437,2761,2975,4263,510,-13.0,200,0,1,448.2855,0,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,right
75,458.8664,1,936,1551,2975,4263,503,-6.0,200,1,1,462.0029,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,right
76,464.6941,1,437,2761,2975,4263,506,-8.0,200,0,0,468.5604,1,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,left
77,471.7894,1,936,1551,2975,4263,501,-13.0,200,1,1,475.3159,1,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,right
78,478.4204,1,437,2761,2975,4263,504,-13.0,200,0,1,480.5495,0,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,right
81,502.8356,1,936,1551,2975,4263,503,-10.0,200,1,1,503.7951,1,2,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,left
82,506.7952,0,437,2761,2975,4263,502,-10.0,200,0,0,510.2814,1,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,right
83,518.9024,1,437,2761,2975,4263,505,-13.0,200,0,0,521.0276,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,right
84,523.3589,1,936,1551,2975,4263,510,-8.0,200,1,1,524.1237,1,3,separated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,right
85,527.4433,1,437,2761,2975,4263,507,-6.0,200,0,1,531.4519,0,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,left
87,567.9567,1,936,1551,2975,4263,508,-10.0,200,1,1,571.3049,1,4,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,left
88,573.7257,1,437,2761,2975,4263,509,-6.0,200,0,0,589.0338,1,0,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,63.0,-4.0,2014-04-09,False,left
89,591.9265,0,936,1551,2975,4263,504,-10.0,200,1,1,592.5465,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,67.0,0.0,2014-04-09,False,right
90,595.8221,0,936,1551,2975,4263,506,-8.0,200,1,1,596.5409,1,5,single_speaker,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,65.0,-2.0,2014-04-09,False,right
91,599.3876,0,437,2761,2975,4263,507,-13.0,200,0,1,599.9007,0,1,colocated,09_04_2014 level23_spatial_Mini 09_15 log.txt,37,37,1216,70.0,3.0,2014-04-09,False,right
1,3.4923,0,437,2761,2975,4263,576,-14.0,200,0,0,4.5127,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
2,19.2875,0,936,1551,2975,4263,751,-12.0,200,1,0,20.0477,0,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
4,36.5453,0,936,1551,2975,4263,726,-15.0,200,1,0,37.2751,0,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,left
7,68.2366,0,437,2761,2975,4263,676,-10.0,200,0,1,68.9366,0,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,right
10,114.0504,0,437,2761,2975,4263,551,-14.0,200,0,0,114.3741,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
11,126.1914,0,936,1551,2975,4263,701,-15.0,200,1,1,126.6632,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,left
12,146.3375,0,437,2761,2975,4263,526,-14.0,200,0,0,147.1639,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
13,163.3662,0,936,1551,2975,4263,501,-11.0,200,1,0,163.9968,0,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,left
16,205.0087,0,936,1551,2975,4263,601,-11.0,200,1,1,205.5804,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,right
17,215.9299,0,437,2761,2975,4263,626,-11.0,200,0,0,216.2977,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,right
18,220.9626,0,936,1551,2975,4263,501,-10.0,200,1,1,221.44,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,left
19,229.2244,0,437,2761,2975,4263,751,-12.0,200,0,0,230.198,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
20,243.5337,0,437,2761,2975,4263,651,-10.0,200,0,0,243.8709,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,right
21,251.7834,0,936,1551,2975,4263,526,-14.0,200,1,1,252.4108,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
22,263.869,0,437,2761,2975,4263,601,-11.0,200,0,0,264.4289,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,left
23,273.0854,1,437,2761,2975,4263,676,-12.0,200,0,0,273.5639,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
24,282.3657,0,936,1551,2975,4263,551,-10.0,200,1,1,283.0522,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,right
25,292.2857,0,437,2761,2975,4263,576,-11.0,200,0,1,293.4409,0,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,left
27,310.6558,0,936,1551,2975,4263,726,-15.0,200,1,0,311.0642,0,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,right
30,337.4296,0,936,1551,2975,4263,701,-11.0,200,1,1,338.2898,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,left
31,348.2568,0,936,1551,2975,4263,501,-14.0,200,1,0,348.738,0,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
33,372.7266,0,936,1551,2975,4263,726,-14.0,200,1,1,373.8223,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
34,386.9195,0,437,2761,2975,4263,701,-12.0,200,0,0,387.3811,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
35,398.8651,1,936,1551,2975,4263,651,-14.0,200,1,1,399.4472,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
36,408.8966,1,437,2761,2975,4263,551,-12.0,200,0,0,409.3184,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
37,419.608,0,437,2761,2975,4263,751,-15.0,200,0,0,419.9624,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,left
38,426.4721,0,437,2761,2975,4263,526,-15.0,200,0,0,427.0338,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,right
39,432.0904,1,936,1551,2975,4263,676,-10.0,200,1,1,432.6072,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,right
40,438.9476,0,936,1551,2975,4263,626,-11.0,200,1,1,439.7315,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,left
41,447.3762,1,936,1551,2975,4263,576,-15.0,200,1,0,449.9034,0,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,right
43,465.5627,0,437,2761,2975,4263,726,-14.0,200,0,0,466.0862,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
44,470.4063,0,437,2761,2975,4263,551,-10.0,200,0,0,471.0053,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,left
45,475.1587,0,936,1551,2975,4263,676,-14.0,200,1,1,475.9407,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
46,488.2724,1,437,2761,2975,4263,701,-14.0,200,0,0,488.6544,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
47,492.956,0,437,2761,2975,4263,501,-15.0,200,0,0,494.2463,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,right
48,498.2918,0,936,1551,2975,4263,601,-10.0,200,1,1,499.2808,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,left
49,506.2815,0,936,1551,2975,4263,626,-15.0,200,1,1,507.1657,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,left
50,513.3858,0,437,2761,2975,4263,526,-11.0,200,0,0,514.3449,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,right
51,518.602,0,936,1551,2975,4263,751,-10.0,200,1,0,519.9361,0,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,left
53,536.0752,0,437,2761,2975,4263,651,-15.0,200,0,0,536.7305,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,left
54,540.8226,0,936,1551,2975,4263,576,-12.0,200,1,0,541.936,0,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
56,554.7459,0,936,1551,2975,4263,726,-10.0,200,1,1,555.1995,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,right
57,570.4927,0,437,2761,2975,4263,701,-11.0,200,0,0,571.1041,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,right
58,575.2179,0,936,1551,2975,4263,501,-12.0,200,1,0,575.813,0,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
60,587.5858,0,936,1551,2975,4263,751,-11.0,200,1,1,588.2218,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,right
61,600.9577,1,437,2761,2975,4263,676,-10.0,200,0,0,601.9183,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,left
62,613.0686,1,936,1551,2975,4263,651,-12.0,200,1,1,615.4254,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
63,619.1762,0,437,2761,2975,4263,551,-11.0,200,0,0,620.4615,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,left
64,624.0558,0,437,2761,2975,4263,526,-15.0,200,0,0,624.6961,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,left
65,629.095,0,437,2761,2975,4263,626,-15.0,200,0,0,629.8023,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,right
66,634.02,0,936,1551,2975,4263,751,-15.0,200,1,0,634.9807,0,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,right
68,645.3249,0,437,2761,2975,4263,676,-12.0,200,0,0,645.8464,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
69,650.7372,0,437,2761,2975,4263,601,-10.0,200,0,0,651.3451,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,left
70,655.265,0,936,1551,2975,4263,551,-14.0,200,1,1,656.1825,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
71,661.4108,0,437,2761,2975,4263,626,-10.0,200,0,0,663.4873,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,right
72,667.2176,0,936,1551,2975,4263,526,-12.0,200,1,1,667.798,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
73,673.3471,0,936,1551,2975,4263,501,-11.0,200,1,1,674.0808,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,right
74,683.0112,0,936,1551,2975,4263,726,-12.0,200,1,1,683.6546,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
75,690.1531,0,437,2761,2975,4263,701,-12.0,200,0,0,690.9303,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
76,694.9741,0,437,2761,2975,4263,576,-14.0,200,0,0,695.5139,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
77,708.4728,0,437,2761,2975,4263,751,-12.0,200,0,0,709.0691,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
78,717.0857,0,936,1551,2975,4263,676,-11.0,200,1,1,718.2238,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,left
79,723.0677,0,437,2761,2975,4263,576,-14.0,200,0,0,723.501,1,2,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
80,727.0724,0,437,2761,2975,4263,551,-10.0,200,0,0,727.9899,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,67.0,0.0,2014-12-15,False,left
81,735.7147,0,936,1551,2975,4263,726,-14.0,200,1,1,736.4975,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
82,740.28,0,936,1551,2975,4263,526,-12.0,200,1,1,742.3134,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
83,746.2911,0,936,1551,2975,4263,501,-14.0,200,1,1,747.0486,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
84,750.9991,0,936,1551,2975,4263,626,-14.0,200,1,1,751.5846,1,3,separated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,right
85,762.0117,1,437,2761,2975,4263,651,-12.0,200,0,0,762.8626,1,4,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,left
86,767.308,0,936,1551,2975,4263,601,-12.0,200,1,1,768.5757,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,69.0,2.0,2014-12-15,False,right
87,773.5105,0,437,2761,2975,4263,676,-15.0,200,0,0,774.4793,1,1,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,72.0,5.0,2014-12-15,False,right
88,778.8286,0,936,1551,2975,4263,501,-14.0,200,1,1,779.7649,1,0,colocated,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,71.0,4.0,2014-12-15,False,left
89,783.1971,1,936,1551,2975,4263,601,-11.0,200,1,1,785.2297,1,5,single_speaker,15_12_2014 level23_spatial_Mini 08_39 log.txt,37,37,1216,68.0,1.0,2014-12-15,False,right
