Trial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature,fNum,day,meanTemp,treatment,vowel_level,SNR,SpatialCondition,VowelLocation
71,410.4149,0,936,1551,2975,4263,502,-9.0,200,0,0,411.2813,1,4,735935.414472395,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,single_speaker,left
72,414.3878,1,437,2761,2975,4263,505,-6.0,200,1,1,418.7617,1,4,735935.414518377,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,single_speaker,left
73,420.1585,0,936,1551,2975,4263,503,-12.0,200,0,0,420.9186,1,4,735935.414585168,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,left
74,424.4416,1,437,2761,2975,4263,501,-6.0,200,1,0,428.5453,0,0,735935.414634741,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,colocated,left
76,441.3997,1,437,2761,2975,4263,507,-6.0,200,1,1,452.4932,1,1,735935.414831015,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,colocated,right
77,456.7664,1,936,1551,2975,4263,509,-15.0,200,0,0,465.2522,1,4,735935.41500887,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,single_speaker,left
78,468.4524,1,936,1551,2975,4263,502,-12.0,200,0,0,470.659,1,2,735935.415144125,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,separated,left
79,475.0068,1,936,1551,2975,4263,506,-9.0,200,0,0,476.7104,1,4,735935.415219986,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,single_speaker,left
80,479.6148,0,437,2761,2975,4263,511,-15.0,200,1,1,481.6033,1,0,735935.415273319,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,colocated,left
81,483.1824,1,437,2761,2975,4263,510,-9.0,200,1,1,486.9453,1,4,735935.415314611,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,single_speaker,left
82,489.004,1,936,1551,2975,4263,504,-9.0,200,0,0,490.7924,1,5,735935.415381991,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,single_speaker,right
83,494.1185,0,437,2761,2975,4263,503,-15.0,200,1,1,496.3212,1,1,735935.415441186,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,colocated,right
84,506.4648,0,936,1551,2975,4263,508,-9.0,200,0,0,507.261,1,0,735935.415584083,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,colocated,left
85,510.6885,1,437,2761,2975,4263,510,-12.0,200,1,0,512.9122,0,0,735935.415632969,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,colocated,left
87,522.1538,1,437,2761,2975,4263,503,-12.0,200,1,1,527.0274,1,5,735935.415765669,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,right
88,531.0086,1,437,2761,2975,4263,501,-9.0,200,1,0,532.9195,0,2,735935.415868155,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,separated,left
93,560.5059,0,936,1551,2975,4263,507,-12.0,200,0,0,561.3079,1,5,735935.416209559,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,right
94,564.4459,0,936,1551,2975,4263,508,-15.0,200,0,0,565.2301,1,0,735935.416255161,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,colocated,left
95,568.1382,1,936,1551,2975,4263,505,-12.0,200,0,0,569.8113,1,4,735935.416297896,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,left
96,579.163,0,437,2761,2975,4263,502,-12.0,200,1,1,580.7139,1,3,735935.416425498,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,separated,right
97,582.868,0,936,1551,2975,4263,511,-12.0,200,0,0,583.7217,1,3,735935.41646838,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,separated,right
98,587.1638,1,437,2761,2975,4263,504,-12.0,200,1,1,590.2061,1,0,735935.4165181,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,colocated,left
99,599.1433,1,437,2761,2975,4263,506,-12.0,200,1,0,601.6879,0,2,735935.416656751,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,separated,left
101,610.4264,1,437,2761,2975,4263,508,-9.0,200,1,1,614.2396,1,1,735935.416787343,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,colocated,right
102,616.4662,1,936,1551,2975,4263,504,-9.0,200,0,0,618.8296,1,3,735935.416857248,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,separated,right
103,622.0016,0,936,1551,2975,4263,501,-12.0,200,0,0,623.0338,1,1,735935.416921315,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,colocated,right
104,626.9631,1,936,1551,2975,4263,502,-12.0,200,0,0,629.0507,1,2,735935.41697874,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,separated,left
105,633.3204,1,437,2761,2975,4263,507,-9.0,200,1,1,640.716,1,3,735935.41705232,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,separated,right
106,646.1797,1,437,2761,2975,4263,506,-12.0,200,1,1,651.3533,1,3,735935.417201154,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,separated,right
107,655.0207,0,437,2761,2975,4263,503,-12.0,200,1,0,655.9844,0,4,735935.41730348,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,left
109,663.5142,1,437,2761,2975,4263,509,-12.0,200,1,1,666.0784,1,4,735935.417401785,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,left
110,674.9458,0,437,2761,2975,4263,510,-6.0,200,1,1,677.1167,1,2,735935.417534095,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,separated,left
111,680.4905,1,936,1551,2975,4263,511,-15.0,200,0,0,682.4399,1,5,735935.41759827,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,single_speaker,right
112,685.5859,1,936,1551,2975,4263,505,-6.0,200,0,0,688.7196,1,4,735935.417657244,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,single_speaker,left
113,692.3712,1,437,2761,2975,4263,507,-15.0,200,1,1,696.1489,1,3,735935.417735778,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,separated,right
114,702.976,1,437,2761,2975,4263,510,-9.0,200,1,1,706.0212,1,5,735935.417858519,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,single_speaker,right
115,708.1302,1,936,1551,2975,4263,502,-9.0,200,0,0,709.9036,1,1,735935.417918174,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,colocated,right
116,714.7559,1,936,1551,2975,4263,501,-12.0,200,0,1,718.5563,0,0,735935.41799486,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,colocated,left
118,725.8214,1,936,1551,2975,4263,508,-12.0,200,0,1,729.9899,0,1,735935.418122933,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,colocated,right
120,740.0363,1,936,1551,2975,4263,503,-9.0,200,0,0,741.9047,1,2,735935.418287457,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,separated,left
121,744.846,1,936,1551,2975,4263,506,-6.0,200,0,0,747.0597,1,5,735935.418343125,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,single_speaker,right
122,750.6702,0,437,2761,2975,4263,511,-12.0,200,1,1,752.5439,1,5,735935.418410535,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,right
123,754.2476,0,936,1551,2975,4263,504,-15.0,200,0,1,756.096,0,3,735935.41845194,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,separated,right
125,764.972,0,936,1551,2975,4263,504,-12.0,200,0,0,765.9341,1,5,735935.418576065,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,right
126,768.8877,0,936,1551,2975,4263,509,-12.0,200,0,0,769.7544,1,4,735935.418621385,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,single_speaker,left
127,773.3057,1,437,2761,2975,4263,503,-12.0,200,1,1,775.6413,1,2,735935.41867252,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,separated,left
128,777.6081,0,437,2761,2975,4263,508,-15.0,200,1,1,779.3395,1,5,735935.418722316,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,72.0,5.0,single_speaker,right
129,781.5408,1,936,1551,2975,4263,507,-6.0,200,0,1,784.1632,0,1,735935.418767833,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,colocated,right
131,792.199,0,437,2761,2975,4263,502,-12.0,200,1,1,793.2672,1,1,735935.418891192,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,69.0,2.0,colocated,right
132,804.1777,1,437,2761,2975,4263,501,-6.0,200,1,0,806.1219,0,4,735935.419029835,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,single_speaker,left
136,832.7201,1,936,1551,2975,4263,505,-6.0,200,0,0,834.8221,1,2,735935.419360186,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,separated,left
137,850.1387,0,437,2761,2975,4263,510,-9.0,200,1,0,851.038,0,0,735935.419561791,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,66.0,-1.0,colocated,left
1,10.6182,0,936,1551,2975,4263,502,-15.0,200,0,1,11.9055,0,1,735692.448734007,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,72.0,5.0,colocated,right
4,48.8989,1,936,1551,2975,4263,511,-12.0,200,0,1,50.2059,0,5,735692.449177071,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,69.0,2.0,single_speaker,right
8,85.2283,0,936,1551,2975,4263,504,-15.0,200,0,0,89.4936,1,3,735692.44959755,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,72.0,5.0,separated,right
9,99.2745,1,936,1551,2975,4263,507,-12.0,200,0,1,103.2018,0,2,735692.449760122,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,69.0,2.0,separated,left
11,120.1348,0,437,2761,2975,4263,508,-15.0,200,1,1,121.0916,1,3,735692.45000156,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,72.0,5.0,separated,right
13,133.1922,1,936,1551,2975,4263,503,-12.0,200,0,0,136.7955,1,0,735692.450152687,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,69.0,2.0,colocated,left
16,154.5714,1,936,1551,2975,4263,505,-12.0,200,0,0,158.8491,1,4,735692.450400132,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,69.0,2.0,single_speaker,left
17,165.1151,1,437,2761,2975,4263,509,-6.0,200,1,0,170.8477,0,1,735692.450522166,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,63.0,-4.0,colocated,right
19,177.9904,0,437,2761,2975,4263,508,-12.0,200,1,1,178.9736,1,4,735692.450671185,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,69.0,2.0,single_speaker,left
