Trial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,originalFile,LeftTemperature,RightTemperature,fNum,vowel_level,SNR,day,treatment,SpatialCondition,VowelLocation
1,4.4933,0,730,2058.0,2857.0,4205.0,1001.0,10.0,200.0,1.0,0.0,5.8984,0.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,single_speaker,left
3,25.1523,0,460,1105.0,2857.0,4205.0,751.0,10.0,200.0,0.0,0.0,28.0218,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,colocated,right
4,32.0434,0,460,1105.0,2857.0,4205.0,651.0,10.0,200.0,0.0,0.0,33.4739,1.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,colocated,left
5,37.9448,0,460,1105.0,2857.0,4205.0,851.0,10.0,200.0,0.0,0.0,38.89,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,colocated,right
6,43.1803,1,730,2058.0,2857.0,4205.0,701.0,10.0,200.0,1.0,0.0,44.2924,0.0,2.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,separated,left
8,61.8982,0,730,2058.0,2857.0,4205.0,551.0,10.0,200.0,1.0,0.0,64.6916,0.0,2.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,separated,left
12,111.8463,0,730,2058.0,2857.0,4205.0,801.0,10.0,200.0,1.0,1.0,113.2476,1.0,1.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,colocated,right
13,129.1467,0,730,2058.0,2857.0,4205.0,601.0,10.0,200.0,1.0,0.0,130.8039,0.0,3.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,separated,right
15,150.8278,0,460,1105.0,2857.0,4205.0,901.0,10.0,200.0,0.0,0.0,152.2098,1.0,4.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,single_speaker,left
16,156.1768,0,460,1105.0,2857.0,4205.0,951.0,10.0,200.0,0.0,0.0,157.1626,1.0,0.0,10_12_2014 level23_spatial_F+V 15_26 Block7-48.txt,37,37,1201,47.0,-20.0,2014-12-10,False,colocated,left
