Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	151.2821	0	437	2761	2975	4263	508	-10.5	200	0	0	152.1298	1	2	
2	0	159.0993	1	437	2761	2975	4263	511	-10.5	200	0	0	160.2970	1	5	
3	0	172.0892	0	936	1551	2975	4263	504	-6.0	200	1	1	172.8215	1	2	
4	0	184.2045	1	936	1551	2975	4263	506	-15.0	200	1	0	184.6669	0	0	
5	1	186.4123	1	936	1551	2975	4263	506	-15.0	200	1	1	192.1469	1	0	
6	0	201.5516	1	437	2761	2975	4263	505	-10.5	200	0	1	202.3276	0	0	
7	1	204.0615	1	437	2761	2975	4263	505	-10.5	200	0	1	208.9885	0	0	
8	1	214.0690	0	437	2761	2975	4263	505	-10.5	200	0	0	215.1708	1	0	
9	0	218.5358	0	936	1551	2975	4263	507	-10.5	200	1	1	220.0209	1	4	
10	0	225.1777	1	437	2761	2975	4263	503	-6.0	200	0	1	227.2372	0	0	
11	1	235.2112	1	437	2761	2975	4263	503	-6.0	200	0	0	235.8454	1	0	
12	0	239.1464	0	936	1551	2975	4263	509	-12.8	200	1	0	239.2251	0	5	
13	1	242.2059	1	936	1551	2975	4263	509	-12.8	200	1	0	244.7269	0	5	
14	1	247.8911	0	936	1551	2975	4263	509	-12.8	200	1	1	248.8599	1	5	
15	0	254.8349	1	437	2761	2975	4263	501	-12.8	200	0	1	256.9812	0	3	
16	1	258.5624	1	437	2761	2975	4263	501	-12.8	200	0	1	261.9949	0	3	
17	1	264.5536	0	437	2761	2975	4263	501	-12.8	200	0	1	266.7093	0	3	
18	1	272.3089	0	437	2761	2975	4263	501	-12.8	200	0	0	273.0476	1	3	
19	0	276.4300	0	437	2761	2975	4263	510	-12.8	200	0	1	277.3997	0	5	
20	1	279.3156	0	437	2761	2975	4263	510	-12.8	200	0	1	280.4500	0	5	
21	1	281.9868	0	437	2761	2975	4263	510	-12.8	200	0	0	282.7772	1	5	
22	0	286.8842	1	936	1551	2975	4263	506	-10.5	200	1	0	287.4870	0	3	
23	1	292.1504	0	936	1551	2975	4263	506	-10.5	200	1	0	292.9767	0	3	
24	1	302.0334	0	936	1551	2975	4263	506	-10.5	200	1	1	303.0862	1	3	
25	0	307.5474	1	936	1551	2975	4263	511	-8.3	200	1	1	309.9484	1	0	
26	0	313.6897	0	437	2761	2975	4263	501	-8.3	200	0	1	315.4628	0	5	
27	1	320.6412	1	437	2761	2975	4263	501	-8.3	200	0	0	321.2284	1	5	
28	0	323.8307	1	437	2761	2975	4263	503	-15.0	200	0	0	326.3157	1	4	
29	0	329.4002	1	936	1551	2975	4263	505	-15.0	200	1	0	331.7904	0	3	
30	1	336.6470	0	936	1551	2975	4263	505	-15.0	200	1	1	337.9291	1	3	
31	0	341.6823	0	437	2761	2975	4263	504	-10.5	200	0	1	342.9863	0	3	
32	1	349.8511	0	437	2761	2975	4263	504	-10.5	200	0	0	350.5549	1	3	
33	0	353.8158	0	437	2761	2975	4263	502	-6.0	200	0	0	354.3484	1	4	
