Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	3.3253	0	460	1105	2857	4205	601	-15.0	200	1	1	3.7430	1	2	
2	0	16.0094	0	730	2058	2857	4205	851	-17.0	200	0	1	22.2441	0	5	
3	1	31.6349	0	730	2058	2857	4205	851	-17.0	200	0	0	33.3184	1	5	
4	0	40.5917	1	460	1105	2857	4205	651	-15.0	200	1	1	41.1378	1	5	
5	0	51.6940	0	730	2058	2857	4205	951	-17.0	200	0	0	55.4734	1	1	
6	0	61.5839	0	460	1105	2857	4205	1001	-15.0	200	1	0	62.9732	0	4	
7	1	70.1405	0	460	1105	2857	4205	1001	-15.0	200	1	0	71.3123	0	4	
8	1	78.6469	0	460	1105	2857	4205	1001	-15.0	200	1	1	79.0403	1	4	
9	0	98.9818	1	730	2058	2857	4205	751	-17.0	200	0	0	103.8622	1	3	
10	0	109.0205	0	730	2058	2857	4205	551	-17.0	200	0	0	111.3250	1	1	
11	0	117.0018	0	460	1105	2857	4205	701	-15.0	200	1	0	119.0270	0	4	
12	1	123.3916	0	460	1105	2857	4205	701	-15.0	200	1	0	124.9013	0	4	
13	1	129.8556	0	460	1105	2857	4205	701	-15.0	200	1	1	130.1416	1	4	
14	0	140.6742	0	460	1105	2857	4205	501	-15.0	200	1	0	142.1129	0	5	
15	1	149.7477	0	460	1105	2857	4205	501	-15.0	200	1	1	150.4449	1	5	
16	0	159.0297	0	730	2058	2857	4205	901	-17.0	200	0	0	160.3300	1	4	
17	0	165.8948	0	730	2058	2857	4205	551	-17.0	200	0	1	166.3812	0	5	
18	1	173.1942	0	730	2058	2857	4205	551	-17.0	200	0	0	175.4977	1	5	
19	0	180.3016	0	730	2058	2857	4205	651	-17.0	200	0	0	181.5229	1	3	
20	0	194.5616	0	730	2058	2857	4205	901	-17.0	200	0	0	195.4825	1	2	
21	0	200.9021	0	460	1105	2857	4205	501	-15.0	200	1	1	201.5682	1	3	
22	0	204.6757	0	460	1105	2857	4205	701	-15.0	200	1	1	205.0456	1	3	
23	0	211.0820	0	730	2058	2857	4205	951	-17.0	200	0	1	211.4263	0	3	
24	1	217.2082	0	730	2058	2857	4205	951	-17.0	200	0	0	218.5813	1	3	
25	0	231.3340	0	730	2058	2857	4205	751	-17.0	200	0	0	232.4395	1	4	
26	0	243.4126	0	730	2058	2857	4205	851	-17.0	200	0	0	244.0916	1	0	
27	0	252.7470	0	730	2058	2857	4205	801	-17.0	200	0	0	253.7010	1	0	
28	0	258.5039	0	730	2058	2857	4205	601	-17.0	200	0	0	260.3555	1	2	
29	0	266.1571	0	460	1105	2857	4205	751	-15.0	200	1	1	267.0411	1	4	
30	0	276.1691	1	460	1105	2857	4205	951	-15.0	200	1	1	276.5387	1	0	
31	0	281.7171	1	730	2058	2857	4205	551	-17.0	200	0	0	286.0652	1	2	
32	0	293.2200	0	460	1105	2857	4205	1001	-15.0	200	1	1	293.6621	1	3	
33	0	310.4228	0	460	1105	2857	4205	851	-15.0	200	1	1	310.9191	1	2	
34	0	321.9778	0	460	1105	2857	4205	651	-15.0	200	1	1	322.6085	1	1	
35	0	339.8271	0	730	2058	2857	4205	801	-17.0	200	0	0	341.8175	1	4	
36	0	346.6956	0	460	1105	2857	4205	601	-15.0	200	1	1	347.6445	1	5	
37	0	355.3974	0	730	2058	2857	4205	701	-17.0	200	0	0	357.0257	1	0	
38	0	361.8468	0	460	1105	2857	4205	501	-15.0	200	1	1	362.5489	1	1	
39	0	377.1810	0	460	1105	2857	4205	801	-15.0	200	1	0	378.6394	0	1	
40	1	385.6031	0	460	1105	2857	4205	801	-15.0	200	1	1	385.9407	1	1	
41	0	395.0503	0	730	2058	2857	4205	851	-17.0	200	0	0	396.5670	1	1	
42	0	404.7036	0	460	1105	2857	4205	751	-15.0	200	1	0	405.6033	0	0	
