Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	89.1472	0	730	2058	2857	4205	851	10.0	200	0	1	89.7578	0	3	
2	1	97.7033	0	730	2058	2857	4205	851	10.0	200	0	1	98.4812	0	3	
3	1	102.6108	0	730	2058	2857	4205	851	10.0	200	0	0	104.9232	1	3	
4	0	121.5060	1	460	1105	2857	4205	901	10.0	200	1	0	125.7785	0	5	
5	1	130.3450	0	460	1105	2857	4205	901	10.0	200	1	1	131.2741	1	5	
6	0	140.8015	0	730	2058	2857	4205	501	10.0	200	0	0	143.0548	1	2	
7	0	150.3537	0	730	2058	2857	4205	701	10.0	200	0	0	151.7736	1	1	
8	0	166.9420	0	730	2058	2857	4205	751	10.0	200	0	1	167.3964	0	1	
9	1	174.8125	0	730	2058	2857	4205	751	10.0	200	0	0	176.0531	1	1	
10	0	181.1647	0	730	2058	2857	4205	801	10.0	200	0	0	182.0544	1	4	
11	0	187.3720	0	730	2058	2857	4205	551	10.0	200	0	0	188.2496	1	5	
12	0	203.6473	0	460	1105	2857	4205	1001	10.0	200	1	1	204.2540	1	2	
13	0	218.8419	0	460	1105	2857	4205	951	10.0	200	1	0	220.0081	0	4	
14	1	227.0120	0	460	1105	2857	4205	951	10.0	200	1	1	228.0208	1	4	
15	0	236.5778	0	460	1105	2857	4205	651	10.0	200	1	0	237.3997	0	4	
16	1	244.1430	0	460	1105	2857	4205	651	10.0	200	1	1	245.0380	1	4	
17	0	255.6899	0	730	2058	2857	4205	651	10.0	200	0	0	256.9311	1	2	
18	0	261.7615	1	730	2058	2857	4205	501	10.0	200	0	0	265.4329	1	5	
19	0	274.0988	0	460	1105	2857	4205	701	10.0	200	1	0	274.5902	0	1	
20	1	282.7642	0	460	1105	2857	4205	701	10.0	200	1	1	283.4960	1	1	
21	0	294.1073	0	460	1105	2857	4205	951	10.0	200	1	0	295.1356	0	3	
22	1	304.8042	0	460	1105	2857	4205	951	10.0	200	1	1	305.5122	1	3	
23	0	316.7433	0	460	1105	2857	4205	901	10.0	200	1	0	317.6501	0	2	
24	1	322.6341	0	460	1105	2857	4205	901	10.0	200	1	0	323.4072	0	2	
25	1	330.2025	0	460	1105	2857	4205	901	10.0	200	1	1	330.7381	1	2	
26	0	343.9793	0	460	1105	2857	4205	551	10.0	200	1	0	345.3864	0	1	
27	1	354.8912	0	460	1105	2857	4205	551	10.0	200	1	0	356.5201	0	1	
28	1	369.5231	0	460	1105	2857	4205	551	10.0	200	1	1	370.1608	1	1	
29	0	382.8477	0	730	2058	2857	4205	851	10.0	200	0	0	384.3685	1	1	
30	0	391.5554	0	460	1105	2857	4205	1001	10.0	200	1	0	392.8108	0	5	
31	1	405.3857	0	460	1105	2857	4205	1001	10.0	200	1	1	405.7516	1	5	
32	0	416.2467	0	730	2058	2857	4205	801	10.0	200	0	0	416.7492	1	5	
33	0	424.0253	0	730	2058	2857	4205	751	10.0	200	0	0	425.0449	1	0	
34	0	431.9872	0	460	1105	2857	4205	901	10.0	200	1	0	433.0931	0	2	
35	1	439.2685	0	460	1105	2857	4205	901	10.0	200	1	1	439.6711	1	2	
36	0	454.8931	0	460	1105	2857	4205	701	10.0	200	1	0	455.7095	0	3	
37	1	461.5943	0	460	1105	2857	4205	701	10.0	200	1	1	462.6006	1	3	
38	0	471.3434	0	460	1105	2857	4205	1001	10.0	200	1	0	472.4713	0	5	
39	1	479.8435	0	460	1105	2857	4205	1001	10.0	200	1	1	480.8085	1	5	
40	0	488.4068	0	460	1105	2857	4205	851	10.0	200	1	1	489.2778	1	0	
41	0	495.3668	0	730	2058	2857	4205	751	10.0	200	0	0	496.0966	1	2	
42	0	501.0192	0	460	1105	2857	4205	501	10.0	200	1	0	501.8144	0	3	
43	1	512.6611	1	460	1105	2857	4205	501	10.0	200	1	0	517.4179	0	3	
44	1	522.8449	0	460	1105	2857	4205	501	10.0	200	1	0	524.2309	0	3	
45	1	531.9297	0	460	1105	2857	4205	501	10.0	200	1	1	533.0050	1	3	
46	0	540.0960	1	460	1105	2857	4205	551	10.0	200	1	0	544.1513	0	1	
47	1	550.8964	0	460	1105	2857	4205	551	10.0	200	1	1	551.5738	1	1	
48	0	563.7573	0	730	2058	2857	4205	951	10.0	200	0	0	565.6176	1	0	
49	0	570.6895	0	460	1105	2857	4205	601	10.0	200	1	1	571.5900	1	4	
50	0	574.8850	0	460	1105	2857	4205	651	10.0	200	1	0	576.0949	0	0	
51	1	581.6197	0	460	1105	2857	4205	651	10.0	200	1	0	582.7516	0	0	
52	1	591.1744	0	460	1105	2857	4205	651	10.0	200	1	1	591.9741	1	0	
53	0	599.5220	1	730	2058	2857	4205	751	10.0	200	0	0	604.5558	1	4	
54	0	610.5598	0	730	2058	2857	4205	951	10.0	200	0	0	611.4276	1	0	
55	0	616.3642	0	730	2058	2857	4205	851	10.0	200	0	1	617.1202	0	3	
56	1	621.2834	0	730	2058	2857	4205	851	10.0	200	0	0	621.8498	1	3	
57	0	626.3473	0	730	2058	2857	4205	601	10.0	200	0	0	627.4238	1	4	
58	0	632.2239	0	460	1105	2857	4205	651	10.0	200	1	0	632.7133	0	0	
59	1	641.2613	0	460	1105	2857	4205	651	10.0	200	1	1	641.6507	1	0	
60	0	645.7392	0	730	2058	2857	4205	901	10.0	200	0	0	646.9772	1	3	
61	0	655.0843	0	730	2058	2857	4205	801	10.0	200	0	1	655.8038	0	2	
62	1	662.8713	0	730	2058	2857	4205	801	10.0	200	0	1	663.2612	0	2	
63	1	667.9287	0	730	2058	2857	4205	801	10.0	200	0	1	668.7822	0	2	
64	1	674.3268	0	730	2058	2857	4205	801	10.0	200	0	0	675.3087	1	2	
65	0	680.2321	0	730	2058	2857	4205	1001	10.0	200	0	0	680.7353	1	0	
66	0	685.5160	0	460	1105	2857	4205	701	10.0	200	1	1	686.0464	1	4	
67	0	689.0035	0	730	2058	2857	4205	501	10.0	200	0	0	689.4758	1	3	
68	0	694.3864	0	460	1105	2857	4205	951	10.0	200	1	0	694.8825	0	1	
69	1	700.2109	0	460	1105	2857	4205	951	10.0	200	1	1	701.0188	1	1	
70	0	704.9736	0	730	2058	2857	4205	551	10.0	200	0	0	705.9416	1	5	
71	0	711.1634	0	730	2058	2857	4205	651	10.0	200	0	1	711.7210	0	3	
72	1	715.5688	0	730	2058	2857	4205	651	10.0	200	0	1	716.0601	0	3	
73	1	722.0444	1	730	2058	2857	4205	651	10.0	200	0	0	725.4777	1	3	
74	0	729.5887	0	460	1105	2857	4205	1001	10.0	200	1	1	729.9254	1	1	
75	0	738.2398	0	730	2058	2857	4205	801	10.0	200	0	0	739.3767	1	0	
76	0	746.5466	0	730	2058	2857	4205	751	10.0	200	0	1	747.0978	0	0	
77	1	751.5519	0	730	2058	2857	4205	751	10.0	200	0	1	751.9260	0	0	
78	1	757.2566	0	730	2058	2857	4205	751	10.0	200	0	0	758.1072	1	0	
79	0	770.2349	0	460	1105	2857	4205	851	10.0	200	1	1	771.2027	1	2	
80	0	780.4043	0	730	2058	2857	4205	901	10.0	200	0	0	781.1399	1	1	
81	0	784.9811	0	460	1105	2857	4205	601	10.0	200	1	1	785.3955	1	3	
82	0	791.2106	0	460	1105	2857	4205	701	10.0	200	1	1	791.5816	1	4	
83	0	800.5417	0	460	1105	2857	4205	1001	10.0	200	1	1	800.8181	1	5	
