Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	27.2008	0	460	1105	2857	4205	951	-10.0	200	1	0	27.9551	0	2	
2	1	43.9002	0	460	1105	2857	4205	951	-10.0	200	1	0	51.3594	0	2	
3	1	57.0941	0	460	1105	2857	4205	951	-10.0	200	1	0	59.5077	0	2	
4	1	68.8381	0	460	1105	2857	4205	951	-10.0	200	1	0	82.1612	0	2	
5	1	95.6060	0	460	1105	2857	4205	951	-10.0	200	1	0	97.0174	0	2	
6	1	102.2547	0	460	1105	2857	4205	951	-10.0	200	1	1	108.2984	1	2	
7	0	157.0163	0	460	1105	2857	4205	901	-10.0	200	1	0	158.7548	0	1	
8	1	171.9180	0	460	1105	2857	4205	901	-10.0	200	1	1	174.1779	1	1	
9	0	182.9064	0	460	1105	2857	4205	601	-10.0	200	1	0	184.6148	0	0	
10	1	191.8482	0	460	1105	2857	4205	601	-10.0	200	1	0	193.7819	0	0	
11	1	207.2019	0	460	1105	2857	4205	601	-10.0	200	1	0	208.5556	0	0	
12	1	215.3087	0	460	1105	2857	4205	601	-10.0	200	1	1	216.6366	1	0	
13	0	235.0066	0	460	1105	2857	4205	801	-10.0	200	1	1	236.1743	1	3	
14	0	253.1781	0	730	2058	2857	4205	501	-12.0	200	0	1	254.8734	0	1	
15	1	262.8449	0	730	2058	2857	4205	501	-12.0	200	0	0	264.6928	1	1	
16	0	279.9602	0	460	1105	2857	4205	1001	-10.0	200	1	0	280.9043	0	2	
17	1	286.7445	0	460	1105	2857	4205	1001	-10.0	200	1	0	287.3353	0	2	
18	1	298.5033	0	460	1105	2857	4205	1001	-10.0	200	1	0	300.7656	0	2	
19	1	310.4739	0	460	1105	2857	4205	1001	-10.0	200	1	0	312.2458	0	2	
20	0	328.2142	0	730	2058	2857	4205	851	-12.0	200	0	1	332.1255	0	3	
21	1	339.0730	1	730	2058	2857	4205	851	-12.0	200	0	0	340.8266	1	3	
22	0	356.5030	1	730	2058	2857	4205	651	-12.0	200	0	0	361.3418	1	1	
23	0	378.9212	0	730	2058	2857	4205	701	-12.0	200	0	0	384.2382	1	3	
24	0	399.7271	0	460	1105	2857	4205	751	-10.0	200	1	0	408.5105	0	0	
25	1	412.9364	0	460	1105	2857	4205	751	-10.0	200	1	0	415.8713	0	0	
26	1	420.6248	0	460	1105	2857	4205	751	-10.0	200	1	0	426.2483	0	0	
27	1	433.9063	1	460	1105	2857	4205	751	-10.0	200	1	1	434.6165	1	0	
28	0	446.5816	0	730	2058	2857	4205	751	-12.0	200	0	1	452.8824	0	2	
29	1	459.0702	0	730	2058	2857	4205	751	-12.0	200	0	0	461.1761	1	2	
30	0	476.6246	0	730	2058	2857	4205	501	-12.0	200	0	0	477.7887	1	0	
31	0	504.2887	0	460	1105	2857	4205	701	-10.0	200	1	1	505.1061	1	3	
32	0	512.7207	0	730	2058	2857	4205	601	-12.0	200	0	0	513.4059	1	0	
33	0	530.2576	1	460	1105	2857	4205	801	-10.0	200	1	0	530.8294	0	2	
34	1	541.3741	0	460	1105	2857	4205	801	-10.0	200	1	0	546.3374	0	2	
35	1	552.3610	0	460	1105	2857	4205	801	-10.0	200	1	1	552.8397	1	2	
36	0	568.1791	0	460	1105	2857	4205	651	-10.0	200	1	0	571.5465	0	1	
37	1	583.1169	0	460	1105	2857	4205	651	-10.0	200	1	1	583.7839	1	1	
38	0	598.4832	0	730	2058	2857	4205	1001	-12.0	200	0	1	599.0691	0	2	
39	1	604.5220	0	730	2058	2857	4205	1001	-12.0	200	0	0	605.8358	1	2	
40	0	618.6739	0	730	2058	2857	4205	951	-12.0	200	0	0	621.2024	1	3	
41	0	643.0054	0	460	1105	2857	4205	901	-10.0	200	1	0	643.9139	0	0	
42	1	653.4667	0	460	1105	2857	4205	901	-10.0	200	1	0	655.5619	0	0	
43	1	666.1980	0	460	1105	2857	4205	901	-10.0	200	1	1	666.7457	1	0	
44	0	676.0432	0	460	1105	2857	4205	551	-10.0	200	1	1	677.4654	1	3	
45	0	684.0784	0	460	1105	2857	4205	551	-10.0	200	1	1	685.3185	1	1	
46	0	692.7092	0	730	2058	2857	4205	851	-12.0	200	0	1	693.9741	0	0	
47	1	701.9917	0	730	2058	2857	4205	851	-12.0	200	0	0	703.0859	1	0	
48	0	717.9896	0	730	2058	2857	4205	801	-12.0	200	0	0	718.8007	1	2	
49	0	726.6288	0	730	2058	2857	4205	601	-12.0	200	0	0	727.6017	1	1	
50	0	734.4475	0	730	2058	2857	4205	651	-12.0	200	0	0	735.1199	1	3	
51	0	747.0310	0	730	2058	2857	4205	1001	-12.0	200	0	0	747.9235	1	2	
52	0	755.2655	0	460	1105	2857	4205	901	-10.0	200	1	0	755.7403	0	0	
53	1	760.9446	0	460	1105	2857	4205	901	-10.0	200	1	0	761.4453	0	0	
54	1	766.5593	0	460	1105	2857	4205	901	-10.0	200	1	1	766.8402	1	0	
55	0	772.0645	0	460	1105	2857	4205	751	-10.0	200	1	1	772.8592	1	1	
56	0	777.0696	0	460	1105	2857	4205	501	-10.0	200	1	0	778.2135	0	0	
57	1	784.2188	0	460	1105	2857	4205	501	-10.0	200	1	0	785.1336	0	0	
58	1	790.3314	0	460	1105	2857	4205	501	-10.0	200	1	0	791.5251	0	0	
59	1	798.9258	0	460	1105	2857	4205	501	-10.0	200	1	1	799.5971	1	0	
60	0	804.3867	1	730	2058	2857	4205	951	-12.0	200	0	1	805.1755	0	3	
61	1	811.1239	0	730	2058	2857	4205	951	-12.0	200	0	0	811.5540	1	3	
62	0	817.4826	0	460	1105	2857	4205	551	-10.0	200	1	0	821.6509	0	2	
63	1	829.2927	0	460	1105	2857	4205	551	-10.0	200	1	1	829.7508	1	2	
