Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	15.8751	0	730	2058	2857	4205	601	-17.0	200	0	1	22.9470	0	1	
2	1	28.2096	0	730	2058	2857	4205	601	-17.0	200	0	1	29.1579	0	1	
3	1	37.9341	0	730	2058	2857	4205	601	-17.0	200	0	1	38.2323	0	1	
4	1	45.8079	0	730	2058	2857	4205	601	-17.0	200	0	0	47.0777	1	1	
5	0	58.1853	0	730	2058	2857	4205	701	-17.0	200	0	0	59.3258	1	2	
6	0	85.8288	0	730	2058	2857	4205	901	-17.0	200	0	0	86.9501	1	1	
7	0	97.3228	0	460	1105	2857	4205	1001	-15.0	200	1	1	97.7740	1	1	
8	0	102.3497	0	460	1105	2857	4205	501	-15.0	200	1	1	102.9470	1	0	
9	0	107.4023	0	730	2058	2857	4205	801	-17.0	200	0	0	108.3790	1	3	
10	0	113.0817	0	730	2058	2857	4205	551	-17.0	200	0	1	113.7255	0	5	
11	1	118.8396	0	730	2058	2857	4205	551	-17.0	200	0	1	119.6053	0	5	
12	1	125.1999	0	730	2058	2857	4205	551	-17.0	200	0	0	126.5655	1	5	
13	0	131.4909	0	730	2058	2857	4205	651	-17.0	200	0	1	132.1304	0	3	
14	1	136.4113	0	730	2058	2857	4205	651	-17.0	200	0	1	137.4862	0	3	
15	1	142.7042	0	730	2058	2857	4205	651	-17.0	200	0	0	144.1746	1	3	
16	0	149.4536	0	460	1105	2857	4205	751	-15.0	200	1	0	150.3292	0	1	
17	1	155.5370	0	460	1105	2857	4205	751	-15.0	200	1	1	155.7893	1	1	
18	0	160.3206	0	460	1105	2857	4205	851	-15.0	200	1	1	160.6593	1	4	
19	0	164.7389	1	460	1105	2857	4205	651	-15.0	200	1	1	165.1412	1	3	
20	0	169.7434	0	730	2058	2857	4205	701	-17.0	200	0	1	172.1748	0	0	
21	1	179.2269	0	730	2058	2857	4205	701	-17.0	200	0	0	182.6644	1	0	
22	0	187.3586	0	730	2058	2857	4205	501	-17.0	200	0	0	189.0801	1	5	
23	0	197.4932	0	460	1105	2857	4205	1001	-15.0	200	1	1	198.0818	1	5	
24	0	207.0220	0	460	1105	2857	4205	801	-15.0	200	1	0	208.4516	0	3	
25	1	216.2112	0	460	1105	2857	4205	801	-15.0	200	1	1	216.7707	1	3	
26	0	232.1489	0	730	2058	2857	4205	851	-17.0	200	0	0	234.0065	1	5	
27	0	241.3347	0	460	1105	2857	4205	901	-15.0	200	1	1	241.5721	1	1	
28	0	246.1105	0	460	1105	2857	4205	601	-15.0	200	1	1	246.7757	1	3	
29	0	251.1498	0	730	2058	2857	4205	551	-17.0	200	0	1	251.6323	0	2	
30	1	258.3651	0	730	2058	2857	4205	551	-17.0	200	0	0	261.4900	1	2	
31	0	277.0741	0	730	2058	2857	4205	951	-17.0	200	0	1	277.8236	0	0	
32	1	289.2367	0	730	2058	2857	4205	951	-17.0	200	0	0	291.4674	1	0	
33	0	297.6151	0	730	2058	2857	4205	951	-17.0	200	0	1	298.1805	0	3	
34	1	305.1010	0	730	2058	2857	4205	951	-17.0	200	0	1	305.6963	0	3	
35	1	311.3001	0	730	2058	2857	4205	951	-17.0	200	0	0	312.3321	1	3	
36	0	317.7409	0	730	2058	2857	4205	801	-17.0	200	0	0	320.4936	1	4	
37	0	325.0856	1	460	1105	2857	4205	551	-15.0	200	1	1	326.2561	1	5	
38	0	329.8917	1	460	1105	2857	4205	601	-15.0	200	1	1	333.2025	1	2	
39	0	337.2161	0	460	1105	2857	4205	501	-15.0	200	1	1	338.0601	1	5	
40	0	341.6147	0	730	2058	2857	4205	651	-17.0	200	0	1	342.1840	0	1	
41	1	346.7527	0	730	2058	2857	4205	651	-17.0	200	0	0	352.3947	1	1	
42	0	358.4001	1	460	1105	2857	4205	1001	-15.0	200	1	0	359.6463	0	0	
43	1	380.3356	0	460	1105	2857	4205	1001	-15.0	200	1	0	382.1433	0	0	
44	1	394.7398	0	460	1105	2857	4205	1001	-15.0	200	1	1	395.2177	1	0	
45	0	406.1747	0	730	2058	2857	4205	851	-17.0	200	0	0	407.8256	1	2	
46	0	413.4910	0	460	1105	2857	4205	701	-15.0	200	1	1	414.3960	1	0	
47	0	419.0176	0	460	1105	2857	4205	751	-15.0	200	1	1	419.5045	1	2	
48	0	424.3885	0	460	1105	2857	4205	901	-15.0	200	1	0	425.4355	0	2	
49	1	434.2011	0	460	1105	2857	4205	901	-15.0	200	1	1	434.8111	1	2	
50	0	439.4852	0	730	2058	2857	4205	701	-17.0	200	0	1	440.8324	0	4	
51	1	446.3074	0	730	2058	2857	4205	701	-17.0	200	0	0	448.9802	1	4	
52	0	454.2612	0	460	1105	2857	4205	651	-15.0	200	1	1	455.2459	1	4	
53	0	459.7385	0	730	2058	2857	4205	1001	-17.0	200	0	0	461.6831	1	0	
54	0	467.4795	0	730	2058	2857	4205	851	-17.0	200	0	0	468.1113	1	4	
55	0	475.0245	0	460	1105	2857	4205	601	-15.0	200	1	1	475.4909	1	4	
56	0	482.1203	0	460	1105	2857	4205	751	-15.0	200	1	1	482.8995	1	5	
57	0	486.7578	1	460	1105	2857	4205	501	-15.0	200	1	1	487.1433	1	3	
58	0	491.5539	0	730	2058	2857	4205	801	-17.0	200	0	1	493.6754	0	2	
59	1	499.8685	0	730	2058	2857	4205	801	-17.0	200	0	0	501.1684	1	2	
60	0	506.6775	0	730	2058	2857	4205	951	-17.0	200	0	0	507.7862	1	4	
61	0	512.5745	1	460	1105	2857	4205	501	-15.0	200	1	1	513.2467	1	2	
62	0	517.6282	0	460	1105	2857	4205	751	-15.0	200	1	1	520.1440	1	1	
63	0	523.6052	0	730	2058	2857	4205	601	-17.0	200	0	1	524.2779	0	3	
64	1	529.2211	0	730	2058	2857	4205	601	-17.0	200	0	1	530.1362	0	3	
65	1	534.4676	0	730	2058	2857	4205	601	-17.0	200	0	0	536.2438	1	3	
66	0	540.7648	0	460	1105	2857	4205	951	-15.0	200	1	0	541.8897	0	2	
67	1	545.9717	1	460	1105	2857	4205	951	-15.0	200	1	1	546.5890	1	2	
68	0	551.0149	0	460	1105	2857	4205	801	-15.0	200	1	1	554.1980	1	3	
69	0	571.3974	1	460	1105	2857	4205	851	-15.0	200	1	1	571.6871	1	2	
