Trial	CorrectionTrial?	StartTime	CenterReward?	SpkrIdx	SpkrPos	duration	HoldTime	Atten	Response	RespTime	Correct	ComputerTime	SoundOrLED	
1	0	4.490	0	6	30	700	1141	0.0	8	6.299	0	736589.593505	0	
2	1	20.432	0	6	30	700	1141	0.0	6	21.879	1	736589.593685	0	
3	0	33.729	0	4	-30	700	1181	9.0	3	35.007	0	736589.593837	0	
4	1	45.890	0	4	-30	700	1181	9.0	4	47.131	1	736589.593977	0	
5	0	67.900	0	3	-60	700	1061	9.0	3	69.530	1	736589.594237	0	
6	0	81.780	0	2	-90	700	1041	4.5	2	83.155	1	736589.594394	0	
7	0	100.240	0	7	60	700	1021	4.5	6	101.398	0	736589.594606	0	
8	1	109.563	0	7	60	700	1021	4.5	6	111.277	0	736589.594719	0	
9	1	117.928	1	7	60	700	1021	4.5	2	123.098	0	736589.594857	0	
10	1	128.941	0	7	60	700	1021	4.5	7	130.502	1	736589.594942	0	
11	0	142.451	0	8	90	700	1201	9.0	7	143.840	0	736589.595096	0	
12	1	151.473	0	8	90	700	1201	9.0	7	153.366	0	736589.595207	0	
13	1	172.800	1	8	90	700	1201	9.0	6	179.059	0	736589.595504	0	
14	1	184.465	0	8	90	700	1201	9.0	8	185.680	1	736589.595581	0	
15	0	202.543	1	6	30	700	1121	4.5	2	208.484	0	736589.595845	0	
16	1	215.600	0	6	30	700	1121	4.5	6	217.352	1	736589.595947	0	
17	0	228.801	0	4	-30	700	1161	9.0	4	230.321	1	736589.596097	0	
18	0	248.924	1	2	-90	700	1081	9.0	2	254.166	1	736589.596373	0	
19	0	271.595	0	3	-60	700	1001	0.0	3	273.501	1	736589.596597	0	
20	0	284.598	0	7	60	700	1141	4.5	6	286.790	0	736589.596752	0	
21	1	292.095	0	7	60	700	1141	4.5	4	294.109	0	736589.596836	0	
22	1	305.546	0	7	60	700	1141	4.5	6	307.135	0	736589.596986	0	
23	1	316.845	0	7	60	700	1141	4.5	8	318.715	0	736589.597121	0	
24	1	328.963	0	7	60	700	1141	4.5	6	330.459	0	736589.597258	0	
25	1	348.925	0	7	60	700	1141	4.5	6	350.441	0	736589.597487	0	
26	1	355.693	0	7	60	700	1141	4.5	7	357.038	1	736589.597564	0	
27	0	370.352	1	8	90	700	1041	9.0	6	375.419	0	736589.597777	0	
28	1	389.848	0	8	90	700	1041	9.0	8	391.653	1	736589.597964	0	
29	0	409.623	0	8	90	700	1001	0.0	7	410.828	0	736589.598186	0	
30	1	417.691	0	8	90	700	1001	0.0	8	419.392	1	736589.598286	0	
31	0	438.317	0	4	-30	700	1121	4.5	3	439.778	0	736589.598521	0	
32	1	446.807	0	4	-30	700	1121	4.5	4	448.456	1	736589.598622	0	
33	0	470.146	0	4	-30	700	1021	4.5	3	471.410	0	736589.598888	0	
34	1	477.041	0	4	-30	700	1021	4.5	4	478.700	1	736589.598972	0	
35	0	495.467	0	6	30	700	1081	9.0	6	496.820	1	736589.599182	0	
36	0	506.134	0	7	60	700	1061	9.0	7	507.662	1	736589.599307	0	
37	0	520.252	1	7	60	700	1161	4.5	6	524.334	0	736589.599501	0	
38	1	540.765	0	7	60	700	1161	4.5	6	542.244	0	736589.599707	0	
39	1	548.695	0	7	60	700	1161	4.5	7	550.543	1	736589.599803	0	
40	0	562.257	0	3	-60	700	1181	9.0	3	563.668	1	736589.599955	0	
41	0	575.442	0	2	-90	700	1101	4.5	3	577.377	0	736589.600115	0	
42	1	582.938	0	2	-90	700	1101	4.5	2	584.659	1	736589.600198	0	
43	0	600.396	0	6	30	700	1081	4.5	6	601.846	1	736589.600397	0	
44	0	610.572	0	2	-90	700	1181	9.0	3	612.109	0	736589.600516	0	
45	1	617.448	0	2	-90	700	1181	9.0	2	618.754	1	736589.600593	0	
46	0	631.609	0	8	90	700	1021	0.0	7	633.093	0	736589.600759	0	
47	1	638.286	0	8	90	700	1021	0.0	8	639.587	1	736589.600835	0	
48	0	655.524	0	3	-60	700	1201	4.5	2	656.755	0	736589.601032	0	
49	1	662.582	0	3	-60	700	1201	4.5	2	663.907	0	736589.601116	0	
50	1	670.519	0	3	-60	700	1201	4.5	2	672.046	0	736589.601209	0	
51	1	683.566	0	3	-60	700	1201	4.5	3	684.990	1	736589.601360	0	
52	0	695.395	1	4	-30	700	1161	4.5	3	700.656	0	736589.601541	0	
53	1	706.941	0	4	-30	700	1161	4.5	3	708.596	0	736589.601633	0	
54	1	726.068	0	4	-30	700	1161	4.5	6	727.611	0	736589.601853	0	
55	1	732.929	0	4	-30	700	1161	4.5	3	734.028	0	736589.601927	0	
56	1	740.300	0	4	-30	700	1161	4.5	3	741.651	0	736589.602015	0	
57	1	748.347	0	4	-30	700	1161	4.5	3	749.896	0	736589.602111	0	
58	1	771.928	0	4	-30	700	1161	4.5	3	773.832	0	736589.602388	0	
59	1	779.138	0	4	-30	700	1161	4.5	4	780.530	1	736589.602466	0	
60	0	801.064	0	3	-60	700	1121	0.0	3	802.432	1	736589.602719	0	
61	0	812.149	0	4	-30	700	1061	4.5	3	813.393	0	736589.602846	0	
62	1	818.934	0	4	-30	700	1061	4.5	7	820.675	0	736589.602930	0	
63	1	825.931	0	4	-30	700	1061	4.5	4	827.196	1	736589.603006	0	
64	0	843.857	0	7	60	700	1141	0.0	6	845.049	0	736589.603212	0	
65	1	850.307	1	7	60	700	1141	0.0	8	856.341	0	736589.603343	0	
