Trial	CorrectionTrial?	StartTime	CenterReward?	SpkrIdx	SpkrPos	duration	HoldTime	Atten	Response	RespTime	Correct	ComputerTime	SoundOrLED	
1	0	349.535	0	6	30	700	1041	4.5	8	361.491	0	736629.436162	0	
2	1	384.748	0	6	30	700	1041	4.5	2	395.269	0	736629.436554	0	
3	1	802.322	0	6	30	700	1041	4.5	2	817.255	0	736629.441437	0	
4	1	823.091	0	6	30	700	1041	4.5	7	827.174	0	736629.441552	0	
5	1	841.010	1	6	30	700	1041	4.5	2	851.305	0	736629.441831	0	
6	1	860.665	0	6	30	700	1041	4.5	7	863.563	0	736629.441973	0	
7	1	876.665	0	6	30	700	1041	4.5	6	879.009	1	736629.442151	0	
8	0	887.628	0	7	60	700	1081	9.0	8	890.147	0	736629.442280	0	
9	1	902.104	0	7	60	700	1081	9.0	6	907.803	0	736629.442485	0	
10	1	915.291	0	7	60	700	1081	9.0	4	917.607	0	736629.442598	0	
11	1	925.922	0	7	60	700	1081	9.0	7	927.497	1	736629.442713	0	
12	0	936.000	0	2	-90	700	1161	9.0	4	937.248	0	736629.442826	0	
13	1	946.967	1	2	-90	700	1161	9.0	2	952.592	1	736629.443003	0	
14	0	963.072	0	8	90	700	1101	4.5	8	964.553	1	736629.443142	0	
15	0	975.640	0	3	-60	700	1021	0.0	4	976.991	0	736629.443286	0	
16	1	982.944	0	3	-60	700	1021	0.0	2	985.483	0	736629.443384	0	
17	1	990.666	0	3	-60	700	1021	0.0	2	992.368	0	736629.443464	0	
18	1	997.552	0	3	-60	700	1021	0.0	8	999.636	0	736629.443548	0	
19	1	1004.862	1	3	-60	700	1021	0.0	2	1009.083	0	736629.443657	0	
20	1	1016.667	0	3	-60	700	1021	0.0	6	1018.242	0	736629.443763	0	
21	1	1028.816	0	3	-60	700	1021	0.0	4	1030.072	0	736629.443901	0	
22	1	1035.264	0	3	-60	700	1021	0.0	8	1036.956	0	736629.443980	0	
23	1	1046.759	0	3	-60	700	1021	0.0	4	1048.230	0	736629.444110	0	
24	1	1062.388	0	3	-60	700	1021	0.0	2	1069.334	0	736629.444354	0	
25	1	1074.575	0	3	-60	700	1021	0.0	2	1076.812	0	736629.444441	0	
26	0	1081.927	0	3	-60	700	1141	4.5	7	1083.875	0	736629.444523	0	
27	1	1095.545	0	3	-60	700	1141	4.5	-1	-1.000	0	736629.444832	0	
