Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	10.8296	0	730	2058	2857	4205	751	-7.0	200	1	1	11.5391	1	2	
2	0	16.0379	0	730	2058	2857	4205	801	-7.0	200	1	1	16.6083	1	3	
3	0	21.5180	0	460	1105	2857	4205	551	-5.0	200	0	0	21.9995	1	0	
4	0	25.6079	0	460	1105	2857	4205	1001	-5.0	200	0	0	26.2260	1	3	
5	0	42.9690	1	460	1105	2857	4205	951	-5.0	200	0	0	43.3802	1	4	
6	0	49.5403	0	460	1105	2857	4205	601	-5.0	200	0	0	53.1349	1	2	
7	0	58.0518	1	730	2058	2857	4205	651	-7.0	200	1	1	58.5217	1	5	
8	0	62.2376	1	730	2058	2857	4205	701	-7.0	200	1	1	66.1056	1	0	
9	0	70.5019	0	730	2058	2857	4205	501	-7.0	200	1	1	71.3967	1	2	
10	0	79.0084	0	730	2058	2857	4205	901	-7.0	200	1	1	79.4172	1	4	
11	0	88.2578	0	730	2058	2857	4205	701	-7.0	200	1	0	89.2170	0	0	
12	1	97.6082	0	730	2058	2857	4205	701	-7.0	200	1	0	98.4183	0	0	
13	1	105.5089	0	730	2058	2857	4205	701	-7.0	200	1	1	106.2337	1	0	
14	0	111.6081	0	730	2058	2857	4205	901	-7.0	200	1	1	112.1610	1	3	
15	0	117.0341	0	730	2058	2857	4205	501	-7.0	200	1	1	117.7383	1	1	
16	0	125.1506	0	730	2058	2857	4205	801	-7.0	200	1	1	125.6391	1	5	
17	0	134.2623	0	460	1105	2857	4205	851	-5.0	200	0	0	135.0412	1	1	
18	0	139.7342	0	730	2058	2857	4205	551	-7.0	200	1	1	140.5639	1	0	
19	0	144.7483	0	460	1105	2857	4205	651	-5.0	200	0	0	145.4832	1	2	
20	0	151.3383	0	460	1105	2857	4205	951	-5.0	200	0	1	151.7364	0	1	
21	1	160.3331	0	460	1105	2857	4205	951	-5.0	200	0	0	161.3188	1	1	
22	0	167.0970	0	460	1105	2857	4205	1001	-5.0	200	0	0	167.4633	1	5	
23	0	172.9250	0	460	1105	2857	4205	601	-5.0	200	0	0	174.3573	1	3	
