Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	9.8388	0	730	2058	2857	4205	701	-7.0	200	1	0	12.2324	0	0	
2	1	23.8211	0	730	2058	2857	4205	701	-7.0	200	1	1	23.9447	1	0	
3	0	37.5904	0	460	1105	2857	4205	951	-5.0	200	0	0	38.4153	1	3	
4	0	44.7937	0	730	2058	2857	4205	1001	-7.0	200	1	1	45.8203	1	3	
5	0	50.4062	1	730	2058	2857	4205	501	-7.0	200	1	1	50.4289	1	0	
6	0	64.6923	0	730	2058	2857	4205	851	-7.0	200	1	1	65.6883	1	2	
7	0	70.5480	0	730	2058	2857	4205	601	-7.0	200	1	1	71.2028	1	3	
8	0	76.0579	0	460	1105	2857	4205	551	-5.0	200	0	0	77.3981	1	1	
9	0	85.1745	0	730	2058	2857	4205	901	-7.0	200	1	1	85.5994	1	1	
10	0	90.2920	0	730	2058	2857	4205	651	-7.0	200	1	0	91.0860	0	0	
11	1	104.0200	1	730	2058	2857	4205	651	-7.0	200	1	1	104.9322	1	0	
12	0	110.2379	0	460	1105	2857	4205	751	-5.0	200	0	1	110.3089	0	2	
13	1	118.5273	0	460	1105	2857	4205	751	-5.0	200	0	0	119.7739	1	2	
14	0	124.6310	0	460	1105	2857	4205	801	-5.0	200	0	0	127.2402	1	0	
15	0	133.5297	0	460	1105	2857	4205	851	-5.0	200	0	1	133.9713	0	1	
16	1	142.7827	0	460	1105	2857	4205	851	-5.0	200	0	0	144.1608	1	1	
17	0	150.1846	1	730	2058	2857	4205	551	-7.0	200	1	0	162.4997	0	2	
18	1	169.9724	0	730	2058	2857	4205	551	-7.0	200	1	1	171.3229	1	2	
19	0	178.9247	0	460	1105	2857	4205	951	-5.0	200	0	1	179.0039	0	1	
20	1	189.4350	0	460	1105	2857	4205	951	-5.0	200	0	0	191.0491	1	1	
