Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	14.4753	0	730	2058	2857	4205	501	10.0	200	1	1	15.5009	1	0	
2	0	43.6264	0	730	2058	2857	4205	851	10.0	200	1	1	44.2687	1	2	
3	0	60.0503	0	460	1105	2857	4205	601	10.0	200	0	0	61.4757	1	5	
4	0	72.4695	0	730	2058	2857	4205	751	10.0	200	1	1	73.2182	1	2	
5	0	91.7106	0	730	2058	2857	4205	701	10.0	200	1	1	92.2445	1	1	
6	0	111.2153	1	460	1105	2857	4205	651	10.0	200	0	0	112.5476	1	5	
7	0	125.5098	0	730	2058	2857	4205	901	10.0	200	1	1	126.1362	1	3	
8	0	138.4292	0	730	2058	2857	4205	551	10.0	200	1	1	139.8161	1	0	
9	0	205.4448	0	460	1105	2857	4205	951	10.0	200	0	1	206.3439	0	2	
10	1	215.2404	0	460	1105	2857	4205	951	10.0	200	0	1	216.0197	0	2	
11	1	235.8025	0	460	1105	2857	4205	951	10.0	200	0	1	236.9017	0	2	
12	1	250.2365	0	460	1105	2857	4205	951	10.0	200	0	0	251.3292	1	2	
13	0	263.0419	0	730	2058	2857	4205	801	10.0	200	1	0	263.9909	0	3	
14	1	271.6904	0	730	2058	2857	4205	801	10.0	200	1	1	272.7084	1	3	
15	0	305.4776	0	460	1105	2857	4205	801	10.0	200	0	1	306.1804	0	0	
16	1	312.4656	0	460	1105	2857	4205	801	10.0	200	0	1	313.1310	0	0	
17	1	325.6176	0	460	1105	2857	4205	801	10.0	200	0	1	326.6819	0	0	
18	1	337.1447	0	460	1105	2857	4205	801	10.0	200	0	0	338.5112	1	0	
19	0	344.4523	0	730	2058	2857	4205	601	10.0	200	1	0	345.1382	0	4	
20	1	351.4916	0	730	2058	2857	4205	601	10.0	200	1	1	352.8027	1	4	
21	0	408.1181	0	460	1105	2857	4205	901	10.0	200	0	0	409.1349	1	1	
22	0	416.9057	0	730	2058	2857	4205	951	10.0	200	1	1	417.7249	1	5	
23	0	429.4739	0	460	1105	2857	4205	751	10.0	200	0	0	430.3462	1	3	
24	0	445.2984	0	460	1105	2857	4205	501	10.0	200	0	0	446.4218	1	3	
25	0	457.6016	0	460	1105	2857	4205	651	10.0	200	0	0	458.5565	1	5	
26	0	467.2271	0	460	1105	2857	4205	551	10.0	200	0	0	468.3392	1	4	
27	0	479.8520	0	730	2058	2857	4205	1001	10.0	200	1	1	480.4832	1	1	
28	0	513.6391	0	460	1105	2857	4205	701	10.0	200	0	1	514.5432	0	4	
29	1	528.0430	0	460	1105	2857	4205	701	10.0	200	0	0	529.4888	1	4	
30	0	537.7828	0	730	2058	2857	4205	651	10.0	200	1	0	538.9647	0	5	
31	1	560.2747	0	730	2058	2857	4205	651	10.0	200	1	0	561.6295	0	5	
32	1	589.8090	0	730	2058	2857	4205	651	10.0	200	1	1	591.5840	1	5	
33	0	604.2669	0	730	2058	2857	4205	701	10.0	200	1	0	605.7196	0	3	
34	1	611.6481	0	730	2058	2857	4205	701	10.0	200	1	1	612.3311	1	3	
35	0	626.6600	0	730	2058	2857	4205	551	10.0	200	1	1	628.3621	1	5	
36	0	643.5653	0	460	1105	2857	4205	751	10.0	200	0	0	644.6982	1	2	
37	0	712.5436	0	460	1105	2857	4205	951	10.0	200	0	0	713.3359	1	2	
38	0	734.1114	0	460	1105	2857	4205	1001	10.0	200	0	1	734.7545	0	3	
39	1	749.6467	0	460	1105	2857	4205	1001	10.0	200	0	1	750.5824	0	3	
40	1	759.2517	0	460	1105	2857	4205	1001	10.0	200	0	0	760.4914	1	3	
41	0	765.2486	0	730	2058	2857	4205	801	10.0	200	1	0	766.3235	0	4	
42	1	786.4967	0	730	2058	2857	4205	801	10.0	200	1	0	787.8254	0	4	
43	1	794.2387	1	730	2058	2857	4205	801	10.0	200	1	1	798.1917	1	4	
44	0	847.8233	0	460	1105	2857	4205	851	10.0	200	0	1	849.6986	0	1	
45	1	861.4573	0	460	1105	2857	4205	851	10.0	200	0	0	863.8512	1	1	
