Trial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,originalFile,LeftTemperature,RightTemperature,fNum,vowel_level,SNR,day,treatment,SpatialCondition,VowelLocation
101,1366.2377,0,460,1105,2857,4205,901,10.0,200,0,0,1366.7289,1,0,01_05_2015 level23_spatial_F+V 11_01 Block10-20.txt,37,37,1203,47.0,-20.0,2015-05-01,False,colocated,left
56,556.6806,0,460,1105,2857,4205,1001,10.0,200,0,0,557.3564,1,0,01_04_2015 level23_spatial_F+V 14_59 Block9-8.txt,37,37,1203,47.0,-20.0,2015-04-01,False,colocated,left
92,1015.3525,0,460,1105,2857,4205,801,10.0,200,0,0,1015.7715,1,0,20_03_2015 level23_spatial_F+V 09_02 Block9-1.txt,37,37,1203,47.0,-20.0,2015-03-20,False,colocated,left
105,904.2942,0,460,1105,2857,4205,901,10.0,200,0,0,904.6059,1,0,27_11_2014 level23_spatial_F+V 10_30 Block7-35.txt,37,37,1203,47.0,-20.0,2014-11-27,False,colocated,left
71,655.1661,0,460,1105,2857,4205,901,10.0,200,0,1,655.6956,0,0,30_09_2014 level23_spatial_F+V 10_33 Block6-90.txt,37,37,1203,47.0,-20.0,2014-09-30,False,colocated,left
91,890.1197,0,460,1105,2857,4205,801,10.0,200,0,0,890.2964,1,0,09_01_2015 level23_spatial_F+V 10_03 Block7-73.txt,37,37,1203,47.0,-20.0,2015-01-09,False,colocated,left
16,148.6347,0,460,1105,2857,4205,501,10.0,200,0,0,148.995,1,0,27_11_2014 level23_spatial_F+V 10_30 Block7-35.txt,37,37,1203,47.0,-20.0,2014-11-27,False,colocated,left
27,333.5366,0,460,1105,2857,4205,701,10.0,200,0,0,334.4719,1,0,21_05_2015 level23_spatial_F+V 15_25 Block10-50.txt,37,37,1203,47.0,-20.0,2015-05-21,False,colocated,left
51,526.5213,0,460,1105,2857,4205,601,10.0,200,0,0,529.4123,1,0,09_01_2015 level23_spatial_F+V 10_03 Block7-73.txt,37,37,1203,47.0,-20.0,2015-01-09,False,colocated,left
71,759.4216,1,460,1105,2857,4205,601,10.0,200,0,0,762.8614,1,0,02_02_2015 level23_spatial_F+V 09_47 Block8-20.txt,37,37,1203,47.0,-20.0,2015-02-02,False,colocated,left
