SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
single_speaker,True,368,294,79.8913043478261,63
colocated,False,368,276,75.0,64
colocated,True,368,227,61.684782608695656,64
separated,False,368,287,77.98913043478261,64
separated,True,368,277,75.27173913043478,64
single_speaker,False,368,295,80.16304347826086,64
single_speaker,True,368,293,79.61956521739131,64
colocated,False,368,259,70.38043478260869,65
colocated,True,368,233,63.315217391304344,65
separated,False,368,272,73.91304347826086,65
separated,True,368,266,72.28260869565217,65
single_speaker,False,368,279,75.81521739130434,65
single_speaker,True,368,288,78.26086956521739,65
colocated,False,368,275,74.72826086956522,66
colocated,True,368,224,60.86956521739131,66
separated,False,368,262,71.19565217391305,66
separated,True,368,273,74.18478260869566,66
single_speaker,False,368,302,82.06521739130434,66
single_speaker,True,368,290,78.80434782608695,66
colocated,False,368,261,70.92391304347827,67
colocated,True,368,232,63.04347826086957,67
separated,False,368,257,69.83695652173914,67
separated,True,368,281,76.3586956521739,67
single_speaker,False,368,299,81.25,67
single_speaker,True,368,295,80.16304347826086,67
colocated,False,368,268,72.82608695652173,68
colocated,True,368,232,63.04347826086957,68
separated,False,368,269,73.09782608695652,68
separated,True,368,278,75.54347826086956,68
single_speaker,False,368,283,76.90217391304348,68
single_speaker,True,368,285,77.44565217391305,68
colocated,False,368,257,69.83695652173914,69
colocated,True,368,221,60.05434782608695,69
separated,False,368,264,71.73913043478261,69
separated,True,368,275,74.72826086956522,69
single_speaker,False,368,280,76.08695652173914,69
single_speaker,True,368,290,78.80434782608695,69
colocated,False,368,269,73.09782608695652,70
colocated,True,368,228,61.95652173913043,70
separated,False,368,260,70.65217391304348,70
separated,True,368,263,71.46739130434783,70
single_speaker,False,368,283,76.90217391304348,70
single_speaker,True,368,292,79.34782608695652,70
colocated,False,368,260,70.65217391304348,71
colocated,True,368,213,57.88043478260869,71
separated,False,368,280,76.08695652173914,71
separated,True,368,274,74.45652173913044,71
single_speaker,False,368,288,78.26086956521739,71
single_speaker,True,368,301,81.79347826086956,71
colocated,False,368,271,73.6413043478261,72
colocated,True,368,237,64.40217391304348,72
separated,False,368,269,73.09782608695652,72
separated,True,368,275,74.72826086956522,72
single_speaker,False,368,277,75.27173913043478,72
single_speaker,True,368,284,77.17391304347827,72
colocated,False,368,282,76.63043478260869,73
colocated,True,368,215,58.42391304347826,73
separated,False,368,275,74.72826086956522,73
separated,True,368,278,75.54347826086956,73
single_speaker,False,368,304,82.6086956521739,73
single_speaker,True,368,286,77.71739130434783,73
colocated,False,368,268,72.82608695652173,74
colocated,True,368,225,61.141304347826086,74
separated,False,368,279,75.81521739130434,74
separated,True,368,276,75.0,74
single_speaker,False,368,303,82.33695652173914,74
single_speaker,True,368,292,79.34782608695652,74
colocated,False,368,262,71.19565217391305,75
colocated,True,368,226,61.41304347826087,75
separated,False,368,253,68.75,75
separated,True,368,265,72.01086956521739,75
single_speaker,False,368,287,77.98913043478261,75
single_speaker,True,368,295,80.16304347826086,75
colocated,False,368,271,73.6413043478261,76
colocated,True,368,218,59.2391304347826,76
separated,False,368,277,75.27173913043478,76
separated,True,368,267,72.55434782608695,76
single_speaker,False,368,290,78.80434782608695,76
single_speaker,True,368,298,80.97826086956522,76
colocated,False,368,257,69.83695652173914,77
colocated,True,368,229,62.22826086956522,77
separated,False,368,257,69.83695652173914,77
separated,True,368,273,74.18478260869566,77
single_speaker,False,368,284,77.17391304347827,77
single_speaker,True,368,294,79.8913043478261,77
colocated,False,368,270,73.36956521739131,78
colocated,True,368,229,62.22826086956522,78
separated,False,368,270,73.36956521739131,78
separated,True,368,271,73.6413043478261,78
single_speaker,False,368,296,80.43478260869566,78
single_speaker,True,368,296,80.43478260869566,78
colocated,False,368,268,72.82608695652173,79
colocated,True,368,234,63.58695652173913,79
separated,False,368,260,70.65217391304348,79
separated,True,368,283,76.90217391304348,79
single_speaker,False,368,300,81.52173913043478,79
single_speaker,True,368,291,79.07608695652173,79
colocated,False,368,259,70.38043478260869,80
colocated,True,368,231,62.77173913043478,80
separated,False,368,281,76.3586956521739,80
separated,True,368,279,75.81521739130434,80
single_speaker,False,368,280,76.08695652173914,80
single_speaker,True,368,296,80.43478260869566,80
colocated,False,368,285,77.44565217391305,81
colocated,True,368,229,62.22826086956522,81
separated,False,368,284,77.17391304347827,81
separated,True,368,260,70.65217391304348,81
single_speaker,False,368,287,77.98913043478261,81
single_speaker,True,368,285,77.44565217391305,81
colocated,False,368,277,75.27173913043478,82
colocated,True,368,229,62.22826086956522,82
separated,False,368,268,72.82608695652173,82
separated,True,368,279,75.81521739130434,82
single_speaker,False,368,291,79.07608695652173,82
single_speaker,True,368,282,76.63043478260869,82
colocated,False,368,270,73.36956521739131,83
colocated,True,368,226,61.41304347826087,83
separated,False,368,271,73.6413043478261,83
separated,True,368,257,69.83695652173914,83
single_speaker,False,368,280,76.08695652173914,83
single_speaker,True,368,290,78.80434782608695,83
colocated,False,368,256,69.56521739130434,84
colocated,True,368,226,61.41304347826087,84
separated,False,368,284,77.17391304347827,84
separated,True,368,268,72.82608695652173,84
single_speaker,False,368,296,80.43478260869566,84
single_speaker,True,368,288,78.26086956521739,84
colocated,False,368,267,72.55434782608695,85
colocated,True,368,226,61.41304347826087,85
separated,False,368,282,76.63043478260869,85
separated,True,368,279,75.81521739130434,85
single_speaker,False,368,285,77.44565217391305,85
single_speaker,True,368,296,80.43478260869566,85
colocated,False,368,255,69.29347826086956,86
colocated,True,368,234,63.58695652173913,86
separated,False,368,264,71.73913043478261,86
separated,True,368,276,75.0,86
single_speaker,False,368,311,84.51086956521739,86
single_speaker,True,368,299,81.25,86
colocated,False,368,270,73.36956521739131,87
colocated,True,368,221,60.05434782608695,87
separated,False,368,252,68.47826086956522,87
separated,True,368,273,74.18478260869566,87
single_speaker,False,368,289,78.53260869565217,87
single_speaker,True,368,294,79.8913043478261,87
colocated,False,368,265,72.01086956521739,88
colocated,True,368,229,62.22826086956522,88
separated,False,368,265,72.01086956521739,88
separated,True,368,280,76.08695652173914,88
single_speaker,False,368,287,77.98913043478261,88
single_speaker,True,368,298,80.97826086956522,88
colocated,False,368,278,75.54347826086956,89
colocated,True,368,228,61.95652173913043,89
separated,False,368,287,77.98913043478261,89
separated,True,368,282,76.63043478260869,89
single_speaker,False,368,292,79.34782608695652,89
single_speaker,True,368,304,82.6086956521739,89
colocated,False,368,275,74.72826086956522,90
colocated,True,368,239,64.94565217391305,90
separated,False,368,274,74.45652173913044,90
separated,True,368,269,73.09782608695652,90
single_speaker,False,368,288,78.26086956521739,90
single_speaker,True,368,290,78.80434782608695,90
colocated,False,368,265,72.01086956521739,91
colocated,True,368,223,60.597826086956516,91
separated,False,368,271,73.6413043478261,91
separated,True,368,262,71.19565217391305,91
single_speaker,False,368,294,79.8913043478261,91
single_speaker,True,368,290,78.80434782608695,91
colocated,False,368,266,72.28260869565217,92
colocated,True,368,226,61.41304347826087,92
separated,False,368,275,74.72826086956522,92
separated,True,368,264,71.73913043478261,92
single_speaker,False,368,280,76.08695652173914,92
single_speaker,True,368,295,80.16304347826086,92
colocated,False,368,276,75.0,93
colocated,True,368,226,61.41304347826087,93
separated,False,368,271,73.6413043478261,93
separated,True,368,270,73.36956521739131,93
single_speaker,False,368,297,80.70652173913044,93
single_speaker,True,368,290,78.80434782608695,93
colocated,False,368,260,70.65217391304348,94
colocated,True,368,238,64.67391304347827,94
separated,False,368,274,74.45652173913044,94
separated,True,368,267,72.55434782608695,94
single_speaker,False,368,294,79.8913043478261,94
single_speaker,True,368,298,80.97826086956522,94
colocated,False,368,276,75.0,95
colocated,True,368,222,60.32608695652174,95
separated,False,368,272,73.91304347826086,95
separated,True,368,274,74.45652173913044,95
single_speaker,False,368,278,75.54347826086956,95
single_speaker,True,368,286,77.71739130434783,95
colocated,False,368,261,70.92391304347827,96
colocated,True,368,226,61.41304347826087,96
separated,False,368,266,72.28260869565217,96
separated,True,368,272,73.91304347826086,96
single_speaker,False,368,283,76.90217391304348,96
single_speaker,True,368,285,77.44565217391305,96
colocated,False,368,285,77.44565217391305,97
colocated,True,368,236,64.13043478260869,97
separated,False,368,271,73.6413043478261,97
separated,True,368,281,76.3586956521739,97
single_speaker,False,368,294,79.8913043478261,97
single_speaker,True,368,293,79.61956521739131,97
colocated,False,368,274,74.45652173913044,98
colocated,True,368,236,64.13043478260869,98
separated,False,368,273,74.18478260869566,98
separated,True,368,282,76.63043478260869,98
single_speaker,False,368,292,79.34782608695652,98
single_speaker,True,368,281,76.3586956521739,98
colocated,False,368,289,78.53260869565217,99
colocated,True,368,231,62.77173913043478,99
separated,False,368,279,75.81521739130434,99
separated,True,368,280,76.08695652173914,99
single_speaker,False,368,286,77.71739130434783,99
single_speaker,True,368,290,78.80434782608695,99
