SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
colocated,False,928,587,63.254310344827594,0
separated,False,928,619,66.70258620689656,0
single_speaker,False,928,679,73.16810344827587,0
colocated,False,928,593,63.900862068965516,1
separated,False,928,598,64.4396551724138,1
single_speaker,False,928,702,75.64655172413794,1
colocated,False,928,609,65.625,2
separated,False,928,617,66.48706896551724,2
single_speaker,False,928,693,74.67672413793103,2
colocated,False,928,609,65.625,3
separated,False,928,611,65.84051724137932,3
single_speaker,False,928,680,73.27586206896551,3
colocated,False,928,597,64.33189655172413,4
separated,False,928,615,66.27155172413794,4
single_speaker,False,928,734,79.09482758620689,4
colocated,False,928,621,66.91810344827587,5
separated,False,928,606,65.30172413793103,5
single_speaker,False,928,690,74.35344827586206,5
colocated,False,928,612,65.94827586206897,6
separated,False,928,604,65.08620689655173,6
single_speaker,False,928,720,77.58620689655173,6
colocated,False,928,605,65.19396551724138,7
separated,False,928,606,65.30172413793103,7
single_speaker,False,928,696,75.0,7
colocated,False,928,594,64.00862068965517,8
separated,False,928,627,67.5646551724138,8
single_speaker,False,928,700,75.43103448275862,8
colocated,False,928,584,62.93103448275862,9
separated,False,928,612,65.94827586206897,9
single_speaker,False,928,695,74.89224137931035,9
colocated,False,928,606,65.30172413793103,10
separated,False,928,644,69.39655172413794,10
single_speaker,False,928,701,75.53879310344827,10
colocated,False,928,591,63.685344827586206,11
separated,False,928,627,67.5646551724138,11
single_speaker,False,928,720,77.58620689655173,11
colocated,False,928,602,64.87068965517241,12
separated,False,928,602,64.87068965517241,12
single_speaker,False,928,679,73.16810344827587,12
colocated,False,928,605,65.19396551724138,13
separated,False,928,609,65.625,13
single_speaker,False,928,699,75.32327586206897,13
colocated,False,928,578,62.28448275862068,14
separated,False,928,625,67.34913793103449,14
single_speaker,False,928,699,75.32327586206897,14
colocated,False,928,584,62.93103448275862,15
separated,False,928,590,63.577586206896555,15
single_speaker,False,928,700,75.43103448275862,15
colocated,False,928,598,64.4396551724138,16
separated,False,928,630,67.88793103448276,16
single_speaker,False,928,721,77.69396551724138,16
colocated,False,928,606,65.30172413793103,17
separated,False,928,636,68.53448275862068,17
single_speaker,False,928,705,75.96982758620689,17
colocated,False,928,571,61.5301724137931,18
separated,False,928,631,67.99568965517241,18
single_speaker,False,928,717,77.26293103448276,18
colocated,False,928,588,63.36206896551724,19
separated,False,928,639,68.85775862068965,19
single_speaker,False,928,719,77.47844827586206,19
colocated,False,928,591,63.685344827586206,20
separated,False,928,636,68.53448275862068,20
single_speaker,False,928,700,75.43103448275862,20
colocated,False,928,583,62.82327586206896,21
separated,False,928,583,62.82327586206896,21
single_speaker,False,928,698,75.21551724137932,21
colocated,False,928,588,63.36206896551724,22
separated,False,928,625,67.34913793103449,22
single_speaker,False,928,733,78.98706896551724,22
colocated,False,928,573,61.745689655172406,23
separated,False,928,598,64.4396551724138,23
single_speaker,False,928,717,77.26293103448276,23
colocated,False,928,598,64.4396551724138,24
separated,False,928,624,67.24137931034483,24
single_speaker,False,928,712,76.72413793103449,24
colocated,False,928,570,61.422413793103445,25
separated,False,928,620,66.8103448275862,25
single_speaker,False,928,721,77.69396551724138,25
colocated,False,928,624,67.24137931034483,26
separated,False,928,597,64.33189655172413,26
single_speaker,False,928,706,76.07758620689656,26
colocated,False,928,588,63.36206896551724,27
separated,False,928,604,65.08620689655173,27
single_speaker,False,928,699,75.32327586206897,27
colocated,False,928,590,63.577586206896555,28
separated,False,928,611,65.84051724137932,28
single_speaker,False,928,701,75.53879310344827,28
colocated,False,928,592,63.793103448275865,29
