Trial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature,fNum,day,meanTemp,treatment,vowel_level,SNR,SpatialCondition,VowelLocation
89,1008.4588,0,437,2761,2975,4263,506,-6.0,200,1,1,1010.4821,1,0,735937.656810866,04_12_2014 level23_spatial_Magnum 15_29 log.txt,36.0,35.0,1311,2014-12-04,35.5,False,63.0,-4.0,colocated,left
61,407.8409,1,437,2761,2975,4263,505,-6.0,200,1,0,410.918,0,0,735946.382498158,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
17,189.2188,1,437,2761,2975,4263,504,-6.0,200,1,1,192.5666,1,0,735802.591773366,22_07_2014 level23_spatial_Magnum 14_09 log.txt,37.0,37.0,1311,2014-07-22,37.0,False,63.0,-4.0,colocated,left
173,1046.085,1,437,2761,2975,4263,505,-6.0,200,1,1,1051.3651,1,0,735948.405857465,15_12_2014 level23_spatial_Magnum 09_27 log.txt,37.0,37.0,1311,2014-12-15,37.0,False,63.0,-4.0,colocated,left
61,407.8409,1,437,2761,2975,4263,505,-6.0,200,1,0,410.918,0,0,735946.382498158,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
131,835.5685,1,437,2761,2975,4263,507,-6.0,200,1,0,838.178,0,0,735936.440226487,03_12_2014 level23_spatial_Magnum 10_20 log.txt,37.0,37.0,1311,2014-12-03,37.0,False,63.0,-4.0,colocated,left
78,512.5064,1,437,2761,2975,4263,509,-6.0,200,1,0,515.3037,0,0,735930.374681787,27_11_2014 level23_spatial_Magnum 08_51 log_BCooled.txt,37.0,37.0,1311,2014-11-27,37.0,False,63.0,-4.0,colocated,left
20,219.0728,0,437,2761,2975,4263,508,-6.0,200,1,0,219.974,0,0,735790.391424454,10_07_2014 level23_spatial_Magnum 09_20 log.txt,37.0,37.0,1311,2014-07-10,37.0,False,63.0,-4.0,colocated,left
4,31.8004,1,437,2761,2975,4263,501,-6.0,200,1,0,34.249,0,0,735948.39411806,15_12_2014 level23_spatial_Magnum 09_27 log.txt,37.0,37.0,1311,2014-12-15,37.0,False,63.0,-4.0,colocated,left
95,594.2851,0,437,2761,2975,4263,504,-6.0,200,1,1,595.4065,1,0,735948.4006283,15_12_2014 level23_spatial_Magnum 09_27 log.txt,37.0,37.0,1311,2014-12-15,37.0,False,63.0,-4.0,colocated,left
78,512.5064,1,437,2761,2975,4263,509,-6.0,200,1,0,515.3037,0,0,735930.374681787,27_11_2014 level23_spatial_Magnum 08_51 log_BCooled.txt,37.0,37.0,1311,2014-11-27,37.0,False,63.0,-4.0,colocated,left
65,621.4183,0,437,2761,2975,4263,505,-6.0,200,1,1,622.5909,1,0,735805.617609008,25_07_2014 level23_spatial_Magnum 14_39 log.txt,37.0,37.0,1311,2014-07-25,37.0,False,63.0,-4.0,colocated,left
7,49.6009,1,437,2761,2975,4263,503,-6.0,200,1,1,52.3978,1,0,735788.747796307,08_07_2014 level23_spatial_Magnum 17_56 log.txt,37.0,37.0,1311,2014-07-08,37.0,False,63.0,-4.0,colocated,left
103,785.5818,0,437,2761,2975,4263,511,-6.0,200,1,0,786.1811,0,0,735929.423675715,26_11_2014 level23_spatial_Magnum 09_57 log.txt,37.0,37.0,1311,2014-11-26,37.0,False,63.0,-4.0,colocated,left
65,621.4183,0,437,2761,2975,4263,505,-6.0,200,1,1,622.5909,1,0,735805.617609008,25_07_2014 level23_spatial_Magnum 14_39 log.txt,37.0,37.0,1311,2014-07-25,37.0,False,63.0,-4.0,colocated,left
66,514.296,0,437,2761,2975,4263,507,-6.0,200,1,0,515.1975,0,0,735931.380258056,28_11_2014 level23_spatial_Magnum 08_59 log.txt,37.0,37.0,1311,2014-11-28,37.0,False,63.0,-4.0,colocated,left
61,407.8409,1,437,2761,2975,4263,505,-6.0,200,1,0,410.918,0,0,735946.382498158,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
87,603.0795,0,437,2761,2975,4263,501,-6.0,200,1,1,604.1912,1,0,735790.395868976,10_07_2014 level23_spatial_Magnum 09_20 log.txt,37.0,37.0,1311,2014-07-10,37.0,False,63.0,-4.0,colocated,left
95,629.3277,1,437,2761,2975,4263,509,-6.0,200,1,0,632.0564,0,0,735946.385061663,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
81,449.2292,0,437,2761,2975,4263,507,-6.0,200,1,1,450.5355,1,0,735944.396171634,11_12_2014 level23_spatial_Magnum 09_23 log.txt,37.0,37.0,1311,2014-12-11,37.0,False,63.0,-4.0,colocated,left
59,426.8909,1,437,2761,2975,4263,507,-6.0,200,1,1,430.4709,1,0,735947.379940867,14_12_2014 level23_spatial_Magnum 09_00 log.txt,37.0,37.0,1311,2014-12-14,37.0,False,63.0,-4.0,colocated,left
95,629.3277,1,437,2761,2975,4263,509,-6.0,200,1,0,632.0564,0,0,735946.385061663,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
103,785.5818,0,437,2761,2975,4263,511,-6.0,200,1,0,786.1811,0,0,735929.423675715,26_11_2014 level23_spatial_Magnum 09_57 log.txt,37.0,37.0,1311,2014-11-26,37.0,False,63.0,-4.0,colocated,left
2,514.6043,1,936,1551,2975,4263,509,-6.0,200,0,0,525.503,1,0,735928.355956068,25_11_2014 level23_spatial_Magnum 08_24 log.txt,37.0,37.0,1311,2014-11-25,37.0,False,63.0,-4.0,colocated,left
88,1003.5017,1,936,1551,2975,4263,503,-6.0,200,0,0,1005.2569,1,0,735937.656753492,04_12_2014 level23_spatial_Magnum 15_29 log.txt,36.0,35.0,1311,2014-12-04,35.5,False,63.0,-4.0,colocated,left
128,838.5853,0,936,1551,2975,4263,504,-6.0,200,0,1,839.5656,0,0,735930.378455848,27_11_2014 level23_spatial_Magnum 08_51 log.txt,37.0,37.0,1311,2014-11-27,37.0,False,63.0,-4.0,colocated,left
21,129.686,0,936,1551,2975,4263,502,-6.0,200,0,0,130.7252,1,0,735948.395250995,15_12_2014 level23_spatial_Magnum 09_27 log.txt,37.0,37.0,1311,2014-12-15,37.0,False,63.0,-4.0,colocated,left
