SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
colocated,False,224,142,63.39285714285714,0
colocated,True,224,133,59.375,0
separated,False,224,148,66.07142857142857,0
separated,True,224,142,63.39285714285714,0
single_speaker,False,224,168,75.0,0
single_speaker,True,224,174,77.67857142857143,0
colocated,False,224,146,65.17857142857143,1
colocated,True,224,120,53.57142857142857,1
separated,False,224,144,64.28571428571429,1
separated,True,224,140,62.5,1
single_speaker,False,224,176,78.57142857142857,1
single_speaker,True,224,180,80.35714285714286,1
colocated,False,224,142,63.39285714285714,2
colocated,True,224,136,60.71428571428571,2
separated,False,224,147,65.625,2
separated,True,224,140,62.5,2
single_speaker,False,224,171,76.33928571428571,2
single_speaker,True,224,166,74.10714285714286,2
colocated,False,224,136,60.71428571428571,3
colocated,True,224,127,56.69642857142857,3
separated,False,224,146,65.17857142857143,3
separated,True,224,145,64.73214285714286,3
single_speaker,False,224,168,75.0,3
single_speaker,True,224,169,75.44642857142857,3
colocated,False,224,138,61.60714285714286,4
colocated,True,224,129,57.58928571428571,4
separated,False,224,135,60.26785714285714,4
separated,True,224,137,61.16071428571429,4
single_speaker,False,224,175,78.125,4
single_speaker,True,224,169,75.44642857142857,4
colocated,False,224,135,60.26785714285714,5
colocated,True,224,144,64.28571428571429,5
separated,False,224,145,64.73214285714286,5
separated,True,224,150,66.96428571428571,5
single_speaker,False,224,172,76.78571428571429,5
single_speaker,True,224,165,73.66071428571429,5
colocated,False,224,142,63.39285714285714,6
colocated,True,224,132,58.92857142857143,6
separated,False,224,153,68.30357142857143,6
separated,True,224,148,66.07142857142857,6
single_speaker,False,224,175,78.125,6
single_speaker,True,224,171,76.33928571428571,6
colocated,False,224,136,60.71428571428571,7
colocated,True,224,112,50.0,7
separated,False,224,148,66.07142857142857,7
separated,True,224,140,62.5,7
single_speaker,False,224,172,76.78571428571429,7
single_speaker,True,224,169,75.44642857142857,7
colocated,False,224,139,62.05357142857143,8
colocated,True,224,129,57.58928571428571,8
separated,False,224,148,66.07142857142857,8
separated,True,224,153,68.30357142857143,8
single_speaker,False,224,175,78.125,8
single_speaker,True,224,161,71.875,8
colocated,False,224,146,65.17857142857143,9
colocated,True,224,130,58.03571428571429,9
separated,False,224,152,67.85714285714286,9
separated,True,224,139,62.05357142857143,9
single_speaker,False,224,167,74.55357142857143,9
single_speaker,True,224,180,80.35714285714286,9
colocated,False,224,138,61.60714285714286,10
colocated,True,224,127,56.69642857142857,10
separated,False,224,148,66.07142857142857,10
separated,True,224,143,63.83928571428571,10
single_speaker,False,224,163,72.76785714285714,10
single_speaker,True,224,173,77.23214285714286,10
colocated,False,224,145,64.73214285714286,11
colocated,True,224,122,54.46428571428571,11
separated,False,224,137,61.16071428571429,11
separated,True,224,142,63.39285714285714,11
single_speaker,False,224,183,81.69642857142857,11
single_speaker,True,224,174,77.67857142857143,11
colocated,False,224,131,58.48214285714286,12
colocated,True,224,123,54.91071428571429,12
separated,False,224,150,66.96428571428571,12
separated,True,224,140,62.5,12
single_speaker,False,224,186,83.03571428571429,12
single_speaker,True,224,174,77.67857142857143,12
colocated,False,224,147,65.625,13
colocated,True,224,140,62.5,13
separated,False,224,143,63.83928571428571,13
separated,True,224,130,58.03571428571429,13
single_speaker,False,224,171,76.33928571428571,13
single_speaker,True,224,174,77.67857142857143,13
colocated,False,224,123,54.91071428571429,14
colocated,True,224,131,58.48214285714286,14
separated,False,224,142,63.39285714285714,14
separated,True,224,139,62.05357142857143,14
single_speaker,False,224,170,75.89285714285714,14
single_speaker,True,224,170,75.89285714285714,14
colocated,False,224,137,61.16071428571429,15
colocated,True,224,121,54.01785714285714,15
separated,False,224,148,66.07142857142857,15
separated,True,224,144,64.28571428571429,15
single_speaker,False,224,174,77.67857142857143,15
single_speaker,True,224,180,80.35714285714286,15
colocated,False,224,146,65.17857142857143,16
colocated,True,224,132,58.92857142857143,16
separated,False,224,148,66.07142857142857,16
separated,True,224,142,63.39285714285714,16
single_speaker,False,224,167,74.55357142857143,16
single_speaker,True,224,169,75.44642857142857,16
colocated,False,224,144,64.28571428571429,17
colocated,True,224,117,52.23214285714286,17
separated,False,224,151,67.41071428571429,17
separated,True,224,152,67.85714285714286,17
single_speaker,False,224,177,79.01785714285714,17
single_speaker,True,224,163,72.76785714285714,17
colocated,False,224,137,61.16071428571429,18
colocated,True,224,135,60.26785714285714,18
separated,False,224,143,63.83928571428571,18
separated,True,224,144,64.28571428571429,18
single_speaker,False,224,174,77.67857142857143,18
single_speaker,True,224,168,75.0,18
colocated,False,224,132,58.92857142857143,19
colocated,True,224,134,59.82142857142857,19
separated,False,224,146,65.17857142857143,19
separated,True,224,147,65.625,19
single_speaker,False,224,179,79.91071428571429,19
single_speaker,True,224,172,76.78571428571429,19
colocated,False,224,134,59.82142857142857,20
colocated,True,224,129,57.58928571428571,20
separated,False,224,147,65.625,20
separated,True,224,154,68.75,20
single_speaker,False,224,170,75.89285714285714,20
single_speaker,True,224,176,78.57142857142857,20
colocated,False,224,142,63.39285714285714,21
colocated,True,224,132,58.92857142857143,21
separated,False,224,156,69.64285714285714,21
separated,True,224,144,64.28571428571429,21
single_speaker,False,224,177,79.01785714285714,21
single_speaker,True,224,175,78.125,21
colocated,False,224,139,62.05357142857143,22
colocated,True,224,127,56.69642857142857,22
separated,False,224,135,60.26785714285714,22
separated,True,224,145,64.73214285714286,22
single_speaker,False,224,168,75.0,22
single_speaker,True,224,163,72.76785714285714,22
colocated,False,224,155,69.19642857142857,23
colocated,True,224,131,58.48214285714286,23
separated,False,224,152,67.85714285714286,23
separated,True,224,155,69.19642857142857,23
single_speaker,False,224,170,75.89285714285714,23
single_speaker,True,224,173,77.23214285714286,23
colocated,False,224,136,60.71428571428571,24
colocated,True,224,138,61.60714285714286,24
separated,False,224,141,62.94642857142857,24
separated,True,224,144,64.28571428571429,24
single_speaker,False,224,172,76.78571428571429,24
single_speaker,True,224,172,76.78571428571429,24
colocated,False,224,143,63.83928571428571,25
colocated,True,224,135,60.26785714285714,25
separated,False,224,138,61.60714285714286,25
separated,True,224,151,67.41071428571429,25
single_speaker,False,224,169,75.44642857142857,25
single_speaker,True,224,173,77.23214285714286,25
colocated,False,224,146,65.17857142857143,26
colocated,True,224,129,57.58928571428571,26
separated,False,224,145,64.73214285714286,26
separated,True,224,142,63.39285714285714,26
single_speaker,False,224,171,76.33928571428571,26
single_speaker,True,224,166,74.10714285714286,26
colocated,False,224,131,58.48214285714286,27
colocated,True,224,118,52.67857142857143,27
separated,False,224,150,66.96428571428571,27
separated,True,224,136,60.71428571428571,27
single_speaker,False,224,173,77.23214285714286,27
single_speaker,True,224,177,79.01785714285714,27
colocated,False,224,136,60.71428571428571,28
colocated,True,224,137,61.16071428571429,28
separated,False,224,138,61.60714285714286,28
separated,True,224,140,62.5,28
single_speaker,False,224,170,75.89285714285714,28
single_speaker,True,224,176,78.57142857142857,28
colocated,False,224,154,68.75,29
colocated,True,224,130,58.03571428571429,29
separated,False,224,157,70.08928571428571,29
separated,True,224,140,62.5,29
single_speaker,False,224,168,75.0,29
single_speaker,True,224,177,79.01785714285714,29
colocated,False,224,140,62.5,30
colocated,True,224,139,62.05357142857143,30
separated,False,224,148,66.07142857142857,30
separated,True,224,141,62.94642857142857,30
single_speaker,False,224,166,74.10714285714286,30
single_speaker,True,224,169,75.44642857142857,30
colocated,False,224,141,62.94642857142857,31
colocated,True,224,127,56.69642857142857,31
separated,False,224,150,66.96428571428571,31
separated,True,224,149,66.51785714285714,31
single_speaker,False,224,187,83.48214285714286,31
single_speaker,True,224,170,75.89285714285714,31
colocated,False,224,131,58.48214285714286,32
colocated,True,224,131,58.48214285714286,32
separated,False,224,143,63.83928571428571,32
separated,True,224,142,63.39285714285714,32
single_speaker,False,224,185,82.58928571428571,32
single_speaker,True,224,169,75.44642857142857,32
colocated,False,224,144,64.28571428571429,33
colocated,True,224,122,54.46428571428571,33
separated,False,224,143,63.83928571428571,33
separated,True,224,143,63.83928571428571,33
single_speaker,False,224,174,77.67857142857143,33
single_speaker,True,224,166,74.10714285714286,33
colocated,False,224,148,66.07142857142857,34
colocated,True,224,124,55.35714285714286,34
separated,False,224,146,65.17857142857143,34
separated,True,224,140,62.5,34
single_speaker,False,224,176,78.57142857142857,34
single_speaker,True,224,174,77.67857142857143,34
colocated,False,224,143,63.83928571428571,35
colocated,True,224,147,65.625,35
separated,False,224,145,64.73214285714286,35
separated,True,224,140,62.5,35
single_speaker,False,224,178,79.46428571428571,35
single_speaker,True,224,172,76.78571428571429,35
colocated,False,224,136,60.71428571428571,36
colocated,True,224,130,58.03571428571429,36
separated,False,224,146,65.17857142857143,36
separated,True,224,150,66.96428571428571,36
single_speaker,False,224,168,75.0,36
single_speaker,True,224,181,80.80357142857143,36
colocated,False,224,136,60.71428571428571,37
colocated,True,224,131,58.48214285714286,37
separated,False,224,149,66.51785714285714,37
separated,True,224,135,60.26785714285714,37
single_speaker,False,224,173,77.23214285714286,37
single_speaker,True,224,173,77.23214285714286,37
colocated,False,224,140,62.5,38
colocated,True,224,126,56.25,38
separated,False,224,146,65.17857142857143,38
separated,True,224,135,60.26785714285714,38
single_speaker,False,224,162,72.32142857142857,38
single_speaker,True,224,161,71.875,38
colocated,False,224,133,59.375,39
colocated,True,224,127,56.69642857142857,39
separated,False,224,156,69.64285714285714,39
separated,True,224,148,66.07142857142857,39
single_speaker,False,224,168,75.0,39
single_speaker,True,224,171,76.33928571428571,39
colocated,False,224,149,66.51785714285714,40
colocated,True,224,128,57.14285714285714,40
separated,False,224,146,65.17857142857143,40
separated,True,224,134,59.82142857142857,40
single_speaker,False,224,181,80.80357142857143,40
single_speaker,True,224,167,74.55357142857143,40
colocated,False,224,132,58.92857142857143,41
colocated,True,224,128,57.14285714285714,41
separated,False,224,137,61.16071428571429,41
separated,True,224,139,62.05357142857143,41
single_speaker,False,224,184,82.14285714285714,41
single_speaker,True,224,182,81.25,41
colocated,False,224,145,64.73214285714286,42
colocated,True,224,135,60.26785714285714,42
separated,False,224,129,57.58928571428571,42
separated,True,224,143,63.83928571428571,42
single_speaker,False,224,181,80.80357142857143,42
single_speaker,True,224,172,76.78571428571429,42
colocated,False,224,142,63.39285714285714,43
colocated,True,224,135,60.26785714285714,43
separated,False,224,150,66.96428571428571,43
separated,True,224,141,62.94642857142857,43
single_speaker,False,224,174,77.67857142857143,43
single_speaker,True,224,181,80.80357142857143,43
colocated,False,224,142,63.39285714285714,44
colocated,True,224,125,55.80357142857143,44
separated,False,224,148,66.07142857142857,44
separated,True,224,144,64.28571428571429,44
single_speaker,False,224,171,76.33928571428571,44
single_speaker,True,224,179,79.91071428571429,44
colocated,False,224,139,62.05357142857143,45
colocated,True,224,118,52.67857142857143,45
separated,False,224,150,66.96428571428571,45
separated,True,224,150,66.96428571428571,45
single_speaker,False,224,176,78.57142857142857,45
single_speaker,True,224,168,75.0,45
colocated,False,224,136,60.71428571428571,46
colocated,True,224,128,57.14285714285714,46
separated,False,224,142,63.39285714285714,46
separated,True,224,143,63.83928571428571,46
single_speaker,False,224,174,77.67857142857143,46
single_speaker,True,224,167,74.55357142857143,46
colocated,False,224,140,62.5,47
colocated,True,224,136,60.71428571428571,47
separated,False,224,147,65.625,47
separated,True,224,154,68.75,47
single_speaker,False,224,175,78.125,47
single_speaker,True,224,168,75.0,47
colocated,False,224,141,62.94642857142857,48
colocated,True,224,141,62.94642857142857,48
separated,False,224,148,66.07142857142857,48
separated,True,224,135,60.26785714285714,48
single_speaker,False,224,173,77.23214285714286,48
single_speaker,True,224,165,73.66071428571429,48
colocated,False,224,132,58.92857142857143,49
colocated,True,224,125,55.80357142857143,49
separated,False,224,145,64.73214285714286,49
separated,True,224,143,63.83928571428571,49
single_speaker,False,224,180,80.35714285714286,49
single_speaker,True,224,171,76.33928571428571,49
colocated,False,224,140,62.5,50
colocated,True,224,141,62.94642857142857,50
separated,False,224,145,64.73214285714286,50
separated,True,224,147,65.625,50
single_speaker,False,224,169,75.44642857142857,50
single_speaker,True,224,172,76.78571428571429,50
colocated,False,224,152,67.85714285714286,51
colocated,True,224,126,56.25,51
separated,False,224,144,64.28571428571429,51
separated,True,224,137,61.16071428571429,51
single_speaker,False,224,172,76.78571428571429,51
single_speaker,True,224,170,75.89285714285714,51
colocated,False,224,135,60.26785714285714,52
colocated,True,224,125,55.80357142857143,52
separated,False,224,152,67.85714285714286,52
separated,True,224,137,61.16071428571429,52
single_speaker,False,224,189,84.375,52
single_speaker,True,224,176,78.57142857142857,52
colocated,False,224,124,55.35714285714286,53
colocated,True,224,126,56.25,53
separated,False,224,148,66.07142857142857,53
separated,True,224,135,60.26785714285714,53
single_speaker,False,224,175,78.125,53
single_speaker,True,224,173,77.23214285714286,53
colocated,False,224,138,61.60714285714286,54
colocated,True,224,123,54.91071428571429,54
separated,False,224,147,65.625,54
separated,True,224,152,67.85714285714286,54
single_speaker,False,224,173,77.23214285714286,54
single_speaker,True,224,168,75.0,54
colocated,False,224,137,61.16071428571429,55
colocated,True,224,130,58.03571428571429,55
separated,False,224,152,67.85714285714286,55
separated,True,224,134,59.82142857142857,55
single_speaker,False,224,164,73.21428571428571,55
single_speaker,True,224,171,76.33928571428571,55
colocated,False,224,141,62.94642857142857,56
colocated,True,224,139,62.05357142857143,56
separated,False,224,144,64.28571428571429,56
separated,True,224,145,64.73214285714286,56
single_speaker,False,224,172,76.78571428571429,56
single_speaker,True,224,161,71.875,56
colocated,False,224,131,58.48214285714286,57
colocated,True,224,137,61.16071428571429,57
separated,False,224,153,68.30357142857143,57
separated,True,224,135,60.26785714285714,57
single_speaker,False,224,181,80.80357142857143,57
single_speaker,True,224,163,72.76785714285714,57
colocated,False,224,134,59.82142857142857,58
colocated,True,224,132,58.92857142857143,58
separated,False,224,152,67.85714285714286,58
separated,True,224,135,60.26785714285714,58
single_speaker,False,224,169,75.44642857142857,58
single_speaker,True,224,165,73.66071428571429,58
colocated,False,224,142,63.39285714285714,59
colocated,True,224,131,58.48214285714286,59
separated,False,224,131,58.48214285714286,59
separated,True,224,149,66.51785714285714,59
single_speaker,False,224,177,79.01785714285714,59
single_speaker,True,224,172,76.78571428571429,59
colocated,False,224,143,63.83928571428571,60
colocated,True,224,138,61.60714285714286,60
separated,False,224,155,69.19642857142857,60
separated,True,224,155,69.19642857142857,60
single_speaker,False,224,165,73.66071428571429,60
single_speaker,True,224,171,76.33928571428571,60
colocated,False,224,137,61.16071428571429,61
colocated,True,224,131,58.48214285714286,61
separated,False,224,148,66.07142857142857,61
separated,True,224,140,62.5,61
single_speaker,False,224,171,76.33928571428571,61
single_speaker,True,224,177,79.01785714285714,61
colocated,False,224,145,64.73214285714286,62
colocated,True,224,136,60.71428571428571,62
separated,False,224,151,67.41071428571429,62
separated,True,224,144,64.28571428571429,62
single_speaker,False,224,167,74.55357142857143,62
single_speaker,True,224,167,74.55357142857143,62
colocated,False,224,132,58.92857142857143,63
colocated,True,224,135,60.26785714285714,63
separated,False,224,158,70.53571428571429,63
separated,True,224,148,66.07142857142857,63
single_speaker,False,224,182,81.25,63
single_speaker,True,224,172,76.78571428571429,63
colocated,False,224,142,63.39285714285714,64
colocated,True,224,126,56.25,64
separated,False,224,133,59.375,64
separated,True,224,147,65.625,64
single_speaker,False,224,173,77.23214285714286,64
single_speaker,True,224,170,75.89285714285714,64
colocated,False,224,143,63.83928571428571,65
colocated,True,224,137,61.16071428571429,65
separated,False,224,157,70.08928571428571,65
separated,True,224,140,62.5,65
single_speaker,False,224,177,79.01785714285714,65
single_speaker,True,224,168,75.0,65
colocated,False,224,135,60.26785714285714,66
colocated,True,224,133,59.375,66
separated,False,224,140,62.5,66
separated,True,224,138,61.60714285714286,66
single_speaker,False,224,170,75.89285714285714,66
single_speaker,True,224,171,76.33928571428571,66
colocated,False,224,133,59.375,67
colocated,True,224,117,52.23214285714286,67
separated,False,224,149,66.51785714285714,67
separated,True,224,146,65.17857142857143,67
single_speaker,False,224,173,77.23214285714286,67
single_speaker,True,224,173,77.23214285714286,67
colocated,False,224,138,61.60714285714286,68
colocated,True,224,124,55.35714285714286,68
separated,False,224,145,64.73214285714286,68
separated,True,224,142,63.39285714285714,68
single_speaker,False,224,171,76.33928571428571,68
single_speaker,True,224,175,78.125,68
colocated,False,224,147,65.625,69
colocated,True,224,122,54.46428571428571,69
separated,False,224,136,60.71428571428571,69
separated,True,224,147,65.625,69
single_speaker,False,224,166,74.10714285714286,69
single_speaker,True,224,181,80.80357142857143,69
colocated,False,224,137,61.16071428571429,70
colocated,True,224,132,58.92857142857143,70
separated,False,224,148,66.07142857142857,70
separated,True,224,138,61.60714285714286,70
single_speaker,False,224,180,80.35714285714286,70
single_speaker,True,224,175,78.125,70
colocated,False,224,144,64.28571428571429,71
colocated,True,224,131,58.48214285714286,71
separated,False,224,144,64.28571428571429,71
separated,True,224,139,62.05357142857143,71
single_speaker,False,224,178,79.46428571428571,71
single_speaker,True,224,177,79.01785714285714,71
colocated,False,224,141,62.94642857142857,72
colocated,True,224,119,53.125,72
separated,False,224,147,65.625,72
separated,True,224,146,65.17857142857143,72
single_speaker,False,224,171,76.33928571428571,72
single_speaker,True,224,177,79.01785714285714,72
colocated,False,224,136,60.71428571428571,73
colocated,True,224,133,59.375,73
separated,False,224,154,68.75,73
separated,True,224,146,65.17857142857143,73
single_speaker,False,224,177,79.01785714285714,73
single_speaker,True,224,182,81.25,73
colocated,False,224,125,55.80357142857143,74
colocated,True,224,124,55.35714285714286,74
separated,False,224,149,66.51785714285714,74
separated,True,224,136,60.71428571428571,74
single_speaker,False,224,175,78.125,74
single_speaker,True,224,172,76.78571428571429,74
colocated,False,224,136,60.71428571428571,75
colocated,True,224,122,54.46428571428571,75
separated,False,224,152,67.85714285714286,75
separated,True,224,138,61.60714285714286,75
single_speaker,False,224,172,76.78571428571429,75
single_speaker,True,224,174,77.67857142857143,75
colocated,False,224,138,61.60714285714286,76
colocated,True,224,112,50.0,76
separated,False,224,140,62.5,76
separated,True,224,138,61.60714285714286,76
single_speaker,False,224,180,80.35714285714286,76
single_speaker,True,224,177,79.01785714285714,76
colocated,False,224,145,64.73214285714286,77
colocated,True,224,127,56.69642857142857,77
separated,False,224,152,67.85714285714286,77
separated,True,224,137,61.16071428571429,77
single_speaker,False,224,188,83.92857142857143,77
single_speaker,True,224,174,77.67857142857143,77
colocated,False,224,148,66.07142857142857,78
colocated,True,224,133,59.375,78
separated,False,224,148,66.07142857142857,78
separated,True,224,150,66.96428571428571,78
single_speaker,False,224,179,79.91071428571429,78
single_speaker,True,224,173,77.23214285714286,78
colocated,False,224,141,62.94642857142857,79
colocated,True,224,120,53.57142857142857,79
separated,False,224,136,60.71428571428571,79
separated,True,224,146,65.17857142857143,79
single_speaker,False,224,179,79.91071428571429,79
single_speaker,True,224,166,74.10714285714286,79
colocated,False,224,124,55.35714285714286,80
colocated,True,224,120,53.57142857142857,80
separated,False,224,151,67.41071428571429,80
separated,True,224,158,70.53571428571429,80
single_speaker,False,224,170,75.89285714285714,80
single_speaker,True,224,172,76.78571428571429,80
colocated,False,224,139,62.05357142857143,81
colocated,True,224,130,58.03571428571429,81
separated,False,224,157,70.08928571428571,81
separated,True,224,135,60.26785714285714,81
single_speaker,False,224,176,78.57142857142857,81
single_speaker,True,224,160,71.42857142857143,81
colocated,False,224,134,59.82142857142857,82
colocated,True,224,128,57.14285714285714,82
separated,False,224,145,64.73214285714286,82
separated,True,224,138,61.60714285714286,82
single_speaker,False,224,177,79.01785714285714,82
single_speaker,True,224,181,80.80357142857143,82
colocated,False,224,141,62.94642857142857,83
colocated,True,224,126,56.25,83
separated,False,224,150,66.96428571428571,83
separated,True,224,131,58.48214285714286,83
single_speaker,False,224,167,74.55357142857143,83
single_speaker,True,224,165,73.66071428571429,83
colocated,False,224,151,67.41071428571429,84
colocated,True,224,130,58.03571428571429,84
separated,False,224,153,68.30357142857143,84
separated,True,224,149,66.51785714285714,84
single_speaker,False,224,165,73.66071428571429,84
single_speaker,True,224,172,76.78571428571429,84
colocated,False,224,135,60.26785714285714,85
colocated,True,224,126,56.25,85
separated,False,224,145,64.73214285714286,85
separated,True,224,144,64.28571428571429,85
single_speaker,False,224,174,77.67857142857143,85
single_speaker,True,224,166,74.10714285714286,85
colocated,False,224,141,62.94642857142857,86
colocated,True,224,131,58.48214285714286,86
separated,False,224,158,70.53571428571429,86
separated,True,224,141,62.94642857142857,86
single_speaker,False,224,181,80.80357142857143,86
single_speaker,True,224,181,80.80357142857143,86
colocated,False,224,157,70.08928571428571,87
colocated,True,224,130,58.03571428571429,87
separated,False,224,150,66.96428571428571,87
separated,True,224,145,64.73214285714286,87
single_speaker,False,224,172,76.78571428571429,87
single_speaker,True,224,173,77.23214285714286,87
colocated,False,224,143,63.83928571428571,88
colocated,True,224,117,52.23214285714286,88
separated,False,224,145,64.73214285714286,88
separated,True,224,151,67.41071428571429,88
single_speaker,False,224,173,77.23214285714286,88
single_speaker,True,224,170,75.89285714285714,88
colocated,False,224,137,61.16071428571429,89
colocated,True,224,128,57.14285714285714,89
separated,False,224,144,64.28571428571429,89
separated,True,224,135,60.26785714285714,89
single_speaker,False,224,172,76.78571428571429,89
single_speaker,True,224,177,79.01785714285714,89
colocated,False,224,141,62.94642857142857,90
colocated,True,224,118,52.67857142857143,90
separated,False,224,137,61.16071428571429,90
separated,True,224,144,64.28571428571429,90
single_speaker,False,224,177,79.01785714285714,90
single_speaker,True,224,169,75.44642857142857,90
colocated,False,224,132,58.92857142857143,91
colocated,True,224,125,55.80357142857143,91
separated,False,224,137,61.16071428571429,91
separated,True,224,141,62.94642857142857,91
single_speaker,False,224,176,78.57142857142857,91
single_speaker,True,224,175,78.125,91
colocated,False,224,144,64.28571428571429,92
colocated,True,224,130,58.03571428571429,92
separated,False,224,139,62.05357142857143,92
separated,True,224,135,60.26785714285714,92
single_speaker,False,224,176,78.57142857142857,92
single_speaker,True,224,175,78.125,92
colocated,False,224,145,64.73214285714286,93
colocated,True,224,128,57.14285714285714,93
separated,False,224,139,62.05357142857143,93
separated,True,224,140,62.5,93
single_speaker,False,224,169,75.44642857142857,93
single_speaker,True,224,173,77.23214285714286,93
colocated,False,224,144,64.28571428571429,94
colocated,True,224,125,55.80357142857143,94
separated,False,224,143,63.83928571428571,94
separated,True,224,143,63.83928571428571,94
single_speaker,False,224,170,75.89285714285714,94
single_speaker,True,224,159,70.98214285714286,94
colocated,False,224,140,62.5,95
colocated,True,224,125,55.80357142857143,95
separated,False,224,141,62.94642857142857,95
separated,True,224,144,64.28571428571429,95
single_speaker,False,224,173,77.23214285714286,95
single_speaker,True,224,173,77.23214285714286,95
colocated,False,224,141,62.94642857142857,96
colocated,True,224,132,58.92857142857143,96
separated,False,224,148,66.07142857142857,96
