SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
colocated,False,874,569,65.10297482837528,0
separated,False,874,573,65.56064073226545,0
single_speaker,False,874,680,77.80320366132723,0
colocated,False,874,549,62.81464530892449,1
separated,False,874,583,66.70480549199085,1
single_speaker,False,874,664,75.97254004576659,1
colocated,False,874,551,63.04347826086957,2
separated,False,874,575,65.78947368421053,2
single_speaker,False,874,648,74.14187643020595,2
colocated,False,874,577,66.01830663615561,3
separated,False,874,589,67.3913043478261,3
single_speaker,False,874,651,74.48512585812357,3
colocated,False,874,548,62.70022883295194,4
separated,False,874,570,65.21739130434783,4
single_speaker,False,874,665,76.08695652173914,4
colocated,False,874,573,65.56064073226545,5
separated,False,874,577,66.01830663615561,5
single_speaker,False,874,629,71.96796338672769,5
colocated,False,874,577,66.01830663615561,6
separated,False,874,556,63.61556064073226,6
single_speaker,False,874,641,73.34096109839817,6
colocated,False,874,579,66.2471395881007,7
separated,False,874,577,66.01830663615561,7
single_speaker,False,874,652,74.59954233409611,7
colocated,False,874,570,65.21739130434783,8
separated,False,874,568,64.98855835240275,8
single_speaker,False,874,655,74.94279176201373,8
colocated,False,874,579,66.2471395881007,9
separated,False,874,569,65.10297482837528,9
single_speaker,False,874,672,76.88787185354691,9
colocated,False,874,550,62.92906178489702,10
separated,False,874,556,63.61556064073226,10
single_speaker,False,874,653,74.71395881006865,10
colocated,False,874,564,64.53089244851259,11
separated,False,874,567,64.8741418764302,11
single_speaker,False,874,648,74.14187643020595,11
colocated,False,874,590,67.50572082379863,12
separated,False,874,555,63.50114416475973,12
single_speaker,False,874,659,75.40045766590389,12
colocated,False,874,581,66.47597254004577,13
separated,False,874,580,66.36155606407323,13
single_speaker,False,874,667,76.31578947368422,13
colocated,False,874,590,67.50572082379863,14
separated,False,874,582,66.5903890160183,14
single_speaker,False,874,649,74.25629290617849,14
colocated,False,874,549,62.81464530892449,15
separated,False,874,600,68.64988558352402,15
single_speaker,False,874,651,74.48512585812357,15
colocated,False,874,575,65.78947368421053,16
separated,False,874,591,67.62013729977116,16
single_speaker,False,874,656,75.05720823798627,16
colocated,False,874,558,63.84439359267735,17
separated,False,874,597,68.3066361556064,17
single_speaker,False,874,687,78.604118993135,17
colocated,False,874,558,63.84439359267735,18
separated,False,874,579,66.2471395881007,18
single_speaker,False,874,686,78.48970251716247,18
colocated,False,874,582,66.5903890160183,19
separated,False,874,577,66.01830663615561,19
