SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
colocated,False,1092,719,65.84249084249085,0
separated,False,1092,778,71.24542124542124,0
single_speaker,False,1092,900,82.41758241758241,0
colocated,False,1092,735,67.3076923076923,1
separated,False,1092,760,69.59706959706959,1
single_speaker,False,1092,926,84.7985347985348,1
colocated,False,1092,717,65.65934065934066,2
separated,False,1092,775,70.97069597069597,2
single_speaker,False,1092,917,83.97435897435898,2
colocated,False,1092,734,67.21611721611723,3
separated,False,1092,772,70.6959706959707,3
single_speaker,False,1092,905,82.87545787545788,3
colocated,False,1092,751,68.77289377289377,4
separated,False,1092,762,69.78021978021978,4
single_speaker,False,1092,900,82.41758241758241,4
colocated,False,1092,713,65.29304029304029,5
separated,False,1092,797,72.98534798534799,5
single_speaker,False,1092,889,81.41025641025641,5
colocated,False,1092,746,68.31501831501832,6
separated,False,1092,750,68.68131868131869,6
single_speaker,False,1092,924,84.61538461538461,6
colocated,False,1092,737,67.4908424908425,7
separated,False,1092,760,69.59706959706959,7
single_speaker,False,1092,917,83.97435897435898,7
colocated,False,1092,747,68.4065934065934,8
separated,False,1092,744,68.13186813186813,8
single_speaker,False,1092,926,84.7985347985348,8
colocated,False,1092,735,67.3076923076923,9
separated,False,1092,748,68.4981684981685,9
single_speaker,False,1092,898,82.23443223443223,9
colocated,False,1092,733,67.12454212454212,10
separated,False,1092,746,68.31501831501832,10
single_speaker,False,1092,897,82.14285714285714,10
colocated,False,1092,754,69.04761904761905,11
separated,False,1092,788,72.16117216117216,11
single_speaker,False,1092,918,84.06593406593407,11
colocated,False,1092,760,69.59706959706959,12
separated,False,1092,759,69.5054945054945,12
single_speaker,False,1092,925,84.70695970695971,12
colocated,False,1092,723,66.20879120879121,13
separated,False,1092,785,71.88644688644689,13
single_speaker,False,1092,902,82.6007326007326,13
colocated,False,1092,733,67.12454212454212,14
separated,False,1092,785,71.88644688644689,14
single_speaker,False,1092,900,82.41758241758241,14
colocated,False,1092,751,68.77289377289377,15
separated,False,1092,744,68.13186813186813,15
single_speaker,False,1092,909,83.24175824175825,15
colocated,False,1092,721,66.02564102564102,16
separated,False,1092,767,70.23809523809523,16
single_speaker,False,1092,921,84.34065934065934,16
colocated,False,1092,724,66.30036630036629,17
separated,False,1092,770,70.51282051282051,17
single_speaker,False,1092,910,83.33333333333334,17
colocated,False,1092,730,66.84981684981685,18
separated,False,1092,756,69.23076923076923,18
single_speaker,False,1092,914,83.69963369963371,18
colocated,False,1092,741,67.85714285714286,19
separated,False,1092,750,68.68131868131869,19
single_speaker,False,1092,931,85.25641025641025,19
colocated,False,1092,714,65.38461538461539,20
separated,False,1092,754,69.04761904761905,20
single_speaker,False,1092,906,82.96703296703298,20
colocated,False,1092,713,65.29304029304029,21
separated,False,1092,777,71.15384615384616,21
single_speaker,False,1092,920,84.24908424908425,21
colocated,False,1092,727,66.57509157509158,22
separated,False,1092,764,69.96336996336996,22
single_speaker,False,1092,899,82.32600732600733,22
colocated,False,1092,736,67.3992673992674,23
separated,False,1092,765,70.05494505494505,23
single_speaker,False,1092,903,82.6923076923077,23
colocated,False,1092,717,65.65934065934066,24
separated,False,1092,779,71.33699633699634,24
single_speaker,False,1092,903,82.6923076923077,24
colocated,False,1092,754,69.04761904761905,25
separated,False,1092,748,68.4981684981685,25
single_speaker,False,1092,908,83.15018315018315,25
colocated,False,1092,738,67.58241758241759,26
separated,False,1092,742,67.94871794871796,26
single_speaker,False,1092,930,85.16483516483517,26
colocated,False,1092,730,66.84981684981685,27
separated,False,1092,761,69.68864468864469,27
single_speaker,False,1092,916,83.88278388278388,27
colocated,False,1092,716,65.56776556776556,28
separated,False,1092,760,69.59706959706959,28
single_speaker,False,1092,912,83.51648351648352,28
colocated,False,1092,741,67.85714285714286,29
separated,False,1092,752,68.86446886446886,29
single_speaker,False,1092,917,83.97435897435898,29
colocated,False,1092,713,65.29304029304029,30
separated,False,1092,791,72.43589743589743,30
single_speaker,False,1092,906,82.96703296703298,30
colocated,False,1092,733,67.12454212454212,31
separated,False,1092,755,69.13919413919413,31
single_speaker,False,1092,916,83.88278388278388,31
colocated,False,1092,725,66.39194139194139,32
separated,False,1092,732,67.03296703296702,32
single_speaker,False,1092,914,83.69963369963371,32
colocated,False,1092,722,66.11721611721612,33
separated,False,1092,785,71.88644688644689,33
single_speaker,False,1092,904,82.78388278388277,33
colocated,False,1092,739,67.67399267399267,34
separated,False,1092,758,69.41391941391942,34
single_speaker,False,1092,927,84.89010989010988,34
colocated,False,1092,736,67.3992673992674,35
separated,False,1092,765,70.05494505494505,35
single_speaker,False,1092,918,84.06593406593407,35
colocated,False,1092,748,68.4981684981685,36
separated,False,1092,789,72.25274725274726,36
single_speaker,False,1092,897,82.14285714285714,36
colocated,False,1092,730,66.84981684981685,37
