Trial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,SpatialMask,UniversalStartTime,originalFile,LeftTemperature,RightTemperature,fNum,day,meanTemp,treatment,vowel_level,SNR,SpatialCondition,VowelLocation
12,58.7606,1,437,2761,2975,4263,502,-6.0,200,1,0,61.2022,0,0,735944.391652322,11_12_2014 level23_spatial_Magnum 09_23 log.txt,37.0,37.0,1311,2014-12-11,37.0,False,63.0,-4.0,colocated,left
22,199.1445,1,437,2761,2975,4263,502,-6.0,200,1,1,201.9944,1,0,735692.450916024,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,63.0,-4.0,colocated,left
22,199.1445,1,437,2761,2975,4263,502,-6.0,200,1,1,201.9944,1,0,735692.450916024,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,63.0,-4.0,colocated,left
118,722.5047,1,437,2761,2975,4263,501,-6.0,200,1,1,725.675,1,0,735938.432667878,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37.0,37.0,1311,2014-12-05,37.0,False,63.0,-4.0,colocated,left
95,629.3277,1,437,2761,2975,4263,509,-6.0,200,1,0,632.0564,0,0,735946.385061663,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
65,621.4183,0,437,2761,2975,4263,505,-6.0,200,1,1,622.5909,1,0,735805.617609008,25_07_2014 level23_spatial_Magnum 14_39 log.txt,37.0,37.0,1311,2014-07-25,37.0,False,63.0,-4.0,colocated,left
112,768.1248,1,437,2761,2975,4263,505,-6.0,200,1,0,770.1463,0,0,735945.386668111,12_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-12,37.0,False,63.0,-4.0,colocated,left
70,397.5488,1,437,2761,2975,4263,511,-6.0,200,1,1,400.9505,1,0,735935.414323481,02_12_2014 level23_spatial_Magnum 09_50 log.txt,37.0,37.0,1311,2014-12-02,37.0,False,63.0,-4.0,colocated,left
60,353.2495,0,437,2761,2975,4263,505,-6.0,200,1,1,354.4583,1,0,735943.606866314,10_12_2014 level23_spatial_Magnum 14_28 log.txt,37.0,37.0,1311,2014-12-10,37.0,False,63.0,-4.0,colocated,left
96,692.1551,0,437,2761,2975,4263,506,-6.0,200,1,0,694.129,0,0,735692.456622166,03_04_2014 level23_spatial_Magnum 10_46 log.txt,37.0,37.0,1311,2014-04-03,37.0,False,63.0,-4.0,colocated,left
66,514.296,0,437,2761,2975,4263,507,-6.0,200,1,0,515.1975,0,0,735931.380258056,28_11_2014 level23_spatial_Magnum 08_59 log.txt,37.0,37.0,1311,2014-11-28,37.0,False,63.0,-4.0,colocated,left
131,835.5685,1,437,2761,2975,4263,507,-6.0,200,1,0,838.178,0,0,735936.440226487,03_12_2014 level23_spatial_Magnum 10_20 log.txt,37.0,37.0,1311,2014-12-03,37.0,False,63.0,-4.0,colocated,left
61,407.8409,1,437,2761,2975,4263,505,-6.0,200,1,0,410.918,0,0,735946.382498158,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
87,603.0795,0,437,2761,2975,4263,501,-6.0,200,1,1,604.1912,1,0,735790.395868976,10_07_2014 level23_spatial_Magnum 09_20 log.txt,37.0,37.0,1311,2014-07-10,37.0,False,63.0,-4.0,colocated,left
8,1491.0879,1,437,2761,2975,4263,510,-6.0,200,1,0,1492.1214,0,0,735941.37628574,08_12_2014 level23_spatial_Magnum 08_37 log.txt,37.0,37.0,1311,2014-12-08,37.0,False,63.0,-4.0,colocated,left
20,219.0728,0,437,2761,2975,4263,508,-6.0,200,1,0,219.974,0,0,735790.391424454,10_07_2014 level23_spatial_Magnum 09_20 log.txt,37.0,37.0,1311,2014-07-10,37.0,False,63.0,-4.0,colocated,left
87,603.0795,0,437,2761,2975,4263,501,-6.0,200,1,1,604.1912,1,0,735790.395868976,10_07_2014 level23_spatial_Magnum 09_20 log.txt,37.0,37.0,1311,2014-07-10,37.0,False,63.0,-4.0,colocated,left
4,31.8004,1,437,2761,2975,4263,501,-6.0,200,1,0,34.249,0,0,735948.39411806,15_12_2014 level23_spatial_Magnum 09_27 log.txt,37.0,37.0,1311,2014-12-15,37.0,False,63.0,-4.0,colocated,left
37,293.7178,0,437,2761,2975,4263,507,-6.0,200,1,0,294.9914,0,0,735941.594371734,08_12_2014 level23_spatial_Magnum 14_11 log.txt,37.0,37.0,1311,2014-12-08,37.0,False,63.0,-4.0,colocated,left
59,426.8909,1,437,2761,2975,4263,507,-6.0,200,1,1,430.4709,1,0,735947.379940867,14_12_2014 level23_spatial_Magnum 09_00 log.txt,37.0,37.0,1311,2014-12-14,37.0,False,63.0,-4.0,colocated,left
7,49.6009,1,437,2761,2975,4263,503,-6.0,200,1,1,52.3978,1,0,735788.747796307,08_07_2014 level23_spatial_Magnum 17_56 log.txt,37.0,37.0,1311,2014-07-08,37.0,False,63.0,-4.0,colocated,left
11,110.46,0,437,2761,2975,4263,510,-6.0,200,1,0,111.4564,0,0,735789.368639583,09_07_2014 level23_spatial_Magnum 08_49 log.txt,37.0,37.0,1311,2014-07-09,37.0,False,63.0,-4.0,colocated,left
173,1046.085,1,437,2761,2975,4263,505,-6.0,200,1,1,1051.3651,1,0,735948.405857465,15_12_2014 level23_spatial_Magnum 09_27 log.txt,37.0,37.0,1311,2014-12-15,37.0,False,63.0,-4.0,colocated,left
2,514.6043,1,936,1551,2975,4263,509,-6.0,200,0,0,525.503,1,0,735928.355956068,25_11_2014 level23_spatial_Magnum 08_24 log.txt,37.0,37.0,1311,2014-11-25,37.0,False,63.0,-4.0,colocated,left
30,270.2257,1,936,1551,2975,4263,506,-6.0,200,0,0,272.3413,1,0,735947.378127612,14_12_2014 level23_spatial_Magnum 09_00 log.txt,37.0,37.0,1311,2014-12-14,37.0,False,63.0,-4.0,colocated,left
48,288.5821,1,936,1551,2975,4263,506,-6.0,200,0,0,290.6131,1,0,735938.427645626,05_12_2014 level23_spatial_Magnum 10_11 log.txt,37.0,37.0,1311,2014-12-05,37.0,False,63.0,-4.0,colocated,left
116,758.7935,0,936,1551,2975,4263,502,-6.0,200,0,0,759.7294,1,0,735946.38656011,13_12_2014 level23_spatial_Magnum 09_04 log.txt,37.0,37.0,1311,2014-12-13,37.0,False,63.0,-4.0,colocated,left
