SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
colocated,False,1404,818.0,58.262108262108256,0
separated,False,1404,837.0,59.61538461538461,0
single_speaker,False,1404,1217.0,86.68091168091168,0
colocated,False,1404,837.0,59.61538461538461,1
separated,False,1404,855.0,60.89743589743589,1
single_speaker,False,1404,1219.0,86.82336182336182,1
colocated,False,1404,800.0,56.98005698005698,2
separated,False,1404,878.0,62.535612535612536,2
single_speaker,False,1404,1217.0,86.68091168091168,2
colocated,False,1404,838.0,59.686609686609685,3
separated,False,1404,862.0,61.396011396011396,3
single_speaker,False,1404,1214.0,86.46723646723646,3
colocated,False,1404,819.0,58.333333333333336,4
separated,False,1404,875.0,62.32193732193733,4
single_speaker,False,1404,1207.0,85.96866096866097,4
colocated,False,1404,807.0,57.47863247863248,5
separated,False,1404,849.0,60.470085470085465,5
single_speaker,False,1404,1194.0,85.04273504273505,5
colocated,False,1404,848.0,60.3988603988604,6
separated,False,1404,844.0,60.11396011396012,6
single_speaker,False,1404,1223.0,87.10826210826211,6
colocated,False,1404,862.0,61.396011396011396,7
separated,False,1404,855.0,60.89743589743589,7
single_speaker,False,1404,1193.0,84.97150997150997,7
colocated,False,1404,811.0,57.763532763532766,8
separated,False,1404,855.0,60.89743589743589,8
single_speaker,False,1404,1209.0,86.11111111111111,8
colocated,False,1404,846.0,60.256410256410255,9
separated,False,1404,831.0,59.18803418803419,9
single_speaker,False,1404,1219.0,86.82336182336182,9
colocated,False,1404,828.0,58.97435897435898,10
separated,False,1404,858.0,61.111111111111114,10
single_speaker,False,1404,1224.0,87.17948717948718,10
colocated,False,1404,834.0,59.401709401709404,11
separated,False,1404,879.0,62.60683760683761,11
single_speaker,False,1404,1223.0,87.10826210826211,11
colocated,False,1404,844.0,60.11396011396012,12
separated,False,1404,842.0,59.971509971509974,12
single_speaker,False,1404,1212.0,86.32478632478633,12
colocated,False,1404,844.0,60.11396011396012,13
separated,False,1404,878.0,62.535612535612536,13
single_speaker,False,1404,1220.0,86.8945868945869,13
colocated,False,1404,819.0,58.333333333333336,14
separated,False,1404,862.0,61.396011396011396,14
single_speaker,False,1404,1203.0,85.68376068376068,14
colocated,False,1404,845.0,60.18518518518518,15
separated,False,1404,858.0,61.111111111111114,15
single_speaker,False,1404,1210.0,86.18233618233619,15
colocated,False,1404,837.0,59.61538461538461,16
separated,False,1404,849.0,60.470085470085465,16
single_speaker,False,1404,1211.0,86.25356125356124,16
colocated,False,1404,831.0,59.18803418803419,17
separated,False,1404,883.0,62.89173789173789,17
single_speaker,False,1404,1192.0,84.9002849002849,17
colocated,False,1404,829.0,59.04558404558404,18
separated,False,1404,802.0,57.12250712250713,18
single_speaker,False,1404,1212.0,86.32478632478633,18
colocated,False,1404,811.0,57.763532763532766,19
separated,False,1404,816.0,58.119658119658126,19
single_speaker,False,1404,1190.0,84.75783475783476,19
colocated,False,1404,834.0,59.401709401709404,20
separated,False,1404,873.0,62.17948717948718,20
single_speaker,False,1404,1212.0,86.32478632478633,20
colocated,False,1404,860.0,61.25356125356125,21
separated,False,1404,882.0,62.82051282051282,21
single_speaker,False,1404,1215.0,86.53846153846155,21
colocated,False,1404,833.0,59.33048433048433,22
separated,False,1404,871.0,62.03703703703704,22
single_speaker,False,1404,1205.0,85.82621082621083,22
colocated,False,1404,865.0,61.60968660968661,23
separated,False,1404,888.0,63.24786324786324,23
single_speaker,False,1404,1222.0,87.03703703703704,23
colocated,False,1404,812.0,57.83475783475783,24
separated,False,1404,853.0,60.75498575498576,24
single_speaker,False,1404,1209.0,86.11111111111111,24
colocated,False,1404,831.0,59.18803418803419,25
separated,False,1404,861.0,61.32478632478633,25
single_speaker,False,1404,1200.0,85.47008547008546,25
colocated,False,1404,844.0,60.11396011396012,26
separated,False,1404,853.0,60.75498575498576,26
single_speaker,False,1404,1209.0,86.11111111111111,26
colocated,False,1404,838.0,59.686609686609685,27
separated,False,1404,836.0,59.54415954415955,27
single_speaker,False,1404,1219.0,86.82336182336182,27
colocated,False,1404,831.0,59.18803418803419,28
separated,False,1404,837.0,59.61538461538461,28
single_speaker,False,1404,1198.0,85.32763532763533,28
colocated,False,1404,830.0,59.11680911680912,29
separated,False,1404,864.0,61.53846153846154,29
single_speaker,False,1404,1211.0,86.25356125356124,29
colocated,False,1404,842.0,59.971509971509974,30
separated,False,1404,840.0,59.82905982905983,30
single_speaker,False,1404,1239.0,88.24786324786325,30
colocated,False,1404,827.0,58.903133903133906,31
separated,False,1404,871.0,62.03703703703704,31
single_speaker,False,1404,1209.0,86.11111111111111,31
colocated,False,1404,846.0,60.256410256410255,32
separated,False,1404,878.0,62.535612535612536,32
single_speaker,False,1404,1202.0,85.61253561253561,32
colocated,False,1404,835.0,59.47293447293447,33
separated,False,1404,893.0,63.603988603988604,33
single_speaker,False,1404,1212.0,86.32478632478633,33
colocated,False,1404,834.0,59.401709401709404,34
separated,False,1404,863.0,61.46723646723646,34
single_speaker,False,1404,1197.0,85.25641025641025,34
colocated,False,1404,829.0,59.04558404558404,35
separated,False,1404,874.0,62.25071225071225,35
single_speaker,False,1404,1191.0,84.82905982905983,35
colocated,False,1404,826.0,58.831908831908834,36
separated,False,1404,876.0,62.39316239316239,36
single_speaker,False,1404,1193.0,84.97150997150997,36
colocated,False,1404,860.0,61.25356125356125,37
separated,False,1404,870.0,61.965811965811966,37
single_speaker,False,1404,1198.0,85.32763532763533,37
colocated,False,1404,810.0,57.692307692307686,38
separated,False,1404,847.0,60.327635327635335,38
single_speaker,False,1404,1202.0,85.61253561253561,38
colocated,False,1404,850.0,60.541310541310544,39
separated,False,1404,831.0,59.18803418803419,39
single_speaker,False,1404,1217.0,86.68091168091168,39
colocated,False,1404,815.0,58.04843304843305,40
separated,False,1404,862.0,61.396011396011396,40
single_speaker,False,1404,1226.0,87.32193732193733,40
colocated,False,1404,857.0,61.039886039886035,41
separated,False,1404,893.0,63.603988603988604,41
single_speaker,False,1404,1211.0,86.25356125356124,41
colocated,False,1404,827.0,58.903133903133906,42
separated,False,1404,859.0,61.182336182336186,42
single_speaker,False,1404,1223.0,87.10826210826211,42
colocated,False,1404,844.0,60.11396011396012,43
separated,False,1404,843.0,60.04273504273504,43
single_speaker,False,1404,1192.0,84.9002849002849,43
