SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
colocated,False,1392,853.0,61.27873563218391,0
separated,False,1392,880.0,63.2183908045977,0
single_speaker,False,1044,906.0,86.7816091954023,0
colocated,False,1392,825.0,59.26724137931034,1
separated,False,1392,898.0,64.51149425287356,1
single_speaker,False,1044,901.0,86.30268199233716,1
colocated,False,1392,849.0,60.991379310344826,2
separated,False,1392,865.0,62.14080459770115,2
single_speaker,False,1044,915.0,87.64367816091954,2
colocated,False,1392,842.0,60.48850574712644,3
separated,False,1392,895.0,64.29597701149426,3
single_speaker,False,1044,898.0,86.01532567049809,3
colocated,False,1392,827.0,59.41091954022989,4
separated,False,1392,891.0,64.00862068965517,4
single_speaker,False,1044,917.0,87.83524904214559,4
colocated,False,1392,824.0,59.195402298850574,5
separated,False,1392,894.0,64.22413793103449,5
single_speaker,False,1044,894.0,85.63218390804597,5
colocated,False,1392,833.0,59.84195402298851,6
separated,False,1392,866.0,62.212643678160916,6
single_speaker,False,1044,892.0,85.44061302681992,6
colocated,False,1392,821.0,58.97988505747126,7
separated,False,1392,884.0,63.50574712643679,7
single_speaker,False,1044,917.0,87.83524904214559,7
colocated,False,1392,833.0,59.84195402298851,8
separated,False,1392,875.0,62.85919540229885,8
single_speaker,False,1044,915.0,87.64367816091954,8
colocated,False,1392,826.0,59.33908045977011,9
separated,False,1392,896.0,64.36781609195403,9
single_speaker,False,1044,909.0,87.06896551724138,9
colocated,False,1392,823.0,59.12356321839081,10
separated,False,1392,870.0,62.5,10
single_speaker,False,1044,904.0,86.59003831417624,10
colocated,False,1392,862.0,61.92528735632183,11
separated,False,1392,889.0,63.86494252873563,11
single_speaker,False,1044,898.0,86.01532567049809,11
colocated,False,1392,834.0,59.91379310344828,12
separated,False,1392,887.0,63.72126436781609,12
single_speaker,False,1044,891.0,85.34482758620689,12
colocated,False,1392,839.0,60.27298850574713,13
separated,False,1392,894.0,64.22413793103449,13
single_speaker,False,1044,925.0,88.60153256704982,13
colocated,False,1392,859.0,61.70977011494253,14
separated,False,1392,916.0,65.80459770114942,14
single_speaker,False,1044,918.0,87.93103448275862,14
colocated,False,1392,842.0,60.48850574712644,15
separated,False,1392,881.0,63.29022988505747,15
single_speaker,False,1044,897.0,85.91954022988506,15
colocated,False,1392,823.0,59.12356321839081,16
separated,False,1392,869.0,62.42816091954023,16
single_speaker,False,1044,898.0,86.01532567049809,16
colocated,False,1392,844.0,60.63218390804598,17
separated,False,1392,855.0,61.422413793103445,17
single_speaker,False,1044,895.0,85.727969348659,17
colocated,False,1392,862.0,61.92528735632183,18
separated,False,1392,898.0,64.51149425287356,18
single_speaker,False,1044,918.0,87.93103448275862,18
colocated,False,1392,819.0,58.83620689655172,19
separated,False,1392,884.0,63.50574712643679,19
single_speaker,False,1044,906.0,86.7816091954023,19
colocated,False,1392,857.0,61.56609195402298,20
separated,False,1392,866.0,62.212643678160916,20
single_speaker,False,1044,876.0,83.9080459770115,20
colocated,False,1392,829.0,59.554597701149426,21
separated,False,1392,847.0,60.84770114942529,21
single_speaker,False,1044,916.0,87.73946360153256,21
colocated,False,1392,873.0,62.71551724137932,22
separated,False,1392,889.0,63.86494252873563,22
single_speaker,False,1044,893.0,85.53639846743295,22
colocated,False,1392,883.0,63.43390804597702,23
separated,False,1392,852.0,61.206896551724135,23
single_speaker,False,1044,907.0,86.87739463601532,23
colocated,False,1392,834.0,59.91379310344828,24
separated,False,1392,919.0,66.02011494252874,24
single_speaker,False,1044,896.0,85.82375478927203,24
colocated,False,1392,843.0,60.560344827586206,25
separated,False,1392,849.0,60.991379310344826,25
single_speaker,False,1044,909.0,87.06896551724138,25
colocated,False,1392,854.0,61.35057471264368,26
separated,False,1392,893.0,64.15229885057471,26
single_speaker,False,1044,881.0,84.38697318007662,26
colocated,False,1392,857.0,61.56609195402298,27
separated,False,1392,855.0,61.422413793103445,27
single_speaker,False,1044,888.0,85.0574712643678,27
colocated,False,1392,864.0,62.06896551724138,28
separated,False,1392,888.0,63.793103448275865,28
single_speaker,False,1044,887.0,84.96168582375478,28
colocated,False,1392,817.0,58.69252873563219,29
separated,False,1392,861.0,61.853448275862064,29
single_speaker,False,1044,899.0,86.11111111111111,29
colocated,False,1392,847.0,60.84770114942529,30
separated,False,1392,914.0,65.66091954022988,30
single_speaker,False,1044,901.0,86.30268199233716,30
colocated,False,1392,821.0,58.97988505747126,31
separated,False,1392,877.0,63.00287356321839,31
single_speaker,False,1044,904.0,86.59003831417624,31
colocated,False,1392,836.0,60.05747126436781,32
separated,False,1392,869.0,62.42816091954023,32
