SpatialCondition,treatment,nTrials,nCorrect,pCorrect,iteration
colocated,False,444,236,53.153153153153156,0
separated,False,444,270,60.810810810810814,0
single_speaker,False,296,230,77.7027027027027,0
colocated,False,444,228,51.35135135135135,1
separated,False,444,264,59.45945945945946,1
single_speaker,False,296,226,76.35135135135135,1
colocated,False,444,251,56.531531531531535,2
separated,False,444,266,59.909909909909906,2
single_speaker,False,296,236,79.72972972972973,2
colocated,False,444,239,53.82882882882883,3
separated,False,444,264,59.45945945945946,3
single_speaker,False,296,234,79.05405405405406,3
colocated,False,444,234,52.702702702702695,4
separated,False,444,259,58.333333333333336,4
single_speaker,False,296,233,78.71621621621621,4
colocated,False,444,235,52.92792792792793,5
separated,False,444,261,58.78378378378378,5
single_speaker,False,296,240,81.08108108108108,5
colocated,False,444,234,52.702702702702695,6
separated,False,444,266,59.909909909909906,6
single_speaker,False,296,238,80.4054054054054,6
colocated,False,444,248,55.85585585585585,7
separated,False,444,263,59.23423423423423,7
single_speaker,False,296,242,81.75675675675676,7
colocated,False,444,248,55.85585585585585,8
separated,False,444,280,63.06306306306306,8
single_speaker,False,296,240,81.08108108108108,8
colocated,False,444,244,54.95495495495496,9
separated,False,444,277,62.387387387387385,9
single_speaker,False,296,238,80.4054054054054,9
colocated,False,444,212,47.74774774774775,10
separated,False,444,272,61.261261261261254,10
single_speaker,False,296,238,80.4054054054054,10
colocated,False,444,233,52.47747747747747,11
separated,False,444,253,56.981981981981974,11
single_speaker,False,296,234,79.05405405405406,11
colocated,False,444,234,52.702702702702695,12
separated,False,444,271,61.03603603603604,12
single_speaker,False,296,234,79.05405405405406,12
colocated,False,444,243,54.729729729729726,13
separated,False,444,249,56.08108108108109,13
single_speaker,False,296,233,78.71621621621621,13
colocated,False,444,234,52.702702702702695,14
separated,False,444,285,64.1891891891892,14
single_speaker,False,296,226,76.35135135135135,14
colocated,False,444,248,55.85585585585585,15
separated,False,444,277,62.387387387387385,15
single_speaker,False,296,223,75.33783783783784,15
colocated,False,444,260,58.55855855855856,16
separated,False,444,275,61.93693693693694,16
single_speaker,False,296,232,78.37837837837837,16
colocated,False,444,237,53.37837837837838,17
separated,False,444,285,64.1891891891892,17
single_speaker,False,296,234,79.05405405405406,17
colocated,False,444,243,54.729729729729726,18
separated,False,444,270,60.810810810810814,18
single_speaker,False,296,234,79.05405405405406,18
colocated,False,444,248,55.85585585585585,19
separated,False,444,271,61.03603603603604,19
single_speaker,False,296,228,77.02702702702703,19
colocated,False,444,240,54.054054054054056,20
separated,False,444,268,60.36036036036037,20
single_speaker,False,296,240,81.08108108108108,20
colocated,False,444,248,55.85585585585585,21
separated,False,444,269,60.58558558558559,21
single_speaker,False,296,228,77.02702702702703,21
colocated,False,444,235,52.92792792792793,22
separated,False,444,279,62.83783783783784,22
single_speaker,False,296,243,82.0945945945946,22
colocated,False,444,228,51.35135135135135,23
separated,False,444,269,60.58558558558559,23
single_speaker,False,296,235,79.3918918918919,23
colocated,False,444,249,56.08108108108109,24
separated,False,444,285,64.1891891891892,24
single_speaker,False,296,237,80.06756756756756,24
colocated,False,444,235,52.92792792792793,25
separated,False,444,279,62.83783783783784,25
single_speaker,False,296,220,74.32432432432432,25
colocated,False,444,255,57.432432432432435,26
separated,False,444,262,59.009009009009006,26
single_speaker,False,296,227,76.6891891891892,26
colocated,False,444,236,53.153153153153156,27
separated,False,444,267,60.13513513513513,27
single_speaker,False,296,232,78.37837837837837,27
colocated,False,444,241,54.27927927927928,28
separated,False,444,262,59.009009009009006,28
single_speaker,False,296,235,79.3918918918919,28
colocated,False,444,237,53.37837837837838,29
separated,False,444,293,65.990990990991,29
single_speaker,False,296,222,75.0,29
colocated,False,444,249,56.08108108108109,30
separated,False,444,258,58.108108108108105,30
single_speaker,False,296,229,77.36486486486487,30
colocated,False,444,269,60.58558558558559,31
separated,False,444,271,61.03603603603604,31
single_speaker,False,296,235,79.3918918918919,31
colocated,False,444,238,53.6036036036036,32
separated,False,444,279,62.83783783783784,32
single_speaker,False,296,226,76.35135135135135,32
colocated,False,444,230,51.80180180180181,33
separated,False,444,270,60.810810810810814,33
single_speaker,False,296,235,79.3918918918919,33
colocated,False,444,241,54.27927927927928,34
separated,False,444,267,60.13513513513513,34
single_speaker,False,296,231,78.04054054054053,34
colocated,False,444,234,52.702702702702695,35
separated,False,444,275,61.93693693693694,35
single_speaker,False,296,238,80.4054054054054,35
colocated,False,444,239,53.82882882882883,36
separated,False,444,256,57.65765765765766,36
single_speaker,False,296,243,82.0945945945946,36
colocated,False,444,244,54.95495495495496,37
separated,False,444,271,61.03603603603604,37
single_speaker,False,296,239,80.74324324324324,37
colocated,False,444,237,53.37837837837838,38
separated,False,444,258,58.108108108108105,38
single_speaker,False,296,234,79.05405405405406,38
colocated,False,444,253,56.981981981981974,39
separated,False,444,266,59.909909909909906,39
single_speaker,False,296,235,79.3918918918919,39
colocated,False,444,221,49.77477477477478,40
separated,False,444,259,58.333333333333336,40
single_speaker,False,296,250,84.45945945945947,40
colocated,False,444,226,50.9009009009009,41
separated,False,444,258,58.108108108108105,41
single_speaker,False,296,238,80.4054054054054,41
colocated,False,444,253,56.981981981981974,42
separated,False,444,251,56.531531531531535,42
single_speaker,False,296,237,80.06756756756756,42
colocated,False,444,239,53.82882882882883,43
separated,False,444,257,57.88288288288288,43
single_speaker,False,296,242,81.75675675675676,43
colocated,False,444,243,54.729729729729726,44
separated,False,444,250,56.30630630630631,44
single_speaker,False,296,226,76.35135135135135,44
colocated,False,444,238,53.6036036036036,45
separated,False,444,263,59.23423423423423,45
single_speaker,False,296,243,82.0945945945946,45
colocated,False,444,248,55.85585585585585,46
separated,False,444,272,61.261261261261254,46
single_speaker,False,296,236,79.72972972972973,46
colocated,False,444,246,55.4054054054054,47
separated,False,444,277,62.387387387387385,47
single_speaker,False,296,232,78.37837837837837,47
colocated,False,444,247,55.63063063063063,48
separated,False,444,273,61.48648648648649,48
single_speaker,False,296,237,80.06756756756756,48
colocated,False,444,240,54.054054054054056,49
separated,False,444,274,61.711711711711715,49
single_speaker,False,296,236,79.72972972972973,49
colocated,False,444,232,52.25225225225225,50
separated,False,444,263,59.23423423423423,50
single_speaker,False,296,235,79.3918918918919,50
colocated,False,444,229,51.57657657657657,51
separated,False,444,269,60.58558558558559,51
single_speaker,False,296,227,76.6891891891892,51
colocated,False,444,254,57.20720720720721,52
separated,False,444,275,61.93693693693694,52
single_speaker,False,296,233,78.71621621621621,52
colocated,False,444,242,54.5045045045045,53
separated,False,444,265,59.68468468468468,53
single_speaker,False,296,252,85.13513513513513,53
colocated,False,444,238,53.6036036036036,54
separated,False,444,272,61.261261261261254,54
single_speaker,False,296,231,78.04054054054053,54
colocated,False,444,234,52.702702702702695,55
separated,False,444,265,59.68468468468468,55
single_speaker,False,296,236,79.72972972972973,55
colocated,False,444,236,53.153153153153156,56
separated,False,444,269,60.58558558558559,56
single_speaker,False,296,242,81.75675675675676,56
colocated,False,444,245,55.18018018018018,57
separated,False,444,263,59.23423423423423,57
single_speaker,False,296,225,76.01351351351352,57
colocated,False,444,237,53.37837837837838,58
separated,False,444,270,60.810810810810814,58
single_speaker,False,296,236,79.72972972972973,58
colocated,False,444,252,56.75675675675676,59
separated,False,444,272,61.261261261261254,59
single_speaker,False,296,238,80.4054054054054,59
colocated,False,444,232,52.25225225225225,60
separated,False,444,275,61.93693693693694,60
single_speaker,False,296,220,74.32432432432432,60
colocated,False,444,237,53.37837837837838,61
separated,False,444,282,63.51351351351351,61
single_speaker,False,296,237,80.06756756756756,61
colocated,False,444,234,52.702702702702695,62
separated,False,444,283,63.738738738738746,62
single_speaker,False,296,240,81.08108108108108,62
colocated,False,444,252,56.75675675675676,63
separated,False,444,264,59.45945945945946,63
single_speaker,False,296,244,82.43243243243244,63
colocated,False,444,240,54.054054054054056,64
separated,False,444,270,60.810810810810814,64
single_speaker,False,296,226,76.35135135135135,64
colocated,False,444,252,56.75675675675676,65
separated,False,444,275,61.93693693693694,65
single_speaker,False,296,240,81.08108108108108,65
colocated,False,444,239,53.82882882882883,66
separated,False,444,274,61.711711711711715,66
single_speaker,False,296,241,81.41891891891892,66
colocated,False,444,228,51.35135135135135,67
separated,False,444,281,63.288288288288285,67
single_speaker,False,296,234,79.05405405405406,67
colocated,False,444,247,55.63063063063063,68
separated,False,444,232,52.25225225225225,68
single_speaker,False,296,232,78.37837837837837,68
colocated,False,444,236,53.153153153153156,69
separated,False,444,276,62.16216216216216,69
single_speaker,False,296,241,81.41891891891892,69
colocated,False,444,223,50.22522522522522,70
separated,False,444,272,61.261261261261254,70
single_speaker,False,296,242,81.75675675675676,70
colocated,False,444,228,51.35135135135135,71
separated,False,444,283,63.738738738738746,71
single_speaker,False,296,236,79.72972972972973,71
colocated,False,444,233,52.47747747747747,72
separated,False,444,257,57.88288288288288,72
single_speaker,False,296,227,76.6891891891892,72
colocated,False,444,229,51.57657657657657,73
separated,False,444,283,63.738738738738746,73
single_speaker,False,296,242,81.75675675675676,73
colocated,False,444,247,55.63063063063063,74
separated,False,444,260,58.55855855855856,74
single_speaker,False,296,235,79.3918918918919,74
colocated,False,444,240,54.054054054054056,75
separated,False,444,262,59.009009009009006,75
single_speaker,False,296,241,81.41891891891892,75
colocated,False,444,232,52.25225225225225,76
separated,False,444,276,62.16216216216216,76
single_speaker,False,296,229,77.36486486486487,76
colocated,False,444,239,53.82882882882883,77
separated,False,444,278,62.612612612612615,77
single_speaker,False,296,239,80.74324324324324,77
colocated,False,444,241,54.27927927927928,78
separated,False,444,268,60.36036036036037,78
single_speaker,False,296,235,79.3918918918919,78
colocated,False,444,254,57.20720720720721,79
separated,False,444,276,62.16216216216216,79
single_speaker,False,296,236,79.72972972972973,79
colocated,False,444,237,53.37837837837838,80
separated,False,444,267,60.13513513513513,80
single_speaker,False,296,239,80.74324324324324,80
colocated,False,444,243,54.729729729729726,81
separated,False,444,252,56.75675675675676,81
single_speaker,False,296,236,79.72972972972973,81
colocated,False,444,249,56.08108108108109,82
separated,False,444,260,58.55855855855856,82
single_speaker,False,296,235,79.3918918918919,82
colocated,False,444,226,50.9009009009009,83
separated,False,444,270,60.810810810810814,83
single_speaker,False,296,231,78.04054054054053,83
colocated,False,444,241,54.27927927927928,84
separated,False,444,255,57.432432432432435,84
single_speaker,False,296,239,80.74324324324324,84
colocated,False,444,235,52.92792792792793,85
separated,False,444,267,60.13513513513513,85
single_speaker,False,296,240,81.08108108108108,85
colocated,False,444,238,53.6036036036036,86
