Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	46.5895	0	936	1551	2975	4263	508	-15.0	200	0	0	47.6016	1	3	
2	0	54.4899	1	437	2761	2975	4263	511	-10.5	200	1	1	55.5414	1	3	
3	0	60.9805	1	936	1551	2975	4263	510	-10.5	200	0	0	61.8577	1	5	
4	0	66.0496	1	437	2761	2975	4263	503	-8.3	200	1	0	68.5771	0	2	
5	1	82.2721	1	437	2761	2975	4263	503	-8.3	200	1	0	86.1215	0	2	
6	1	90.1518	0	437	2761	2975	4263	503	-8.3	200	1	0	91.0402	0	2	
7	1	94.1398	1	437	2761	2975	4263	503	-8.3	200	1	1	98.0385	1	2	
8	0	101.1816	0	437	2761	2975	4263	509	-15.0	200	1	0	101.7798	0	5	
9	1	107.5092	1	437	2761	2975	4263	509	-15.0	200	1	0	111.1575	0	5	
10	1	114.3697	1	437	2761	2975	4263	509	-15.0	200	1	1	117.2923	1	5	
11	0	120.7137	0	936	1551	2975	4263	502	-6.0	200	0	1	122.0401	0	3	
12	1	124.9493	0	936	1551	2975	4263	502	-6.0	200	0	0	125.7010	1	3	
13	0	129.3300	0	936	1551	2975	4263	501	-6.0	200	0	0	130.3518	1	0	
14	0	133.7639	0	936	1551	2975	4263	507	-12.8	200	0	0	134.5697	1	3	
15	0	138.1899	1	437	2761	2975	4263	506	-10.5	200	1	0	141.2435	0	0	
16	1	143.9102	1	437	2761	2975	4263	506	-10.5	200	1	1	147.5351	1	0	
17	0	151.5643	1	936	1551	2975	4263	504	-8.3	200	0	0	154.4583	1	2	
18	0	157.5955	1	936	1551	2975	4263	510	-10.5	200	0	0	160.2297	1	1	
19	0	163.7744	1	437	2761	2975	4263	507	-6.0	200	1	0	164.4987	0	4	
20	1	166.1186	1	437	2761	2975	4263	507	-6.0	200	1	0	171.2609	0	4	
21	1	175.3565	1	437	2761	2975	4263	507	-6.0	200	1	1	179.2100	1	4	
22	0	186.8966	1	437	2761	2975	4263	503	-8.3	200	1	1	188.4355	1	4	
23	0	191.3355	1	936	1551	2975	4263	506	-8.3	200	0	0	196.0679	1	0	
24	0	201.5735	1	437	2761	2975	4263	504	-15.0	200	1	0	205.2663	0	0	
25	1	207.3163	0	437	2761	2975	4263	504	-15.0	200	1	1	208.7333	1	0	
26	0	214.4456	0	437	2761	2975	4263	511	-6.0	200	1	1	215.8322	1	3	
27	0	219.8252	1	437	2761	2975	4263	508	-10.5	200	1	0	222.6877	0	2	
28	1	224.9313	1	437	2761	2975	4263	508	-10.5	200	1	0	228.7010	0	2	
29	1	232.9517	1	437	2761	2975	4263	508	-10.5	200	1	0	233.6402	0	2	
30	1	235.3826	1	437	2761	2975	4263	508	-10.5	200	1	1	240.6038	1	2	
31	0	248.4314	0	437	2761	2975	4263	509	-10.5	200	1	1	249.4962	1	4	
32	0	253.7833	0	437	2761	2975	4263	501	-10.5	200	1	1	255.2859	1	5	
33	0	264.8996	1	437	2761	2975	4263	502	-12.8	200	1	1	268.8894	1	2	
34	0	277.6453	0	936	1551	2975	4263	511	-10.5	200	0	0	278.7130	1	2	
35	0	282.5593	1	437	2761	2975	4263	503	-6.0	200	1	0	285.5123	0	5	
36	1	288.1633	0	437	2761	2975	4263	503	-6.0	200	1	1	289.4769	1	5	
37	0	293.7178	0	437	2761	2975	4263	507	-6.0	200	1	0	294.9914	0	0	
38	1	296.7649	0	437	2761	2975	4263	507	-6.0	200	1	0	297.8393	0	0	
39	1	301.0201	0	437	2761	2975	4263	507	-6.0	200	1	1	302.2139	1	0	
40	0	312.7757	0	936	1551	2975	4263	506	-12.8	200	0	0	313.5967	1	4	
41	0	317.4247	1	936	1551	2975	4263	508	-6.0	200	0	0	319.6373	1	4	
42	0	323.2969	0	936	1551	2975	4263	501	-12.8	200	0	0	324.3923	1	1	
43	0	328.4637	0	437	2761	2975	4263	504	-6.0	200	1	1	329.9468	1	2	
44	0	333.1369	1	437	2761	2975	4263	509	-8.3	200	1	1	336.8590	1	0	
45	0	341.8557	0	936	1551	2975	4263	510	-6.0	200	0	0	343.4407	1	1	
46	0	347.2668	1	936	1551	2975	4263	502	-15.0	200	0	0	350.3176	1	0	
47	0	353.8387	1	437	2761	2975	4263	506	-8.3	200	1	1	357.9027	1	5	
48	0	365.8902	1	437	2761	2975	4263	508	-15.0	200	1	1	369.5774	1	3	
49	0	373.6755	1	437	2761	2975	4263	510	-12.8	200	1	0	376.7570	0	1	
50	1	379.7846	0	437	2761	2975	4263	510	-12.8	200	1	1	381.1637	1	1	
51	0	389.2307	0	936	1551	2975	4263	509	-8.3	200	0	0	390.3372	1	1	
52	0	394.0854	1	936	1551	2975	4263	503	-10.5	200	0	0	397.1875	1	3	
53	0	401.0599	1	936	1551	2975	4263	504	-15.0	200	0	0	405.4338	1	5	
54	0	409.0050	1	437	2761	2975	4263	507	-8.3	200	1	0	412.7703	0	1	
55	1	416.0464	0	437	2761	2975	4263	507	-8.3	200	1	1	417.4458	1	1	
56	0	420.6527	0	936	1551	2975	4263	505	-8.3	200	0	0	421.6393	1	5	
57	0	425.3970	1	936	1551	2975	4263	501	-15.0	200	0	0	427.6297	1	2	
58	0	431.3894	1	936	1551	2975	4263	511	-10.5	200	0	0	434.1669	1	0	
59	0	438.1594	0	936	1551	2975	4263	504	-12.8	200	0	0	439.1471	1	5	
60	0	442.7785	1	936	1551	2975	4263	502	-8.3	200	0	0	445.0111	1	4	
61	0	448.8528	1	437	2761	2975	4263	501	-15.0	200	1	0	452.6003	0	1	
62	1	456.9416	1	437	2761	2975	4263	501	-15.0	200	1	1	459.6875	1	1	
63	0	465.4744	1	437	2761	2975	4263	509	-12.8	200	1	0	468.9760	0	0	
64	1	473.3559	1	437	2761	2975	4263	509	-12.8	200	1	1	476.8895	1	0	
65	0	480.7873	0	437	2761	2975	4263	505	-12.8	200	1	1	482.2544	1	5	
66	0	489.5335	0	437	2761	2975	4263	510	-12.8	200	1	0	490.7599	0	3	
67	1	495.9216	0	437	2761	2975	4263	510	-12.8	200	1	1	496.9426	1	3	
68	0	514.6012	1	437	2761	2975	4263	503	-12.8	200	1	1	518.0695	1	4	
69	0	523.0385	1	437	2761	2975	4263	511	-15.0	200	1	0	526.8209	0	4	
70	1	536.4940	0	437	2761	2975	4263	511	-15.0	200	1	0	537.3164	0	4	
71	1	540.5031	0	437	2761	2975	4263	511	-15.0	200	1	1	541.7811	1	4	
72	0	551.9114	1	936	1551	2975	4263	507	-12.8	200	0	0	554.6242	1	0	
73	0	558.2328	0	936	1551	2975	4263	506	-15.0	200	0	0	559.2177	1	4	
74	0	562.8135	1	437	2761	2975	4263	509	-8.3	200	1	0	566.2930	0	3	
75	1	568.6194	0	437	2761	2975	4263	509	-8.3	200	1	1	569.8976	1	3	
76	0	573.6192	1	936	1551	2975	4263	506	-12.8	200	0	0	574.0736	1	2	
77	0	577.3284	0	936	1551	2975	4263	507	-6.0	200	0	0	581.0564	1	5	
78	0	585.2396	0	936	1551	2975	4263	508	-15.0	200	0	0	586.2452	1	1	
79	0	593.9664	1	437	2761	2975	4263	511	-15.0	200	1	0	596.9754	0	2	
80	1	599.2614	1	437	2761	2975	4263	511	-15.0	200	1	1	603.7362	1	2	
81	0	607.5402	1	437	2761	2975	4263	505	-10.5	200	1	1	610.7858	1	1	
82	0	618.6093	1	936	1551	2975	4263	501	-8.3	200	0	0	622.4008	1	3	
83	0	625.7332	0	936	1551	2975	4263	502	-10.5	200	0	0	626.7447	1	4	
84	0	629.9436	0	437	2761	2975	4263	504	-6.0	200	1	1	631.1619	1	1	
