Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	67.0701	0	437	2761	2975	4263	507	-12.8	200	1	0	68.2121	0	3	
2	1	78.1396	1	437	2761	2975	4263	507	-12.8	200	1	1	80.1156	1	3	
3	0	83.4417	0	936	1551	2975	4263	508	-6.0	200	0	0	84.5145	1	1	
4	0	88.5645	0	437	2761	2975	4263	504	-15.0	200	1	0	89.4649	0	0	
5	1	92.2526	1	437	2761	2975	4263	504	-15.0	200	1	0	94.9334	0	0	
6	1	98.7080	0	437	2761	2975	4263	504	-15.0	200	1	1	99.8791	1	0	
7	0	102.2606	1	437	2761	2975	4263	510	-15.0	200	1	0	104.8667	0	5	
8	1	106.6751	1	437	2761	2975	4263	510	-15.0	200	1	1	107.3176	1	5	
9	0	115.5196	1	437	2761	2975	4263	509	-6.0	200	1	1	119.2383	1	1	
10	0	122.9093	1	936	1551	2975	4263	511	-15.0	200	0	0	124.7610	1	3	
11	0	127.7286	0	936	1551	2975	4263	506	-8.3	200	0	0	129.0613	1	0	
12	0	132.4221	1	936	1551	2975	4263	501	-10.5	200	0	0	134.9268	1	0	
13	0	137.8687	0	936	1551	2975	4263	502	-6.0	200	0	0	138.8593	1	2	
14	0	142.5026	1	936	1551	2975	4263	503	-8.3	200	0	0	144.5543	1	4	
15	0	147.6167	1	936	1551	2975	4263	505	-12.8	200	0	0	149.4256	1	2	
16	0	152.4715	0	936	1551	2975	4263	510	-15.0	200	0	0	153.4458	1	2	
17	0	156.7900	0	437	2761	2975	4263	503	-15.0	200	1	1	157.7779	1	4	
18	0	164.1413	0	437	2761	2975	4263	511	-12.8	200	1	1	165.1847	1	1	
19	0	168.4583	1	936	1551	2975	4263	501	-6.0	200	0	0	170.0162	1	4	
20	0	173.3141	1	936	1551	2975	4263	504	-12.8	200	0	0	174.7408	1	4	
21	0	177.7807	0	936	1551	2975	4263	509	-6.0	200	0	0	178.6914	1	3	
22	0	181.8948	0	437	2761	2975	4263	507	-15.0	200	1	1	182.9495	1	1	
23	0	185.7123	0	936	1551	2975	4263	502	-8.3	200	0	0	186.5354	1	5	
24	0	189.8848	1	936	1551	2975	4263	506	-8.3	200	0	0	190.7884	1	1	
25	0	193.7733	1	936	1551	2975	4263	510	-12.8	200	0	0	196.7221	1	3	
26	0	199.6736	0	936	1551	2975	4263	507	-12.8	200	0	0	200.5832	1	5	
27	0	203.4853	1	437	2761	2975	4263	503	-10.5	200	1	0	206.0786	0	2	
28	1	208.6339	1	437	2761	2975	4263	503	-10.5	200	1	1	211.3820	1	2	
29	0	219.4760	1	437	2761	2975	4263	511	-10.5	200	1	1	222.6960	1	0	
30	0	225.6784	0	936	1551	2975	4263	504	-6.0	200	0	0	226.6906	1	5	
31	0	229.7145	1	437	2761	2975	4263	501	-10.5	200	1	1	232.5199	1	5	
32	0	235.8478	1	936	1551	2975	4263	502	-10.5	200	0	0	238.4640	1	4	
33	0	241.3049	0	437	2761	2975	4263	505	-12.8	200	1	1	242.4704	1	4	
34	0	251.8254	0	936	1551	2975	4263	506	-15.0	200	0	0	252.6251	1	4	
35	0	255.7016	0	437	2761	2975	4263	509	-8.3	200	1	1	256.7900	1	4	
36	0	260.4484	0	936	1551	2975	4263	510	-15.0	200	0	0	261.4652	1	1	
37	0	264.5962	0	936	1551	2975	4263	509	-15.0	200	0	0	265.4670	1	5	
38	0	268.5584	0	936	1551	2975	4263	503	-10.5	200	0	0	269.3984	1	2	
39	0	272.3506	0	437	2761	2975	4263	501	-15.0	200	1	1	273.3431	1	3	
40	0	276.1220	1	936	1551	2975	4263	508	-10.5	200	0	0	278.1494	1	3	
41	0	280.9281	0	437	2761	2975	4263	511	-10.5	200	1	1	282.1300	1	3	
42	0	291.7045	1	437	2761	2975	4263	507	-8.3	200	1	1	294.6702	1	0	
43	0	298.3962	1	936	1551	2975	4263	502	-8.3	200	0	0	301.1833	1	3	
44	0	304.4590	0	437	2761	2975	4263	504	-8.3	200	1	1	305.5835	1	3	
45	0	308.0283	0	437	2761	2975	4263	506	-6.0	200	1	1	309.1071	1	5	
46	0	317.2976	0	437	2761	2975	4263	502	-6.0	200	1	0	318.2971	0	4	
47	1	320.4453	0	437	2761	2975	4263	502	-6.0	200	1	1	321.4495	1	4	
48	0	325.3052	1	936	1551	2975	4263	506	-10.5	200	0	0	327.3001	1	1	
49	0	330.2869	0	437	2761	2975	4263	507	-12.8	200	1	1	331.5169	1	0	
50	0	335.5123	1	437	2761	2975	4263	505	-6.0	200	1	1	338.2777	1	3	
51	0	341.9363	0	936	1551	2975	4263	503	-10.5	200	0	0	342.8103	1	5	
52	0	346.0384	1	936	1551	2975	4263	511	-15.0	200	0	0	348.8136	1	0	
