Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	284.0709	1	437	2761	2975	4263	502	-15.0	200	1	1	285.4285	1	4	
2	0	292.5925	0	437	2761	2975	4263	511	-15.0	200	1	0	293.3383	0	0	
3	1	297.2937	1	437	2761	2975	4263	511	-15.0	200	1	0	297.9973	0	0	
4	1	299.7029	0	437	2761	2975	4263	511	-15.0	200	1	1	304.4654	1	0	
5	0	308.3865	0	437	2761	2975	4263	501	-12.8	200	1	1	309.9865	1	5	
6	0	316.6669	0	936	1551	2975	4263	509	-6.0	200	0	0	317.1332	1	4	
7	0	320.8195	1	936	1551	2975	4263	508	-15.0	200	0	0	322.4975	1	5	
8	0	325.9109	0	437	2761	2975	4263	504	-8.3	200	1	0	326.7113	0	0	
9	1	329.5650	1	437	2761	2975	4263	504	-8.3	200	1	1	332.7227	1	0	
10	0	336.6674	1	437	2761	2975	4263	506	-12.8	200	1	1	341.4084	1	1	
11	0	347.7116	1	936	1551	2975	4263	503	-10.5	200	0	0	349.6036	1	5	
12	0	352.5569	1	936	1551	2975	4263	507	-10.5	200	0	0	354.4490	1	4	
13	0	357.5947	0	437	2761	2975	4263	510	-15.0	200	1	1	359.6528	1	2	
14	0	361.2522	0	437	2761	2975	4263	502	-6.0	200	1	1	362.7314	1	2	
15	0	365.4222	1	936	1551	2975	4263	508	-15.0	200	0	0	367.2767	1	4	
16	0	370.6116	0	936	1551	2975	4263	503	-6.0	200	0	0	371.6531	1	2	
17	0	374.9279	0	936	1551	2975	4263	504	-15.0	200	0	0	375.8320	1	2	
18	0	378.8202	1	437	2761	2975	4263	507	-15.0	200	1	1	384.7784	1	1	
19	0	392.1654	1	437	2761	2975	4263	501	-15.0	200	1	1	395.5894	1	3	
20	0	397.9360	0	437	2761	2975	4263	506	-15.0	200	1	0	398.7340	0	5	
21	1	401.9540	1	437	2761	2975	4263	506	-15.0	200	1	1	406.0550	1	5	
22	0	410.0410	0	936	1551	2975	4263	510	-8.3	200	0	0	410.8364	1	0	
23	0	414.1336	1	936	1551	2975	4263	511	-6.0	200	0	0	416.8262	1	0	
24	0	420.1384	0	437	2761	2975	4263	505	-8.3	200	1	0	421.0917	0	2	
25	1	423.8048	0	437	2761	2975	4263	505	-8.3	200	1	1	424.7011	1	2	
26	0	431.8810	1	437	2761	2975	4263	501	-10.5	200	1	1	435.8212	1	2	
27	0	437.7815	1	936	1551	2975	4263	505	-10.5	200	0	0	441.1073	1	1	
28	0	444.1324	1	437	2761	2975	4263	502	-8.3	200	1	1	448.1424	1	1	
29	0	455.6492	0	936	1551	2975	4263	509	-8.3	200	0	0	456.5442	1	5	
30	0	459.6882	0	936	1551	2975	4263	510	-12.8	200	0	0	460.5479	1	4	
31	0	464.0037	1	437	2761	2975	4263	508	-10.5	200	1	0	466.8239	0	1	
32	1	470.3284	1	437	2761	2975	4263	508	-10.5	200	1	1	473.3460	1	1	
33	0	475.8498	0	936	1551	2975	4263	506	-12.8	200	0	0	476.6246	1	2	
34	0	479.9181	1	936	1551	2975	4263	504	-15.0	200	0	0	481.6958	1	3	
35	0	484.6135	1	437	2761	2975	4263	511	-8.3	200	1	0	488.9076	0	4	
36	1	493.6517	0	437	2761	2975	4263	511	-8.3	200	1	1	495.3294	1	4	
37	0	497.8352	1	437	2761	2975	4263	503	-6.0	200	1	1	500.4244	1	3	
38	0	506.2644	0	437	2761	2975	4263	503	-8.3	200	1	1	509.1086	1	3	
39	0	510.1665	1	437	2761	2975	4263	504	-12.8	200	1	0	510.8017	0	4	
40	1	518.3565	1	437	2761	2975	4263	504	-12.8	200	1	1	522.9765	1	4	
41	0	526.5009	1	437	2761	2975	4263	508	-10.5	200	1	0	531.6689	0	3	
42	1	534.8385	0	437	2761	2975	4263	508	-10.5	200	1	1	537.0120	1	3	
43	0	544.2701	1	936	1551	2975	4263	501	-10.5	200	0	0	546.2625	1	3	
44	0	549.4344	1	437	2761	2975	4263	505	-10.5	200	1	0	553.7467	0	0	
45	1	555.3409	1	437	2761	2975	4263	505	-10.5	200	1	1	559.2281	1	0	
