Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,1,26,2016,16,57,21,5537,20,0,0
1,1,26,2016,16,57,22,5537,20,0,0
2,1,26,2016,16,57,23,5537,20,0,0
3,1,26,2016,16,57,24,5537,20,0,0
4,1,26,2016,16,57,25,5537,20,0,0
5,1,26,2016,16,57,26,5537,20,0,0
6,1,26,2016,16,57,27,5537,20,0,0
7,1,26,2016,16,57,28,5537,20,0,0
8,1,26,2016,16,57,29,5537,20,0,0
9,1,26,2016,16,57,30,5537,20,0,0
10,1,26,2016,16,57,31,5537,20,0,0
11,1,26,2016,16,57,32,5537,20,0,0
12,1,26,2016,16,57,33,5537,20,0,0
13,1,26,2016,16,57,35,5537,20,0,0
14,1,26,2016,16,57,36,5537,20,0,0
15,1,26,2016,16,57,37,5537,20,0,0
16,1,26,2016,16,57,38,5537,20,0,0
17,1,26,2016,16,57,39,5537,20,0,0
18,1,26,2016,16,57,40,5537,20,0,0
19,1,26,2016,16,57,41,5537,20,0,0
20,1,26,2016,16,57,42,5537,20,0,0
21,1,26,2016,16,57,43,5537,20,0,0
22,1,26,2016,16,57,44,5537,20,0,0
23,1,26,2016,16,57,45,5537,20,0,0
24,1,26,2016,16,57,46,5537,20,0,0
25,1,26,2016,16,57,47,5537,20,0,0
26,1,26,2016,16,57,48,5537,20,0,0
27,1,26,2016,16,57,49,5537,20,0,0
28,1,26,2016,16,57,50,5537,20,0,0
29,1,26,2016,16,57,51,5537,20,0,0
30,1,26,2016,16,57,52,5537,20,0,0
31,1,26,2016,16,57,53,5537,20,0,0
32,1,26,2016,16,57,54,5537,20,0,0
33,1,26,2016,16,57,55,5537,20,0,0
34,1,26,2016,16,57,56,5537,20,0,0
35,1,26,2016,16,57,57,5537,20,0,0
36,1,26,2016,16,57,58,5537,20,0,0
37,1,26,2016,16,57,59,5537,20,0,0
38,1,26,2016,16,58,0,5537,20,0,0
39,1,26,2016,16,58,1,5537,20,0,0
40,1,26,2016,16,58,2,5537,20,0,0
41,1,26,2016,16,58,3,5537,20,0,0
42,1,26,2016,16,58,4,5537,20,0,0
43,1,26,2016,16,58,5,5537,20,0,0
44,1,26,2016,16,58,6,5537,20,0,0
45,1,26,2016,16,58,7,5537,20,0,0
46,1,26,2016,16,58,8,5537,20,0,0
47,1,26,2016,16,58,9,5537,20,0,0
48,1,26,2016,16,58,10,5537,20,0,0
49,1,26,2016,16,58,11,5537,20,0,0
50,1,26,2016,16,58,12,5537,20,0,0
51,1,26,2016,16,58,13,5537,20,0,0
52,1,26,2016,16,58,14,5537,20,0,0
53,1,26,2016,16,58,15,5537,20,0,0
54,1,26,2016,16,58,16,5537,20,0,0
55,1,26,2016,16,58,17,5537,20,0,0
56,1,26,2016,16,58,18,5537,20,0,0
57,1,26,2016,16,58,19,5537,20,0,0
58,1,26,2016,16,58,20,5537,20,0,0
59,1,26,2016,16,58,21,5537,20,0,0
60,1,26,2016,16,58,22,5537,20,0,0
61,1,26,2016,16,58,23,5537,20,0,0
62,1,26,2016,16,58,24,5537,20,0,0
63,1,26,2016,16,58,25,5537,20,0,0
64,1,26,2016,16,58,26,5537,20,0,0
65,1,26,2016,16,58,27,5537,20,0,0
66,1,26,2016,16,58,28,5537,20,0,0
67,1,26,2016,16,58,29,5537,20,0,0
68,1,26,2016,16,58,30,5537,20,0,0
69,1,26,2016,16,58,31,5537,20,0,0
70,1,26,2016,16,58,32,5537,20,0,0
71,1,26,2016,16,58,33,5537,20,0,0
72,1,26,2016,16,58,34,5537,20,0,0
73,1,26,2016,16,58,35,5537,20,0,0
74,1,26,2016,16,58,36,5537,20,0,0
75,1,26,2016,16,58,37,5537,20,0,0
76,1,26,2016,16,58,38,5537,20,0,0
77,1,26,2016,16,58,39,5537,20,0,0
78,1,26,2016,16,58,40,5537,20,0,0
79,1,26,2016,16,58,41,5537,20,0,0
80,1,26,2016,16,58,42,5537,20,0,0
81,1,26,2016,16,58,43,5537,20,0,0
82,1,26,2016,16,58,44,5537,20,0,0
83,1,26,2016,16,58,45,5537,20,0,0
84,1,26,2016,16,58,47,5537,20,0,0
85,1,26,2016,16,58,48,5537,20,0,0
86,1,26,2016,16,58,49,5537,20,0,0
87,1,26,2016,16,58,50,5537,20,0,0
88,1,26,2016,16,58,51,5537,20,0,0
89,1,26,2016,16,58,52,5537,20,0,0
90,1,26,2016,16,58,53,5537,20,0,0
91,1,26,2016,16,58,54,5537,20,0,0
92,1,26,2016,16,58,55,5537,20,0,0
93,1,26,2016,16,58,56,5537,20,0,0
94,1,26,2016,16,58,57,5537,20,0,0
95,1,26,2016,16,58,58,5537,20,0,0
96,1,26,2016,16,58,59,5537,20,0,0
97,1,26,2016,16,59,0,5537,20,0,0
98,1,26,2016,16,59,1,5537,20,0,0
99,1,26,2016,16,59,2,5537,20,0,0
100,1,26,2016,16,59,3,5537,20,0,0
101,1,26,2016,16,59,4,5537,20,0,0
102,1,26,2016,16,59,5,5537,20,0,0
103,1,26,2016,16,59,6,5537,20,0,0
104,1,26,2016,16,59,7,5537,20,0,0
105,1,26,2016,16,59,8,5537,20,0,0
106,1,26,2016,16,59,9,5537,20,0,0
107,1,26,2016,16,59,10,5537,20,0,0
108,1,26,2016,16,59,11,5537,20,0,0
109,1,26,2016,16,59,12,5537,20,0,0
110,1,26,2016,16,59,13,5537,20,0,0
111,1,26,2016,16,59,14,5537,20,0,0
112,1,26,2016,16,59,15,5537,20,0,0
113,1,26,2016,16,59,16,5537,20,0,0
114,1,26,2016,16,59,17,5537,20,0,0
115,1,26,2016,16,59,18,5537,20,0,0
116,1,26,2016,16,59,19,5537,20,0,0
117,1,26,2016,16,59,20,5537,20,0,0
118,1,26,2016,16,59,21,5537,20,0,0
119,1,26,2016,16,59,22,5537,20,0,0
120,1,26,2016,16,59,23,5537,20,0,0
121,1,26,2016,16,59,24,5537,20,0,0
122,1,26,2016,16,59,25,5537,20,0,0
123,1,26,2016,16,59,26,5537,20,0,0
124,1,26,2016,16,59,27,5537,20,0,0
125,1,26,2016,16,59,28,5537,20,0,0
126,1,26,2016,16,59,29,5537,20,0,0
127,1,26,2016,16,59,30,5537,20,0,0
128,1,26,2016,16,59,31,5537,20,0,0
129,1,26,2016,16,59,32,5537,20,0,0
130,1,26,2016,16,59,33,5537,20,0,0
131,1,26,2016,16,59,34,5537,20,0,0
132,1,26,2016,16,59,35,5537,20,0,0
133,1,26,2016,16,59,36,5537,20,0,0
134,1,26,2016,16,59,37,5537,20,0,0
135,1,26,2016,16,59,38,5537,20,0,0
136,1,26,2016,16,59,39,5537,20,0,0
137,1,26,2016,16,59,40,5537,20,0,0
138,1,26,2016,16,59,41,5537,20,0,0
139,1,26,2016,16,59,42,5537,20,0,0
140,1,26,2016,16,59,43,5537,20,0,0
141,1,26,2016,16,59,44,5537,20,0,0
142,1,26,2016,16,59,45,5537,20,0,0
143,1,26,2016,16,59,46,5537,20,0,0
144,1,26,2016,16,59,47,5537,20,0,0
145,1,26,2016,16,59,48,5537,20,0,0
146,1,26,2016,16,59,49,5537,20,0,0
147,1,26,2016,16,59,50,5537,20,0,0
148,1,26,2016,16,59,51,5537,20,0,0
149,1,26,2016,16,59,52,5537,20,0,0
150,1,26,2016,16,59,53,5537,20,0,0
151,1,26,2016,16,59,54,5537,20,0,0
152,1,26,2016,16,59,55,5537,20,0,0
153,1,26,2016,16,59,56,5537,20,0,0
154,1,26,2016,16,59,57,5537,20,0,0
155,1,26,2016,16,59,59,5537,20,0,0
156,1,26,2016,17,0,0,5537,20,0,0
157,1,26,2016,17,0,1,5537,20,0,0
158,1,26,2016,17,0,2,5537,20,0,0
159,1,26,2016,17,0,3,5537,20,0,0
160,1,26,2016,17,0,4,5537,20,0,0
161,1,26,2016,17,0,5,5537,20,0,0
162,1,26,2016,17,0,6,5537,20,0,0
163,1,26,2016,17,0,7,5537,20,0,0
164,1,26,2016,17,0,8,5537,20,0,0
165,1,26,2016,17,0,9,5537,20,0,0
166,1,26,2016,17,0,10,5537,20,0,0
167,1,26,2016,17,0,11,5537,20,0,0
168,1,26,2016,17,0,12,5537,20,0,0
169,1,26,2016,17,0,13,5537,20,0,0
170,1,26,2016,17,0,14,5537,20,0,0
171,1,26,2016,17,0,15,5537,20,0,0
172,1,26,2016,17,0,16,5537,20,0,0
173,1,26,2016,17,0,17,5537,20,0,0
174,1,26,2016,17,0,18,5537,20,0,0
175,1,26,2016,17,0,19,5537,20,0,0
176,1,26,2016,17,0,20,5537,20,0,0
177,1,26,2016,17,0,21,5537,20,0,0
178,1,26,2016,17,0,22,5537,20,0,0
179,1,26,2016,17,0,23,5537,20,0,0
180,1,26,2016,17,0,24,5537,20,0,0
181,1,26,2016,17,0,25,5537,20,0,0
182,1,26,2016,17,0,26,5537,20,0,0
183,1,26,2016,17,0,27,5537,20,0,0
184,1,26,2016,17,0,28,5537,20,0,0
185,1,26,2016,17,0,29,5537,20,0,0
186,1,26,2016,17,0,30,5537,20,0,0
187,1,26,2016,17,0,31,5537,20,0,0
188,1,26,2016,17,0,32,5537,20,0,0
189,1,26,2016,17,0,33,5537,20,0,0
190,1,26,2016,17,0,34,5537,20,0,0
191,1,26,2016,17,0,35,5537,20,0,0
192,1,26,2016,17,0,36,5537,20,0,0
193,1,26,2016,17,0,37,5537,20,0,0
194,1,26,2016,17,0,38,5537,20,0,0
195,1,26,2016,17,0,39,5537,20,0,0
196,1,26,2016,17,0,40,5537,20,0,0
197,1,26,2016,17,0,41,5537,20,0,0
198,1,26,2016,17,0,42,5537,20,0,0
199,1,26,2016,17,0,43,5537,20,0,0
200,1,26,2016,17,0,44,5537,20,0,0
201,1,26,2016,17,0,45,5537,20,0,0
202,1,26,2016,17,0,46,5537,20,0,0
203,1,26,2016,17,0,47,5537,20,0,0
204,1,26,2016,17,0,48,5537,20,0,0
205,1,26,2016,17,0,49,5537,20,0,0
206,1,26,2016,17,0,50,5537,20,0,0
207,1,26,2016,17,0,51,5537,20,0,0
208,1,26,2016,17,0,52,5537,20,0,0
209,1,26,2016,17,0,53,5537,20,0,0
210,1,26,2016,17,0,54,5537,20,0,0
211,1,26,2016,17,0,55,5537,20,0,0
