Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,3,25,2016,17,2,34,5537,19,0,0
1,3,25,2016,17,2,35,5537,19,0,0
2,3,25,2016,17,2,36,5537,19,0,0
3,3,25,2016,17,2,37,5537,19,0,0
4,3,25,2016,17,2,38,5537,19,0,0
5,3,25,2016,17,2,39,5537,19,0,0
6,3,25,2016,17,2,40,5537,19,0,0
7,3,25,2016,17,2,41,5537,19,0,0
8,3,25,2016,17,2,42,5537,19,0,0
9,3,25,2016,17,2,43,5537,19,0,0
10,3,25,2016,17,2,44,5537,19,0,0
11,3,25,2016,17,2,45,5537,19,0,0
12,3,25,2016,17,2,46,5537,19,0,0
13,3,25,2016,17,2,47,5537,19,0,0
14,3,25,2016,17,2,48,5537,19,0,0
15,3,25,2016,17,2,49,5537,19,0,0
16,3,25,2016,17,2,50,5537,19,0,0
17,3,25,2016,17,2,51,5537,19,0,0
18,3,25,2016,17,2,52,5537,19,0,0
19,3,25,2016,17,2,53,5537,19,0,0
20,3,25,2016,17,2,54,5537,19,0,0
21,3,25,2016,17,2,55,5537,19,0,0
22,3,25,2016,17,2,56,5537,19,0,0
23,3,25,2016,17,2,57,5537,19,0,0
24,3,25,2016,17,2,58,5537,19,0,0
25,3,25,2016,17,2,59,5537,19,0,0
26,3,25,2016,17,3,0,5537,19,0,0
27,3,25,2016,17,3,1,5537,19,0,0
28,3,25,2016,17,3,2,5537,19,0,0
29,3,25,2016,17,3,3,5537,19,0,0
30,3,25,2016,17,3,4,5537,19,0,0
31,3,25,2016,17,3,5,5537,19,0,0
32,3,25,2016,17,3,6,5537,19,0,0
33,3,25,2016,17,3,7,5537,19,0,0
34,3,25,2016,17,3,8,5537,19,0,0
35,3,25,2016,17,3,9,5537,19,0,0
36,3,25,2016,17,3,10,5537,19,0,0
37,3,25,2016,17,3,11,5537,19,0,0
38,3,25,2016,17,3,12,5537,19,0,0
39,3,25,2016,17,3,13,5537,19,0,0
