Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,2,19,2016,16,22,54,5537,19,0,0
1,2,19,2016,16,22,55,5537,19,0,0
2,2,19,2016,16,22,56,5537,19,0,0
3,2,19,2016,16,22,57,5537,19,0,0
4,2,19,2016,16,22,58,5537,19,0,0
5,2,19,2016,16,22,59,5537,19,0,0
6,2,19,2016,16,23,0,5537,19,0,0
7,2,19,2016,16,23,1,5537,19,0,0
8,2,19,2016,16,23,2,5537,19,0,0
9,2,19,2016,16,23,3,5537,19,0,0
10,2,19,2016,16,23,4,5537,19,0,0
11,2,19,2016,16,23,5,5537,19,0,0
12,2,19,2016,16,23,6,5537,19,0,0
13,2,19,2016,16,23,7,5537,19,0,0
14,2,19,2016,16,23,8,5537,19,0,0
15,2,19,2016,16,23,9,5537,19,0,0
16,2,19,2016,16,23,10,5537,19,0,0
17,2,19,2016,16,23,11,5537,19,0,0
18,2,19,2016,16,23,12,5537,19,0,0
19,2,19,2016,16,23,13,5537,19,0,0
20,2,19,2016,16,23,14,5537,19,0,0
21,2,19,2016,16,23,15,5537,19,0,0
22,2,19,2016,16,23,16,5537,19,0,0
23,2,19,2016,16,23,17,5537,19,0,0
24,2,19,2016,16,23,18,5537,19,0,0
25,2,19,2016,16,23,20,5537,19,0,0
26,2,19,2016,16,23,21,5537,19,0,0
27,2,19,2016,16,23,22,5537,19,0,0
28,2,19,2016,16,23,23,5537,19,0,0
29,2,19,2016,16,23,24,5537,19,0,0
30,2,19,2016,16,23,25,5537,19,0,0
31,2,19,2016,16,23,26,5537,19,0,0
32,2,19,2016,16,23,27,5537,19,0,0
33,2,19,2016,16,23,28,5537,19,0,0
34,2,19,2016,16,23,29,5537,19,0,0
35,2,19,2016,16,23,30,5537,19,0,0
36,2,19,2016,16,23,31,5537,19,0,0
37,2,19,2016,16,23,32,5537,19,0,0
38,2,19,2016,16,23,33,5537,19,0,0
39,2,19,2016,16,23,34,5537,19,0,0
40,2,19,2016,16,23,35,5537,19,0,0
41,2,19,2016,16,23,36,5537,19,0,0
42,2,19,2016,16,23,37,5537,19,0,0
43,2,19,2016,16,23,38,5537,19,0,0
44,2,19,2016,16,23,39,5537,19,0,0
45,2,19,2016,16,23,40,5537,19,0,0
46,2,19,2016,16,23,41,5537,19,0,0
47,2,19,2016,16,23,42,5537,19,0,0
48,2,19,2016,16,23,43,5537,19,0,0
49,2,19,2016,16,23,44,5537,19,0,0
50,2,19,2016,16,23,45,5537,19,0,0
51,2,19,2016,16,23,46,5537,19,0,0
52,2,19,2016,16,23,47,5537,19,0,0
53,2,19,2016,16,23,48,5537,19,0,0
54,2,19,2016,16,23,49,5537,19,0,0
55,2,19,2016,16,23,50,5537,19,0,0
56,2,19,2016,16,23,51,5537,19,0,0
57,2,19,2016,16,23,52,5537,19,0,0
58,2,19,2016,16,23,53,5537,19,0,0
59,2,19,2016,16,23,54,5537,19,0,0
60,2,19,2016,16,23,55,5537,19,0,0
61,2,19,2016,16,23,56,5537,19,0,0
62,2,19,2016,16,23,57,5537,19,0,0
63,2,19,2016,16,23,58,5537,19,0,0
64,2,19,2016,16,23,59,5537,19,0,0
65,2,19,2016,16,24,0,5537,19,0,0
66,2,19,2016,16,24,1,5537,19,0,0
67,2,19,2016,16,24,2,5537,19,0,0
68,2,19,2016,16,24,3,5537,19,0,0
69,2,19,2016,16,24,4,5537,19,0,0
70,2,19,2016,16,24,5,5537,19,0,0
71,2,19,2016,16,24,6,5537,19,0,0
72,2,19,2016,16,24,7,5537,19,0,0
73,2,19,2016,16,24,8,5537,19,0,0
74,2,19,2016,16,24,9,5537,19,0,0
75,2,19,2016,16,24,10,5537,19,0,0
76,2,19,2016,16,24,11,5537,19,0,0
77,2,19,2016,16,24,12,5537,19,0,0
78,2,19,2016,16,24,13,5537,19,0,0
79,2,19,2016,16,24,14,5537,19,0,0
80,2,19,2016,16,24,15,5537,19,0,0
81,2,19,2016,16,24,16,5537,19,0,0
82,2,19,2016,16,24,17,5537,19,0,0
83,2,19,2016,16,24,18,5537,19,0,0
84,2,19,2016,16,24,19,5537,19,0,0
85,2,19,2016,16,24,20,5537,19,0,0
86,2,19,2016,16,24,21,5537,19,0,0
87,2,19,2016,16,24,22,5537,19,0,0
88,2,19,2016,16,24,23,5537,19,0,0
89,2,19,2016,16,24,24,5537,19,0,0
90,2,19,2016,16,24,25,5537,19,0,0
91,2,19,2016,16,24,26,5537,19,0,0
92,2,19,2016,16,24,27,5537,19,0,0
93,2,19,2016,16,24,28,5537,19,0,0
94,2,19,2016,16,24,29,5537,19,0,0
95,2,19,2016,16,24,30,5537,19,0,0
96,2,19,2016,16,24,31,5537,19,0,0
97,2,19,2016,16,24,33,5537,19,0,0
98,2,19,2016,16,24,34,5537,19,0,0
99,2,19,2016,16,24,35,5537,19,0,0
100,2,19,2016,16,24,36,5537,19,0,0
101,2,19,2016,16,24,37,5537,19,0,0
102,2,19,2016,16,24,38,5537,19,0,0
103,2,19,2016,16,24,39,5537,19,0,0
104,2,19,2016,16,24,40,5537,19,0,0
105,2,19,2016,16,24,41,5537,19,0,0
106,2,19,2016,16,24,42,5537,19,0,0
107,2,19,2016,16,24,43,5537,19,0,0
