Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,3,23,2016,14,3,18,5537,18.5,0,0
1,3,23,2016,14,3,19,5537,18.5,0,0
2,3,23,2016,14,3,20,5537,18.5,0,0
3,3,23,2016,14,3,21,5537,18.5,0,0
4,3,23,2016,14,3,22,5537,18.5,0,0
5,3,23,2016,14,3,23,5537,18.5,0,0
6,3,23,2016,14,3,24,5537,18.5,0,0
7,3,23,2016,14,3,25,5537,18.5,0,0
8,3,23,2016,14,3,26,5537,18.5,0,0
9,3,23,2016,14,3,27,5537,18.5,0,0
10,3,23,2016,14,3,28,5537,18.5,0,0
11,3,23,2016,14,3,29,5537,18.5,0,0
12,3,23,2016,14,3,30,5537,18.5,0,0
13,3,23,2016,14,3,31,5537,18.5,0,0
14,3,23,2016,14,3,32,5537,18.5,0,0
15,3,23,2016,14,3,33,5537,18.5,0,0
16,3,23,2016,14,3,34,5537,18.5,0,0
17,3,23,2016,14,3,35,5537,18.5,0,0
18,3,23,2016,14,3,36,5537,18.5,0,0
19,3,23,2016,14,3,37,5537,18.5,0,0
20,3,23,2016,14,3,38,5537,18.5,0,0
21,3,23,2016,14,3,39,5537,18.5,0,0
22,3,23,2016,14,3,40,5537,18.5,0,0
23,3,23,2016,14,3,41,5537,18.5,0,0
24,3,23,2016,14,3,42,5537,18.5,0,0
25,3,23,2016,14,3,43,5537,18.5,0,0
26,3,23,2016,14,3,44,5537,18.5,0,0
27,3,23,2016,14,3,45,5537,18.5,0,0
28,3,23,2016,14,3,46,5537,18.5,0,0
29,3,23,2016,14,3,47,5537,18.5,0,0
30,3,23,2016,14,3,48,5537,18.5,0,0
31,3,23,2016,14,3,49,5537,18.5,0,0
32,3,23,2016,14,3,50,5537,18.5,0,0
33,3,23,2016,14,3,51,5537,18.5,0,0
34,3,23,2016,14,3,52,5537,18.5,0,0
35,3,23,2016,14,3,53,5537,18.5,0,0
36,3,23,2016,14,3,54,5537,18.5,0,0
37,3,23,2016,14,3,55,5537,18.5,0,0
