Sample,Month,Day,Year,Hour,Minute,Second,Loop_L,ambient_L,Loop_R,ambient_R
0,1,28,2016,16,37,2,5537,18.8,0,0
1,1,28,2016,16,37,3,5537,18.8,0,0
2,1,28,2016,16,37,4,5537,18.8,0,0
3,1,28,2016,16,37,5,5537,18.8,0,0
4,1,28,2016,16,37,6,5537,18.8,0,0
5,1,28,2016,16,37,7,5537,18.8,0,0
6,1,28,2016,16,37,8,5537,18.8,0,0
7,1,28,2016,16,37,9,5537,18.8,0,0
8,1,28,2016,16,37,10,5537,18.8,0,0
9,1,28,2016,16,37,12,5537,18.8,0,0
10,1,28,2016,16,37,13,5537,18.8,0,0
11,1,28,2016,16,37,14,5537,18.8,0,0
12,1,28,2016,16,37,15,5537,18.8,0,0
13,1,28,2016,16,37,16,5537,18.8,0,0
14,1,28,2016,16,37,17,5537,18.8,0,0
15,1,28,2016,16,37,18,5537,18.8,0,0
16,1,28,2016,16,37,19,5537,18.8,0,0
17,1,28,2016,16,37,20,5537,18.8,0,0
18,1,28,2016,16,37,21,5537,18.8,0,0
19,1,28,2016,16,37,22,5537,18.8,0,0
20,1,28,2016,16,37,23,5537,18.8,0,0
21,1,28,2016,16,37,24,5537,18.8,0,0
22,1,28,2016,16,37,25,5537,18.8,0,0
23,1,28,2016,16,37,26,5537,18.8,0,0
24,1,28,2016,16,37,27,5537,18.8,0,0
25,1,28,2016,16,37,28,5537,18.8,0,0
26,1,28,2016,16,37,29,5537,18.8,0,0
27,1,28,2016,16,37,30,5537,18.8,0,0
28,1,28,2016,16,37,31,5537,18.8,0,0
29,1,28,2016,16,37,32,5537,18.8,0,0
30,1,28,2016,16,37,33,5537,18.8,0,0
31,1,28,2016,16,37,34,5537,18.8,0,0
32,1,28,2016,16,37,35,5537,18.8,0,0
33,1,28,2016,16,37,36,5537,18.8,0,0
34,1,28,2016,16,37,37,5537,18.8,0,0
35,1,28,2016,16,37,38,5537,18.8,0,0
36,1,28,2016,16,37,39,5537,18.8,0,0
37,1,28,2016,16,37,40,5537,18.8,0,0
38,1,28,2016,16,37,41,5537,18.8,0,0
39,1,28,2016,16,37,42,5537,18.8,0,0
40,1,28,2016,16,37,43,5537,18.8,0,0
41,1,28,2016,16,37,44,5537,18.8,0,0
42,1,28,2016,16,37,45,5537,18.8,0,0
43,1,28,2016,16,37,46,5537,18.8,0,0
