Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	516.9561	1	437	2761	2975	4263	526	-7.5	200	1	1	520.0530	1	1	
2	0	525.3762	0	437	2761	2975	4263	551	-7.5	200	1	0	527.2304	0	0	
3	1	533.3739	0	437	2761	2975	4263	551	-7.5	200	1	1	534.4142	1	0	
4	0	538.7361	0	437	2761	2975	4263	626	-7.5	200	1	1	540.1460	1	0	
5	0	544.0179	1	437	2761	2975	4263	701	-7.5	200	1	1	546.2601	1	0	
6	0	550.0437	1	437	2761	2975	4263	726	-7.5	200	1	0	551.6855	0	1	
7	1	558.4382	0	437	2761	2975	4263	726	-7.5	200	1	1	559.4066	1	1	
8	0	563.1943	0	936	1551	2975	4263	751	-12.5	200	0	1	563.9384	0	1	
9	1	569.8929	0	936	1551	2975	4263	751	-12.5	200	0	1	571.1327	0	1	
10	1	577.5724	0	936	1551	2975	4263	751	-12.5	200	0	1	578.5207	0	1	
11	1	583.4703	0	936	1551	2975	4263	751	-12.5	200	0	0	585.0876	1	1	
12	0	591.0778	1	936	1551	2975	4263	676	-12.5	200	0	0	593.2796	1	0	
13	0	600.1056	0	936	1551	2975	4263	601	-12.5	200	0	0	601.5923	1	1	
14	0	609.7107	0	936	1551	2975	4263	501	-12.5	200	0	0	611.5138	1	0	
15	0	618.8930	1	936	1551	2975	4263	576	-12.5	200	0	1	621.5707	0	1	
16	1	626.0475	0	936	1551	2975	4263	576	-12.5	200	0	0	628.0183	1	1	
17	0	636.7873	1	437	2761	2975	4263	676	-7.5	200	1	0	639.5861	0	1	
18	1	651.4223	0	437	2761	2975	4263	676	-7.5	200	1	1	652.5225	1	1	
19	0	656.4810	0	936	1551	2975	4263	526	-12.5	200	0	1	657.4209	0	0	
20	1	663.3920	0	936	1551	2975	4263	526	-12.5	200	0	0	664.8968	1	0	
21	0	670.8478	1	437	2761	2975	4263	501	-7.5	200	1	0	673.5980	0	1	
22	1	683.1617	0	437	2761	2975	4263	501	-7.5	200	1	1	683.9649	1	1	
23	0	687.6036	1	936	1551	2975	4263	601	-12.5	200	0	0	690.2777	1	0	
24	0	697.4830	1	936	1551	2975	4263	551	-12.5	200	0	0	700.1279	1	1	
25	0	707.4478	0	936	1551	2975	4263	651	-12.5	200	0	0	708.9050	1	1	
26	0	715.3522	0	437	2761	2975	4263	751	-7.5	200	1	0	716.7721	0	1	
27	1	722.6987	0	437	2761	2975	4263	751	-7.5	200	1	1	723.4356	1	1	
28	0	727.4270	0	936	1551	2975	4263	576	-12.5	200	0	1	728.4442	0	0	
29	1	732.9011	0	936	1551	2975	4263	576	-12.5	200	0	0	734.5284	1	0	
30	0	744.4782	0	936	1551	2975	4263	626	-12.5	200	0	0	745.8787	1	1	
31	0	752.6003	1	936	1551	2975	4263	726	-12.5	200	0	0	755.3709	1	0	
32	0	763.3692	0	437	2761	2975	4263	751	-7.5	200	1	1	764.5429	1	0	
33	0	768.3568	0	437	2761	2975	4263	676	-7.5	200	1	1	769.2716	1	0	
34	0	773.7854	0	437	2761	2975	4263	526	-7.5	200	1	1	774.7496	1	1	
35	0	778.7656	1	437	2761	2975	4263	701	-7.5	200	1	1	781.5719	1	0	
36	0	785.8702	1	936	1551	2975	4263	601	-12.5	200	0	1	788.3049	0	1	
37	1	794.6759	0	936	1551	2975	4263	601	-12.5	200	0	1	796.1928	0	1	
38	1	801.6016	1	936	1551	2975	4263	601	-12.5	200	0	0	804.2553	1	1	
39	0	812.5650	1	437	2761	2975	4263	651	-7.5	200	1	0	815.8400	0	1	
40	1	821.0514	0	437	2761	2975	4263	651	-7.5	200	1	1	822.0813	1	1	
