Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	732.2976	0	936	1551	2975	4263	726	-11.5	200	0	0	734.8265	1	1	
2	0	743.6984	1	936	1551	2975	4263	701	-14.5	200	0	1	744.4522	0	1	
3	1	751.6439	1	936	1551	2975	4263	701	-14.5	200	0	0	754.8391	1	1	
4	0	760.5754	1	437	2761	2975	4263	501	-9.5	200	1	1	762.6279	1	1	
5	0	766.1443	0	437	2761	2975	4263	601	-6.5	200	1	0	767.1752	0	1	
6	1	772.6342	0	437	2761	2975	4263	601	-6.5	200	1	1	773.3750	1	1	
7	0	777.1113	0	936	1551	2975	4263	626	-8.5	200	0	0	777.7636	1	1	
8	0	783.7749	0	936	1551	2975	4263	526	-17.5	200	0	0	784.9378	1	1	
9	0	790.8858	1	437	2761	2975	4263	551	-12.5	200	1	1	792.9991	1	1	
10	0	797.2820	0	936	1551	2975	4263	676	-14.5	200	0	1	797.6804	0	1	
11	1	802.2993	0	936	1551	2975	4263	676	-14.5	200	0	1	803.0908	0	1	
12	1	807.1909	0	936	1551	2975	4263	676	-14.5	200	0	0	807.7714	1	1	
13	0	812.7235	1	437	2761	2975	4263	651	-12.5	200	1	1	814.4069	1	1	
14	0	818.6244	0	936	1551	2975	4263	751	-8.5	200	0	0	819.4794	1	1	
15	0	824.8889	0	936	1551	2975	4263	526	-11.5	200	0	0	826.5259	1	1	
16	0	832.9290	0	437	2761	2975	4263	551	-6.5	200	1	1	833.6848	1	1	
17	0	837.9934	0	936	1551	2975	4263	676	-17.5	200	0	0	838.4629	1	1	
18	0	843.4269	1	437	2761	2975	4263	651	-3.5	200	1	0	845.4226	0	1	
19	1	851.2105	0	437	2761	2975	4263	651	-3.5	200	1	1	851.5319	1	1	
20	0	855.3352	1	437	2761	2975	4263	701	-9.5	200	1	1	855.7851	1	1	
21	0	860.2803	0	936	1551	2975	4263	501	-8.5	200	0	0	862.3873	1	1	
22	0	868.1555	0	936	1551	2975	4263	626	-11.5	200	0	0	869.2231	1	1	
23	0	875.5147	1	437	2761	2975	4263	601	-3.5	200	1	1	876.9130	1	1	
24	0	880.5550	0	437	2761	2975	4263	576	-6.5	200	1	1	881.2746	1	1	
25	0	885.4731	0	437	2761	2975	4263	726	-12.5	200	1	1	886.3670	1	1	
26	0	889.9559	0	936	1551	2975	4263	501	-14.5	200	0	1	890.8458	0	1	
27	1	894.4521	1	936	1551	2975	4263	501	-14.5	200	0	0	896.8486	1	1	
28	0	903.0730	0	936	1551	2975	4263	626	-17.5	200	0	0	904.4491	1	1	
29	0	910.0063	0	437	2761	2975	4263	551	-9.5	200	1	1	910.7968	1	1	
30	0	914.7203	0	936	1551	2975	4263	726	-11.5	200	0	0	915.2877	1	1	
31	0	920.3672	1	437	2761	2975	4263	526	-3.5	200	1	1	922.1233	1	1	
32	0	926.2412	0	936	1551	2975	4263	601	-17.5	200	0	0	927.5497	1	1	
33	0	932.8715	0	936	1551	2975	4263	651	-8.5	200	0	1	934.0144	0	1	
34	1	939.8233	1	936	1551	2975	4263	651	-8.5	200	0	0	940.8458	1	1	
35	0	945.7762	1	936	1551	2975	4263	576	-14.5	200	0	1	949.3049	0	1	
36	1	954.0622	1	936	1551	2975	4263	576	-14.5	200	0	0	956.8977	1	1	
37	0	962.7192	0	437	2761	2975	4263	701	-9.5	200	1	1	963.5340	1	1	
38	0	967.1292	0	437	2761	2975	4263	676	-12.5	200	1	1	967.8991	1	1	
39	0	972.0886	1	437	2761	2975	4263	726	-6.5	200	1	1	972.6228	1	1	
40	0	976.6951	0	936	1551	2975	4263	526	-14.5	200	0	0	978.8186	1	1	
41	0	986.8235	1	437	2761	2975	4263	626	-9.5	200	1	1	988.9550	1	1	
42	0	998.2499	1	936	1551	2975	4263	601	-8.5	200	0	1	1000.4254	0	1	
43	1	1006.7337	0	936	1551	2975	4263	601	-8.5	200	0	0	1008.2148	1	1	
44	0	1013.8624	0	936	1551	2975	4263	551	-17.5	200	0	0	1015.0405	1	1	
45	0	1019.9979	0	437	2761	2975	4263	751	-3.5	200	1	1	1020.6623	1	1	
46	0	1024.3240	1	437	2761	2975	4263	701	-6.5	200	1	1	1024.7434	1	1	
47	0	1029.5970	1	936	1551	2975	4263	576	-11.5	200	0	0	1032.1871	1	1	
48	0	1038.0153	0	437	2761	2975	4263	676	-12.5	200	1	1	1039.3457	1	1	
49	0	1043.4861	0	437	2761	2975	4263	501	-3.5	200	1	1	1044.2827	1	1	
50	0	1047.9951	0	936	1551	2975	4263	526	-8.5	200	0	1	1048.6446	0	1	
51	1	1055.0111	0	936	1551	2975	4263	526	-8.5	200	0	0	1056.4548	1	1	
52	0	1061.5084	0	936	1551	2975	4263	601	-11.5	200	0	0	1062.6980	1	1	
53	0	1068.7839	0	936	1551	2975	4263	501	-17.5	200	0	0	1070.3623	1	1	
54	0	1076.3740	0	437	2761	2975	4263	576	-12.5	200	1	1	1077.0621	1	1	
55	0	1081.0807	0	437	2761	2975	4263	676	-9.5	200	1	1	1082.3152	1	1	
56	0	1085.6450	0	936	1551	2975	4263	551	-14.5	200	0	1	1086.5078	0	1	
57	1	1092.1801	0	936	1551	2975	4263	551	-14.5	200	0	0	1093.2775	1	1	
58	0	1098.2858	0	437	2761	2975	4263	751	-6.5	200	1	1	1099.0891	1	1	
