Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	75.0265	1	936	1551	2975	4263	726	-3.5	200	0	1	87.9740		0	
2	1	95.1100	0	936	1551	2975	4263	726	-3.5	200	0	0	96.2087	1	0	
3	0	103.0404	0	437	2761	2975	4263	651	-3.5	200	1	1	103.4441	1	1	
4	0	106.8667	1	437	2761	2975	4263	501	-3.5	200	1	1	107.4364	1	1	
5	0	110.7922	0	936	1551	2975	4263	676	-3.5	200	0	0	113.1481	1	1	
6	0	117.6219	0	936	1551	2975	4263	751	-3.5	200	0	1	118.1225		0	
7	1	125.0728	1	936	1551	2975	4263	751	-3.5	200	0	1	125.6347		0	
8	1	130.7053	0	936	1551	2975	4263	751	-3.5	200	0	1	132.0549		0	
9	1	143.4704	1	936	1551	2975	4263	751	-3.5	200	0	1	143.8046		0	
10	1	151.4812	0	936	1551	2975	4263	751	-3.5	200	0	0	152.4193	1	0	
11	0	157.5385	1	936	1551	2975	4263	601	-3.5	200	0	1	158.1107		0	
12	1	162.9800	0	936	1551	2975	4263	601	-3.5	200	0	0	164.0794	1	0	
13	0	170.1457	1	437	2761	2975	4263	576	-3.5	200	1	0	172.2481		0	
14	1	176.0152	1	437	2761	2975	4263	576	-3.5	200	1	1	176.6127	1	0	
15	0	180.1986	0	936	1551	2975	4263	626	-3.5	200	0	1	181.7009		1	
16	1	185.5119	0	936	1551	2975	4263	626	-3.5	200	0	0	186.7251	1	1	
17	0	191.7606	1	437	2761	2975	4263	526	-3.5	200	1	1	193.8087	1	1	
18	0	197.5628	0	437	2761	2975	4263	701	-3.5	200	1	1	198.1457	1	0	
19	0	203.5746	1	437	2761	2975	4263	676	-3.5	200	1	1	205.8672	1	0	
20	0	209.4304	0	936	1551	2975	4263	651	-3.5	200	0	0	210.4475	1	1	
21	0	215.5698	0	936	1551	2975	4263	626	-3.5	200	0	0	216.4588	1	0	
22	0	221.7382	0	437	2761	2975	4263	601	-3.5	200	1	1	222.3638	1	1	
23	0	227.9036	0	437	2761	2975	4263	701	-3.5	200	1	0	228.6421		1	
24	1	232.8118	0	437	2761	2975	4263	701	-3.5	200	1	1	233.4132	1	1	
25	0	240.4772	1	437	2761	2975	4263	551	-3.5	200	1	0	242.4829		1	
26	1	246.1830	0	437	2761	2975	4263	551	-3.5	200	1	1	246.8753	1	1	
27	0	254.8913	1	437	2761	2975	4263	501	-3.5	200	1	0	257.2324		0	
28	1	260.9134	0	437	2761	2975	4263	501	-3.5	200	1	1	261.5399	1	0	
29	0	264.8928	0	936	1551	2975	4263	526	-3.5	200	0	0	265.7759	1	0	
30	0	271.9738	0	936	1551	2975	4263	576	-3.5	200	0	1	272.7002		1	
