Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	22.6077	0	437	2761	2975	4263	751	-12.5	200	1	0	23.9604		0	
2	1	31.8193	1	437	2761	2975	4263	751	-12.5	200	1	1	34.1419	1	0	
3	0	38.6735	0	437	2761	2975	4263	701	-3.5	200	1	0	39.6179		0	
4	1	44.5718	1	437	2761	2975	4263	701	-3.5	200	1	1	46.8344	1	0	
5	0	50.4939	1	437	2761	2975	4263	726	-12.5	200	1	1	52.6660	1	1	
6	0	56.7794	0	437	2761	2975	4263	601	-3.5	200	1	0	57.7180		1	
7	1	62.7087	0	437	2761	2975	4263	601	-3.5	200	1	1	63.6103	1	1	
8	0	67.6289	0	437	2761	2975	4263	651	-7.5	200	1	0	68.4689		0	
9	1	72.5072	0	437	2761	2975	4263	651	-7.5	200	1	1	72.9103	1	0	
10	0	76.1675	0	437	2761	2975	4263	526	-7.5	200	1	1	76.9580	1	1	
11	0	80.4452	0	936	1551	2975	4263	501	-7.5	200	0	0	81.3253	1	1	
12	0	85.5038	0	936	1551	2975	4263	551	-12.5	200	0	1	86.3591		0	
13	1	90.2431	0	936	1551	2975	4263	551	-12.5	200	0	1	91.0662		0	
14	1	98.4297	1	936	1551	2975	4263	551	-12.5	200	0	1	100.2056		0	
15	1	104.2799	0	936	1551	2975	4263	551	-12.5	200	0	0	105.5077	1	0	
16	0	110.2788	1	936	1551	2975	4263	626	-3.5	200	0	1	113.6008		1	
17	1	117.2814	0	936	1551	2975	4263	626	-3.5	200	0	0	118.6202	1	1	
18	0	124.7532	0	936	1551	2975	4263	676	-3.5	200	0	0	125.5453	1	0	
19	0	130.7110	0	936	1551	2975	4263	651	-7.5	200	0	0	131.7254	1	0	
20	0	137.1362	0	936	1551	2975	4263	551	-12.5	200	0	0	138.0621	1	1	
21	0	143.1886	0	437	2761	2975	4263	501	-7.5	200	1	1	144.0117	1	1	
22	0	147.6067	0	936	1551	2975	4263	601	-7.5	200	0	0	148.4005	1	1	
23	0	153.3909	1	437	2761	2975	4263	751	-12.5	200	1	1	155.7581	1	1	
24	0	159.6764	0	437	2761	2975	4263	676	-3.5	200	1	1	160.8413	1	1	
25	0	164.7476	0	936	1551	2975	4263	726	-12.5	200	0	0	166.1256	1	0	
26	0	170.8969	1	936	1551	2975	4263	526	-3.5	200	0	1	173.9435		0	
27	1	178.2946	0	936	1551	2975	4263	526	-3.5	200	0	0	179.8360	1	0	
28	0	184.9069	1	936	1551	2975	4263	626	-3.5	200	0	1	187.8272		1	
29	1	191.8065	0	936	1551	2975	4263	626	-3.5	200	0	0	193.0013	1	1	
30	0	199.5945	0	437	2761	2975	4263	701	-3.5	200	1	1	200.3134	1	0	
31	0	204.0652	0	936	1551	2975	4263	501	-12.5	200	0	0	205.0441	1	1	
32	0	210.4727	0	437	2761	2975	4263	576	-12.5	200	1	1	211.3252	1	0	
33	0	219.5719	0	437	2761	2975	4263	726	-7.5	200	1	1	220.2182	1	0	
34	0	226.1252	0	936	1551	2975	4263	701	-7.5	200	0	0	226.9335	1	0	
35	0	232.3497	0	936	1551	2975	4263	751	-7.5	200	0	1	233.1119		1	
36	1	239.5188	0	936	1551	2975	4263	751	-7.5	200	0	1	240.2332		1	
37	1	250.8565	1	936	1551	2975	4263	751	-7.5	200	0	0	251.7602	1	1	
38	0	258.1784	0	437	2761	2975	4263	651	-12.5	200	1	1	259.8732	1	1	
39	0	264.8244	0	936	1551	2975	4263	626	-12.5	200	0	1	265.5716		1	
40	1	270.0584	0	936	1551	2975	4263	626	-12.5	200	0	0	270.7084	1	1	
41	0	275.0006	0	437	2761	2975	4263	526	-7.5	200	1	0	275.9512		0	
42	1	279.9357	0	437	2761	2975	4263	526	-7.5	200	1	1	280.8952	1	0	
43	0	291.0357	0	936	1551	2975	4263	601	-12.5	200	0	0	292.2126	1	0	
44	0	300.2071	0	437	2761	2975	4263	551	-12.5	200	1	0	301.8488		0	
45	1	318.3738	0	437	2761	2975	4263	551	-12.5	200	1	1	318.9982	1	0	
46	0	344.5519	0	936	1551	2975	4263	501	-3.5	200	0	1	377.0196		0	
