Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	1.3335	0	437	2761	2975	4263	726	-7.5	200	1	1	2.1703	1	1	
2	0	7.6878	0	437	2761	2975	4263	501	-7.5	200	1	1	8.1781	1	0	
3	0	12.5198	1	936	1551	2975	4263	626	-7.6	200	0	1	17.6974		1	
4	1	22.1800	0	936	1551	2975	4263	626	-7.6	200	0	0	23.6963	1	1	
5	0	28.4933	0	437	2761	2975	4263	551	-7.6	200	1	0	29.8920		1	
6	1	34.4557	1	437	2761	2975	4263	551	-7.6	200	1	1	35.1232	1	1	
7	0	39.2471	0	936	1551	2975	4263	701	-7.6	200	0	1	40.7065		0	
8	1	45.2298	0	936	1551	2975	4263	701	-7.6	200	0	0	46.7370	1	0	
9	0	52.1779	0	936	1551	2975	4263	576	-7.5	200	0	0	53.5909	1	0	
10	0	59.4521	1	437	2761	2975	4263	651	-7.5	200	1	1	62.5149	1	0	
11	0	66.1872	0	437	2761	2975	4263	751	-7.6	200	1	1	66.7728	1	0	
12	0	69.9236	0	936	1551	2975	4263	526	-7.6	200	0	0	70.9430	1	0	
13	0	76.7368	0	936	1551	2975	4263	676	-7.5	200	0	0	78.1090	1	1	
14	0	83.2546	0	437	2761	2975	4263	501	-7.5	200	1	1	84.2002	1	1	
15	0	87.6471	0	936	1551	2975	4263	526	-7.6	200	0	0	88.5950	1	1	
16	0	95.3794	0	437	2761	2975	4263	726	-7.6	200	1	1	96.1338	1	1	
17	0	100.1102	0	437	2761	2975	4263	601	-7.5	200	1	1	100.9913	1	0	
18	0	104.4371	0	936	1551	2975	4263	651	-7.5	200	0	0	105.3846	1	1	
19	0	112.5397	0	437	2761	2975	4263	701	-7.5	200	1	1	113.3590	1	0	
20	0	119.2476	0	437	2761	2975	4263	751	-7.5	200	1	1	119.8995	1	1	
21	0	123.4058	1	936	1551	2975	4263	576	-7.6	200	0	0	124.3644	1	0	
22	0	130.2538	0	936	1551	2975	4263	676	-7.6	200	0	0	132.2758	1	1	
23	0	138.6942	0	936	1551	2975	4263	551	-7.6	200	0	0	140.2036	1	1	
24	0	147.5830	1	437	2761	2975	4263	501	-7.5	200	1	1	150.1598	1	1	
25	0	154.0617	1	437	2761	2975	4263	576	-7.6	200	1	1	156.3671	1	0	
26	0	159.9362	0	936	1551	2975	4263	751	-7.6	200	0	0	161.0418	1	0	
27	0	166.9672	0	936	1551	2975	4263	601	-7.5	200	0	0	168.8092	1	0	
28	0	175.6764	0	437	2761	2975	4263	651	-7.5	200	1	1	176.6434	1	0	
29	0	180.0054	0	936	1551	2975	4263	551	-7.6	200	0	0	181.0853	1	0	
30	0	187.0966	0	437	2761	2975	4263	626	-7.5	200	1	1	187.8663	1	0	
31	0	191.3410	0	936	1551	2975	4263	676	-7.5	200	0	0	192.9680	1	1	
32	0	199.8888	0	437	2761	2975	4263	726	-7.5	200	1	1	200.8736	1	1	
33	0	204.0398	1	437	2761	2975	4263	526	-7.6	200	1	1	204.8307	1	0	
