Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	3.0013	0	936	1551	2975	4263	751	3.5	200	0	1	4.1154		1	
2	1	9.7285	0	936	1551	2975	4263	751	3.5	200	0	1	10.7895		1	
3	1	16.8055	1	936	1551	2975	4263	751	3.5	200	0	0	19.8363	1	1	
4	0	24.9262	0	437	2761	2975	4263	726	3.5	200	1	1	25.6815	1	0	
5	0	29.7989	0	437	2761	2975	4263	676	3.5	200	1	1	30.4736	1	1	
6	0	34.8603	0	936	1551	2975	4263	501	3.5	200	0	0	36.9241	1	0	
7	0	42.1359	0	437	2761	2975	4263	626	3.5	200	1	0	43.4258		0	
8	1	48.5310	0	437	2761	2975	4263	626	3.5	200	1	1	49.4203	1	0	
9	0	54.1500	0	936	1551	2975	4263	701	3.5	200	0	1	54.6678		1	
10	1	58.4711	1	936	1551	2975	4263	701	3.5	200	0	0	61.9716	1	1	
11	0	67.4678	0	437	2761	2975	4263	651	3.5	200	1	1	68.4031	1	1	
12	0	73.2609	0	437	2761	2975	4263	551	3.5	200	1	0	74.5975		0	
13	1	78.4766	1	437	2761	2975	4263	551	3.5	200	1	1	81.4546	1	0	
14	0	85.5585	0	936	1551	2975	4263	601	3.5	200	0	0	86.2474	1	0	
15	0	92.1430	0	936	1551	2975	4263	576	3.5	200	0	0	93.7077	1	1	
16	0	100.0542	0	437	2761	2975	4263	576	3.5	200	1	1	101.0713	1	1	
17	0	105.4251	0	936	1551	2975	4263	501	3.5	200	0	0	106.4737	1	0	
18	0	111.9177	0	936	1551	2975	4263	551	3.5	200	0	0	112.8820	1	0	
19	0	118.3979	0	437	2761	2975	4263	701	3.5	200	1	1	119.0953	1	1	
20	0	123.7419	0	936	1551	2975	4263	626	3.5	200	0	1	124.4297		1	
21	1	128.1966	0	936	1551	2975	4263	626	3.5	200	0	0	129.9256	1	1	
22	0	135.3833	1	437	2761	2975	4263	676	3.5	200	1	1	138.2559	1	1	
23	0	143.8993	0	437	2761	2975	4263	601	3.5	200	1	0	144.9063		1	
24	1	151.6395	0	437	2761	2975	4263	601	3.5	200	1	0	153.2888		1	
25	1	159.9457	1	437	2761	2975	4263	601	3.5	200	1	1	162.4921	1	1	
26	0	166.7816	0	936	1551	2975	4263	751	3.5	200	0	0	167.6648	1	0	
27	0	172.1694	1	936	1551	2975	4263	726	3.5	200	0	1	175.3719		1	
28	1	179.9941	1	936	1551	2975	4263	726	3.5	200	0	0	183.2597	1	1	
