Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	133.6605	0	936	1551	2975	4263	526	-8.5	200	0	1	139.0947	0	1	
2	1	143.3821	0	936	1551	2975	4263	526	-8.5	200	0	1	146.9029	0	1	
3	1	164.2450	1	936	1551	2975	4263	526	-8.5	200	0	0	167.1854	1	1	
4	0	173.8983	1	437	2761	2975	4263	551	-3.5	200	1	0	176.6665	0	1	
5	1	182.4139	0	437	2761	2975	4263	551	-3.5	200	1	1	183.7199	1	1	
6	0	187.7934	1	936	1551	2975	4263	751	-17.5	200	0	0	188.5174	1	1	
7	0	195.1296	0	437	2761	2975	4263	726	-12.5	200	1	1	197.5307	1	1	
8	0	202.2063	0	437	2761	2975	4263	601	-7.5	200	1	1	203.1466	1	1	
9	0	207.5951	1	936	1551	2975	4263	501	-12.5	200	0	0	210.7004	1	1	
10	0	216.3859	0	936	1551	2975	4263	626	-17.5	200	0	0	217.7491	1	1	
11	0	223.0494	1	437	2761	2975	4263	651	-12.5	200	1	0	225.9630	0	1	
12	1	231.7889	0	437	2761	2975	4263	651	-12.5	200	1	1	232.6121	1	1	
13	0	236.6459	0	437	2761	2975	4263	701	-3.5	200	1	0	237.8305	0	1	
14	1	242.3246	0	437	2761	2975	4263	701	-3.5	200	1	1	242.9708	1	1	
15	0	251.1118	0	936	1551	2975	4263	576	-8.5	200	0	0	251.9657	1	1	
16	0	257.6383	1	437	2761	2975	4263	726	-7.5	200	1	0	258.6997	0	1	
17	1	264.0179	0	437	2761	2975	4263	726	-7.5	200	1	1	264.7330	1	1	
18	0	269.3849	1	936	1551	2975	4263	551	-12.5	200	0	1	270.0722	0	1	
19	1	276.4877	0	936	1551	2975	4263	551	-12.5	200	0	1	277.2842	0	1	
20	1	280.9902	0	936	1551	2975	4263	551	-12.5	200	0	1	282.2859	0	1	
21	1	288.0897	0	936	1551	2975	4263	551	-12.5	200	0	0	289.4573	1	1	
22	0	296.4278	1	936	1551	2975	4263	626	-17.5	200	0	0	298.5630	1	1	
23	0	305.8448	1	936	1551	2975	4263	701	-12.5	200	0	1	308.6334	0	1	
24	1	313.1523	1	936	1551	2975	4263	701	-12.5	200	0	0	315.5579	1	1	
25	0	322.7866	0	437	2761	2975	4263	751	-3.5	200	1	1	324.0014	1	1	
26	0	328.9565	1	936	1551	2975	4263	676	-8.5	200	0	0	330.1923	1	1	
27	0	335.5498	1	437	2761	2975	4263	651	-12.5	200	1	0	340.9443	0	1	
28	1	344.7552	0	437	2761	2975	4263	651	-12.5	200	1	1	345.6245	1	1	
29	0	349.8788	1	437	2761	2975	4263	576	-7.5	200	1	0	352.5386	0	1	
30	1	358.4259	0	437	2761	2975	4263	576	-7.5	200	1	1	359.2483	1	1	
31	0	363.6353	0	437	2761	2975	4263	526	-3.5	200	1	0	364.7059	0	1	
32	1	370.2793	0	437	2761	2975	4263	526	-3.5	200	1	1	371.0084	1	1	
33	0	375.4607	0	936	1551	2975	4263	601	-8.5	200	0	0	376.1869	1	1	
34	0	381.3979	0	936	1551	2975	4263	551	-17.5	200	0	0	382.2635	1	1	
35	0	387.9263	0	437	2761	2975	4263	601	-7.5	200	1	0	389.4135	0	1	
36	1	394.2237	0	437	2761	2975	4263	601	-7.5	200	1	1	395.1831	1	1	
