Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	206.7224	0	936	1551	2975	4263	651	6.5	200	0	0	207.4172	1	1	
2	0	213.2688	0	437	2761	2975	4263	751	6.5	200	1	1	214.0823	1	1	
3	0	226.0812	0	437	2761	2975	4263	726	6.5	200	1	0	227.3138		1	
4	1	231.2974	1	437	2761	2975	4263	726	6.5	200	1	1	232.1808	1	1	
5	0	235.5038	1	936	1551	2975	4263	626	6.5	200	0	1	239.3296		0	
6	1	244.4734	0	936	1551	2975	4263	626	6.5	200	0	0	245.4961	1	0	
7	0	250.4272	1	936	1551	2975	4263	526	6.5	200	0	1	253.0451		1	
8	1	259.6608	0	936	1551	2975	4263	526	6.5	200	0	1	260.6047		1	
9	1	264.5156	0	936	1551	2975	4263	526	6.5	200	0	0	265.5185	1	1	
10	0	270.7124	0	936	1551	2975	4263	601	6.5	200	0	0	271.9266	1	1	
11	0	278.2637	0	437	2761	2975	4263	551	6.5	200	1	1	279.2501	1	0	
12	0	282.4099	1	437	2761	2975	4263	676	6.5	200	1	1	282.9985	1	0	
13	0	286.1737	0	437	2761	2975	4263	576	6.5	200	1	1	287.7104	1	1	
14	0	290.6589	1	936	1551	2975	4263	501	6.5	200	0	0	291.1791	1	0	
15	0	296.8227	1	936	1551	2975	4263	551	6.5	200	0	1	300.1195		0	
16	1	307.1724	0	936	1551	2975	4263	551	6.5	200	0	0	307.9884	1	0	
17	0	314.0259	0	437	2761	2975	4263	601	6.5	200	1	1	315.5261	1	0	
18	0	323.9538	0	437	2761	2975	4263	726	6.5	200	1	0	324.8026		0	
19	1	329.8428	0	437	2761	2975	4263	726	6.5	200	1	1	330.5442	1	0	
20	0	334.3388	0	936	1551	2975	4263	526	6.5	200	0	0	335.4210	1	0	
21	0	340.8860	0	936	1551	2975	4263	676	6.5	200	0	0	341.6148	1	0	
22	0	347.2481	0	936	1551	2975	4263	626	6.5	200	0	0	348.1328	1	0	
23	0	353.8910	0	437	2761	2975	4263	701	6.5	200	1	1	354.7758	1	1	
24	0	358.2153	0	437	2761	2975	4263	501	6.5	200	1	0	358.7159		0	
25	1	364.2060	0	437	2761	2975	4263	501	6.5	200	1	1	364.8423	1	0	
26	0	368.2469	0	936	1551	2975	4263	576	6.5	200	0	0	369.0514	1	1	
27	0	373.9121	0	437	2761	2975	4263	651	6.5	200	1	1	374.8102	1	0	
28	0	378.1260	0	936	1551	2975	4263	551	6.5	200	0	0	378.6872	1	1	
29	0	384.9080	0	936	1551	2975	4263	726	6.5	200	0	0	385.7280	1	1	
30	0	392.5301	1	437	2761	2975	4263	501	6.5	200	1	0	394.7851		1	
31	1	398.6646	0	437	2761	2975	4263	501	6.5	200	1	0	399.7841		1	
32	1	404.9457	0	437	2761	2975	4263	501	6.5	200	1	1	406.1372	1	1	
33	0	409.8599	0	437	2761	2975	4263	626	6.5	200	1	0	410.7266		1	
34	1	417.4387	0	437	2761	2975	4263	626	6.5	200	1	0	418.3562		1	
35	1	422.0608	0	437	2761	2975	4263	626	6.5	200	1	1	422.5364	1	1	
36	0	429.4817	0	936	1551	2975	4263	526	6.5	200	0	0	430.5542	1	0	
37	0	435.8899	0	936	1551	2975	4263	751	6.5	200	0	0	436.6699	1	1	
38	0	442.8878	0	936	1551	2975	4263	601	6.5	200	0	0	443.7132	1	0	
39	0	449.5828	0	936	1551	2975	4263	651	6.5	200	0	1	450.6892		1	
40	1	455.3844	1	936	1551	2975	4263	651	6.5	200	0	1	455.9790		1	
41	1	459.8568	1	936	1551	2975	4263	651	6.5	200	0	0	463.7517	1	1	
42	0	469.0918	0	437	2761	2975	4263	576	6.5	200	1	1	469.9892	1	0	
43	0	473.6469	0	437	2761	2975	4263	676	6.5	200	1	0	474.1785		1	
44	1	479.8129	0	437	2761	2975	4263	676	6.5	200	1	1	480.4259	1	1	
45	0	484.4070	1	437	2761	2975	4263	726	6.5	200	1	1	486.2290	1	0	
46	0	490.2560	0	936	1551	2975	4263	626	6.5	200	0	1	491.2431		1	
47	1	497.1254	0	936	1551	2975	4263	626	6.5	200	0	0	498.0088	1	1	
48	0	503.3920	0	437	2761	2975	4263	676	6.5	200	1	0	504.1343		1	
49	1	509.3753	0	437	2761	2975	4263	676	6.5	200	1	0	510.3188		1	
50	1	515.4896	1	437	2761	2975	4263	676	6.5	200	1	1	517.4267	1	1	
51	0	520.9927	0	936	1551	2975	4263	551	6.5	200	0	0	521.6881	1	0	
52	0	527.0039	0	437	2761	2975	4263	751	6.5	200	1	1	527.7266	1	0	
53	0	533.4089	1	437	2761	2975	4263	651	6.5	200	1	1	535.2178	1	1	
54	0	539.0606	0	936	1551	2975	4263	501	6.5	200	0	0	539.7755	1	1	
55	0	545.8480	0	437	2761	2975	4263	601	6.5	200	1	0	546.9665		1	
56	1	552.6763	0	437	2761	2975	4263	601	6.5	200	1	0	553.3742		1	
57	1	558.2082	0	437	2761	2975	4263	601	6.5	200	1	1	558.8978	1	1	
58	0	562.6989	0	437	2761	2975	4263	576	6.5	200	1	0	563.3997		0	
59	1	567.5622	0	437	2761	2975	4263	576	6.5	200	1	1	568.3909	1	0	
60	0	576.2998	1	936	1551	2975	4263	701	6.5	200	0	0	578.3417	1	1	
61	0	584.2322	1	936	1551	2975	4263	601	6.5	200	0	0	585.1216	1	0	
62	0	592.3165	1	437	2761	2975	4263	626	6.5	200	1	1	595.8274	1	0	
63	0	599.5493	0	936	1551	2975	4263	676	6.5	200	0	0	600.5239	1	1	
64	0	606.9823	0	936	1551	2975	4263	651	6.5	200	0	0	607.7956	1	0	
65	0	614.8022	0	437	2761	2975	4263	551	6.5	200	1	1	615.8254	1	1	
66	0	621.8311	1	437	2761	2975	4263	726	6.5	200	1	1	624.1814	1	1	
67	0	627.9969	0	936	1551	2975	4263	701	6.5	200	0	0	628.9306	1	0	
68	0	635.3954	0	437	2761	2975	4263	751	6.5	200	1	1	636.2283	1	0	
69	0	644.1660	0	936	1551	2975	4263	526	6.5	200	0	0	644.8235	1	0	
70	0	650.3073	1	437	2761	2975	4263	576	6.5	200	1	1	652.5727	1	1	
71	0	656.7728	1	936	1551	2975	4263	676	6.5	200	0	1	659.2218		0	
72	1	663.4489	1	936	1551	2975	4263	676	6.5	200	0	0	665.5425	1	0	
73	0	671.3815	0	437	2761	2975	4263	501	6.5	200	1	0	672.6676		1	
74	1	678.4140	0	437	2761	2975	4263	501	6.5	200	1	1	679.2820	1	1	
75	0	685.1948	0	437	2761	2975	4263	701	6.5	200	1	1	686.2893	1	0	
76	0	690.4499	0	936	1551	2975	4263	601	6.5	200	0	0	690.9965	1	1	
77	0	697.5717	0	936	1551	2975	4263	726	6.5	200	0	1	698.1479		1	
78	1	702.5655	0	936	1551	2975	4263	726	6.5	200	0	0	703.5163	1	1	
79	0	709.8882	1	437	2761	2975	4263	626	6.5	200	1	1	711.9714	1	0	
80	0	715.3316	0	936	1551	2975	4263	526	6.5	200	0	0	716.3345	1	0	
81	0	722.2986	1	936	1551	2975	4263	651	6.5	200	0	0	724.6281	1	1	
82	0	731.2085	0	437	2761	2975	4263	751	6.5	200	1	0	732.2373		0	
83	1	741.1560	0	437	2761	2975	4263	751	6.5	200	1	1	741.6263	1	0	
84	0	744.7157	1	437	2761	2975	4263	551	6.5	200	1	0	746.6449		1	
85	1	763.3742	0	437	2761	2975	4263	551	6.5	200	1	1	764.5845	1	1	
86	0	770.2038	0	936	1551	2975	4263	651	6.5	200	0	0	771.4241	1	1	
87	0	778.2943	0	437	2761	2975	4263	676	6.5	200	1	1	779.2788	1	0	
