Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	38.0798	0	936	1551	2975	4263	676	-12.5	200	0	0	39.6601	1	0	
2	0	47.1640	1	936	1551	2975	4263	601	-3.5	200	0	0	48.5335	1	0	
3	0	55.2452	0	936	1551	2975	4263	726	-12.5	200	0	1	55.6982		1	
4	1	62.0825	1	936	1551	2975	4263	726	-12.5	200	0	0	62.9054	1	1	
5	0	69.4620	0	936	1551	2975	4263	651	-3.5	200	0	0	70.9756	1	1	
6	0	78.2900	0	936	1551	2975	4263	551	-7.5	200	0	0	79.8704	1	0	
7	0	87.0286	0	437	2761	2975	4263	501	-12.5	200	1	1	87.7378	1	1	
8	0	95.7936	0	437	2761	2975	4263	576	-12.5	200	1	1	96.4174	1	0	
9	0	102.6882	0	936	1551	2975	4263	701	-7.5	200	0	0	103.8393	1	1	
10	0	110.7220	0	437	2761	2975	4263	751	-3.5	200	1	1	111.0471	1	0	
11	0	117.3992	0	437	2761	2975	4263	626	-3.5	200	1	0	118.1084		1	
12	1	123.2884	0	437	2761	2975	4263	626	-3.5	200	1	1	123.6520	1	1	
13	0	131.4798	0	437	2761	2975	4263	676	-7.5	200	1	1	132.0294	1	1	
14	0	140.9256	0	437	2761	2975	4263	726	-7.5	200	1	1	141.4131	1	0	
15	0	147.7516	0	437	2761	2975	4263	701	-7.5	200	1	1	148.4486	1	0	
16	0	157.5484	1	437	2761	2975	4263	601	-3.5	200	1	1	158.1083	1	1	
17	0	161.9350	0	437	2761	2975	4263	526	-12.5	200	1	0	163.5314		1	
18	1	169.0299	0	437	2761	2975	4263	526	-12.5	200	1	1	169.8813	1	1	
19	0	179.9161	0	437	2761	2975	4263	751	-7.5	200	1	1	180.3595	1	1	
20	0	187.5935	1	936	1551	2975	4263	626	-7.5	200	0	0	190.7579	1	1	
21	0	197.5149	0	437	2761	2975	4263	651	-12.5	200	1	1	198.0568	1	0	
22	0	203.1371	0	936	1551	2975	4263	551	-12.5	200	0	0	203.8351	1	0	
23	0	210.7985	0	936	1551	2975	4263	576	-12.5	200	0	1	211.4308		1	
24	1	215.0604	1	936	1551	2975	4263	576	-12.5	200	0	0	217.2673	1	1	
25	0	223.4673	1	437	2761	2975	4263	551	-3.5	200	1	0	228.0527		0	
26	1	233.5365	0	437	2761	2975	4263	551	-3.5	200	1	1	234.1627	1	0	
27	0	240.7488	0	936	1551	2975	4263	601	-7.5	200	0	0	242.0412	1	0	
28	0	248.3959	1	936	1551	2975	4263	501	-3.5	200	0	0	251.2982	1	1	
29	0	257.7790	0	936	1551	2975	4263	701	-3.5	200	0	1	258.5922		0	
30	1	265.5681	0	936	1551	2975	4263	701	-3.5	200	0	0	266.8271	1	0	
31	0	273.8076	0	936	1551	2975	4263	626	-7.5	200	0	0	275.6603	1	1	
32	0	283.2267	0	936	1551	2975	4263	726	-3.5	200	0	0	284.3824	1	0	
33	0	290.6130	0	936	1551	2975	4263	751	-12.5	200	0	0	291.6327	1	0	
34	0	299.3827	0	437	2761	2975	4263	676	-3.5	200	1	1	300.0832	1	1	
35	0	305.1619	0	936	1551	2975	4263	651	-7.5	200	0	0	306.2830	1	0	
36	0	313.1307	0	936	1551	2975	4263	576	-3.5	200	0	1	313.9417		1	
37	1	320.9656	0	936	1551	2975	4263	576	-3.5	200	0	0	322.0926	1	1	
38	0	328.1316	0	437	2761	2975	4263	626	-3.5	200	1	0	329.2751		0	
39	1	334.2011	1	437	2761	2975	4263	626	-3.5	200	1	1	334.5689	1	0	
40	0	339.9115	0	437	2761	2975	4263	551	-7.5	200	1	0	342.1714		0	
41	1	346.3644	0	437	2761	2975	4263	551	-7.5	200	1	1	347.3143	1	0	
42	0	351.6361	1	437	2761	2975	4263	701	-12.5	200	1	1	352.0798	1	0	
43	0	356.6076	0	437	2761	2975	4263	676	-7.5	200	1	0	358.8740		1	
44	1	363.9680	0	437	2761	2975	4263	676	-7.5	200	1	1	364.4079	1	1	
45	0	369.4663	0	437	2761	2975	4263	526	-12.5	200	1	1	370.2992	1	1	
46	0	375.1834	0	936	1551	2975	4263	651	-12.5	200	0	0	376.2974	1	1	
47	0	382.6230	0	437	2761	2975	4263	726	-3.5	200	1	1	383.4461	1	0	
48	0	387.4776	0	437	2761	2975	4263	751	-7.5	200	1	1	387.8501	1	1	
49	0	391.5880	0	936	1551	2975	4263	601	-12.5	200	0	0	392.3475	1	1	
50	0	398.4027	0	437	2761	2975	4263	501	-3.5	200	1	0	399.7307		1	
51	1	403.7722	1	437	2761	2975	4263	501	-3.5	200	1	1	405.8144	1	1	
