Trial,Date,Session,Level,originalFile,Condition,Left,Right
47,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
48,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
49,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
50,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
51,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
52,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
53,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
54,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
55,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
56,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
57,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
58,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
59,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
60,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
61,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
62,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
63,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
64,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
65,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
66,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
67,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
68,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
69,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.8
70,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
71,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
72,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
73,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
74,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
75,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
76,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
77,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
78,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
79,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
80,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
81,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
82,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
83,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
84,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
85,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
86,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
87,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
88,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
89,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
90,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
91,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
92,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
93,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
94,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
95,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
96,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
97,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
98,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
99,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
100,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
101,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
102,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
103,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
104,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
105,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
106,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
107,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
108,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
109,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
110,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
111,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
112,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
113,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
114,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
115,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
116,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
117,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
118,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.4
119,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
120,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
121,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
122,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
123,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
124,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
125,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
126,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,6.9
127,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.3
128,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.3
2,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,11.7
3,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,11.7
4,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.9
5,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.9
6,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.9
7,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.9
8,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
9,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
10,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
11,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
12,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
13,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
14,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
15,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
16,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
17,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
18,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
19,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
20,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
21,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
22,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
23,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
24,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
25,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
26,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
27,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
28,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,10.7
29,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
30,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
31,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
32,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
33,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
34,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
35,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
36,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
37,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
38,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
39,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
40,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
41,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
42,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
43,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
44,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
45,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
46,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
47,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
48,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
49,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
50,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
51,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
52,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
53,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
54,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
55,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
56,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
57,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
58,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
59,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
60,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
61,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
62,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
63,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
64,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
65,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
66,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
67,2016-10-06,PM,L15_700_Robin,6_10_2016 level15_700_Robin 14_52 RCool04,Right,37.0,8.8
1,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,11.0
2,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,11.0
3,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,11.0
4,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,11.0
5,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,11.0
6,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,11.0
7,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
8,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
9,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
10,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
11,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
12,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
13,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
14,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
15,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
16,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
17,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
18,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
19,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
20,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
21,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
22,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
23,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
24,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
25,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
26,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
27,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
28,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
29,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.8
30,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
31,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
32,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
33,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
34,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
35,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
36,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
37,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
38,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
39,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
40,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
41,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
42,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
43,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
44,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
45,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
46,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
47,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,9.9
48,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,10.0
49,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,10.0
50,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,10.0
51,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,10.0
52,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,10.0
53,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,10.0
54,2016-10-07,AM,L15_700_Robin,7_10_2016 level15_700_Robin 8_44 RCool01,Right,37.0,10.0
