Trial,Date,Session,Level,originalFile,Condition,Left,Right
93,2016-10-25,AM,L15_700_Robin,25_10_2016 level15_700_Robin 8_27 Left_T9,Left,9.2,36.0
94,2016-10-25,AM,L15_700_Robin,25_10_2016 level15_700_Robin 8_27 Left_T9,Left,9.2,36.0
95,2016-10-25,AM,L15_700_Robin,25_10_2016 level15_700_Robin 8_27 Left_T9,Left,9.2,36.0
96,2016-10-25,AM,L15_700_Robin,25_10_2016 level15_700_Robin 8_27 Left_T9,Left,9.2,36.0
97,2016-10-25,AM,L15_700_Robin,25_10_2016 level15_700_Robin 8_27 Left_T9,Left,9.2,36.0
98,2016-10-25,AM,L15_700_Robin,25_10_2016 level15_700_Robin 8_27 Left_T9,Left,9.2,36.0
99,2016-10-25,AM,L15_700_Robin,25_10_2016 level15_700_Robin 8_27 Left_T9,Left,9.1,36.0
6,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,17.6,36.0
7,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,17.6,36.0
8,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,17.6,36.0
9,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,17.6,36.0
10,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,17.6,36.0
11,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,17.6,36.0
12,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,17.6,36.0
13,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
14,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
15,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
16,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
17,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
18,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
19,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
20,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
21,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
22,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,12.6,36.0
23,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
24,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
25,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
26,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
27,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
28,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
29,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
30,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
31,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
32,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
33,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,11.0,36.0
34,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.1,36.0
35,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.1,36.0
36,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.1,36.0
37,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.1,36.0
38,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.1,36.0
39,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.1,36.0
40,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
41,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
42,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
43,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
44,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
45,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
46,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
47,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
48,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
49,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
50,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.5,36.0
51,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
52,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
53,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
54,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
55,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
56,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
57,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
58,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
59,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,9.4,36.0
60,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
61,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
62,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
63,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
64,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
65,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
66,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
67,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
68,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
69,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
70,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.2,36.0
71,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
72,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
73,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
74,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
75,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
76,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
77,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
78,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
79,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
80,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
81,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
82,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
83,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
84,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
85,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
86,2016-10-26,AM,L15_700_Robin,26_10_2016 level15_700_Robin 10_22 Left_T23,Left,10.0,36.0
14,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
15,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
16,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
17,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
18,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
19,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
20,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
21,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
22,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,13.0
23,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.8
24,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.8
25,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.8
26,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.8
27,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.8
28,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.8
29,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.8
30,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
31,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
32,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
33,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
34,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
35,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
36,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
37,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
38,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
39,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
40,2016-10-04,PM,L15_700_Robin,4_10_2016 level15_700_Robin 15_3 RCool30,Right,37.0,11.0
11,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
12,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
13,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
14,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
15,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
16,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
17,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
18,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
19,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
20,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
21,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
22,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
23,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
24,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
25,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
26,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
27,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
28,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
29,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
30,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
31,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
32,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
33,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
34,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
35,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
36,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
37,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
38,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
39,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
40,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
41,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
42,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
43,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
44,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
45,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
46,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
47,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
48,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
49,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
50,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
51,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
52,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
53,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
54,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
55,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
56,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
57,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
58,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
59,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
60,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
61,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
62,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
63,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
64,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
65,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
66,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
67,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
68,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
69,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
70,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
71,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
72,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
73,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
74,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
75,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
76,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
77,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
78,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
79,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
80,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
81,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
82,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
83,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
84,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
85,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
86,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
87,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
88,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
89,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
90,2016-10-04,AM,L15_700_Robin,4_10_2016 level15_700_Robin 9_25 RCool_10,Right,37.0,9.4
1,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
2,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
3,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
4,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
5,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
6,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
7,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
8,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
9,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,11.0
10,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
11,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
12,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
13,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
14,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
15,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
16,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
17,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
18,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
19,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
20,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,9.0
21,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
22,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
23,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
24,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
25,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
26,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
27,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
28,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
29,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
30,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
31,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,8.0
32,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
33,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
34,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
35,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
36,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
37,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
38,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
39,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
40,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
41,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
42,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
43,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
44,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
45,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
46,2016-10-05,AM,L15_700_Robin,5_10_2016 level15_700_Robin 10_17 RCool_0,Right,37.0,7.5
