Condition,originalFile,Trial,CorrectionTrial,StartTime,CenterReward,SpkrIdx,SpkrPos,duration,HoldTime,Atten,Response,RespTime,Correct,ComputerTime,Modality,SessionDate,LeftTemperature,RightTemperature
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,112,0,1612.174,0,2,-90,700,1061,4.5,3,1613.427,0,736608.447721,Aud,2016-10-05 10:17:00,37.0,7.4
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,113,1,1618.618,0,2,-90,700,1061,4.5,2,1620.365,1,736608.447801,Aud,2016-10-05 10:17:00,37.0,7.4
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,114,0,1632.957,0,8,90,700,1041,9.0,6,1634.609,0,736608.447966,Aud,2016-10-05 10:17:00,37.0,7.4
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,115,1,1639.815,0,8,90,700,1041,9.0,4,1641.233,0,736608.448043,Aud,2016-10-05 10:17:00,37.0,7.4
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,116,1,1646.412,0,8,90,700,1041,9.0,8,1648.648,1,736608.448128,Aud,2016-10-05 10:17:00,37.0,7.4
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,117,0,1672.69,1,8,90,700,1161,9.0,4,1683.738,0,736608.448535,Aud,2016-10-05 10:17:00,37.0,7.4
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,118,1,1689.036,0,8,90,700,1161,9.0,6,1690.667,0,736608.448615,Aud,2016-10-05 10:17:00,37.0,7.4
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,119,1,1696.02,0,8,90,700,1161,9.0,8,1697.643,1,736608.448696,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,120,0,1719.663,0,7,60,700,1001,4.5,6,1721.736,0,736608.448974,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,121,1,1726.877,0,7,60,700,1001,4.5,8,1730.92,0,736608.449081,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,122,1,1736.062,0,7,60,700,1001,4.5,-1,-1.0,0,736608.449314,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,123,0,1759.909,0,8,90,700,1121,9.0,4,1761.774,0,736608.449438,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,124,1,1767.003,0,8,90,700,1121,9.0,4,1770.543,0,736608.449539,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,125,1,1775.79,0,8,90,700,1121,9.0,8,1777.075,1,736608.449615,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,126,0,1790.998,0,6,30,700,1001,0.0,6,1792.941,1,736608.449798,Aud,2016-10-05 10:17:00,37.0,6.9
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,127,0,1805.169,0,6,30,700,1101,4.5,7,1808.597,0,736608.44998,Aud,2016-10-05 10:17:00,37.0,7.3
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,128,0,1915.509,0,7,60,700,1061,4.5,3,1924.742,0,736608.451324,Aud,2016-10-05 10:17:00,37.0,7.3
Right,5_10_2016 level15_700_Robin 10_17 RCool_0,129,1,1930.981,0,7,60,700,1061,4.5,3,1933.182,0,736608.451422,Aud,2016-10-05 10:17:00,,
Right,10_10_2016 level15_700_Robin 16_5 RCool04,5,0,953.447,0,4,-30,700,1101,9.0,8,957.7,0,736613.681869,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,6,0,982.054,0,4,-30,700,1021,0.0,3,995.134,0,736613.682302,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,7,1,1008.914,0,4,-30,700,1021,0.0,2,1018.046,0,736613.682568,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,8,0,1022.583,0,3,-60,700,1161,9.0,4,1025.443,0,736613.682654,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,9,1,1033.811,0,3,-60,700,1161,9.0,3,1035.896,1,736613.682774,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,10,0,1048.71,0,3,-60,700,1141,9.0,3,1050.723,1,736613.682945,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,11,0,1064.168,0,7,60,700,1001,4.5,7,1066.441,1,736613.683128,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,12,0,1070.883,0,6,30,700,1061,0.0,3,1073.092,0,736613.683205,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,13,1,1080.464,0,6,30,700,1061,0.0,8,1083.031,0,736613.683319,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,14,1,1099.97,0,6,30,700,1061,0.0,2,1101.322,0,736613.683531,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,15,1,1107.326,0,6,30,700,1061,0.0,3,1109.279,0,736613.683624,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,16,1,1114.496,1,6,30,700,1061,0.0,4,1127.702,0,736613.683837,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,17,1,1136.29,0,6,30,700,1061,0.0,7,1138.771,0,736613.683965,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,18,1,1144.001,0,6,30,700,1061,0.0,8,1145.366,0,736613.684042,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,19,0,1150.525,0,2,-90,700,1201,9.0,2,1152.842,1,736613.684128,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,20,0,1164.456,0,7,60,700,1121,9.0,3,1166.02,0,736613.68428,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,21,1,1171.261,0,7,60,700,1121,9.0,4,1176.397,0,736613.6844,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,22,1,1181.665,0,7,60,700,1121,9.0,7,1185.421,1,736613.684505,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,23,0,1204.289,0,8,90,700,1181,0.0,7,1205.669,0,736613.684739,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,24,1,1211.218,0,8,90,700,1181,0.0,7,1212.668,0,736613.684821,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,25,1,1219.063,0,8,90,700,1181,0.0,3,1224.053,0,736613.684952,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,26,1,1229.417,0,8,90,700,1181,0.0,8,1230.892,1,736613.685031,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,27,0,1240.759,0,2,-90,700,1101,4.5,3,1242.216,0,736613.685162,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,28,1,1247.437,0,2,-90,700,1101,4.5,3,1248.678,0,736613.685237,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,29,1,1253.958,0,2,-90,700,1101,4.5,3,1255.661,0,736613.685318,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,30,1,1260.938,0,2,-90,700,1101,4.5,2,1263.209,1,736613.685405,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,31,0,1274.691,0,8,90,700,1161,9.0,7,1276.349,0,736613.685558,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,32,0,1307.325,0,4,-30,700,1041,0.0,8,1315.058,0,736613.686006,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,33,1,1323.327,0,4,-30,700,1041,0.0,3,1326.682,0,736613.68614,Aud,2016-10-10 16:05:00,37.0,10.0
Right,10_10_2016 level15_700_Robin 16_5 RCool04,34,1,1336.103,0,4,-30,700,1041,0.0,8,1344.545,0,736613.686347,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,35,1,1349.779,0,4,-30,700,1041,0.0,-1,-1.0,0,736613.686581,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,36,0,1377.98,0,3,-60,700,1121,4.5,2,1382.56,0,736613.686787,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,37,1,1387.859,0,3,-60,700,1121,4.5,3,1389.132,1,736613.686862,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,38,0,1398.49,0,6,30,700,1001,9.0,6,1401.425,1,736613.687005,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,39,0,1414.455,0,2,-90,700,1021,4.5,3,1415.805,0,736613.687171,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,40,1,1420.96,0,2,-90,700,1021,4.5,2,1422.365,1,736613.687248,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,41,0,1432.769,0,8,90,700,1061,0.0,4,1436.796,0,736613.687414,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,42,1,1444.626,0,8,90,700,1061,0.0,8,1446.424,1,736613.687525,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,43,0,1459.478,0,7,60,700,1081,9.0,6,1461.519,0,736613.6877,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,44,1,1466.721,0,7,60,700,1081,9.0,6,1468.479,0,736613.687781,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,45,1,1474.902,0,7,60,700,1081,9.0,4,1477.195,0,736613.687882,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,46,1,1482.421,0,7,60,700,1081,9.0,8,1488.119,0,736613.688008,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,47,0,1496.987,0,3,-60,700,1181,9.0,3,1501.72,1,736613.688165,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,48,0,1515.233,0,4,-30,700,1141,0.0,3,1517.005,0,736613.688342,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,49,1,1522.492,0,4,-30,700,1141,0.0,2,1524.213,0,736613.688426,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,50,1,1529.489,0,4,-30,700,1141,0.0,2,1531.343,0,736613.688509,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,51,1,1536.586,0,4,-30,700,1141,0.0,4,1538.361,1,736613.68859,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,52,0,1548.587,0,7,60,700,1121,9.0,6,1550.373,0,736613.688729,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,53,1,1555.682,0,7,60,700,1121,9.0,7,1557.315,1,736613.688809,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,54,0,1565.859,0,2,-90,700,1201,4.5,3,1567.309,0,736613.688925,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,55,1,1572.642,0,2,-90,700,1201,4.5,2,1574.134,1,736613.689003,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,56,0,1584.861,0,8,90,700,1061,9.0,3,1586.907,0,736613.689151,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,57,1,1592.102,1,8,90,700,1061,9.0,6,1598.631,0,736613.689287,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,58,1,1638.674,0,8,90,700,1061,9.0,3,1640.587,0,736613.689773,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,59,0,1694.197,0,6,30,700,1101,0.0,2,1704.726,0,736613.690515,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,60,1,1716.595,0,6,30,700,1101,0.0,8,1725.32,0,736613.690753,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,61,1,1744.272,0,6,30,700,1101,0.0,6,1746.388,1,736613.690998,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,62,0,1763.638,0,8,90,700,1161,0.0,6,1765.354,0,736613.691217,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,63,1,1772.716,0,8,90,700,1161,0.0,4,1774.126,0,736613.691318,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,64,1,1779.404,0,8,90,700,1161,0.0,8,1781.046,1,736613.691399,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,65,0,1795.715,0,4,-30,700,1041,9.0,3,1796.908,0,736613.691582,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,66,1,1802.104,0,4,-30,700,1041,9.0,4,1803.766,1,736613.691662,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,67,0,1819.27,0,2,-90,700,1081,0.0,2,1820.192,1,736613.691852,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,68,0,1834.358,0,7,60,700,1181,4.5,2,1836.089,0,736613.692036,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,69,1,1841.424,0,7,60,700,1181,4.5,4,1843.647,0,736613.692124,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,70,1,1849.025,0,7,60,700,1181,4.5,7,1850.965,1,736613.692208,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,71,0,1867.973,0,6,30,700,1001,4.5,6,1869.565,1,736613.692423,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,72,0,1883.925,0,6,30,700,1141,0.0,6,1885.523,1,736613.692608,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,73,0,1897.035,0,2,-90,700,1181,9.0,2,1899.084,1,736613.692765,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,74,0,1911.796,0,3,-60,700,1041,0.0,2,1913.272,0,736613.692929,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,75,1,1918.486,0,3,-60,700,1041,0.0,2,1919.864,0,736613.693006,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,76,1,1925.087,0,3,-60,700,1041,0.0,2,1926.544,0,736613.693082,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,77,1,1931.691,0,3,-60,700,1041,0.0,2,1933.09,0,736613.693159,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,78,0,1937.196,0,3,-60,700,1021,0.0,2,1939.339,0,736613.69323,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,79,1,1944.466,0,3,-60,700,1021,0.0,3,1945.762,1,736613.693306,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,80,0,1954.601,0,8,90,700,1121,4.5,6,1956.512,0,736613.693429,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,81,1,1961.767,0,8,90,700,1121,4.5,4,1965.14,0,736613.693529,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,82,1,1971.242,0,8,90,700,1121,4.5,6,1973.233,0,736613.693623,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,83,1,1978.467,0,8,90,700,1121,4.5,8,1980.15,1,736613.693704,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,84,0,1990.319,0,7,60,700,1001,9.0,6,1992.54,0,736613.693846,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,85,1,1999.831,0,7,60,700,1001,9.0,6,2002.218,0,736613.693958,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,86,1,2008.553,0,7,60,700,1001,9.0,7,2010.499,1,736613.694054,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,87,0,2020.556,1,4,-30,700,1061,0.0,3,2025.307,0,736613.694226,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,88,1,2030.507,0,4,-30,700,1061,0.0,3,2031.782,0,736613.694301,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,89,1,2041.871,1,4,-30,700,1061,0.0,4,2049.686,1,736613.694508,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,90,0,2066.418,0,4,-30,700,1161,4.5,2,2067.688,0,736613.694716,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,91,1,2073.009,0,4,-30,700,1161,4.5,2,2074.62,0,736613.694796,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,92,1,2079.908,0,4,-30,700,1161,4.5,3,2081.152,0,736613.694873,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,93,1,2086.507,1,4,-30,700,1161,4.5,2,2093.074,0,736613.69501,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,94,1,2098.408,0,4,-30,700,1161,4.5,3,2099.824,0,736613.695088,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,95,0,2105.389,0,7,60,700,1101,9.0,7,2107.663,1,736613.695179,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,96,0,2129.212,0,3,-60,700,1141,4.5,2,2131.224,0,736613.695451,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,97,1,2136.489,0,3,-60,700,1141,4.5,3,2137.972,1,736613.69553,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,98,0,2149.5,0,4,-30,700,1201,9.0,4,2151.322,1,736613.695684,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,99,0,2165.789,0,3,-60,700,1081,9.0,2,2169.499,0,736613.695895,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,100,1,2174.728,1,3,-60,700,1081,9.0,4,2181.594,0,736613.696035,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,101,1,2186.829,0,3,-60,700,1081,9.0,3,2188.304,1,736613.696112,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,102,0,2198.019,0,2,-90,700,1041,0.0,2,2199.652,1,736613.696244,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,103,0,2209.953,0,6,30,700,1121,4.5,7,2216.923,0,736613.696443,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,104,1,2223.195,1,6,30,700,1121,4.5,4,2229.298,0,736613.696587,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,105,1,2234.584,0,6,30,700,1121,4.5,7,2236.398,0,736613.696669,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,106,1,2243.665,0,6,30,700,1121,4.5,7,2247.048,0,736613.696792,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,107,1,2252.713,0,6,30,700,1121,4.5,4,2254.315,0,736613.696876,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,108,1,2259.571,0,6,30,700,1121,4.5,8,2261.084,0,736613.696955,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,109,0,2282.998,1,8,90,700,1021,9.0,3,2290.634,0,736613.697296,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,110,1,2295.873,0,8,90,700,1021,9.0,8,2298.325,1,736613.697385,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,111,0,2308.982,1,7,60,700,1141,0.0,3,2313.059,0,736613.697556,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,112,1,2318.39,0,7,60,700,1141,0.0,7,2319.994,1,736613.697637,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,113,0,2330.305,0,6,30,700,1101,4.5,6,2332.045,1,736613.697775,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,114,0,2343.491,0,8,90,700,1201,4.5,6,2345.336,0,736613.697929,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,115,1,2350.936,0,8,90,700,1201,4.5,7,2352.988,0,736613.698018,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,116,1,2360.553,0,8,90,700,1201,4.5,3,2364.698,0,736613.698154,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,117,1,2370.051,0,8,90,700,1201,4.5,6,2371.886,0,736613.698237,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,118,0,2378.896,0,2,-90,700,1181,0.0,2,2380.249,1,736613.698333,Aud,2016-10-10 16:05:00,37.0,8.2
Right,10_10_2016 level15_700_Robin 16_5 RCool04,119,0,2393.102,0,3,-60,700,1061,9.0,3,2394.44,1,736613.698498,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,120,0,2405.065,0,4,-30,700,1001,4.5,4,2406.639,1,736613.698639,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,121,0,2420.166,0,7,60,700,1001,9.0,6,2421.96,0,736613.698817,Aud,2016-10-10 16:05:00,37.0,8.5
Right,10_10_2016 level15_700_Robin 16_5 RCool04,122,1,2427.664,1,7,60,700,1001,9.0,4,2433.036,0,736613.698944,Aud,2016-10-10 16:05:00,,
Right,10_10_2016 level15_700_Robin 16_5 RCool04,123,1,2441.792,0,7,60,700,1001,9.0,8,2445.256,0,736613.699087,Aud,2016-10-10 16:05:00,,
Right,10_10_2016 level15_700_Robin 16_5 RCool04,124,1,2463.117,0,7,60,700,1001,9.0,8,2467.427,0,736613.699342,Aud,2016-10-10 16:05:00,,
Right,10_10_2016 level15_700_Robin 16_5 RCool04,125,1,2472.552,0,7,60,700,1001,9.0,3,2474.615,0,736613.699426,Aud,2016-10-10 16:05:00,,
Right,10_10_2016 level15_700_Robin 16_5 RCool04,126,0,2498.152,0,8,90,700,1141,0.0,2,2511.127,0,736613.699848,Aud,2016-10-10 16:05:00,,
Right,4_10_2016 level15_700_Robin 15_3 RCool30,31,0,984.115,1,2,-90,700,1001,0.0,3,992.653,0,736607.639095,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,32,1,997.825,0,2,-90,700,1001,0.0,2,999.786,1,736607.639177,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,33,0,1011.826,0,8,90,700,1201,9.0,3,1013.874,0,736607.63934,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,34,1,1020.319,0,8,90,700,1201,9.0,4,1025.383,0,736607.639474,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,35,1,1055.426,0,8,90,700,1201,9.0,2,1067.65,0,736607.639963,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,36,0,1074.485,0,3,-60,700,1101,9.0,3,1075.939,1,736607.640059,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,37,0,1083.345,1,8,90,700,1041,4.5,2,1092.142,0,736607.640246,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,38,1,1097.849,0,8,90,700,1041,4.5,7,1100.368,0,736607.640341,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,39,1,1105.577,0,8,90,700,1041,4.5,7,1107.877,0,736607.640428,Aud,2016-10-04 15:03:00,37.0,11.0
Right,4_10_2016 level15_700_Robin 15_3 RCool30,40,1,1113.068,0,8,90,700,1041,4.5,7,1115.102,0,736607.640511,Aud,2016-10-04 15:03:00,37.0,11.0
