Trial,CorrectionTrial,StartTime,CenterReward,SpkrIdx,SpkrPos,duration,HoldTime,Atten,Response,RespTime,Correct,ComputerTime,Modality,Condition,SessionDate,originalFile,LeftTemperature,RightTemperature
11,0,1148.142,0,4,-30,250,701,9.0,4,1149.06,1,736126.593537,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,35.0
12,0,1160.302,0,5,0,250,551,4.5,2,1161.631,0,736126.593683,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
13,0,1176.733,0,6,30,250,901,4.5,5,1178.035,0,736126.593873,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
14,0,1184.407,0,6,30,250,801,9.0,6,1185.304,1,736126.593957,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,35.0
15,0,1198.591,0,2,-90,250,751,4.5,2,1199.617,1,736126.594123,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,35.0
16,0,1207.947,1,4,-30,250,501,0.0,4,1209.2,1,736126.594234,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,35.0
17,0,1219.812,0,5,0,250,601,4.5,3,1223.998,0,736126.594404,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,35.0
18,0,1235.64,0,8,90,250,851,0.0,8,1236.515,1,736126.59455,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
19,0,1240.018,0,8,90,250,1001,0.0,8,1241.286,1,736126.594605,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
20,0,1249.64,0,4,-30,250,951,4.5,4,1250.732,1,736126.594714,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
21,0,1259.985,0,3,-60,250,701,9.0,3,1260.958,1,736126.594833,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
22,0,1267.472,0,3,-60,250,501,0.0,4,1268.439,0,736126.594919,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
23,0,1274.79,0,3,-60,250,851,9.0,4,1276.448,0,736126.595012,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
24,0,1282.997,0,5,0,250,551,0.0,6,1284.475,0,736126.595105,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
25,0,1292.503,0,2,-90,250,901,4.5,4,1293.548,0,736126.59521,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
26,0,1303.566,0,7,60,250,951,0.0,8,1304.479,0,736126.595336,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
27,0,1319.569,0,7,60,250,651,0.0,7,1320.371,1,736126.595521,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
28,0,1330.326,0,5,0,250,801,9.0,5,1331.582,1,736126.595651,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
29,0,1334.13,0,3,-60,250,1001,4.5,3,1334.855,1,736126.595689,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
30,0,1340.6,0,8,90,250,751,9.0,8,1341.375,1,736126.595765,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
31,0,1348.061,0,6,30,250,901,9.0,7,1350.408,0,736126.595868,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
32,0,1358.057,0,8,90,250,701,0.0,5,1358.738,0,736126.595967,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
33,0,1363.882,0,5,0,250,601,0.0,5,1364.837,1,736126.596035,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
34,0,1388.253,0,2,-90,250,801,9.0,3,1388.982,0,736126.596315,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
35,0,1435.637,0,5,0,250,951,9.0,6,1436.557,0,736126.596865,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
36,0,1445.553,0,2,-90,250,751,0.0,2,1446.71,1,736126.596983,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
37,0,1456.352,0,4,-30,250,551,0.0,4,1457.139,1,736126.597104,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,8.0,34.0
38,0,1465.952,0,7,60,250,851,4.5,8,1466.68,0,736126.597215,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,8.0,34.0
39,0,1476.385,0,8,90,250,651,0.0,8,1477.405,1,736126.597338,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,8.0,34.0
40,0,1484.81,0,8,90,250,501,4.5,8,1485.579,1,736126.597433,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,8.0,34.0
41,0,1495.529,0,4,-30,250,651,9.0,4,1496.427,1,736126.597558,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,8.0,34.0
42,0,1503.995,0,2,-90,250,901,0.0,3,1504.943,0,736126.597657,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
43,0,1513.928,0,6,30,250,1001,9.0,5,1514.586,0,736126.59777,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
44,0,1526.078,0,3,-60,250,801,0.0,4,1527.193,0,736126.597914,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
45,0,1535.563,0,5,0,250,551,9.0,4,1536.509,0,736126.598022,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
46,0,1544.581,0,5,0,250,601,4.5,7,1545.623,0,736126.598128,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
47,0,1553.152,0,3,-60,250,501,0.0,4,1554.448,0,736126.598229,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
48,0,1561.974,0,4,-30,250,701,9.0,4,1563.578,1,736126.598336,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
49,0,1576.596,0,6,30,250,751,0.0,8,1577.593,0,736126.598497,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
50,0,1594.483,0,7,60,250,951,4.5,7,1595.494,1,736126.598705,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
51,0,1605.709,0,7,60,250,901,0.0,7,1607.004,1,736126.598838,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
52,0,1618.019,0,2,-90,250,501,9.0,3,1618.749,0,736126.598975,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
53,0,1627.133,0,4,-30,250,651,9.0,4,1628.389,1,736126.599086,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
54,0,1637.369,0,7,60,250,751,0.0,8,1638.046,0,736126.599199,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
55,0,1648.302,0,3,-60,250,601,4.5,4,1650.094,0,736126.599336,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
56,0,1658.512,0,6,30,250,851,0.0,5,1659.33,0,736126.599444,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
57,0,1667.478,0,3,-60,250,801,0.0,4,1668.559,0,736126.59955,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
58,0,1676.692,0,4,-30,250,1001,4.5,4,1680.299,1,736126.599686,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
59,0,1690.639,1,3,-60,250,701,4.5,3,1691.609,1,736126.599817,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
60,0,1699.102,0,5,0,250,551,0.0,8,1702.98,0,736126.599949,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,10.0,34.0
61,0,1715.481,1,2,-90,250,1001,9.0,2,1721.248,1,736126.60016,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,10.0,34.0
62,0,1731.758,0,5,0,250,701,4.5,8,1732.702,0,736126.600293,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,10.0,34.0
63,0,1748.082,0,7,60,250,601,4.5,7,1749.277,1,736126.600485,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,10.0,34.0
64,0,1760.753,0,4,-30,250,801,9.0,3,1762.55,0,736126.600638,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,10.0,34.0
65,0,1770.554,1,6,30,250,901,0.0,7,1771.618,0,736126.600743,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
66,0,1784.812,0,7,60,250,551,9.0,6,1786.828,0,736126.600919,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
67,0,1793.685,0,2,-90,250,501,0.0,3,1794.693,0,736126.60101,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
68,0,1812.311,0,6,30,250,851,9.0,8,1813.342,0,736126.601226,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
69,0,1822.693,0,8,90,250,751,9.0,8,1823.567,1,736126.601344,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
70,0,1831.002,0,2,-90,250,651,4.5,2,1831.884,1,736126.601441,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
71,0,1839.359,1,6,30,250,601,9.0,7,1841.263,0,736126.601549,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
72,0,1852.483,1,5,0,250,501,4.5,4,1854.749,0,736126.601705,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
73,0,1863.767,1,2,-90,250,551,4.5,3,1864.435,0,736126.60182,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
74,0,1872.212,0,6,30,250,701,0.0,3,1876.888,0,736126.601962,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
75,0,1888.014,0,7,60,250,1001,4.5,8,1888.904,0,736126.602101,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
76,0,1898.245,0,8,90,250,851,0.0,8,1899.288,1,736126.60222,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
77,0,1907.074,1,7,60,250,951,0.0,8,1908.146,0,736126.602323,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
78,0,1918.7,0,8,90,250,751,9.0,8,1919.825,1,736126.602459,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
79,0,1931.614,0,4,-30,250,801,9.0,4,1932.641,1,736126.602606,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
80,0,1939.717,0,8,90,250,901,4.5,8,1941.494,1,736126.60271,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
81,0,1952.967,0,3,-60,250,551,9.0,3,1953.841,1,736126.602852,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
82,0,1959.43,0,4,-30,250,801,4.5,4,1960.635,1,736126.602931,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
83,0,1969.056,0,5,0,250,851,4.5,4,1969.981,0,736126.60304,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
84,0,1977.178,0,3,-60,250,751,0.0,4,1978.212,0,736126.603134,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
85,0,1987.569,0,3,-60,250,601,0.0,3,1988.447,1,736126.603253,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
86,0,1995.852,0,5,0,250,701,4.5,8,1997.685,0,736126.603359,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
87,0,2009.783,0,8,90,250,501,4.5,8,2010.684,1,736126.60351,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
88,0,2017.213,0,3,-60,250,901,9.0,3,2018.192,1,736126.603597,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
89,0,2025.21,0,6,30,250,1001,9.0,6,2026.422,1,736126.603692,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
90,0,2029.326,0,2,-90,250,651,0.0,3,2030.057,0,736126.603735,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
91,0,2048.394,1,7,60,250,1001,9.0,7,2049.366,1,736126.603958,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
92,0,2058.207,0,6,30,250,801,4.5,7,2062.211,0,736126.604107,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
93,0,2073.552,0,4,-30,250,851,0.0,4,2074.317,1,736126.604248,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
94,0,2080.962,0,2,-90,250,751,9.0,2,2082.249,1,736126.604338,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
95,0,2089.501,0,8,90,250,701,9.0,8,2090.476,1,736126.604434,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
96,0,2099.858,0,2,-90,250,951,0.0,3,2100.591,0,736126.604552,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
97,0,2112.356,0,6,30,250,651,9.0,6,2113.357,1,736126.604698,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
98,0,2116.847,0,6,30,250,501,0.0,7,2117.885,0,736126.604751,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
99,0,2134.5,0,4,-30,250,601,0.0,4,2135.928,1,736126.60496,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
100,0,2143.833,0,4,-30,250,901,9.0,4,2144.965,1,736126.605064,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
101,0,2152.079,0,7,60,250,901,9.0,7,2153.001,1,736126.605158,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
102,0,2161.705,0,5,0,250,701,0.0,4,2162.858,0,736126.605271,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
103,0,2172.32,0,8,90,250,851,9.0,8,2172.963,1,736126.605391,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
104,0,2180.049,0,5,0,250,951,4.5,7,2181.334,0,736126.605485,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
105,0,2189.395,0,7,60,250,551,9.0,8,2190.331,0,736126.605589,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
106,0,2202.651,0,3,-60,250,801,0.0,4,2203.763,0,736126.605744,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
107,0,2227.149,0,7,60,250,601,4.5,8,2229.1,0,736126.606039,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
108,0,2247.427,0,8,90,250,751,9.0,8,2248.621,1,736126.606264,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
109,0,2255.515,0,4,-30,250,501,9.0,3,2257.036,0,736126.606361,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
110,0,2362.338,0,2,-90,250,1001,0.0,3,2363.677,0,736126.607595,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,10.0,34.0
111,0,2371.807,0,5,0,250,801,9.0,8,2374.213,0,736126.607718,Vis,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,10.0,34.0
112,0,2411.542,0,3,-60,250,901,4.5,-1,-1.0,0,736126.608323,Aud,Left,2015-06-11 13:55:00,11_6_2015 level5_250_cooling 13_55 log,9.0,34.0
1,0,2029.155,0,2,-90,100,851,0.0,8,2031.168,0,736181.589407,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,13.0,35.0
2,0,2045.489,0,4,-30,100,801,4.5,3,2048.298,0,736181.589605,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,12.0,34.0
3,0,2057.347,0,8,90,100,1001,0.0,8,2058.862,1,736181.589727,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,11.0,35.0
4,0,2062.128,0,5,0,100,901,9.0,6,2063.584,0,736181.589781,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,11.0,35.0
5,0,2080.587,0,7,60,100,751,0.0,8,2083.026,0,736181.590006,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,11.0,35.0
6,0,2099.381,0,3,-60,100,951,9.0,3,2100.375,1,736181.590208,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,10.0,35.0
7,0,2103.521,0,4,-30,100,701,4.5,4,2105.255,1,736181.590264,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,10.0,35.0
8,0,2108.799,0,6,30,100,501,9.0,8,2110.241,0,736181.590322,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,9.0,35.0
9,0,2123.025,0,2,-90,100,601,4.5,3,2124.212,0,736181.590483,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,9.0,35.0
10,0,2137.153,0,8,90,100,551,0.0,8,2137.873,1,736181.590643,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,35.0
11,0,2146.052,0,3,-60,100,751,4.5,3,2146.931,1,736181.590746,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,35.0
12,0,2153.665,0,6,30,100,901,9.0,6,2154.439,1,736181.590834,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,35.0
13,0,2162.473,0,7,60,100,501,0.0,8,2163.265,0,736181.590936,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
14,0,2173.481,1,5,0,100,1001,9.0,5,2173.967,1,736181.591063,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
15,0,2185.058,0,2,-90,100,601,9.0,4,2186.699,0,736181.591206,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
16,0,2202.786,0,7,60,100,951,4.5,7,2204.136,1,736181.591408,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
17,0,2207.203,0,6,30,100,801,4.5,6,2207.973,1,736181.591453,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
18,0,2217.934,0,8,90,100,651,9.0,8,2218.493,1,736181.591577,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
19,0,2226.082,0,3,-60,100,701,4.5,3,2226.927,1,736181.591672,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
20,0,2234.168,0,2,-90,100,551,0.0,4,2235.047,0,736181.591766,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
21,0,2250.728,0,5,0,100,651,4.5,6,2251.422,0,736181.591957,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
22,0,2259.609,0,7,60,100,1001,0.0,8,2260.393,0,736181.592059,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
23,0,2270.254,0,6,30,100,801,9.0,6,2270.891,1,736181.592184,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
24,0,2278.419,0,5,0,100,501,0.0,6,2279.163,0,736181.592277,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
25,0,2287.846,0,4,-30,100,751,4.5,5,2288.588,0,736181.592387,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
26,0,2295.427,0,4,-30,100,951,9.0,2,2296.364,0,736181.592476,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
27,0,2304.739,1,3,-60,100,901,4.5,3,2305.417,1,736181.592582,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
28,0,2319.121,0,8,90,100,601,0.0,8,2319.904,1,736181.592749,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
29,0,2331.813,1,7,60,100,551,9.0,7,2332.516,1,736181.592895,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
30,0,2338.373,0,6,30,100,701,4.5,6,2341.444,1,736181.592998,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
31,0,2350.886,0,8,90,100,501,0.0,8,2351.867,1,736181.593118,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
32,0,2357.435,0,3,-60,100,601,9.0,3,2358.356,1,736181.593193,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
33,0,2366.372,0,5,0,100,701,0.0,5,2367.503,1,736181.593299,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
34,0,2375.304,0,7,60,100,1001,4.5,5,2376.051,0,736181.593399,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
35,0,2382.175,0,4,-30,100,751,4.5,3,2382.869,0,736181.593478,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
36,0,2392.493,0,6,30,100,851,9.0,6,2393.301,1,736181.593598,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
37,0,2401.69,0,2,-90,100,951,9.0,6,2402.293,0,736181.593704,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
38,0,2412.79,0,3,-60,100,901,0.0,2,2413.432,0,736181.593833,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
39,0,2421.872,0,8,90,100,651,0.0,8,2422.646,1,736181.593938,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
40,0,2428.531,0,5,0,100,551,9.0,5,2429.445,1,736181.594016,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
41,0,2441.2,0,2,-90,100,701,0.0,4,2442.168,0,736181.594163,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
42,0,2456.308,0,4,-30,100,851,4.5,3,2457.089,0,736181.594336,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
43,0,2465.478,0,5,0,100,1001,4.5,4,2467.821,0,736181.59446,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
44,0,2476.578,0,7,60,100,651,9.0,8,2477.417,0,736181.594571,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
45,0,2490.362,0,2,-90,100,801,9.0,3,2491.268,0,736181.594731,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
46,0,2509.832,0,3,-60,100,951,4.5,2,2510.493,0,736181.594956,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
47,0,2522.161,0,5,0,100,751,9.0,6,2522.873,0,736181.595098,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
48,0,2533.91,0,7,60,100,601,0.0,7,2534.992,1,736181.595238,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
49,0,2539.951,0,6,30,100,551,4.5,6,2540.767,1,736181.595305,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
50,0,2548.156,0,4,-30,100,501,9.0,6,2548.999,0,736181.5954,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,7.0,34.0
51,0,2560.691,0,6,30,100,951,4.5,6,2561.638,1,736181.595547,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
52,0,2569.631,0,4,-30,100,651,9.0,4,2570.391,1,736181.595649,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
53,0,2577.699,0,2,-90,100,551,0.0,3,2578.605,0,736181.595742,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
54,0,2589.023,0,3,-60,100,751,4.5,6,2589.876,0,736181.595872,Aud,Left,2015-08-05 13:34:00,5_8_2015 level5_100_cooling 13_34 log,8.0,34.0
