Trial	CorrectionTrial?	StartTime	CenterReward?	SpkrIdx	SpkrPos	duration	HoldTime	Atten	Response	RespTime	Correct	ComputerTime	SoundOrLED	
1	0	762.565	0	2	-90	250	501	0.0	2	768.390	1	736162.676389	1	
2	0	775.678	0	6	30	250	851	9.0	7	777.307	0	736162.676492	0	
3	0	795.299	0	6	30	250	551	4.5	5	797.026	0	736162.676720	1	
4	0	922.030	0	6	30	250	951	9.0	7	923.990	0	736162.678190	0	
5	0	939.299	0	6	30	250	701	0.0	2	940.274	0	736162.678378	1	
6	0	949.235	0	2	-90	250	601	9.0	2	949.977	1	736162.678492	0	
7	0	965.025	0	5	0	250	651	9.0	2	966.229	0	736162.678679	1	
8	0	980.739	0	5	0	250	801	0.0	4	981.878	0	736162.678860	1	
9	0	989.491	0	3	-60	250	901	4.5	3	990.436	1	736162.678958	1	
10	0	998.404	0	3	-60	250	1001	0.0	3	999.247	1	736162.679060	0	
11	0	1009.572	0	7	60	250	851	0.0	8	1010.450	0	736162.679191	1	
12	0	1026.059	0	7	60	250	551	4.5	6	1027.156	0	736162.679384	0	
13	0	1047.985	0	7	60	250	751	0.0	6	1049.542	0	736162.679643	0	
14	0	1058.579	0	4	-30	250	701	9.0	4	1059.538	1	736162.679758	0	
15	0	1061.926	0	8	90	250	601	0.0	8	1063.133	1	736162.679800	1	
16	0	1069.709	0	2	-90	250	501	4.5	2	1070.903	1	736162.679890	0	
17	0	1082.314	0	5	0	250	651	9.0	2	1083.725	0	736162.680039	0	
18	0	1092.743	0	3	-60	250	801	4.5	2	1093.833	0	736162.680156	1	
19	0	1105.531	0	4	-30	250	951	4.5	4	1106.454	1	736162.680302	1	
20	0	1116.349	0	5	0	250	1001	9.0	5	1117.571	1	736162.680430	0	
21	0	1132.621	0	2	-90	250	801	4.5	3	1133.718	0	736162.680617	1	
22	0	1146.073	0	7	60	250	651	0.0	7	1147.168	1	736162.680773	1	
23	0	1160.143	0	8	90	250	851	4.5	8	1160.963	1	736162.680932	0	
24	0	1170.152	0	8	90	250	551	0.0	8	1171.191	1	736162.681051	1	
25	0	1181.217	0	4	-30	250	1001	9.0	4	1182.623	1	736162.681183	1	
26	0	1191.382	0	4	-30	250	901	4.5	4	1192.356	1	736162.681296	0	
27	0	1201.288	1	3	-60	250	751	0.0	3	1202.036	1	736162.681409	0	
28	0	1221.645	0	8	90	250	601	4.5	7	1223.397	0	736162.681655	0	
29	0	1232.314	0	5	0	250	701	9.0	3	1233.127	0	736162.681768	1	
30	0	1243.253	0	6	30	250	951	0.0	4	1244.152	0	736162.681896	1	
31	0	1251.516	0	8	90	250	501	0.0	8	1252.519	1	736162.681992	1	
32	0	1259.671	0	5	0	250	551	9.0	5	1261.057	1	736162.682091	0	
33	0	1274.260	0	2	-90	250	751	0.0	8	1275.228	0	736162.682255	1	
34	0	1284.711	0	6	30	250	851	4.5	6	1286.160	1	736162.682382	0	
35	0	1304.821	0	3	-60	250	801	9.0	3	1305.915	1	736162.682610	1	
36	0	1311.395	0	2	-90	250	1001	4.5	3	1312.336	0	736162.682684	0	
37	0	1322.208	0	6	30	250	901	4.5	6	1323.345	1	736162.682811	1	
38	0	1468.231	0	5	0	250	651	9.0	6	1469.703	0	736162.684506	1	
39	0	1485.369	0	3	-60	250	601	4.5	3	1487.052	1	736162.684707	1	
40	0	1493.251	0	7	60	250	701	9.0	7	1494.290	1	736162.684791	0	
41	0	1506.565	0	7	60	250	951	9.0	7	1508.496	1	736162.684955	0	
42	0	1521.017	0	4	-30	250	701	0.0	4	1522.315	1	736162.685114	1	
43	0	1529.574	0	2	-90	250	551	9.0	2	1530.549	1	736162.685210	1	
44	0	1540.563	0	4	-30	250	801	4.5	4	1541.643	1	736162.685338	1	
45	0	1550.793	0	6	30	250	851	9.0	6	1552.041	1	736162.685459	0	
46	0	1557.488	0	3	-60	250	751	0.0	3	1558.321	1	736162.685532	0	
47	0	1565.522	0	8	90	250	601	4.5	8	1566.639	1	736162.685627	0	
48	0	1574.360	0	5	0	250	1001	0.0	4	1575.129	0	736162.685727	0	
49	0	1581.787	0	8	90	250	901	9.0	8	1582.717	1	736162.685814	1	
50	0	1590.255	0	8	90	250	501	4.5	7	1591.315	0	736162.685913	0	
51	0	1599.909	0	4	-30	250	851	4.5	4	1600.919	1	736162.686024	0	
52	0	1607.371	0	3	-60	250	901	9.0	3	1608.747	1	736162.686116	0	
53	0	1616.225	0	7	60	250	1001	9.0	7	1617.562	1	736162.686218	1	
54	0	1622.850	0	4	-30	250	651	4.5	4	1623.734	1	736162.686289	0	
