Chart Properties
---------------------------------------------------------------------------------
Enabled:	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	
Visible:	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	
Ambient:	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	
Process Color:	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	-65536	
Ambient Color:	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	-16776961	
Process Left Axis:	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	
Ambient Left Axis:	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True	
Logging Process Units:	°C	°C	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	
Logging Ambient Units:	°C	°C	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	Default	
---------------------------------------------------------------------------------

Interval:	1	Seconds
DataPoint	LogDate	LogTime	1-P °C	1-A °C	2-P °C	2-A °C
0	02/17/2016	15:56:59	16	19.0	0.00	0.0
1	02/17/2016	15:57:00	16	19.0	0.00	0.0
2	02/17/2016	15:57:01	16	19.0	0.00	0.0
3	02/17/2016	15:57:02	16	19.0	0.00	0.0
4	02/17/2016	15:57:03	15	19.0	0.00	0.0
5	02/17/2016	15:57:04	15	19.0	0.00	0.0
6	02/17/2016	15:57:05	15	19.0	0.00	0.0
7	02/17/2016	15:57:06	15	19.0	0.00	0.0
8	02/17/2016	15:57:07	15	19.0	0.00	0.0
9	02/17/2016	15:57:08	15	19.0	0.00	0.0
10	02/17/2016	15:57:09	15	19.0	0.00	0.0
11	02/17/2016	15:57:10	15	19.0	0.00	0.0
12	02/17/2016	15:57:11	15	19.0	0.00	0.0
13	02/17/2016	15:57:12	15	19.0	0.00	0.0
14	02/17/2016	15:57:13	15	19.0	0.00	0.0
15	02/17/2016	15:57:14	15	19.0	0.00	0.0
16	02/17/2016	15:57:15	15	19.0	0.00	0.0
17	02/17/2016	15:57:16	15	19.0	0.00	0.0
18	02/17/2016	15:57:17	15	19.0	0.00	0.0
19	02/17/2016	15:57:18	15	19.0	0.00	0.0
20	02/17/2016	15:57:19	15	19.0	0.00	0.0
21	02/17/2016	15:57:20	15	19.0	0.00	0.0
22	02/17/2016	15:57:21	15	19.0	0.00	0.0
23	02/17/2016	15:57:22	15	19.0	0.00	0.0
24	02/17/2016	15:57:23	15	19.0	0.00	0.0
25	02/17/2016	15:57:24	15	19.0	0.00	0.0
26	02/17/2016	15:57:25	15	19.0	0.00	0.0
27	02/17/2016	15:57:26	15	19.0	0.00	0.0
28	02/17/2016	15:57:27	15	19.0	0.00	0.0
29	02/17/2016	15:57:28	15	19.0	0.00	0.0
30	02/17/2016	15:57:29	15	19.0	0.00	0.0
31	02/17/2016	15:57:30	15	19.0	0.00	0.0
32	02/17/2016	15:57:31	15	19.0	0.00	0.0
33	02/17/2016	15:57:33	15	19.0	0.00	0.0
34	02/17/2016	15:57:34	14	19.0	0.00	0.0
35	02/17/2016	15:57:35	14	19.0	0.00	0.0
36	02/17/2016	15:57:36	14	19.0	0.00	0.0
37	02/17/2016	15:57:37	14	19.0	0.00	0.0
38	02/17/2016	15:57:38	14	19.0	0.00	0.0
39	02/17/2016	15:57:39	14	19.0	0.00	0.0
40	02/17/2016	15:57:40	14	19.0	0.00	0.0
41	02/17/2016	15:57:41	14	19.0	0.00	0.0
42	02/17/2016	15:57:42	14	19.0	0.00	0.0
43	02/17/2016	15:57:43	14	19.0	0.00	0.0
44	02/17/2016	15:57:44	14	19.0	0.00	0.0
45	02/17/2016	15:57:45	14	19.0	0.00	0.0
46	02/17/2016	15:57:46	14	19.0	0.00	0.0
47	02/17/2016	15:57:47	14	19.0	0.00	0.0
48	02/17/2016	15:57:48	13	19.0	0.00	0.0
49	02/17/2016	15:57:49	13	19.0	0.00	0.0
50	02/17/2016	15:57:50	13	19.0	0.00	0.0
51	02/17/2016	15:57:51	13	19.0	0.00	0.0
52	02/17/2016	15:57:52	13	19.0	0.00	0.0
53	02/17/2016	15:57:53	13	19.0	0.00	0.0
54	02/17/2016	15:57:54	13	19.0	0.00	0.0
55	02/17/2016	15:57:55	13	19.0	0.00	0.0
56	02/17/2016	15:57:56	13	19.0	0.00	0.0
57	02/17/2016	15:57:57	13	19.0	0.00	0.0
58	02/17/2016	15:57:58	13	19.0	0.00	0.0
59	02/17/2016	15:57:59	13	19.0	0.00	0.0
60	02/17/2016	15:58:00	13	19.0	0.00	0.0
61	02/17/2016	15:58:01	13	19.0	0.00	0.0
62	02/17/2016	15:58:02	13	19.0	0.00	0.0
63	02/17/2016	15:58:03	13	19.0	0.00	0.0
64	02/17/2016	15:58:04	13	19.0	0.00	0.0
65	02/17/2016	15:58:05	13	19.0	0.00	0.0
66	02/17/2016	15:58:06	13	19.0	0.00	0.0
67	02/17/2016	15:58:07	13	19.0	0.00	0.0
68	02/17/2016	15:58:08	13	19.0	0.00	0.0
69	02/17/2016	15:58:09	13	19.0	0.00	0.0
70	02/17/2016	15:58:10	13	19.0	0.00	0.0
71	02/17/2016	15:58:11	13	19.0	0.00	0.0
72	02/17/2016	15:58:12	13	19.0	0.00	0.0
73	02/17/2016	15:58:13	13	19.0	0.00	0.0
74	02/17/2016	15:58:14	13	19.0	0.00	0.0
75	02/17/2016	15:58:15	13	19.0	0.00	0.0
76	02/17/2016	15:58:16	13	19.0	0.00	0.0
77	02/17/2016	15:58:17	13	19.0	0.00	0.0
78	02/17/2016	15:58:18	13	19.0	0.00	0.0
79	02/17/2016	15:58:19	13	19.0	0.00	0.0
80	02/17/2016	15:58:20	13	19.0	0.00	0.0
81	02/17/2016	15:58:21	13	19.0	0.00	0.0
82	02/17/2016	15:58:22	13	19.0	0.00	0.0
83	02/17/2016	15:58:23	13	19.0	0.00	0.0
84	02/17/2016	15:58:24	13	19.0	0.00	0.0
85	02/17/2016	15:58:25	13	19.0	0.00	0.0
86	02/17/2016	15:58:26	13	19.0	0.00	0.0
87	02/17/2016	15:58:27	13	19.0	0.00	0.0
88	02/17/2016	15:58:28	13	19.0	0.00	0.0
89	02/17/2016	15:58:29	13	19.0	0.00	0.0
90	02/17/2016	15:58:30	13	19.0	0.00	0.0
91	02/17/2016	15:58:31	13	19.0	0.00	0.0
92	02/17/2016	15:58:32	13	19.0	0.00	0.0
93	02/17/2016	15:58:33	13	19.0	0.00	0.0
94	02/17/2016	15:58:34	13	19.0	0.00	0.0
95	02/17/2016	15:58:35	13	19.0	0.00	0.0
96	02/17/2016	15:58:36	13	19.0	0.00	0.0
97	02/17/2016	15:58:37	13	19.0	0.00	0.0
98	02/17/2016	15:58:38	13	19.0	0.00	0.0
99	02/17/2016	15:58:39	13	19.0	0.00	0.0
100	02/17/2016	15:58:40	13	19.0	0.00	0.0
