Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	435.2296	0	730	2058	2857	4205	751	8.5	200	1	0	436.1599	0	0	
2	1	441.6197	0	730	2058	2857	4205	751	8.5	200	1	0	452.4046	0	0	
3	1	460.2139	0	730	2058	2857	4205	751	8.5	200	1	0	466.1230	0	0	
4	1	480.4065	0	730	2058	2857	4205	751	8.5	200	1	1	481.4830	1	0	
5	0	487.7570	0	460	1105	2857	4205	901	2.5	200	0	0	489.1880	1	0	
6	0	496.0376	0	460	1105	2857	4205	601	14.5	200	0	0	497.5327	1	1	
7	0	502.0709	0	730	2058	2857	4205	651	14.5	200	1	1	503.4657	1	0	
8	0	509.4574	0	460	1105	2857	4205	951	-0.5	200	0	0	510.5277	1	0	
9	0	515.7572	0	460	1105	2857	4205	501	11.5	200	0	1	517.5045	0	1	
10	1	521.4597	0	460	1105	2857	4205	501	11.5	200	0	0	522.6612	1	1	
11	0	528.3220	0	730	2058	2857	4205	801	8.5	200	1	1	529.6969	1	1	
12	0	542.8602	0	460	1105	2857	4205	551	8.5	200	0	0	544.2771	1	1	
13	0	549.5090	0	730	2058	2857	4205	1001	2.5	200	1	1	550.4851	1	0	
14	0	556.1219	0	730	2058	2857	4205	701	11.5	200	1	1	557.8888	1	0	
15	0	563.9581	0	460	1105	2857	4205	901	5.5	200	0	1	565.1416	0	1	
16	1	576.4035	0	460	1105	2857	4205	901	5.5	200	0	0	577.2257	1	1	
17	0	581.3786	0	730	2058	2857	4205	501	5.5	200	1	1	582.7570	1	0	
18	0	587.5936	0	730	2058	2857	4205	951	14.5	200	1	1	589.1989	1	1	
19	0	594.2924	0	460	1105	2857	4205	701	8.5	200	0	0	595.4229	1	0	
20	0	606.7641	0	460	1105	2857	4205	1001	11.5	200	0	0	607.2524	1	0	
21	0	610.8796	0	460	1105	2857	4205	551	14.5	200	0	0	612.1474	1	0	
22	0	615.6333	0	730	2058	2857	4205	601	2.5	200	1	1	616.9389	1	1	
23	0	622.1197	0	730	2058	2857	4205	751	11.5	200	1	1	623.9937	1	1	
24	0	628.6524	0	730	2058	2857	4205	801	5.5	200	1	1	630.2158	1	1	
25	0	635.2229	0	730	2058	2857	4205	851	-0.5	200	1	1	636.8265	1	1	
26	0	642.4876	0	460	1105	2857	4205	1001	2.5	200	0	1	643.7711	0	1	
27	1	652.2737	0	460	1105	2857	4205	1001	2.5	200	0	0	652.9624	1	1	
28	0	657.6538	0	460	1105	2857	4205	951	-0.5	200	0	1	658.8725	0	1	
29	1	675.3319	0	460	1105	2857	4205	951	-0.5	200	0	0	675.9839	1	1	
30	0	679.9631	1	460	1105	2857	4205	701	5.5	200	0	0	683.8156	1	0	
31	0	687.7233	0	730	2058	2857	4205	851	-0.5	200	1	1	689.2404	1	0	
32	0	693.6874	0	730	2058	2857	4205	801	14.5	200	1	1	695.3057	1	1	
33	0	700.5098	0	460	1105	2857	4205	551	14.5	200	0	0	702.4896	1	0	
34	0	706.7992	0	460	1105	2857	4205	901	-0.5	200	0	1	708.1049	0	0	
35	1	729.3860	0	460	1105	2857	4205	901	-0.5	200	0	1	733.4938	0	0	
36	1	737.7906	0	460	1105	2857	4205	901	-0.5	200	0	0	739.1702	1	0	
37	0	743.7061	0	730	2058	2857	4205	751	11.5	200	1	1	745.2576	1	0	
38	0	749.2950	0	730	2058	2857	4205	601	14.5	200	1	1	751.4780	1	0	
39	0	756.6667	0	730	2058	2857	4205	501	5.5	200	1	1	758.4521	1	0	
40	0	768.3908	0	730	2058	2857	4205	1001	8.5	200	1	1	770.3824	1	0	
41	0	775.7912	0	460	1105	2857	4205	751	14.5	200	0	0	777.2413	1	1	
42	0	781.5689	0	730	2058	2857	4205	601	-0.5	200	1	1	783.4023	1	0	
43	0	788.3247	0	460	1105	2857	4205	901	8.5	200	0	0	789.8004	1	0	
44	0	794.7306	1	730	2058	2857	4205	801	5.5	200	1	1	798.7499	1	1	
45	0	803.2085	0	460	1105	2857	4205	701	5.5	200	0	0	805.2136	1	0	
46	0	810.3146	0	730	2058	2857	4205	951	11.5	200	1	1	811.6678	1	1	
47	0	817.4815	0	730	2058	2857	4205	551	-0.5	200	1	1	819.0312	1	1	
48	0	825.4740	0	460	1105	2857	4205	651	2.5	200	0	0	826.8207	1	0	
49	0	830.8673	0	460	1105	2857	4205	501	8.5	200	0	1	832.1928	0	1	
50	1	847.0695	0	460	1105	2857	4205	501	8.5	200	0	0	848.3670	1	1	
51	0	852.5520	0	460	1105	2857	4205	501	2.5	200	0	1	854.1404	0	1	
52	1	870.7784	0	460	1105	2857	4205	501	2.5	200	0	0	872.2960	1	1	
53	0	876.6397	0	460	1105	2857	4205	951	-0.5	200	0	1	877.7419	0	1	
54	1	886.6460	1	460	1105	2857	4205	951	-0.5	200	0	0	890.1198	1	1	
55	0	893.8349	0	730	2058	2857	4205	551	2.5	200	1	1	895.2031	1	1	
56	0	900.7292	0	460	1105	2857	4205	601	5.5	200	0	1	902.5393	0	1	
57	1	906.4663	1	460	1105	2857	4205	601	5.5	200	0	0	911.4016	1	1	
58	0	915.3815	0	730	2058	2857	4205	801	2.5	200	1	1	917.2673	1	0	
59	0	921.5971	0	460	1105	2857	4205	651	11.5	200	0	0	923.7216	1	0	
60	0	929.1026	0	460	1105	2857	4205	751	11.5	200	0	1	930.3917	0	1	
61	1	935.5122	0	460	1105	2857	4205	751	11.5	200	0	0	937.1270	1	1	
62	0	941.4930	0	730	2058	2857	4205	701	8.5	200	1	1	942.9755	1	1	
63	0	949.2378	0	730	2058	2857	4205	1001	14.5	200	1	1	951.2065	1	0	
64	0	956.4684	0	460	1105	2857	4205	851	8.5	200	0	0	957.5923	1	0	
65	0	964.4635	1	460	1105	2857	4205	851	5.5	200	0	0	967.5560	1	1	
66	0	971.6659	0	730	2058	2857	4205	501	8.5	200	1	1	973.1682	1	0	
67	0	978.0770	0	730	2058	2857	4205	901	11.5	200	1	1	979.6288	1	1	
68	0	984.3448	0	730	2058	2857	4205	801	11.5	200	1	1	987.0518	1	0	
69	0	991.6412	0	730	2058	2857	4205	951	-0.5	200	1	0	993.1695	0	0	
70	1	1005.9208	0	730	2058	2857	4205	951	-0.5	200	1	0	1007.2362	0	0	
