Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	1086.0257	1	460	1105	2857	4205	951	5.5	200	0	1	1092.0935	0	1	
2	1	1100.3347	0	460	1105	2857	4205	951	5.5	200	0	0	1101.8292	1	1	
3	0	1122.1256	0	730	2058	2857	4205	601	2.5	200	1	1	1125.1858	1	1	
4	0	1135.7903	0	730	2058	2857	4205	751	5.5	200	1	1	1137.1894	1	0	
5	0	1162.7088	0	460	1105	2857	4205	1001	11.5	200	0	1	1164.2508	0	1	
6	1	1168.5334	0	460	1105	2857	4205	1001	11.5	200	0	0	1170.6990	1	1	
7	0	1177.9389	0	460	1105	2857	4205	701	2.5	200	0	0	1179.2935	1	0	
8	0	1198.1972	0	460	1105	2857	4205	651	8.5	200	0	0	1199.1002	1	0	
9	0	1204.2502	0	460	1105	2857	4205	551	5.5	200	0	0	1205.6238	1	0	
10	0	1211.5272	1	460	1105	2857	4205	851	2.5	200	0	1	1217.1993	0	1	
11	1	1221.2155	0	460	1105	2857	4205	851	2.5	200	0	0	1222.4986	1	1	
12	0	1228.7402	0	730	2058	2857	4205	901	8.5	200	1	1	1230.0096	1	0	
13	0	1239.2466	0	730	2058	2857	4205	501	14.5	200	1	1	1240.7019	1	1	
14	0	1247.1978	0	460	1105	2857	4205	551	17.5	200	0	0	1248.4510	1	0	
15	0	1255.0420	1	730	2058	2857	4205	651	17.5	200	1	1	1259.8460	1	1	
16	0	1267.3223	0	730	2058	2857	4205	751	5.5	200	1	0	1268.9607	0	1	
17	1	1275.3070	0	730	2058	2857	4205	751	5.5	200	1	1	1276.6532	1	1	
18	0	1283.2088	0	730	2058	2857	4205	901	17.5	200	1	1	1284.6550	1	0	
19	0	1292.3735	0	460	1105	2857	4205	1001	17.5	200	0	1	1293.5554	0	1	
20	1	1306.4934	0	460	1105	2857	4205	1001	17.5	200	0	1	1307.9715	0	1	
21	1	1312.3081	0	460	1105	2857	4205	1001	17.5	200	0	0	1313.9494	1	1	
22	0	1320.0427	0	460	1105	2857	4205	851	-0.5	200	0	0	1321.2097	1	0	
23	0	1326.6659	0	460	1105	2857	4205	951	8.5	200	0	0	1328.0553	1	1	
24	0	1334.1059	0	460	1105	2857	4205	601	-0.5	200	0	0	1335.5673	1	1	
25	0	1340.5627	0	460	1105	2857	4205	701	14.5	200	0	0	1341.8243	1	0	
26	0	1347.5376	0	460	1105	2857	4205	501	14.5	200	0	1	1349.0731	0	1	
27	1	1352.7856	0	460	1105	2857	4205	501	14.5	200	0	1	1354.8244	0	1	
28	1	1365.3917	0	460	1105	2857	4205	501	14.5	200	0	0	1367.1124	1	1	
29	0	1373.2028	0	730	2058	2857	4205	851	8.5	200	1	1	1374.6676	1	1	
30	0	1380.7965	0	730	2058	2857	4205	901	11.5	200	1	1	1382.3810	1	0	
