Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	1687.3547	0	460	1105	2857	4205	1001	8.5	200	0	0	1690.4305	1	1	
2	0	1698.7283	0	460	1105	2857	4205	551	5.5	200	0	0	1700.1044	1	0	
3	0	1707.6054	1	730	2058	2857	4205	751	14.5	200	1	1	1712.7003	1	1	
4	0	1721.8032	0	730	2058	2857	4205	901	17.5	200	1	0	1722.9552	0	1	
5	1	1729.5391	0	730	2058	2857	4205	901	17.5	200	1	1	1731.1190	1	1	
6	0	1743.9675	0	460	1105	2857	4205	851	8.5	200	0	0	1745.0515	1	0	
7	0	1750.6217	0	460	1105	2857	4205	801	17.5	200	0	1	1752.0366	0	0	
8	1	1756.2219	0	460	1105	2857	4205	801	17.5	200	0	0	1757.6403	1	0	
9	0	1765.3745	0	460	1105	2857	4205	701	5.5	200	0	0	1767.4317	1	1	
10	0	1774.2301	0	730	2058	2857	4205	601	-0.5	200	1	0	1776.1847	0	0	
11	1	1779.9548	1	730	2058	2857	4205	601	-0.5	200	1	1	1785.4685	1	0	
12	0	1800.1240	0	460	1105	2857	4205	501	14.5	200	0	0	1802.3068	1	0	
13	0	1808.7345	0	730	2058	2857	4205	951	-0.5	200	1	1	1810.6764	1	1	
14	0	1816.6653	0	460	1105	2857	4205	751	11.5	200	0	0	1818.9771	1	1	
15	0	1828.5160	0	460	1105	2857	4205	701	11.5	200	0	0	1829.8230	1	0	
16	0	1835.2000	0	460	1105	2857	4205	901	17.5	200	0	1	1836.5615	0	1	
17	1	1841.4564	1	460	1105	2857	4205	901	17.5	200	0	0	1846.4000	1	1	
18	0	1854.0302	0	460	1105	2857	4205	551	2.5	200	0	0	1855.4811	1	1	
19	0	1861.0266	0	460	1105	2857	4205	651	14.5	200	0	1	1862.6768	0	1	
20	1	1866.9540	0	460	1105	2857	4205	651	14.5	200	0	1	1871.8705	0	1	
21	1	1875.8458	0	460	1105	2857	4205	651	14.5	200	0	0	1877.2147	1	1	
22	0	1891.2433	0	730	2058	2857	4205	801	2.5	200	1	1	1892.8609	1	0	
23	0	1899.4700	0	730	2058	2857	4205	951	2.5	200	1	1	1901.3442	1	1	
24	0	1907.8155	0	730	2058	2857	4205	601	8.5	200	1	0	1909.1803	0	1	
25	1	1916.8436	0	730	2058	2857	4205	601	8.5	200	1	1	1918.8942	1	1	
26	0	1926.3060	0	460	1105	2857	4205	1001	-0.5	200	0	0	1927.6558	1	1	
27	0	1933.3803	0	730	2058	2857	4205	851	5.5	200	1	1	1934.9026	1	0	
28	0	1943.6583	0	460	1105	2857	4205	901	-0.5	200	0	0	1944.6402	1	0	
29	0	1950.2658	0	460	1105	2857	4205	551	2.5	200	0	0	1951.7268	1	0	
30	0	1956.2059	0	730	2058	2857	4205	701	11.5	200	1	1	1957.8844	1	1	
31	0	1966.0231	0	730	2058	2857	4205	651	14.5	200	1	1	1967.6378	1	0	
32	0	1973.9794	0	730	2058	2857	4205	601	11.5	200	1	1	1975.5386	1	0	
33	0	1980.3822	0	730	2058	2857	4205	501	5.5	200	1	1	1982.2177	1	1	
34	0	1988.1876	0	730	2058	2857	4205	1001	17.5	200	1	1	1990.0239	1	0	
35	0	1996.0445	0	730	2058	2857	4205	851	8.5	200	1	1	1997.8974	1	0	
36	0	2003.5846	0	460	1105	2857	4205	751	-0.5	200	0	0	2004.7657	1	1	
37	0	2010.8108	0	730	2058	2857	4205	801	17.5	200	1	1	2012.2288	1	0	
38	0	2017.6042	0	460	1105	2857	4205	951	5.5	200	0	0	2018.7800	1	0	
39	0	2023.8234	0	460	1105	2857	4205	851	14.5	200	0	1	2025.5080	0	1	
40	1	2029.8428	0	460	1105	2857	4205	851	14.5	200	0	0	2031.3897	1	1	
41	0	2035.9771	0	730	2058	2857	4205	551	5.5	200	1	1	2037.6628	1	1	
42	0	2042.2228	0	730	2058	2857	4205	501	11.5	200	1	1	2044.5258	1	1	
43	0	2050.5022	0	730	2058	2857	4205	1001	11.5	200	1	0	2052.1778	0	0	
44	1	2058.8981	1	730	2058	2857	4205	1001	11.5	200	1	0	2063.2950	0	0	
45	1	2068.0594	0	730	2058	2857	4205	1001	11.5	200	1	1	2069.7652	1	0	
46	0	2075.2363	0	460	1105	2857	4205	651	17.5	200	0	0	2077.3433	1	0	
47	0	2081.4479	0	730	2058	2857	4205	601	8.5	200	1	1	2082.9417	1	0	
48	0	2087.6816	0	730	2058	2857	4205	701	5.5	200	1	1	2090.3435	1	0	
49	0	2095.4204	0	730	2058	2857	4205	901	2.5	200	1	1	2098.9026	1	1	
50	0	2104.2468	0	460	1105	2857	4205	751	2.5	200	0	0	2105.6374	1	0	
51	0	2109.8960	0	460	1105	2857	4205	701	11.5	200	0	1	2111.5232	0	1	
52	1	2117.2281	0	460	1105	2857	4205	701	11.5	200	0	1	2118.5436	0	1	
53	1	2122.9140	0	460	1105	2857	4205	701	11.5	200	0	0	2124.3263	1	1	
54	0	2129.5568	0	730	2058	2857	4205	901	2.5	200	1	0	2130.9935	0	0	
55	1	2135.6963	0	730	2058	2857	4205	901	2.5	200	1	1	2137.2432	1	0	
56	0	2142.9074	0	460	1105	2857	4205	751	-0.5	200	0	0	2144.1937	1	0	
57	0	2151.7569	1	730	2058	2857	4205	1001	14.5	200	1	1	2157.0830	1	1	
58	0	2161.9180	0	460	1105	2857	4205	851	2.5	200	0	1	2163.4310	0	1	
59	1	2167.4454	0	460	1105	2857	4205	851	2.5	200	0	0	2168.7085	1	1	
60	0	2173.9998	0	730	2058	2857	4205	601	-0.5	200	1	1	2175.7364	1	0	
61	0	2180.7519	0	460	1105	2857	4205	801	8.5	200	0	0	2182.3575	1	0	
62	0	2186.5431	0	460	1105	2857	4205	551	11.5	200	0	0	2188.0924	1	0	
63	0	2193.1350	0	730	2058	2857	4205	951	8.5	200	1	1	2194.4505	1	1	
64	0	2199.4812	0	460	1105	2857	4205	651	17.5	200	0	1	2201.2935	0	1	
