Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	460.1256	0	730	2058	2857	4205	501	14.5	200	1	1	462.4814	1	1	
2	0	468.5835	0	730	2058	2857	4205	751	17.5	200	1	0	470.8717	0	1	
3	1	476.2299	1	730	2058	2857	4205	751	17.5	200	1	1	482.2158	1	1	
4	0	493.0640	0	730	2058	2857	4205	551	2.5	200	1	1	495.3049	1	1	
5	0	507.2744	0	730	2058	2857	4205	701	2.5	200	1	1	509.4488	1	0	
6	0	519.5188	0	460	1105	2857	4205	951	17.5	200	0	0	520.5786	1	0	
7	0	527.3226	0	730	2058	2857	4205	901	11.5	200	1	1	528.8000	1	1	
8	0	534.4495	0	460	1105	2857	4205	801	11.5	200	0	0	535.8024	1	0	
9	0	542.7396	0	460	1105	2857	4205	851	5.5	200	0	0	543.4928	1	0	
10	0	549.4030	0	730	2058	2857	4205	1001	5.5	200	1	1	550.9251	1	1	
11	0	562.9640	0	460	1105	2857	4205	651	2.5	200	0	0	563.9742	1	0	
12	0	568.9339	1	460	1105	2857	4205	651	5.5	200	0	0	573.7479	1	1	
13	0	579.1101	0	730	2058	2857	4205	801	8.5	200	1	1	580.7491	1	1	
14	0	585.7151	0	460	1105	2857	4205	701	8.5	200	0	0	586.7991	1	1	
15	0	591.9402	0	730	2058	2857	4205	901	17.5	200	1	1	593.5834	1	0	
16	0	599.9315	0	730	2058	2857	4205	551	11.5	200	1	1	601.3463	1	0	
17	0	616.2142	0	730	2058	2857	4205	851	8.5	200	1	0	617.8409	0	0	
18	1	623.4974	0	730	2058	2857	4205	851	8.5	200	1	1	626.1405	1	0	
19	0	632.2637	0	460	1105	2857	4205	951	14.5	200	0	0	633.3136	1	0	
20	0	639.9389	0	730	2058	2857	4205	1001	14.5	200	1	1	642.1495	1	0	
21	0	650.5526	0	460	1105	2857	4205	501	17.5	200	0	1	653.1186	0	1	
22	1	661.5156	0	460	1105	2857	4205	501	17.5	200	0	0	662.7577	1	1	
23	0	666.8222	0	460	1105	2857	4205	751	2.5	200	0	1	668.4328	0	1	
24	1	681.5646	0	460	1105	2857	4205	751	2.5	200	0	0	682.7982	1	1	
25	0	688.5520	0	460	1105	2857	4205	801	8.5	200	0	0	689.3664	1	0	
26	0	694.3579	0	730	2058	2857	4205	751	5.5	200	1	0	695.4691	0	0	
27	1	701.0825	0	730	2058	2857	4205	751	5.5	200	1	1	702.3616	1	0	
28	0	707.6690	0	460	1105	2857	4205	701	11.5	200	0	1	709.0845	0	1	
29	1	712.8652	0	460	1105	2857	4205	701	11.5	200	0	0	714.0494	1	1	
30	0	721.5303	0	460	1105	2857	4205	951	14.5	200	0	1	722.9420	0	1	
31	1	727.8255	0	460	1105	2857	4205	951	14.5	200	0	0	729.6708	1	1	
32	0	735.0524	0	460	1105	2857	4205	601	11.5	200	0	0	736.3423	1	0	
33	0	741.3409	1	460	1105	2857	4205	1001	17.5	200	0	0	746.3766	1	1	
34	0	751.1575	0	460	1105	2857	4205	551	14.5	200	0	1	753.2384	0	0	
35	1	763.3764	0	460	1105	2857	4205	551	14.5	200	0	0	764.3901	1	0	
36	0	769.9309	0	730	2058	2857	4205	851	2.5	200	1	1	771.5217	1	1	
37	0	777.0282	0	460	1105	2857	4205	651	5.5	200	0	0	778.1738	1	0	
38	0	783.0633	0	460	1105	2857	4205	501	17.5	200	0	0	784.7923	1	0	
39	0	790.3171	0	730	2058	2857	4205	551	11.5	200	1	1	791.7887	1	0	
40	0	797.3349	0	730	2058	2857	4205	501	17.5	200	1	1	799.4511	1	1	
41	0	806.2436	0	730	2058	2857	4205	1001	5.5	200	1	1	807.4912	1	1	
42	0	813.7515	0	460	1105	2857	4205	751	8.5	200	0	1	815.4650	0	1	
43	1	825.8675	0	460	1105	2857	4205	751	8.5	200	0	0	827.2112	1	1	
44	0	831.6950	0	730	2058	2857	4205	851	14.5	200	1	1	833.4764	1	0	
45	0	840.1845	0	730	2058	2857	4205	651	5.5	200	1	0	841.7071	0	0	
46	1	845.7730	0	730	2058	2857	4205	651	5.5	200	1	1	847.6529	1	0	
47	0	853.4884	0	730	2058	2857	4205	951	2.5	200	1	1	855.3435	1	0	
48	0	860.9208	0	460	1105	2857	4205	801	5.5	200	0	1	862.5961	0	1	
