Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	101.9266	0	730	2058	2857	4205	851	2.5	200	1	-1	-1.0000	0	0	
2	0	128.1193	0	730	2058	2857	4205	901	8.5	200	1	1	129.7954	1	0	
3	0	156.5689	0	460	1105	2857	4205	601	14.5	200	0	1	161.3456	0	1	
4	1	166.7105	0	460	1105	2857	4205	601	14.5	200	0	1	168.3589	0	1	
5	1	172.8774	0	460	1105	2857	4205	601	14.5	200	0	0	174.1286	1	1	
6	0	177.7335	0	460	1105	2857	4205	1001	11.5	200	0	0	179.1227	1	0	
7	0	185.1456	0	460	1105	2857	4205	701	5.5	200	0	0	187.1983	1	0	
8	0	191.3241	0	460	1105	2857	4205	501	-0.5	200	0	0	192.6760	1	1	
9	0	200.6557	0	730	2058	2857	4205	651	-0.5	200	1	1	202.0811	1	0	
10	0	208.2604	1	730	2058	2857	4205	801	8.5	200	1	1	209.2015	1	1	
11	0	219.0335	0	460	1105	2857	4205	551	14.5	200	0	0	220.4612	1	0	
12	0	224.5951	0	460	1105	2857	4205	751	8.5	200	0	0	225.8397	1	1	
13	0	230.0707	0	730	2058	2857	4205	651	14.5	200	1	1	231.6780	1	0	
14	0	241.2414	0	730	2058	2857	4205	801	5.5	200	1	0	242.0583	0	0	
15	1	247.7922	0	730	2058	2857	4205	801	5.5	200	1	1	249.1289	1	0	
16	0	257.7835	0	460	1105	2857	4205	951	2.5	200	0	0	258.9693	1	1	
17	0	264.3892	0	730	2058	2857	4205	751	-0.5	200	1	0	265.3014	0	1	
18	1	270.6316	0	730	2058	2857	4205	751	-0.5	200	1	1	272.0446	1	1	
19	0	281.5154	0	730	2058	2857	4205	901	2.5	200	1	1	282.2833	1	1	
20	0	291.3611	0	730	2058	2857	4205	851	11.5	200	1	0	292.1069	0	0	
21	1	298.8239	0	730	2058	2857	4205	851	11.5	200	1	1	299.4323	1	0	
22	0	308.8726	0	460	1105	2857	4205	1001	11.5	200	0	1	309.3734	0	1	
23	1	318.7679	0	460	1105	2857	4205	1001	11.5	200	0	0	320.2112	1	1	
24	0	324.6283	0	460	1105	2857	4205	601	8.5	200	0	0	325.6224	1	0	
25	0	329.8866	1	460	1105	2857	4205	501	5.5	200	0	0	330.8343	1	1	
26	0	335.0458	0	730	2058	2857	4205	701	5.5	200	1	1	338.6729	1	1	
27	0	347.9189	0	730	2058	2857	4205	951	11.5	200	1	1	349.1862	1	1	
28	0	358.6646	0	460	1105	2857	4205	651	-0.5	200	0	0	359.4753	1	0	
29	0	365.1010	0	730	2058	2857	4205	801	14.5	200	1	1	367.3064	1	1	
30	0	383.7026	0	460	1105	2857	4205	551	2.5	200	0	0	384.6321	1	0	
31	0	389.0086	0	460	1105	2857	4205	851	8.5	200	0	0	389.9961	1	0	
32	0	394.3152	0	460	1105	2857	4205	751	2.5	200	0	0	395.3628	1	1	
33	0	399.5725	0	460	1105	2857	4205	501	5.5	200	0	1	400.8143	0	1	
34	1	408.8301	0	460	1105	2857	4205	501	5.5	200	0	0	409.9380	1	1	
35	0	414.9051	1	730	2058	2857	4205	901	-0.5	200	1	0	416.0389	0	0	
36	1	420.4385	0	730	2058	2857	4205	901	-0.5	200	1	1	422.9189	1	0	
37	0	432.7350	0	460	1105	2857	4205	601	8.5	200	0	1	434.6430	0	1	
38	1	454.2995	0	460	1105	2857	4205	601	8.5	200	0	0	457.6038	1	1	
39	0	461.0449	0	730	2058	2857	4205	701	8.5	200	1	0	462.2839	0	0	
40	1	467.5274	0	730	2058	2857	4205	701	8.5	200	1	1	469.5526	1	0	
41	0	478.7994	0	730	2058	2857	4205	601	11.5	200	1	1	480.2175	1	1	
42	0	493.4847	1	460	1105	2857	4205	501	2.5	200	0	0	496.8465	1	0	
43	0	500.3593	0	730	2058	2857	4205	751	14.5	200	1	0	504.6656	0	1	
44	1	509.1186	0	730	2058	2857	4205	751	14.5	200	1	1	510.6736	1	1	
45	0	519.2484	0	730	2058	2857	4205	701	11.5	200	1	1	520.2730	1	0	
46	0	530.8145	1	730	2058	2857	4205	651	-0.5	200	1	1	531.7367	1	1	
47	0	540.5703	0	460	1105	2857	4205	901	-0.5	200	0	0	541.9476	1	1	
48	0	576.8379	0	730	2058	2857	4205	801	5.5	200	1	1	578.0596	1	0	
49	0	587.4297	1	460	1105	2857	4205	951	14.5	200	0	1	589.0593	0	1	
50	1	598.2592	0	460	1105	2857	4205	951	14.5	200	0	0	599.7330	1	1	
51	0	605.4857	0	730	2058	2857	4205	1001	2.5	200	1	0	606.0614	0	1	
52	1	623.9694	0	730	2058	2857	4205	1001	2.5	200	1	0	625.2799	0	1	
53	1	629.9041	0	730	2058	2857	4205	1001	2.5	200	1	1	631.5346	1	1	
54	0	670.4270	0	730	2058	2857	4205	851	14.5	200	1	0	674.3494	0	0	
