Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	Mask	
1	0	83.3853	0	460	1105	2857	4205	851	14.5	200	0	0	94.2973	1	0	
2	0	97.0575	0	460	1105	2857	4205	551	2.5	200	0	0	109.8858	1	0	
3	0	115.0722	0	460	1105	2857	4205	601	11.5	200	0	0	116.9437	1	0	
4	0	123.8370	0	730	2058	2857	4205	501	-0.5	200	1	0	125.0975	0	1	
5	1	130.2357	0	730	2058	2857	4205	501	-0.5	200	1	1	132.2670	1	1	
6	0	135.0553	0	730	2058	2857	4205	701	14.5	200	1	1	137.5064	1	1	
7	0	140.4920	1	460	1105	2857	4205	901	14.5	200	0	0	145.2586	1	1	
8	0	150.6509	0	730	2058	2857	4205	951	5.5	200	1	1	152.2573	1	1	
9	0	160.6110	0	460	1105	2857	4205	1001	11.5	200	0	0	162.1695	1	1	
10	0	166.7340	0	730	2058	2857	4205	751	5.5	200	1	1	167.9653	1	0	
11	0	173.2518	0	460	1105	2857	4205	651	2.5	200	0	1	174.6860	0	1	
12	1	184.9177	0	460	1105	2857	4205	651	2.5	200	0	1	186.4962	0	1	
13	1	191.3492	0	460	1105	2857	4205	651	2.5	200	0	0	193.5055	1	1	
14	0	197.9832	0	460	1105	2857	4205	501	8.5	200	0	1	199.8089	0	1	
15	1	204.1868	0	460	1105	2857	4205	501	8.5	200	0	0	205.4726	1	1	
16	0	210.2804	0	460	1105	2857	4205	701	8.5	200	0	0	211.2142	1	0	
17	0	216.2995	0	730	2058	2857	4205	951	2.5	200	1	1	217.4564	1	1	
18	0	226.9109	0	460	1105	2857	4205	801	-0.5	200	0	0	228.2035	1	1	
19	0	232.7016	0	730	2058	2857	4205	751	8.5	200	1	1	233.9151	1	1	
20	0	240.9156	0	730	2058	2857	4205	651	8.5	200	1	1	242.4326	1	0	
21	0	249.4998	0	730	2058	2857	4205	1001	11.5	200	1	0	251.2262	0	1	
22	1	263.6794	1	730	2058	2857	4205	1001	11.5	200	1	1	268.1871	1	1	
23	0	274.0806	0	460	1105	2857	4205	601	5.5	200	0	0	276.2516	1	0	
24	0	280.2349	0	730	2058	2857	4205	851	2.5	200	1	1	282.3660	1	0	
25	0	286.7419	0	730	2058	2857	4205	551	11.5	200	1	1	288.6467	1	0	
26	0	293.9214	0	730	2058	2857	4205	501	-0.5	200	1	1	295.7828	1	0	
27	0	301.3070	0	730	2058	2857	4205	651	14.5	200	1	0	304.0821	0	0	
28	1	308.1398	0	730	2058	2857	4205	651	14.5	200	1	1	310.4095	1	0	
29	0	315.9613	0	460	1105	2857	4205	551	-0.5	200	0	0	317.3273	1	0	
30	0	321.9608	0	460	1105	2857	4205	1001	5.5	200	0	1	323.1731	0	1	
31	1	333.4104	0	460	1105	2857	4205	1001	5.5	200	0	0	334.5739	1	1	
32	0	339.1034	0	460	1105	2857	4205	801	11.5	200	0	0	339.9724	1	0	
33	0	344.2702	0	730	2058	2857	4205	951	5.5	200	1	1	345.7841	1	1	
34	0	351.9926	1	460	1105	2857	4205	901	8.5	200	0	0	357.2829	1	1	
35	0	360.9922	1	730	2058	2857	4205	751	8.5	200	1	1	365.9697	1	1	
