Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	1073.5035	0	730	2058	2857	4205	509	-3.5	200	1	1	1075.8226	1	2	
2	0	1085.4138	0	460	1105	2857	4205	501	2.5	200	0	0	1086.3049	1	5	
3	0	1091.4267	0	730	2058	2857	4205	508	-3.5	200	1	1	1092.7271	1	3	
4	0	1097.5796	1	730	2058	2857	4205	505	-0.5	200	1	0	1098.7085	0	4	
5	1	1106.4230	0	730	2058	2857	4205	505	-0.5	200	1	1	1109.0382	1	4	
6	0	1112.0666	1	460	1105	2857	4205	502	-9.5	200	0	0	1116.4457	1	5	
7	0	1121.2413	0	730	2058	2857	4205	503	-0.5	200	1	1	1122.6098	1	0	
8	0	1126.7444	0	730	2058	2857	4205	511	-3.5	200	1	1	1128.3229	1	4	
9	0	1134.8327	1	730	2058	2857	4205	506	-9.5	200	1	0	1138.7433	0	3	
10	1	1143.3850	0	730	2058	2857	4205	506	-9.5	200	1	1	1145.0665	1	3	
11	0	1150.3154	0	460	1105	2857	4205	507	-9.5	200	0	0	1151.8275	1	0	
12	0	1156.3084	1	730	2058	2857	4205	510	-0.5	200	1	1	1161.8528	1	5	
13	0	1166.2308	1	730	2058	2857	4205	508	-9.5	200	1	1	1171.2955	1	5	
14	0	1175.9650	0	730	2058	2857	4205	502	2.5	200	1	0	1177.6407	0	3	
15	1	1186.7659	0	730	2058	2857	4205	502	2.5	200	1	0	1189.3778	0	3	
16	1	1194.5896	1	730	2058	2857	4205	502	2.5	200	1	1	1198.6889	1	3	
17	0	1204.3695	0	730	2058	2857	4205	501	-3.5	200	1	0	1206.1612	0	1	
18	1	1213.3427	0	730	2058	2857	4205	501	-3.5	200	1	1	1217.5431	1	1	
19	0	1221.6884	1	460	1105	2857	4205	510	-9.5	200	0	0	1226.0323	1	2	
20	0	1231.9415	1	730	2058	2857	4205	511	-0.5	200	1	1	1235.5365	1	2	
21	0	1239.7674	1	730	2058	2857	4205	507	-12.5	200	1	1	1245.1246	1	0	
22	0	1249.1284	0	730	2058	2857	4205	503	-6.5	200	1	0	1250.7504	0	0	
23	1	1254.4067	1	730	2058	2857	4205	503	-6.5	200	1	0	1258.3971	0	0	
24	1	1262.3672	1	730	2058	2857	4205	503	-6.5	200	1	1	1265.9436	1	0	
25	0	1270.2028	1	730	2058	2857	4205	506	-12.5	200	1	1	1274.5399	1	2	
26	0	1278.7800	0	730	2058	2857	4205	505	-6.5	200	1	1	1280.5458	1	4	
27	0	1286.3147	1	460	1105	2857	4205	509	-6.5	200	0	0	1290.3664	1	1	
28	0	1296.4983	1	730	2058	2857	4205	502	-3.5	200	1	1	1300.3080	1	0	
29	0	1305.2428	0	730	2058	2857	4205	506	-12.5	200	1	1	1306.7802	1	1	
30	0	1319.5025	0	460	1105	2857	4205	508	2.5	200	0	1	1323.4589	0	2	
31	1	1327.3037	0	460	1105	2857	4205	508	2.5	200	0	1	1329.0680	0	2	
32	1	1333.1412	0	460	1105	2857	4205	508	2.5	200	0	0	1334.7260	1	2	
33	0	1339.4546	0	730	2058	2857	4205	509	2.5	200	1	1	1341.0638	1	1	
34	0	1344.7529	0	460	1105	2857	4205	505	-3.5	200	0	0	1346.4398	1	1	
35	0	1355.7344	1	460	1105	2857	4205	511	-9.5	200	0	0	1358.6477	1	4	
