Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	Mask	
1	0	5.8603	0	936	1551	2975	4263	509	-12.0	200	0	0	17.6417	1	5	
2	0	23.2899	1	936	1551	2975	4263	504	-9.8	200	0	0	28.7856	1	4	
3	0	34.0321	0	936	1551	2975	4263	508	-7.5	200	0	1	36.0647	0	5	
4	1	38.1430	1	936	1551	2975	4263	508	-7.5	200	0	0	43.3175	1	5	
5	0	51.1693	0	437	2761	2975	4263	505	-9.8	200	1	1	53.3097	1	3	
6	0	59.1270	0	936	1551	2975	4263	501	-7.5	200	0	0	60.7729	1	4	
7	0	66.1778	1	936	1551	2975	4263	503	-3.0	200	0	1	72.2080	0	4	
8	1	76.1838	1	936	1551	2975	4263	503	-3.0	200	0	0	80.4755	1	4	
9	0	89.2811	0	437	2761	2975	4263	507	-9.8	200	1	1	90.9853	1	4	
10	0	99.8779	1	437	2761	2975	4263	506	-5.3	200	1	0	103.9154	0	1	
11	1	117.3153	0	437	2761	2975	4263	506	-5.3	200	1	0	118.5859	0	1	
12	1	122.9037	1	437	2761	2975	4263	506	-5.3	200	1	1	128.6379	1	1	
13	0	134.3478	1	437	2761	2975	4263	502	-5.3	200	1	0	139.2660	0	0	
14	1	144.9287	1	437	2761	2975	4263	502	-5.3	200	1	1	150.0019	1	0	
15	0	158.1637	1	437	2761	2975	4263	511	-9.8	200	1	1	165.1113	1	1	
16	0	170.8559	1	936	1551	2975	4263	508	-3.0	200	0	1	175.7746	0	0	
17	1	182.6383	0	936	1551	2975	4263	508	-3.0	200	0	1	184.2303	0	0	
18	1	189.0532	0	936	1551	2975	4263	508	-3.0	200	0	0	190.2612	1	0	
19	0	196.9194	0	437	2761	2975	4263	503	-9.8	200	1	1	198.4360	1	5	
20	0	204.0744	0	936	1551	2975	4263	502	-3.0	200	0	1	205.8746	0	1	
21	1	221.2000	0	936	1551	2975	4263	502	-3.0	200	0	1	222.9455	0	1	
22	1	227.3253	0	936	1551	2975	4263	502	-3.0	200	0	0	228.4347	1	1	
23	0	239.1573	0	437	2761	2975	4263	511	-9.8	200	1	0	240.3391	0	0	
24	1	290.1399	1	437	2761	2975	4263	511	-9.8	200	1	1	299.1138	1	0	
25	0	304.6167	0	437	2761	2975	4263	504	-12.0	200	1	1	306.3224	1	2	
26	0	310.6759	0	437	2761	2975	4263	501	-12.0	200	1	0	312.0412	0	3	
27	1	372.9985	1	437	2761	2975	4263	501	-12.0	200	1	1	381.1185	1	3	
