Trial	CorrectionTrial?	StartTime	CenterReward?	F1	F2	F3	F4	HoldTime	Atten	Pitch	Side	Response	RespTime	Correct	SpatialMask	
1	0	1118.4004	0	460	1105	2857	4205	511	-9.5	200	0	1	1119.7589	0	3	
2	1	1123.8233	1	460	1105	2857	4205	511	-9.5	200	0	1	1132.9170	0	3	
3	1	1146.8286	1	460	1105	2857	4205	511	-9.5	200	0	1	1153.7709	0	3	
4	1	1162.0386	1	460	1105	2857	4205	511	-9.5	200	0	1	1170.2219	0	3	
5	1	1174.6191	0	460	1105	2857	4205	511	-9.5	200	0	0	1176.4136	1	3	
6	0	1188.2933	1	460	1105	2857	4205	503	-12.5	200	0	0	1195.3316	1	5	
7	0	1202.4377	1	730	2058	2857	4205	510	-9.5	200	1	0	1207.4537	0	1	
8	1	1211.3655	0	730	2058	2857	4205	510	-9.5	200	1	1	1213.4603	1	1	
9	0	1226.2791	1	730	2058	2857	4205	502	2.5	200	1	0	1233.1171	0	2	
10	1	1238.5586	1	730	2058	2857	4205	502	2.5	200	1	1	1245.1870	1	2	
11	0	1256.8700	0	460	1105	2857	4205	505	-0.5	200	0	0	1258.8805	1	1	
12	0	1264.8422	0	460	1105	2857	4205	501	-9.5	200	0	1	1266.5929	0	5	
13	1	1279.5718	0	460	1105	2857	4205	501	-9.5	200	0	0	1281.4701	1	5	
14	0	1287.8602	1	460	1105	2857	4205	508	-9.5	200	0	0	1292.9595	1	0	
15	0	1298.9533	0	460	1105	2857	4205	506	-3.5	200	0	1	1300.7982	0	2	
16	1	1314.4810	1	460	1105	2857	4205	506	-3.5	200	0	0	1319.3250	1	2	
17	0	1323.3050	1	460	1105	2857	4205	509	-12.5	200	0	1	1329.5279	0	4	
18	1	1333.5902	0	460	1105	2857	4205	509	-12.5	200	0	0	1335.3080	1	4	
19	0	1341.7511	0	730	2058	2857	4205	507	-3.5	200	1	1	1343.8812	1	3	
20	0	1364.9722	0	460	1105	2857	4205	511	-12.5	200	0	0	1366.6633	1	3	
21	0	1372.7055	0	730	2058	2857	4205	506	-0.5	200	1	1	1374.3158	1	5	
22	0	1378.1769	0	730	2058	2857	4205	502	-3.5	200	1	0	1379.4812	0	1	
23	1	1384.3594	0	730	2058	2857	4205	502	-3.5	200	1	0	1385.7741	0	1	
24	1	1390.5270	0	730	2058	2857	4205	502	-3.5	200	1	1	1392.1303	1	1	
25	0	1398.4578	0	460	1105	2857	4205	501	2.5	200	0	1	1400.1984	0	2	
26	1	1413.8737	0	460	1105	2857	4205	501	2.5	200	0	0	1414.9145	1	2	
27	0	1421.4365	0	460	1105	2857	4205	507	-0.5	200	0	0	1422.8149	1	0	
28	0	1427.4018	0	730	2058	2857	4205	503	-12.5	200	1	1	1428.5780	1	4	
29	0	1434.6491	0	730	2058	2857	4205	504	-6.5	200	1	1	1436.1990	1	5	
30	0	1442.3047	0	460	1105	2857	4205	505	-3.5	200	0	0	1443.6444	1	3	
31	0	1448.2366	0	460	1105	2857	4205	508	-3.5	200	0	1	1449.5803	0	0	
32	1	1453.2831	0	460	1105	2857	4205	508	-3.5	200	0	0	1454.5469	1	0	
33	0	1479.7328	0	730	2058	2857	4205	510	-12.5	200	1	0	1481.5971	0	3	
34	1	1485.5930	0	730	2058	2857	4205	510	-12.5	200	1	1	1487.0931	1	3	
35	0	1497.1301	1	460	1105	2857	4205	509	2.5	200	0	0	1501.8467	1	0	
36	0	1506.7970	1	460	1105	2857	4205	507	-9.5	200	0	0	1511.0637	1	2	
37	0	1515.0447	0	730	2058	2857	4205	504	-9.5	200	1	1	1516.6657	1	3	
38	0	1521.3299	0	460	1105	2857	4205	511	-0.5	200	0	1	1523.4041	0	2	
39	1	1530.4881	1	460	1105	2857	4205	511	-0.5	200	0	0	1534.0641	1	2	
40	0	1538.5233	1	730	2058	2857	4205	503	-6.5	200	1	0	1542.7451	0	0	
41	1	1548.5626	0	730	2058	2857	4205	503	-6.5	200	1	0	1550.2413	0	0	
42	1	1562.7641	0	730	2058	2857	4205	503	-6.5	200	1	1	1564.9448	1	0	
43	0	1568.2064	0	730	2058	2857	4205	510	-0.5	200	1	1	1573.0083	1	1	
44	0	1584.1067	1	730	2058	2857	4205	502	-0.5	200	1	0	1589.3404	0	0	
45	1	1595.5409	0	730	2058	2857	4205	502	-0.5	200	1	0	1598.5094	0	0	
46	1	1606.8731	0	730	2058	2857	4205	502	-0.5	200	1	1	1608.8960	1	0	
47	0	1613.9554	0	460	1105	2857	4205	501	2.5	200	0	1	1616.0509	0	1	
48	1	1635.9735	0	460	1105	2857	4205	501	2.5	200	0	1	1637.5339	0	1	
49	1	1641.4122	0	460	1105	2857	4205	501	2.5	200	0	1	1643.6113	0	1	
50	1	1653.9325	1	460	1105	2857	4205	501	2.5	200	0	0	1659.1813	1	1	
51	0	1668.5684	0	460	1105	2857	4205	508	-3.5	200	0	0	1670.0360	1	4	
52	0	1674.1442	0	730	2058	2857	4205	506	-3.5	200	1	1	1675.8673	1	2	
53	0	1680.6581	0	460	1105	2857	4205	502	2.5	200	0	1	1682.6450	0	4	
54	1	1686.3886	0	460	1105	2857	4205	502	2.5	200	0	0	1687.8060	1	4	
